scan_type,configuration_role,combined_code,axis,coordinate_m,velocity_m_per_s,same_axis_780_force_proxy_n,applied_reference_vector_transition_shift_hz,same_axis_effective_field_proxy_g
position,current_matched,++-++-,y,2.5000000000000066e-05,,-3.278253254385398e-23,69981.00882306468,0.05000062400392578
position,current_matched,++-++-,y,3.749999999999999e-05,,-4.917407870015681e-23,104973.15343879042,0.07500210791287518
position,current_matched,++-++-,y,5.000000000000002e-05,,-6.556596247650135e-23,139967.26638566868,0.10000499817174047
position,current_matched,++-++-,y,6.250000000000006e-05,,-8.195829932461808e-23,174964.00391761548,0.1250097636663788
position,current_matched,++-++-,y,7.499999999999998e-05,,-9.835120715316037e-23,209964.02241157353,0.1500168733705485
position,current_matched,++-++-,y,8.750000000000001e-05,,-1.147448068943747e-22,244967.97839832964,0.17502679636792762
position,current_matched,++-++-,y,0.00010000000000000005,,-1.3113922304032868e-22,279976.5285932679,0.20004000187408702
position,current_matched,++-++-,y,0.00011249999999999997,,-1.4753458414411076e-22,314990.3299272111,0.2250569592585259
position,current_matched,++-++-,y,0.000125,,-1.6393102328163607e-22,350010.03957724216,0.25007813806669343
position,current_matched,++-++-,y,0.00013750000000000004,,-1.8032867847102824e-22,385036.3149975302,0.2751040080420139
position,current_matched,++-++-,y,0.00015000000000000007,,-1.9672769304654294e-22,420069.8139502377,0.3001350391479691
position,current_matched,++-++-,y,0.0001625,,-2.1312821598533043e-22,455111.1945364071,0.3251717015901667
position,current_matched,++-++-,y,0.00017500000000000003,,-2.29530402186002e-22,490161.11522690393,0.35021446583844856
position,current_matched,++-++-,y,0.00018750000000000006,,-2.4593441269822313e-22,525220.2348933601,0.37526380264899994
position,current_matched,++-++-,y,0.00019999999999999998,,-2.6234041490411223e-22,560289.212839188,0.40032018308650796
position,current_matched,++-++-,y,0.00021250000000000002,,-2.7874858265198444e-22,595368.708830609,0.4253840785463312
position,current_matched,++-++-,y,0.00022500000000000005,,-2.9515909634425e-22,630459.3831277525,0.4504559607767202
position,current_matched,++-++-,y,0.00023749999999999997,,-3.1157214298135354e-22,665561.8965157423,0.4755363019010279
position,current_matched,++-++-,y,0.00025,,-3.2798791616437504e-22,700676.9103358922,0.5006255744399984
position,current_matched,++-++-,y,0.00026250000000000004,,-3.4440661605905415e-22,735805.0865169069,0.5257242513340601
position,current_matched,++-++-,y,0.00027500000000000007,,-3.608284493243791e-22,770947.0876061418,0.5508328059656599
position,current_matched,++-++-,y,0.0002875,,-3.7725362900920546e-22,806103.5768009621,0.5759517121816693
position,current_matched,++-++-,y,0.00030000000000000003,,-3.936823744201616e-22,841275.217980085,0.601081444315778
position,current_matched,++-++-,y,0.00031250000000000006,,-4.1011491096446817e-22,876462.6757350093,0.6262224772109499
position,current_matched,++-++-,y,0.000325,,-4.265514699712176e-22,911666.6154015481,0.6513752862419532
position,current_matched,++-++-,y,0.0003375,,-4.42992288494399e-22,946887.7030913932,0.6765403473379119
position,current_matched,++-++-,y,0.00035000000000000005,,-4.594376091010947e-22,982126.6057237363,0.7017181370048995
position,current_matched,++-++-,y,0.0003625000000000001,,-4.758876796479056e-22,1017383.9910569639,0.7269091323485851
position,current_matched,++-++-,y,0.000375,,-4.923427530485993e-22,1052660.5277204611,0.7521138110969559
position,current_matched,++-++-,y,0.00038750000000000004,,-5.0880308703582e-22,1087956.8852464696,0.7773326516230786
position,current_matched,++-++-,y,0.0004000000000000001,,-5.252689439190414e-22,1123273.7341019872,0.8025661329678948
position,current_matched,++-++-,y,0.0004125,,-5.417405903413922e-22,1158611.745720845,0.8278147348631353
position,current_matched,++-++-,y,0.00042500000000000003,,-5.582182970370315e-22,1193971.592535754,0.8530789377542196
position,current_matched,++-++-,y,0.00043750000000000006,,-5.747023385909943e-22,1229353.9480105254,0.8783592228232772
position,current_matched,++-++-,y,0.00045,,-5.911929932029478e-22,1264759.4866723674,0.9036560720122209
position,current_matched,++-++-,y,0.0004625,,-6.076905424560509e-22,1300188.8841442154,0.9289699680458497
position,current_matched,++-++-,y,0.00047500000000000005,,-6.2419527109201625e-22,1335642.817177273,0.954301394455096
position,current_matched,++-++-,y,0.0004875000000000001,,-6.407074667931649e-22,1371121.9636835197,0.9796508356002537
position,current_matched,++-++-,y,0.0005,,-6.572274199720745e-22,1406627.0027684332,1.0050187766943572
velocity_combined,current_matched,++-++-,y,,-0.5,3.573376883160199e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.5,5.266848488575151e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.4875,3.483982600564034e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.4875,5.134842138692943e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.475,3.3945929632687464e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.475,5.002861408017549e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.4625,3.3052078429528844e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.4625,4.870905618975391e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.45,3.2158271094822563e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.45,4.738974095501977e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.4375,3.1264506335047406e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.4375,4.607066163014921e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.425,3.037078289706631e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.425,4.475181148385988e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.4125,2.9477099470052e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.4125,4.343318379912387e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.4,2.858345482242987e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.4,4.211477187287113e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.3875,2.7689847684229427e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.3875,4.0796569015683527e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.375,2.679627678610859e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.375,3.9478568551481264e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.3625,2.590274092446191e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.3625,3.816076381720112e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.35,2.500923883071214e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.35,3.6843148162464796e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.3375,2.411576930169553e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.3375,3.552571494924095e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.32499999999999996,2.3222331081969603e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.32499999999999996,3.4208457551498573e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.3125,2.2328922994231093e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.3125,3.289136935485142e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.3,2.143554380851885e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.3,3.157444375619801e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.2875,2.054219231387089e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.2875,3.0257674163349923e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.275,1.9648867324626939e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.275,2.8941053994656717e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.26249999999999996,1.8755567628033886e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.26249999999999996,2.762457667862157e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.25,1.7862292055827956e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.25,2.6308235653510817e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.2375,1.69690394122457e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.2375,2.499202436695749e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.22499999999999998,1.607580853248913e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.22499999999999998,2.367593627555723e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.21249999999999997,1.5182598243443916e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.21249999999999997,2.235996484446024e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.19999999999999996,1.4289405442155093e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.19999999999999996,2.1044103546954493e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.1875,1.339622957587395e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.1875,1.9728345864046847e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.175,1.2503070780639405e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.175,1.8412685284035876e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.16249999999999998,1.1609927939000733e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.16249999999999998,1.7097115302081082e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.14999999999999997,1.0716799865170592e-22,,
velocity_bare_780,current_matched,++-++-,y,,-0.14999999999999997,1.5781629419768144e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.13749999999999996,9.82368543546677e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.13749999999999996,1.4466221144667597e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.125,8.930583490058463e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.125,1.3150883989891638e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.11249999999999999,8.037492865390144e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.11249999999999999,1.1835611473645232e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.09999999999999998,7.144412459277856e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.09999999999999998,1.0520397118775523e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.08749999999999997,6.251341093440174e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.08749999999999997,9.2052344523155e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.07499999999999996,5.358277676603913e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.07499999999999996,7.890117005027624e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.0625,4.465221040890312e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.0625,6.575038310943042e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.04999999999999999,3.5721700461094114e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.04999999999999999,5.2599919068982227e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.03749999999999998,2.6791235795084746e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.03749999999999998,3.944971332071763e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.024999999999999967,1.786080496695804e-23,,
velocity_bare_780,current_matched,++-++-,y,,-0.024999999999999967,2.6299701275161357e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,-0.012499999999999956,8.930396867343681e-24,,
velocity_bare_780,current_matched,++-++-,y,,-0.012499999999999956,1.3149818356926862e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.0,0.0,,
velocity_bare_780,current_matched,++-++-,y,,0.0,0.0,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.012500000000000067,-8.930396867343681e-24,,
velocity_bare_780,current_matched,++-++-,y,,0.012500000000000067,-1.3149818356926862e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.025000000000000022,-1.786080496695804e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.025000000000000022,-2.629970127516211e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.03749999999999998,-2.679123579508474e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.03749999999999998,-3.944971332071612e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.050000000000000044,-3.5721700461094114e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.050000000000000044,-5.2599919068982227e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.0625,-4.465221040890312e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.0625,-6.575038310942968e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.07500000000000007,-5.358277676603993e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.07500000000000007,-7.890117005027776e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.08750000000000002,-6.251341093440174e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.08750000000000002,-9.205234452315424e-23,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.10000000000000009,-7.144412459277856e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.10000000000000009,-1.0520397118775523e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.11250000000000004,-8.037492865390144e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.11250000000000004,-1.1835611473645232e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.125,-8.930583490058463e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.125,-1.3150883989891716e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.13750000000000007,-9.82368543546677e-23,,
velocity_bare_780,current_matched,++-++-,y,,0.13750000000000007,-1.4466221144667747e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.15000000000000002,-1.0716799865170594e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.15000000000000002,-1.5781629419768144e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.1625000000000001,-1.1609927939000733e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.1625000000000001,-1.7097115302081082e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.17500000000000004,-1.2503070780639405e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.17500000000000004,-1.8412685284035876e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.1875,-1.339622957587395e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.1875,-1.9728345864046847e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.20000000000000007,-1.4289405442155093e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.20000000000000007,-2.1044103546954568e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.21250000000000002,-1.5182598243443916e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.21250000000000002,-2.235996484446024e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.2250000000000001,-1.607580853248913e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.2250000000000001,-2.3675936275557307e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.23750000000000004,-1.69690394122457e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.23750000000000004,-2.499202436695749e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.25,-1.7862292055827956e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.25,-2.6308235653510892e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.26250000000000007,-1.8755567628033886e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.26250000000000007,-2.762457667862157e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.275,-1.9648867324626939e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.275,-2.8941053994656637e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.2875000000000001,-2.0542192313870892e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.2875000000000001,-3.025767416335e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.30000000000000004,-2.143554380851885e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.30000000000000004,-3.157444375619801e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.3125,-2.2328922994231093e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.3125,-3.289136935485142e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.32500000000000007,-2.3222331081969603e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.32500000000000007,-3.4208457551498423e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.3375,-2.411576930169553e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.3375,-3.552571494924095e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.3500000000000001,-2.500923883071214e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.3500000000000001,-3.684314816246487e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.36250000000000004,-2.590274092446191e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.36250000000000004,-3.8160763817201266e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.375,-2.679627678610859e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.375,-3.9478568551481194e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.38750000000000007,-2.7689847684229427e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.38750000000000007,-4.0796569015683527e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.4,-2.858345482242987e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.4,-4.2114771872871058e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.4125000000000001,-2.9477099470051985e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.4125000000000001,-4.343318379912379e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.42500000000000004,-3.037078289706631e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.42500000000000004,-4.475181148385981e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.4375,-3.1264506335047406e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.4375,-4.607066163014921e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.45000000000000007,-3.2158271094822563e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.45000000000000007,-4.738974095501977e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.4625,-3.3052078429528844e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.4625,-4.870905618975383e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.4750000000000001,-3.3945929632687464e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.4750000000000001,-5.002861408017557e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.48750000000000004,-3.483982600564034e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.48750000000000004,-5.134842138692942e-22,0.0,0.0
velocity_combined,current_matched,++-++-,y,,0.5,-3.573376883160199e-22,,
velocity_bare_780,current_matched,++-++-,y,,0.5,-5.266848488575158e-22,0.0,0.0
position,current_matched,++-++-,z,-0.0005,,6.572274199720756e-22,1406627.0027684332,1.0050187766943572
position,current_matched,++-++-,z,-0.00048750000000000003,,6.407074667931615e-22,1371121.9636835197,0.9796508356002537
position,current_matched,++-++-,z,-0.000475,,6.241952710920155e-22,1335642.817177273,0.954301394455096
position,current_matched,++-++-,z,-0.0004625,,6.076905424560525e-22,1300188.8841442154,0.9289699680458497
position,current_matched,++-++-,z,-0.00045,,5.911929932029505e-22,1264759.4866723674,0.9036560720122209
position,current_matched,++-++-,z,-0.0004375,,5.747023385909931e-22,1229353.9480105254,0.8783592228232772
position,current_matched,++-++-,z,-0.00042500000000000003,,5.582182970370305e-22,1193971.592535754,0.8530789377542196
position,current_matched,++-++-,z,-0.0004125,,5.417405903413941e-22,1158611.745720845,0.8278147348631353
position,current_matched,++-++-,z,-0.0004,,5.252689439190403e-22,1123273.7341019872,0.8025661329678948
position,current_matched,++-++-,z,-0.0003875,,5.088030870358196e-22,1087956.8852464696,0.7773326516230786
position,current_matched,++-++-,z,-0.000375,,4.923427530486004e-22,1052660.5277204611,0.7521138110969559
position,current_matched,++-++-,z,-0.0003625,,4.758876796479009e-22,1017383.9910569639,0.7269091323485851
position,current_matched,++-++-,z,-0.00035,,4.594376091010971e-22,982126.6057237363,0.7017181370048995
position,current_matched,++-++-,z,-0.0003375,,4.429922884943991e-22,946887.7030913932,0.6765403473379119
position,current_matched,++-++-,z,-0.000325,,4.265514699712141e-22,911666.6154015481,0.6513752862419532
position,current_matched,++-++-,z,-0.0003125,,4.1011491096446817e-22,876462.6757350093,0.6262224772109499
position,current_matched,++-++-,z,-0.00030000000000000003,,3.936823744201635e-22,841275.217980085,0.601081444315778
position,current_matched,++-++-,z,-0.0002875,,3.772536290092081e-22,806103.5768009621,0.5759517121816693
position,current_matched,++-++-,z,-0.00027499999999999996,,3.608284493243792e-22,770947.0876061418,0.5508328059656599
position,current_matched,++-++-,z,-0.00026250000000000004,,3.4440661605905353e-22,735805.0865169069,0.5257242513340601
position,current_matched,++-++-,z,-0.00025,,3.2798791616437504e-22,700676.9103358922,0.5006255744399984
position,current_matched,++-++-,z,-0.00023749999999999997,,3.115721429813555e-22,665561.8965157423,0.4755363019010279
position,current_matched,++-++-,z,-0.000225,,2.9515909634425004e-22,630459.3831277525,0.4504559607767202
position,current_matched,++-++-,z,-0.00021250000000000002,,2.7874858265198284e-22,595368.708830609,0.4253840785463312
position,current_matched,++-++-,z,-0.00019999999999999998,,2.623404149041127e-22,560289.212839188,0.40032018308650796
position,current_matched,++-++-,z,-0.0001875,,2.4593441269822313e-22,525220.2348933601,0.37526380264899994
position,current_matched,++-++-,z,-0.00017499999999999997,,2.2953040218600384e-22,490161.11522690393,0.35021446583844856
position,current_matched,++-++-,z,-0.0001625,,2.1312821598533236e-22,455111.1945364071,0.3251717015901667
position,current_matched,++-++-,z,-0.00015000000000000001,,1.9672769304653678e-22,420069.8139502377,0.3001350391479691
position,current_matched,++-++-,z,-0.00013749999999999998,,1.8032867847102829e-22,385036.3149975302,0.2751040080420139
position,current_matched,++-++-,z,-0.000125,,1.6393102328163476e-22,350010.03957724216,0.25007813806669343
position,current_matched,++-++-,z,-0.00011249999999999997,,1.4753458414410984e-22,314990.3299272111,0.2250569592585259
position,current_matched,++-++-,z,-9.999999999999999e-05,,1.311392230403294e-22,279976.5285932679,0.20004000187408702
position,current_matched,++-++-,z,-8.750000000000001e-05,,1.1474480689437282e-22,244967.97839832964,0.17502679636792762
position,current_matched,++-++-,z,-7.499999999999998e-05,,9.835120715316037e-23,209964.02241157353,0.1500168733705485
position,current_matched,++-++-,z,-6.25e-05,,8.195829932461435e-23,174964.00391761548,0.1250097636663788
position,current_matched,++-++-,z,-4.999999999999997e-05,,6.556596247650469e-23,139967.26638566868,0.10000499817174047
position,current_matched,++-++-,z,-3.749999999999999e-05,,4.917407870016062e-23,104973.15343879042,0.07500210791287518
position,current_matched,++-++-,z,-2.500000000000001e-05,,3.2782532543856924e-23,69981.00882306468,0.05000062400392578
position,current_matched,++-++-,z,-1.2499999999999979e-05,,1.6391210421147647e-23,34990.176376845426,0.025000077624960947
position,current_matched,++-++-,z,0.0,,1.181371822576399e-36,0.0,0.0
position,current_matched,++-++-,z,1.2500000000000033e-05,,-1.6391210421147647e-23,34990.176376845426,-0.025000077624960947
position,current_matched,++-++-,z,2.5000000000000066e-05,,-3.2782532543856924e-23,69981.00882306468,-0.05000062400392578
position,current_matched,++-++-,z,3.749999999999999e-05,,-4.917407870016062e-23,104973.15343879042,-0.07500210791287518
position,current_matched,++-++-,z,5.000000000000002e-05,,-6.556596247650468e-23,139967.26638566868,-0.10000499817174047
position,current_matched,++-++-,z,6.250000000000006e-05,,-8.195829932461434e-23,174964.00391761548,-0.1250097636663788
position,current_matched,++-++-,z,7.499999999999998e-05,,-9.835120715316037e-23,209964.02241157353,-0.1500168733705485
position,current_matched,++-++-,z,8.750000000000001e-05,,-1.1474480689437282e-22,244967.97839832964,-0.17502679636792762
position,current_matched,++-++-,z,0.00010000000000000005,,-1.311392230403294e-22,279976.5285932679,-0.20004000187408702
position,current_matched,++-++-,z,0.00011249999999999997,,-1.4753458414410984e-22,314990.3299272111,-0.2250569592585259
position,current_matched,++-++-,z,0.000125,,-1.6393102328163476e-22,350010.03957724216,-0.25007813806669343
position,current_matched,++-++-,z,0.00013750000000000004,,-1.8032867847102829e-22,385036.3149975302,-0.2751040080420139
position,current_matched,++-++-,z,0.00015000000000000007,,-1.9672769304653678e-22,420069.8139502377,-0.3001350391479691
position,current_matched,++-++-,z,0.0001625,,-2.1312821598533236e-22,455111.1945364071,-0.3251717015901667
position,current_matched,++-++-,z,0.00017500000000000003,,-2.2953040218600384e-22,490161.11522690393,-0.35021446583844856
position,current_matched,++-++-,z,0.00018750000000000006,,-2.4593441269822313e-22,525220.2348933601,-0.37526380264899994
position,current_matched,++-++-,z,0.00019999999999999998,,-2.623404149041127e-22,560289.212839188,-0.40032018308650796
position,current_matched,++-++-,z,0.00021250000000000002,,-2.7874858265198284e-22,595368.708830609,-0.4253840785463312
position,current_matched,++-++-,z,0.00022500000000000005,,-2.9515909634425004e-22,630459.3831277525,-0.4504559607767202
position,current_matched,++-++-,z,0.00023749999999999997,,-3.115721429813555e-22,665561.8965157423,-0.4755363019010279
position,current_matched,++-++-,z,0.00025,,-3.2798791616437504e-22,700676.9103358922,-0.5006255744399984
position,current_matched,++-++-,z,0.00026250000000000004,,-3.4440661605905353e-22,735805.0865169069,-0.5257242513340601
position,current_matched,++-++-,z,0.00027500000000000007,,-3.608284493243792e-22,770947.0876061418,-0.5508328059656599
position,current_matched,++-++-,z,0.0002875,,-3.772536290092081e-22,806103.5768009621,-0.5759517121816693
position,current_matched,++-++-,z,0.00030000000000000003,,-3.936823744201635e-22,841275.217980085,-0.601081444315778
position,current_matched,++-++-,z,0.00031250000000000006,,-4.1011491096446817e-22,876462.6757350093,-0.6262224772109499
position,current_matched,++-++-,z,0.000325,,-4.265514699712141e-22,911666.6154015481,-0.6513752862419532
position,current_matched,++-++-,z,0.0003375,,-4.429922884943991e-22,946887.7030913932,-0.6765403473379119
position,current_matched,++-++-,z,0.00035000000000000005,,-4.594376091010971e-22,982126.6057237363,-0.7017181370048995
position,current_matched,++-++-,z,0.0003625000000000001,,-4.758876796479009e-22,1017383.9910569639,-0.7269091323485851
position,current_matched,++-++-,z,0.000375,,-4.923427530486004e-22,1052660.5277204611,-0.7521138110969559
position,current_matched,++-++-,z,0.00038750000000000004,,-5.088030870358196e-22,1087956.8852464696,-0.7773326516230786
position,current_matched,++-++-,z,0.0004000000000000001,,-5.252689439190403e-22,1123273.7341019872,-0.8025661329678948
position,current_matched,++-++-,z,0.0004125,,-5.417405903413941e-22,1158611.745720845,-0.8278147348631353
position,current_matched,++-++-,z,0.00042500000000000003,,-5.582182970370305e-22,1193971.592535754,-0.8530789377542196
position,current_matched,++-++-,z,0.00043750000000000006,,-5.747023385909931e-22,1229353.9480105254,-0.8783592228232772
position,current_matched,++-++-,z,0.00045,,-5.911929932029505e-22,1264759.4866723674,-0.9036560720122209
position,current_matched,++-++-,z,0.0004625,,-6.076905424560525e-22,1300188.8841442154,-0.9289699680458497
position,current_matched,++-++-,z,0.00047500000000000005,,-6.241952710920155e-22,1335642.817177273,-0.954301394455096
position,current_matched,++-++-,z,0.0004875000000000001,,-6.407074667931615e-22,1371121.9636835197,-0.9796508356002537
position,current_matched,++-++-,z,0.0005,,-6.572274199720756e-22,1406627.0027684332,-1.0050187766943572
velocity_combined,current_matched,++-++-,z,,-0.5,3.573376883160194e-22,,
velocity_bare_780,current_matched,++-++-,z,,-0.5,3.5587228646206224e-22,0.0,0.0
velocity_combined,current_matched,++-++-,z,,-0.4875,3.4839826005639987e-22,,
velocity_bare_780,current_matched,++-++-,z,,-0.4875,3.46969491593453e-22,0.0,0.0
