scan_type,configuration_role,combined_code,axis,coordinate_m,velocity_m_per_s,same_axis_780_force_proxy_n,applied_reference_vector_transition_shift_hz,same_axis_effective_field_proxy_g
position,reversed_matched,--+--+,z,0.0005,,6.572274199720756e-22,1406627.0027684332,1.0050187766943572
velocity_combined,reversed_matched,--+--+,z,,-0.5,3.544068619233729e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.5,3.5587228646206224e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.4875,3.4554070203515363e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.4875,3.46969491593453e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.475,3.3667500453931137e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.475,3.380671602217718e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.4625,3.2780975633695015e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.4625,3.291652793809267e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.45,3.1894494466545635e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.45,3.2026383618235873e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.4375,3.100805568367286e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.4375,3.1136281781379655e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.425,3.0121657990898663e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.425,3.024622115380538e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.4125,2.923530016648913e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.4125,2.9356200469167873e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.4,2.834898092393841e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.4,2.8466218468362016e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.3875,2.746269902933244e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.3875,2.757627389937633e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.375,2.6576453262028442e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.375,2.668636551714728e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.3625,2.569024234923512e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.3625,2.5796492083403795e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.35,2.4804065096403704e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.35,2.4906652366508406e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.3375,2.3917920256513214e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.3375,2.4016845141289383e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.32499999999999996,2.303180664741934e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.32499999999999996,2.3127069188876183e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.3125,2.2145723021088066e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.3125,2.223732329651776e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.3,2.1259668194031175e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.3,2.134760625740473e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.2875,2.0373640975274808e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.2875,2.045791687048429e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.275,1.9487640159678919e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.275,1.956825394026733e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.26249999999999996,1.860166457994354e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.26249999999999996,1.8678616276637592e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.25,1.7715713034622702e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.25,1.77890026946495e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.2375,1.6829784359703709e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.2375,1.6899412014321137e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.22499999999999998,1.5943877369739783e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.22499999999999998,1.6009843060435447e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.21249999999999997,1.505799089669043e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.21249999999999997,1.5120294662314896e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.19999999999999996,1.417212571103036e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.19999999999999996,1.423076565361796e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.1875,1.3286280041242546e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.1875,1.3341254872113759e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.175,1.2400451434796736e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.175,1.2451761159458083e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.16249999999999998,1.151463869998541e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.16249999999999998,1.156228336097042e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.14999999999999997,1.0628840720306045e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.14999999999999997,1.0672820325398113e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.13749999999999996,9.743056323553034e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.13749999999999996,9.783370904692946e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.125,8.857284379599208e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.125,8.893933953767512e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.11249999999999999,7.971523767495136e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.11249999999999999,8.004508330260106e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.09999999999999998,7.085773309894246e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.09999999999999998,7.115092894297912e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.08749999999999997,6.200031910036116e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.08749999999999997,6.225686508249081e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.07499999999999996,5.314298388155683e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.07499999999999996,5.336288036482461e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.0625,4.428571644596142e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.0625,4.446896345117961e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.04999999999999999,3.542850555024436e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.04999999999999999,3.557510301783951e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.03749999999999998,2.657133970189262e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.03749999999999998,2.66812877536205e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.024999999999999967,1.7714207744859247e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.024999999999999967,1.7787506357432272e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,-0.012499999999999956,8.857098203726925e-24,,
velocity_bare_780,reversed_matched,--+--+,z,,-0.012499999999999956,8.893747535727322e-24,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.0,1.181371822576399e-36,,
velocity_bare_780,reversed_matched,--+--+,z,,0.0,1.181371822576399e-36,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.012500000000000067,-8.857098203726924e-24,,
velocity_bare_780,reversed_matched,--+--+,z,,0.012500000000000067,-8.893747535721582e-24,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.025000000000000022,-1.7714207744859247e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.025000000000000022,-1.7787506357429833e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.03749999999999998,-2.657133970189262e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.03749999999999998,-2.668128775361941e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.050000000000000044,-3.5428505550244365e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.050000000000000044,-3.5575103017836955e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.0625,-4.428571644596142e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.0625,-4.4468963451185975e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.07500000000000007,-5.314298388155798e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.07500000000000007,-5.336288036482197e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.08750000000000002,-6.200031910036116e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.08750000000000002,-6.225686508249307e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.10000000000000009,-7.085773309894246e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.10000000000000009,-7.1150928942977e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.11250000000000004,-7.971523767495136e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.11250000000000004,-8.004508330260197e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.125,-8.857284379599208e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.125,-8.893933953766949e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.13750000000000007,-9.743056323553034e-23,,
velocity_bare_780,reversed_matched,--+--+,z,,0.13750000000000007,-9.783370904692839e-23,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.15000000000000002,-1.0628840720306045e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.15000000000000002,-1.0672820325398098e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.1625000000000001,-1.151463869998541e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.1625000000000001,-1.1562283360969589e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.17500000000000004,-1.2400451434796736e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.17500000000000004,-1.2451761159458537e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.1875,-1.3286280041242546e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.1875,-1.3341254872113951e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.20000000000000007,-1.4172125711030363e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.20000000000000007,-1.4230765653618308e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.21250000000000002,-1.505799089669043e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.21250000000000002,-1.512029466231465e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.2250000000000001,-1.5943877369739783e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.2250000000000001,-1.600984306043458e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.23750000000000004,-1.6829784359703709e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.23750000000000004,-1.6899412014322018e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.25,-1.7715713034622702e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.25,-1.778900269464945e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.26250000000000007,-1.860166457994354e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.26250000000000007,-1.8678616276637792e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.275,-1.9487640159678919e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.275,-1.9568253940267788e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.2875000000000001,-2.0373640975274808e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.2875000000000001,-2.04579168704835e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.30000000000000004,-2.125966819403118e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.30000000000000004,-2.134760625740448e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.3125,-2.2145723021088066e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.3125,-2.22373232965177e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.32500000000000007,-2.303180664741934e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.32500000000000007,-2.312706918887648e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.3375,-2.3917920256513214e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.3375,-2.4016845141289665e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.3500000000000001,-2.4804065096403704e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.3500000000000001,-2.4906652366507272e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.36250000000000004,-2.5690242349235154e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.36250000000000004,-2.5796492083403776e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.375,-2.6576453262028442e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.375,-2.668636551714743e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.38750000000000007,-2.746269902933244e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.38750000000000007,-2.7576273899376167e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.4,-2.834898092393841e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.4,-2.846621846836242e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.4125000000000001,-2.923530016648913e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.4125000000000001,-2.9356200469168254e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.42500000000000004,-3.0121657990898663e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.42500000000000004,-3.024622115380552e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.4375,-3.100805568367286e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.4375,-3.11362817813796e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.45000000000000007,-3.1894494466545635e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.45000000000000007,-3.2026383618235435e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.4625,-3.2780975633695015e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.4625,-3.291652793809282e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.4750000000000001,-3.3667500453931137e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.4750000000000001,-3.380671602217645e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.48750000000000004,-3.4554070203515363e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.48750000000000004,-3.4696949159344995e-22,0.0,0.0
velocity_combined,reversed_matched,--+--+,z,,0.5,-3.544068619233729e-22,,
velocity_bare_780,reversed_matched,--+--+,z,,0.5,-3.5587228646205476e-22,0.0,0.0
