replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,25.16875,5.4960109231794965,52118960.35600169
2,1,1.3384844104219924,0.8609172676841867,25,22.86875,6.393196813394036,41525702.69144649
3,2,1.5673420794615047,0.24216107092987377,25,26.4625,4.719267355744957,59359010.284311414
4,3,0.40060196789834845,1.0446245108769725,25,23.5,8.173682281031605,54460291.72559091
5,4,1.146840186104423,0.13255032373604866,25,26.5375,6.252714254375856,66804357.22566782
6,5,0.9404099994359895,0.6007277038522987,25,29.31875,9.20371743990121,114872220.90828
7,6,0.9259539759492723,0.5056439283308706,25,26.18125,7.84343873884408,72513051.1317782
8,7,0.24976483536291105,0.9156687054618924,25,30.15625,4.354257001654626,93602850.73206541
9,8,0.8986655624347945,1.290641528889039,25,23.59375,7.450602298430309,51719550.90329171
10,9,1.3592910432132472,1.0202241064044864,25,26.58125,7.239581459831893,73547125.26906525
