disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.5610588764302789,511663.2529493571
1,25,1.0801156197099884,985022.240550721
2,25,0.5002966991200501,456250.5777295209
3,25,0.947512942291966,864093.9028525813
4,25,6.681897101364487,6093622.880560357
5,25,0.6179303277465176,563527.7416917142
6,25,2.161298665209299,1971017.9307242725
7,25,0.7276989135425529,663632.3011942665
8,25,0.3488734101101656,318158.5950840666
9,25,0.6032562402276819,550145.5608380367
10,25,0.7390711399826804,674003.3168186052
11,25,0.7408661074134187,675640.2553167413
12,25,1.7167316057769133,1565590.555204314
13,25,1.2586095270949973,1147801.5443295538
14,25,0.45717945871383203,416929.37916866626
15,25,0.9405863063080099,857777.0879006527
16,25,2.9570361855339633,2696698.719759553
17,25,4.872607408304999,4443623.052077827
18,25,0.4563328693034026,416157.32348993106
19,25,0.35130897688793805,320379.734562724
20,25,4.078879779482391,3719775.2036967613
21,25,1.4193468637849147,1294387.5658972908
22,25,0.5335016200854074,486532.1374530881
23,25,2.041884394075748,1862116.8920213191
24,25,1.1113109864072164,1013471.167163925
