replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,20.74375,5.44475390188421,27509571.652701408
2,1,1.3384844104219924,0.8609172676841867,25,18.928125,4.827315870711694,18433455.63144803
3,2,1.5673420794615047,0.24216107092987377,25,21.8375,6.232116341062775,34408941.24118395
4,3,0.40060196789834845,1.0446245108769725,25,17.94375,7.2237367786260736,23480302.59756765
5,4,1.146840186104423,0.13255032373604866,25,21.99375,6.85592761700292,37846406.48454887
6,5,0.9404099994359895,0.6007277038522987,25,24.11875,8.312010480573678,57663807.80270099
7,6,0.9259539759492723,0.5056439283308706,25,21.14375,6.8165603343377414,33672583.13555985
8,7,0.24976483536291105,0.9156687054618924,25,23.125,7.623494984667466,47992017.41135426
9,8,0.8986655624347945,1.290641528889039,25,18.55,6.260492494687751,21915005.168820843
10,9,1.3592910432132472,1.0202241064044864,25,21.91875,6.169487935007924,35792314.31259813
