disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,1.0547990477946714,961934.5396268285
1,25,2.8419361097204097,2591732.054620625
2,25,1.2123787666623203,1105640.9400453696
3,25,0.9882573598202606,901251.1818616849
4,25,57.771559613578816,52685351.505199336
5,25,1.1022484045400962,1005206.4550043861
6,25,20.974903982809224,19128273.4361627
7,25,0.6462905347106173,589391.1160346945
8,25,0.7575200933119949,690828.0242968069
9,25,1.7724081704732524,1616365.3551447873
10,25,2.362188043513081,2154221.0081621893
11,25,1.1173307678716444,1018960.9670682248
12,25,4.615305433040204,4208973.942715344
13,25,9.816656365135236,8952397.93874873
14,25,0.535918820347848,488736.52740442345
15,25,1.5024222417625008,1370148.9875977302
16,25,4.208500441452116,3837984.062586671
17,25,92.02215694946685,83920526.25163579
18,25,1.3227029883049994,1206252.2172146272
19,25,0.49950031298641134,455524.3054310877
20,25,10.778872224397578,9829900.313761614
21,25,17.4943146861376,15954115.221170045
22,25,0.49298560475725456,449583.15211442584
23,25,7.181086748458299,6548863.871124031
24,25,3.1852918004550483,2904858.710342986
