disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,5.989827553090359,5462483.135316284
1,25,28.958434492541464,26408933.919818114
2,25,9.222580710116809,8410624.704398125
3,25,4.274753306521173,3898404.0254150494
4,25,126.02508045134115,114929832.36840507
5,25,7.6764246874192725,7000592.25793888
6,25,68.78313161743823,62727464.709838964
7,25,4.381780627733317,3996008.6612676755
8,25,4.770478806621548,4350485.852486587
9,25,13.641991386456212,12440950.464792607
10,25,17.481674091701443,15942587.504668048
11,25,9.772858373777092,8912455.922549756
12,25,35.935637205361175,32771863.705801178
13,25,101.81852027638661,92854417.75125353
14,25,3.709789310588443,3383179.4596842364
15,25,14.533256989058982,13253749.043742228
16,25,36.25298156412762,33061269.067221828
17,25,95.06111314931044,86691932.74764515
18,25,7.670661607743018,6995336.559797322
19,25,2.668860058361637,2433893.6188234785
20,25,75.8533999366722,69175266.60624759
21,25,77.10563566652742,70317255.50244634
22,25,2.9404312558896497,2681555.688121125
23,25,62.25723815823505,56776110.910784036
24,25,34.638950177222426,31589337.003619764
