replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,15.73125,4.508906839292276,10064667.836414026
2,1,1.3384844104219924,0.8609172676841867,25,14.925,4.288609474405233,8043911.448683289
3,2,1.5673420794615047,0.24216107092987377,25,16.728125,6.296794225081588,15907861.22273875
4,3,0.40060196789834845,1.0446245108769725,25,13.05625,5.9874594286856135,9059496.128081286
5,4,1.146840186104423,0.13255032373604866,25,17.653125,6.6713245650187725,19067702.86297823
6,5,0.9404099994359895,0.6007277038522987,25,19.125,7.311960227585463,26050311.10992743
7,6,0.9259539759492723,0.5056439283308706,25,16.403125,5.992942898387514,14319943.985715026
8,7,0.24976483536291105,0.9156687054618924,25,17.35,7.945192149203216,23058823.18369802
9,8,0.8986655624347945,1.290641528889039,25,14.2125,5.886954191680781,10203860.748819679
10,9,1.3592910432132472,1.0202241064044864,25,17.403125,5.75706158886813,16418548.519974364
