replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,23.275,5.633941099950223,40876802.998532996
2,1,1.3384844104219924,0.8609172676841867,25,20.953125,5.3425734267591025,27397012.09608915
3,2,1.5673420794615047,0.24216107092987377,25,24.06875,5.70624201350299,45558739.29309769
4,3,0.40060196789834845,1.0446245108769725,25,20.88125,7.821723721735935,37989245.13805105
5,4,1.146840186104423,0.13255032373604866,25,24.25625,6.6402083202606175,50943892.22088788
6,5,0.9404099994359895,0.6007277038522987,25,26.825,8.857542248699692,84882406.26174316
7,6,0.9259539759492723,0.5056439283308706,25,23.81875,7.323787140060576,51448496.317518316
8,7,0.24976483536291105,0.9156687054618924,25,26.98125,6.384095329573591,70607500.07992838
9,8,0.8986655624347945,1.290641528889039,25,21.275,6.8746567149143285,35245815.868129216
10,9,1.3592910432132472,1.0202241064044864,25,24.05,6.5247113900890925,49896855.58520163
