disc_index,point_index,base_timeout_detected,base_evaluation_timeout_count,base_evaluation_timeout_speeds_m_per_s_json,accepted_max_simulation_time_s,accepted_coarse_time_step_s,accepted_time_step_s,adaptive_audit_level_count,adaptive_audit_evidence_json,adaptive_max_duration_s,adaptive_coarse_time_step_s,adaptive_fine_time_step_s,accepted_trapped_velocity_lower_m_per_s,accepted_untrapped_velocity_upper_m_per_s,accepted_lower_classification,accepted_upper_classification,base_capture_velocity_m_per_s,coarse_capture_velocity_m_per_s,fine_capture_velocity_m_per_s,coarse_trapped_velocity_lower_m_per_s,coarse_untrapped_velocity_upper_m_per_s,fine_trapped_velocity_lower_m_per_s,fine_untrapped_velocity_upper_m_per_s,coarse_lower_classification,coarse_upper_classification,fine_lower_classification,fine_upper_classification,timeout_node_coarse_results_json,timeout_node_fine_results_json,coarse_evaluation_timeout_count,coarse_evaluation_timeout_speeds_m_per_s_json,fine_evaluation_timeout_count,fine_evaluation_timeout_speeds_m_per_s_json,pre_adaptive_coarse_evaluation_timeout_count,pre_adaptive_coarse_evaluation_timeout_speeds_m_per_s_json,pre_adaptive_fine_evaluation_timeout_count,pre_adaptive_fine_evaluation_timeout_speeds_m_per_s_json,complete_boundary_audit_evidence_json,positive_boundary_grid_base_level_index,diagnostic_scalar_boundary_level_index,diagnostic_scalar_boundary_converged,diagnostic_scalar_grid_agreement,timeout_resolution_status,timeout_resolution_reason,zero_threshold_audit_status,zero_threshold_audit_reason,zero_threshold_grid_evidence_json,positive_boundary_grid_audit_status,positive_boundary_grid_audit_reason,positive_boundary_grid_evidence_json,positive_boundary_grid_duration_s,positive_boundary_grid_coarse_time_step_s,positive_boundary_grid_fine_time_step_s,velocity_resolved_override
0,0,True,5,"[1.982421875,2.12890625,2.421875,2.5,3.59375]",0.2,5e-06,2.5e-06,0,[],0.0,0.0,0.0,4.6875,4.82421875,two_core_entries,escaped,1.8359375,4.6875,4.6875,4.6875,4.82421875,4.6875,4.82421875,two_core_entries,escaped,two_core_entries,escaped,"[{""speed_m_per_s"":1.982421875,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":2.12890625,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":2.421875,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":2.5,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":3.59375,""trapped"":true,""termination_reason"":""two_core_entries""}]","[{""speed_m_per_s"":1.982421875,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":2.12890625,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":2.421875,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":2.5,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":3.59375,""trapped"":true,""termination_reason"":""two_core_entries""}]",0,[],0,[],0,[],0,[],"[{""level_index"":0,""duration_s"":0.2,""coarse_time_step_s"":5e-06,""fine_time_step_s"":2.5e-06,""coarse_sample"":{""capture_velocity_m_per_s"":4.6875,""velocity_resolution_m_per_s"":0.13671875,""trapped_velocity_lower_m_per_s"":4.6875,""untrapped_velocity_upper_m_per_s"":4.82421875,""lower_classification"":""two_core_entries"",""upper_classification"":""escaped"",""lower_entered_trap_core"":true,""upper_entered_trap_core"":false,""lower_core_entry_count"":2,""upper_core_entry_count"":0},""fine_sample"":{""capture_velocity_m_per_s"":4.6875,""velocity_resolution_m_per_s"":0.13671875,""trapped_velocity_lower_m_per_s"":4.6875,""untrapped_velocity_upper_m_per_s"":4.82421875,""lower_classification"":""two_core_entries"",""upper_classification"":""escaped"",""lower_entered_trap_core"":true,""upper_entered_trap_core"":false,""lower_core_entry_count"":2,""upper_core_entry_count"":0},""coarse_timeout_speeds_m_per_s"":[],""fine_timeout_speeds_m_per_s"":[],""coarse_evaluations"":[{""speed_m_per_s"":0.0,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.045329999999998774,""minimum_radius_m"":0.0017264320467510294,""final_radius_m"":0.001998576492807787,""final_position_m"":[0.0005423501297300034,-0.00018844346230139497,-0.0019143284451476935],""final_velocity_m_per_s"":[-0.34579966702031356,-0.16836465964191652,0.4798706983783643]}},{""speed_m_per_s"":2.5,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.05242499999999602,""minimum_radius_m"":0.0019399791721283362,""final_radius_m"":0.0019994991994425775,""final_position_m"":[-0.0011990732968887364,0.0004057810816924554,0.0015477603144545301],""final_velocity_m_per_s"":[-0.10326501570862451,-0.2799796350343948,-0.3163005495942554]}},{""speed_m_per_s"":4.6875,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.04660499999999828,""minimum_radius_m"":0.0016317502813079578,""final_radius_m"":0.001997180489973535,""final_position_m"":[-0.0012196074774522322,0.0013507135877474982,-0.0008227152085307614],""final_velocity_m_per_s"":[0.43425172700163284,-0.3585410333671297,0.6210221251546395]}},{""speed_m_per_s"":4.82421875,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.015409999999999457,""minimum_radius_m"":0.00503927489331832,""final_radius_m"":0.030002056275584055,""final_position_m"":[0.022406871958087663,-0.0157704414518975,-0.012220828377383027],""final_velocity_m_per_s"":[1.709821330470128,-0.4525565224346141,-2.7105289894492715]}},{""speed_m_per_s"":4.9609375,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.010994999999999637,""minimum_radius_m"":0.005170031004581744,""final_radius_m"":0.030002042823379028,""final_position_m"":[0.015614707979890298,-0.014880684272817453,0.02085350579282396],""final_velocity_m_per_s"":[2.018016043106193,-0.9915350886024842,1.0106478353915074]}},{""speed_m_per_s"":5.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.010074999999999674,""minimum_radius_m"":0.005207872145423833,""final_radius_m"":0.03000557572141983,""final_position_m"":[0.013915294077876325,-0.013867134219442372,0.022680426663536327],""final_velocity_m_per_s"":[2.033377392518883,-0.9680522441654443,1.5347940893473382]}},{""speed_m_per_s"":5.234375,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.007774999999999767,""minimum_radius_m"":0.005438342365697756,""final_radius_m"":0.03001227054017156,""final_position_m"":[0.009981172300025626,-0.011348347188546935,0.025929280718559274],""final_velocity_m_per_s"":[2.1277462329776444,-0.8269467297626919,3.5805011834008873]}},{""speed_m_per_s"":5.78125,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.006404999999999823,""minimum_radius_m"":0.005987678145253457,""final_radius_m"":0.030012181876509884,""final_position_m"":[0.008545621459930288,-0.010010372437914318,0.02697213114506402],""final_velocity_m_per_s"":[2.3600137202851244,-0.5269586923672157,6.024098518666985]}},{""speed_m_per_s"":6.875,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.005639999999999854,""minimum_radius_m"":0.007065551750546046,""final_radius_m"":0.0300376640482585,""final_position_m"":[0.009443956711503288,-0.009894819239672392,0.02674257832224676],""final_velocity_m_per_s"":[2.8523037622407306,-0.12003073926384802,7.956950900449155]}},{""speed_m_per_s"":10.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.00477499999999989,""minimum_radius_m"":0.009559706418709032,""final_radius_m"":0.03000970487692002,""final_position_m"":[0.013639559584480307,-0.012321639750725952,0.023721762055011402],""final_velocity_m_per_s"":[4.287470930471252,0.10253738530573776,9.100330849920184]}},{""speed_m_per_s"":11.25,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.004474999999999902,""minimum_radius_m"":0.010282640949332712,""final_radius_m"":0.030045007409517356,""final_position_m"":[0.014845921588338917,-0.013711751673062666,0.02223261002417639],""final_velocity_m_per_s"":[4.853847729974184,-0.047243686873386384,9.350799587484007]}},{""speed_m_per_s"":20.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.0021799999999999953,""minimum_radius_m"":0.012675979747245929,""final_radius_m"":0.030040367368037165,""final_position_m"":[0.012059608104560587,-0.02689092237961641,0.005819606304939729],""final_velocity_m_per_s"":[8.718788815664658,-12.782388957184237,11.252686610738957]}}],""fine_evaluations"":[{""speed_m_per_s"":0.0,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.04532750000001014,""minimum_radius_m"":0.0017264320467250123,""final_radius_m"":0.001999920331704942,""final_position_m"":[0.0005432146386841885,-0.00018802250009838356,-0.0019155277938319674],""final_velocity_m_per_s"":[-0.3458074913733123,-0.16840509840400056,0.4796081756490459]}},{""speed_m_per_s"":2.5,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.052425000000017236,""minimum_radius_m"":0.0019399790593014811,""final_radius_m"":0.001999499199464051,""final_position_m"":[-0.001199073296890763,0.0004057810817054146,0.001547760314477303],""final_velocity_m_per_s"":[-0.10326501570675772,-0.27997963503362927,-0.31630054957728065]}},{""speed_m_per_s"":4.6875,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.04660250000001141,""minimum_radius_m"":0.0016317502817017227,""final_radius_m"":0.0019990893108568514,""final_position_m"":[-0.0012206930597212005,0.00135160986212353,-0.0008242677400826909],""final_velocity_m_per_s"":[0.4342142215214525,-0.3584786927797317,0.6210030706273434]}},{""speed_m_per_s"":4.82421875,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.01541000000000205,""minimum_radius_m"":0.005039274893297506,""final_radius_m"":0.030002056274182818,""final_position_m"":[0.022406871956237303,-0.015770441448538994,-0.012220828381669645],""final_velocity_m_per_s"":[1.7098213300931504,-0.4525565219512369,-2.7105289898314915]}},{""speed_m_per_s"":4.9609375,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.010995000000000699,""minimum_radius_m"":0.0051700310045595214,""final_radius_m"":0.03000204282259905,""final_position_m"":[0.015614707979898735,-0.01488068427304812,0.02085350579153089],""final_velocity_m_per_s"":[2.0180160431074543,-0.9915350886353438,1.0106478351900083]}},{""speed_m_per_s"":5.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.010075000000000417,""minimum_radius_m"":0.005207872145401291,""final_radius_m"":0.030005575720819248,""final_position_m"":[0.013915294077883191,-0.013867134219641336,0.022680426662615914],""final_velocity_m_per_s"":[2.0333773925200993,-0.9680522441981364,1.5347940891829313]}},{""speed_m_per_s"":5.234375,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.007772499999999726,""minimum_radius_m"":0.005438342365672749,""final_radius_m"":0.030001986359232412,""final_position_m"":[0.009975852934446163,-0.011346279821836013,0.02592032943337076],""final_velocity_m_per_s"":[2.127746232978683,-0.8269467297933121,3.580526742399751]}},{""speed_m_per_s"":5.78125,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.0064049999999997815,""minimum_radius_m"":0.005987678145222021,""final_radius_m"":0.03001218187647935,""final_position_m"":[0.008545621459929853,-0.010010372437957521,0.02697213114501415],""final_velocity_m_per_s"":[2.3600137202857434,-0.5269586923894773,6.024098518619273]}},{""speed_m_per_s"":6.875,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.005637499999999813,""minimum_radius_m"":0.0070655517504989605,""final_radius_m"":0.03001761375729209,""final_position_m"":[0.009436825952093145,-0.009894519162796343,0.026722685908585772],""final_velocity_m_per_s"":[2.8523037622403735,-0.12003073926869909,7.956980097712377]}},{""speed_m_per_s"":10.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.004774999999999848,""minimum_radius_m"":0.009559701356863813,""final_radius_m"":0.030009704877112728,""final_position_m"":[0.013639559584477462,-0.012321639750586613,0.023721762055329203],""final_velocity_m_per_s"":[4.287470930470981,0.10253738531470097,9.100330849952524]}},{""speed_m_per_s"":11.25,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.00447249999999986,""minimum_radius_m"":0.010282640949253453,""final_radius_m"":0.03002166153041038,""final_position_m"":[0.014833786969014249,-0.013711633563609967,0.022209232994898995],""final_velocity_m_per_s"":[4.853847729974757,-0.04724368682888864,9.350824104191043]}},{""speed_m_per_s"":20.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.0021799999999999532,""minimum_radius_m"":0.012675979747247304,""final_radius_m"":0.030040367368044853,""final_position_m"":[0.012059608104559966,-0.026890922379671674,0.0058196063047253315],""final_velocity_m_per_s"":[8.718788815664281,-12.782388957252754,11.252686610630043]}}],""compatible_definitive_brackets"":true,""timeout_free"":true}]",0,-1,False,not_applicable,dual_step_research_recovered_boundary,"targeted timeout-node or endpoint evidence changed or remained non-definitive; complete 200 ms coarse/fine searches recovered compatible, timeout-free definitive brackets",not_applicable,positive scalar capture threshold,[],not_applicable,positive-boundary grid fallback was not required,[],0.0,0.0,0.0,False
0,1,True,1,[5.0],0.2,5e-06,2.5e-06,0,[],0.0,0.0,0.0,8.046875,8.28125,two_core_entries,escaped,7.96875,8.046875,8.046875,8.046875,8.28125,8.046875,8.28125,two_core_entries,escaped,two_core_entries,escaped,"[{""speed_m_per_s"":5.0,""trapped"":true,""termination_reason"":""bounded_core_residence""}]","[{""speed_m_per_s"":5.0,""trapped"":true,""termination_reason"":""bounded_core_residence""}]",0,[],0,[],0,[],0,[],"[{""level_index"":0,""duration_s"":0.2,""coarse_time_step_s"":5e-06,""fine_time_step_s"":2.5e-06,""coarse_sample"":{""capture_velocity_m_per_s"":8.046875,""velocity_resolution_m_per_s"":0.234375,""trapped_velocity_lower_m_per_s"":8.046875,""untrapped_velocity_upper_m_per_s"":8.28125,""lower_classification"":""two_core_entries"",""upper_classification"":""escaped"",""lower_entered_trap_core"":true,""upper_entered_trap_core"":false,""lower_core_entry_count"":2,""upper_core_entry_count"":0},""fine_sample"":{""capture_velocity_m_per_s"":8.046875,""velocity_resolution_m_per_s"":0.234375,""trapped_velocity_lower_m_per_s"":8.046875,""untrapped_velocity_upper_m_per_s"":8.28125,""lower_classification"":""two_core_entries"",""upper_classification"":""escaped"",""lower_entered_trap_core"":true,""upper_entered_trap_core"":false,""lower_core_entry_count"":2,""upper_core_entry_count"":0},""coarse_timeout_speeds_m_per_s"":[],""fine_timeout_speeds_m_per_s"":[],""coarse_evaluations"":[{""speed_m_per_s"":0.0,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.03226000000000384,""minimum_radius_m"":0.0004290626124471507,""final_radius_m"":0.0019995792991300046,""final_position_m"":[-0.001683693595276337,-0.001059408202220306,-0.00020284849470238333],""final_velocity_m_per_s"":[0.2830009949831879,0.6933230741797964,0.0013542912065488226]}},{""speed_m_per_s"":5.0,""classification"":{""trapped"":true,""termination_reason"":""bounded_core_residence"",""entered_trap_core"":true,""core_entry_count"":1,""elapsed_time_s"":0.050409999999996805,""minimum_radius_m"":0.0016310327758672265,""final_radius_m"":0.0018742636133829247,""final_position_m"":[-0.0008410895721687966,-0.001129186662277617,-0.0012370812041957726],""final_velocity_m_per_s"":[0.27584183433185194,-0.2633179746257526,-0.14344659540366678]}},{""speed_m_per_s"":6.875,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.04641499999999835,""minimum_radius_m"":0.0009726424532692498,""final_radius_m"":0.0019996489741422037,""final_position_m"":[-0.0007971128366980037,4.1578616570421815e-05,-0.0018334334904771756],""final_velocity_m_per_s"":[0.3598394570421093,-0.39717408318319497,0.29361556144931267]}},{""speed_m_per_s"":7.8125,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.0509449999999966,""minimum_radius_m"":0.0011902619015629935,""final_radius_m"":0.0019985284059195916,""final_position_m"":[-0.0008060160054196988,0.0006137048942243231,0.0017227362801891322],""final_velocity_m_per_s"":[0.335631656209647,-0.3271705092281126,-0.3676994908954498]}},{""speed_m_per_s"":8.046875,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.06902999999999865,""minimum_radius_m"":0.0018243989393802408,""final_radius_m"":0.0019998138121707348,""final_position_m"":[0.001193185168239579,-0.0003012270611281905,0.0015763333071676206],""final_velocity_m_per_s"":[-0.20316005474722634,0.2787682139668696,-0.22795572133555397]}},{""speed_m_per_s"":8.28125,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.014689999999999486,""minimum_radius_m"":0.0081716395276858,""final_radius_m"":0.03000960708372268,""final_position_m"":[0.014254553184079522,-0.00504941108250294,-0.02592079625631827],""final_velocity_m_per_s"":[0.40174498494401767,0.7899740026931542,-2.9299135268463403]}},{""speed_m_per_s"":8.75,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.012434999999999578,""minimum_radius_m"":0.00837274361513598,""final_radius_m"":0.030012702155070545,""final_position_m"":[0.01836492895378589,-0.013265583204227042,-0.01968542550779897],""final_velocity_m_per_s"":[1.1217054621696467,-0.027478469666887148,-2.9488622834386975]}},{""speed_m_per_s"":10.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.007174999999999792,""minimum_radius_m"":0.008788383977970445,""final_radius_m"":0.030019849402144874,""final_position_m"":[0.01655614885654782,-0.024701239701284072,-0.00411510028881386],""final_velocity_m_per_s"":[2.033698557102197,-4.323330087458229,-2.841312308172742]}},{""speed_m_per_s"":12.5,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.005029999999999879,""minimum_radius_m"":0.009261231526039927,""final_radius_m"":0.030036102370819846,""final_position_m"":[0.018814412351487172,-0.023105294572669022,0.003785590602372094],""final_velocity_m_per_s"":[4.0810602494020385,-7.529786111473571,-2.241080456746216]}},{""speed_m_per_s"":20.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.0025949999999999784,""minimum_radius_m"":0.009585256164055107,""final_radius_m"":0.03003274373873914,""final_position_m"":[0.017224354347820058,-0.015808484202731947,0.018851502353644963],""final_velocity_m_per_s"":[8.566400045776119,-12.023765911283476,5.614577688230767]}}],""fine_evaluations"":[{""speed_m_per_s"":0.0,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.03225999999999707,""minimum_radius_m"":0.00042905357580241035,""final_radius_m"":0.0019995792991346125,""final_position_m"":[-0.0016836935952734137,-0.00105940820223366,-0.0002028484947023249],""final_velocity_m_per_s"":[0.28300099498399434,0.6933230741781384,0.0013542912065775984]}},{""speed_m_per_s"":5.0,""classification"":{""trapped"":true,""termination_reason"":""bounded_core_residence"",""entered_trap_core"":true,""core_entry_count"":1,""elapsed_time_s"":0.05040250000001521,""minimum_radius_m"":0.001631032775851952,""final_radius_m"":0.0018732916510368124,""final_position_m"":[-0.0008431580679399421,-0.0011272102067324456,-0.001236002925623644],""final_velocity_m_per_s"":[0.2757569430564073,-0.26373676235283217,-0.14409429007873525]}},{""speed_m_per_s"":6.875,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.046415000000011225,""minimum_radius_m"":0.0009726424532105249,""final_radius_m"":0.0019996489741551347,""final_position_m"":[-0.0007971128366640215,4.157861659119714e-05,-0.001833433490505582],""final_velocity_m_per_s"":[0.35983945704442044,-0.397174083181862,0.2936155614265517]}},{""speed_m_per_s"":7.8125,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.05094250000001575,""minimum_radius_m"":0.0011902619017326286,""final_radius_m"":0.001999910132856716,""final_position_m"":[-0.0008068550647726057,0.0006145228192348022,0.0017236551710227515],""final_velocity_m_per_s"":[0.33561584892579327,-0.3271695587386711,-0.367413097173749]}},{""speed_m_per_s"":8.046875,""classification"":{""trapped"":true,""termination_reason"":""two_core_entries"",""entered_trap_core"":true,""core_entry_count"":2,""elapsed_time_s"":0.06903000000003384,""minimum_radius_m"":0.0018243989380099313,""final_radius_m"":0.001999813811776444,""final_position_m"":[0.0011931851679251523,-0.00030122706154298023,0.0015763333068261414],""final_velocity_m_per_s"":[-0.20316005476265833,0.27876821390585454,-0.22795572140886913]}},{""speed_m_per_s"":8.28125,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.01468750000000183,""minimum_radius_m"":0.008171639527678154,""final_radius_m"":0.030003135835322464,""final_position_m"":[0.014253548821048356,-0.00505138601707021,-0.025913471501621498],""final_velocity_m_per_s"":[0.4017449848733756,0.7899740027327355,-2.929890155102184]}},{""speed_m_per_s"":8.75,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.012432500000001139,""minimum_radius_m"":0.0083727436151315,""final_radius_m"":0.030006120762434137,""final_position_m"":[0.01836212468988982,-0.01326551450754433,-0.01967805338271168],""final_velocity_m_per_s"":[1.1217054621370766,-0.027478469606977425,-2.948837766803771]}},{""speed_m_per_s"":10.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.00717249999999975,""minimum_radius_m"":0.00878837703667573,""final_radius_m"":0.03000717882284755,""final_position_m"":[0.01655106460999373,-0.024690431375569515,-0.004107997038759401],""final_velocity_m_per_s"":[2.03369855706284,-4.3233301454183835,-2.841287791543759]}},{""speed_m_per_s"":12.5,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.005027499999999838,""minimum_radius_m"":0.009261231526055673,""final_radius_m"":0.030015938281616226,""final_position_m"":[0.01880420970071056,-0.02308647010755292,0.0037911932726468786],""final_velocity_m_per_s"":[4.081060249327815,-7.529786112402323,-2.24105594016434]}},{""speed_m_per_s"":20.0,""classification"":{""trapped"":false,""termination_reason"":""escaped"",""entered_trap_core"":false,""core_entry_count"":0,""elapsed_time_s"":0.0025949999999999363,""minimum_radius_m"":0.009585256164132878,""final_radius_m"":0.030032743738743792,""final_position_m"":[0.0172243543478334,-0.015808484202725164,0.018851502353645876],""final_velocity_m_per_s"":[8.566400045785175,-12.023765911302979,5.614577688265882]}}],""compatible_definitive_brackets"":true,""timeout_free"":true}]",0,-1,False,not_applicable,dual_step_research_recovered_boundary,"targeted timeout-node or endpoint evidence changed or remained non-definitive; complete 200 ms coarse/fine searches recovered compatible, timeout-free definitive brackets",not_applicable,positive scalar capture threshold,[],not_applicable,positive-boundary grid fallback was not required,[],0.0,0.0,0.0,False
