disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.04956792493266602,45203.964821594105
1,25,0.44826741081887833,408801.94797038427
2,25,0.03686116926914053,33615.911926685396
3,25,0.07862644986897932,71704.17722251438
4,25,1.1640100465226029,1061530.602026753
5,25,0.0499895834053532,45588.5004823459
6,25,0.5970899311095568,544522.1335746713
7,25,0.06810921967384675,62112.88397376129
8,25,0.03565777091024828,32518.46075931002
9,25,0.10465285018450723,95439.21325426322
10,25,0.07259140036343315,66200.45347543649
11,25,0.1276372449156914,116400.06187331393
12,25,0.31723414193740174,289304.84808123286
13,25,0.0924025989926737,84267.4741773587
14,25,0.027246420328153335,24847.645482462714
15,25,0.2569537150519272,234331.50997875555
16,25,0.2952622642630778,269267.3745173564
17,25,3.024466447545289,2758192.421503402
18,25,0.04337027391294537,39551.954997649664
19,25,0.02279455847087638,20787.725543100423
20,25,0.5769427713129329,526148.7297265423
21,25,0.4938572572221492,450378.0642963112
22,25,0.038815028404062986,35397.75330336928
23,25,0.18714540182938202,170669.12065232324
24,25,0.30318887183553134,276496.12355913117
