point_index,deterministic_evaluation_count,detuning_n,detuning_rad_per_s,detuning_hz,detuning_mhz,linewidth_rad_per_s,model_state_count,cooling_power_w_per_beam,repump_power_w_per_beam,restoring_slope_x_n_per_m,restoring_slope_x_coarse_n_per_m,restoring_slope_x_relative_change,restoring_slope_x_numerical_uncertainty_n_per_m,restoring_slope_x_converged,turnaround_velocity_x_m_per_s,turnaround_velocity_x_coarse_m_per_s,turnaround_velocity_x_absolute_change_m_per_s,turnaround_velocity_x_numerical_uncertainty_m_per_s,turnaround_force_x_n,turnaround_x_interior,turnaround_x_converged,restoring_slope_y_n_per_m,restoring_slope_y_coarse_n_per_m,restoring_slope_y_relative_change,restoring_slope_y_numerical_uncertainty_n_per_m,restoring_slope_y_converged,turnaround_velocity_y_m_per_s,turnaround_velocity_y_coarse_m_per_s,turnaround_velocity_y_absolute_change_m_per_s,turnaround_velocity_y_numerical_uncertainty_m_per_s,turnaround_force_y_n,turnaround_y_interior,turnaround_y_converged,restoring_slope_z_n_per_m,restoring_slope_z_coarse_n_per_m,restoring_slope_z_relative_change,restoring_slope_z_numerical_uncertainty_n_per_m,restoring_slope_z_converged,turnaround_velocity_z_m_per_s,turnaround_velocity_z_coarse_m_per_s,turnaround_velocity_z_absolute_change_m_per_s,turnaround_velocity_z_numerical_uncertainty_m_per_s,turnaround_force_z_n,turnaround_z_interior,turnaround_z_converged,all_converged,point_wall_time_s
30,1,-2.0,-76277869.62916018,-12140000.0,-12.14,38138934.81458009,24,0.027,0.0001,-3.8670777039607714e-19,-3.867328690545539e-19,6.490342423437693e-05,2.509865847674662e-23,True,9.573869229149025,9.574155018571673,0.00028578942264800844,0.00028578942264800844,-1.7286704964349974e-20,True,True,-3.8670777039607526e-19,-3.86732869054539e-19,6.490342420076005e-05,2.5098658463746593e-23,True,9.573869229149,9.57415501857171,0.00028578942271018093,0.00028578942271018093,-1.7286704964349998e-20,True,True,-7.734033053564936e-19,-7.7341683399357495e-19,1.7492344534475417e-05,1.3528637081397882e-23,True,9.818938006960572,9.819791012214326,0.0008530052537540911,0.0008530052537540911,-7.073181087167667e-21,True,True,True,2.1763013000017963
31,1,-2.05,-78184816.36988918,-12443500.0,-12.4435,38138934.81458009,24,0.027,0.0001,-3.8053100071340316e-19,-3.805561730220724e-19,6.615048083343041e-05,2.5172308669218071e-23,True,9.804397333781841,9.80479206758989,0.00039473380804899705,0.00039473380804899705,-1.7399837533872018e-20,True,True,-3.8053100071337216e-19,-3.805561730220724e-19,6.615048091492055e-05,2.5172308700225544e-23,True,9.8043973337818,9.80479206758989,0.00039473380808985326,0.00039473380808985326,-1.7399837533872054e-20,True,True,-7.610501591204023e-19,-7.610650143209683e-19,1.951934493150619e-05,1.4855200566048804e-23,True,10.039221430005718,10.040164983625079,0.0009435536193613814,0.0009435536193613814,-7.173339565233347e-21,True,True,True,2.152279699977953
32,1,-2.1,-80091763.11061819,-12747000.0,-12.747000000000002,38138934.81458009,24,0.027,0.0001,-3.7430171254776663e-19,-3.7432692170879175e-19,6.734984153164222e-05,2.5209161025114378e-23,True,10.035472346647001,10.035884854892375,0.00041250824537364394,0.00041250824537364394,-1.7508392668356914e-20,True,True,-3.743017125477898e-19,-3.7432692170876974e-19,6.734984141097855e-05,2.520916097995132e-23,True,10.035472346646957,10.035884854892362,0.00041250824540561837,0.00041250824540561837,-1.7508392668356926e-20,True,True,-7.48591957898813e-19,-7.486080120001315e-19,2.1445730413173824e-05,1.605410131856791e-23,True,10.26044372265331,10.261373442119393,0.0009297194660824459,0.0009297194660824459,-7.27099764858397e-21,True,True,True,2.1665028000134043
33,1,-2.1500000000000004,-81998709.85134721,-13050500.000000004,-13.050500000000003,38138934.81458009,24,0.027,0.0001,-3.680366414375163e-19,-3.680618524656721e-19,6.850140805904473e-05,2.5211028155791636e-23,True,10.266956820051073,10.26738839634691,0.00043157629583667756,0.00043157629583667756,-1.761265652488896e-20,True,True,-3.680366414375224e-19,-3.680618524656689e-19,6.850140803379446e-05,2.5211028146499024e-23,True,10.266956820051092,10.267388396346929,0.00043157629583667756,0.00043157629583667756,-1.7612656524888995e-20,True,True,-7.360621732656425e-19,-7.360793037231854e-19,2.327311219776966e-05,1.713045754294547e-23,True,10.482447568095454,10.48336451457721,0.0009169464817553319,0.0009169464817553319,-7.366225929272497e-21,True,True,True,2.186393699987093
34,1,-2.2,-83905656.59207621,-13354000.000000004,-13.354000000000003,38138934.81458009,24,0.027,0.0001,-3.6175094083013456e-19,-3.617761205766143e-19,6.960519970443346e-05,2.5179746479748207e-23,True,10.498810045663154,10.499261894692177,0.0004518490290230659,0.0004518490290230659,-1.7712871604303463e-20,True,True,-3.6175094083006687e-19,-3.617761205765971e-19,6.960519984406605e-05,2.517974653025572e-23,True,10.498810045663113,10.49926189469218,0.0004518490290674748,0.0004518490290674748,-1.7712871604303427e-20,True,True,-7.234911126736248e-19,-7.235092022870832e-19,2.5003228293323466e-05,1.808961345836925e-23,True,10.705184150070671,10.706089308875358,0.0009051588046862236,0.0009051588046862236,-7.459082441147453e-21,True,True,True,2.1600276000099257
35,1,-2.25,-85812603.3328052,-13657500.0,-13.6575,38138934.81458009,24,0.027,0.0001,-3.5545831025902614e-19,-3.554834274226914e-19,7.066134885683065e-05,2.5117163665272593e-23,True,10.730995048985879,10.731468296840516,0.0004732478546376484,0.0004732478546376484,-1.7809261257825287e-20,True,True,-3.5545831025904954e-19,-3.5548342742268448e-19,7.066134877148998e-05,2.5117163634939196e-23,True,10.73099504898584,10.731468296840525,0.00047324785468561004,0.00047324785468561004,-1.7809261257825263e-20,True,True,-7.109061757911114e-19,-7.109251128615885e-19,2.663793215188681e-05,1.893707047708094e-23,True,10.92872467577181,10.929501834059836,0.0007771582880256034,0.0007771582880256034,-7.549629997330692e-21,True,True,True,2.229860399995232
36,1,-2.3,-87719550.0735342,-13961000.0,-13.961,38138934.81458009,24,0.027,0.0001,-3.4917111343306647e-19,-3.4919613856094517e-19,7.167009788596361e-05,2.5025127878698778e-23,True,10.963478193194764,10.963973896721253,0.0004957035264894216,0.0004957035264894216,-1.7902031601544073e-20,True,True,-3.4917111343311245e-19,-3.491961385609403e-19,7.167009774033917e-05,2.5025127827854227e-23,True,10.963478193194769,10.963973896721232,0.0004957035264627763,0.0004957035264627763,-1.7902031601544025e-20,True,True,-6.983320906696461e-19,-6.983517690944884e-19,2.8179178796456243e-05,1.9678424842283052e-23,True,11.153143712373092,11.153558903495112,0.0004151911220198201,0.0004151911220198201,-7.637904719919079e-21,True,True,True,2.160890700004529
37,1,-2.35,-89626496.81426321,-14264500.0,-14.2645,38138934.81458009,24,0.027,0.0001,-3.4290048701505957e-19,-3.4292539249139543e-19,7.263179050184994e-05,2.4905476335860122e-23,True,11.196228824570998,11.196747979799115,0.0005191552281171852,0.0005191552281171852,-1.7991373219612924e-20,True,True,-3.429004870150599e-19,-3.429253924913939e-19,7.26317904963737e-05,2.490547633398234e-23,True,11.196228824570994,11.196747979799122,0.0005191552281278433,0.0005191552281278433,-1.7991373219612948e-20,True,True,-6.857911312888477e-19,-6.858114506032399e-19,2.9629013069874342e-05,2.031931439216118e-23,True,11.378172357801619,11.378220025372551,4.7667570932219405e-05,4.7667570932219405e-05,-7.723964534076387e-21,True,True,True,2.173649399977876
38,1,-2.4000000000000004,-91533443.55499223,-14568000.000000002,-14.568000000000003,38138934.81458009,24,0.027,0.0001,-3.3665644081147013e-19,-3.366812008384229e-19,7.354686841299881e-05,2.4760026952749714e-23,True,11.42927221054937,11.429762505441172,0.000490294891802634,0.000490294891802634,-1.807748059860256e-20,True,True,-3.3665644081152526e-19,-3.3668120083839255e-19,7.354686815912814e-05,2.4760026867286573e-23,True,11.429272210549351,11.429762505441138,0.0004902948917866468,0.0004902948917866468,-1.8077480598602537e-20,True,True,-6.733033179274228e-19,-6.7332418329875095e-19,3.098955667174447e-05,2.0865371328185455e-23,True,11.60377177481441,11.603951196859073,0.00017942204466336875,0.00017942204466336875,-7.807858670243705e-21,True,True,True,2.1384350000007544
39,1,-2.45,-93440390.29572123,-14871500.000000002,-14.871500000000003,38138934.81458009,24,0.027,0.0001,-3.304479500494722e-19,-3.304725406184544e-19,7.441586179759051e-05,2.4590568982178616e-23,True,11.662611216033733,11.662991823452877,0.0003806074191441411,0.0003806074191441411,-1.8160481763773744e-20,True,True,-3.304479500494584e-19,-3.304725406184544e-19,7.441586183941124e-05,2.4590568995997163e-23,True,11.66261121603372,11.66299182345286,0.000380607419138812,0.000380607419138812,-1.8160481763773744e-20,True,True,-6.608866017082107e-19,-6.609079238907605e-19,3.226299715352781e-05,2.1322182549716673e-23,True,11.829905638390796,11.830302189962396,0.0003965515715993462,0.0003965515715993462,-7.889634740590886e-21,True,True,True,2.24056879998534
40,1,-2.5,-95347337.03645022,-15175000.0,-15.175,38138934.81458009,24,0.027,0.0001,-3.2428304036625186e-19,-3.243074392228046e-19,7.523938509136237e-05,2.4398856552714232e-23,True,11.896175124713277,11.896412421316711,0.00023729660343363435,0.00023729660343363435,-1.824054286089138e-20,True,True,-3.2428304036625995e-19,-3.243074392228126e-19,7.523938509121201e-05,2.4398856552666084e-23,True,11.89617512471328,11.896412421316727,0.0002372966034478452,0.0002372966034478452,-1.824054286089127e-20,True,True,-6.4855703457223945e-19,-6.485787298261979e-19,3.345157449837049e-05,2.1695253958435513e-23,True,12.056600802920451,12.057164577427251,0.0005637745067996747,0.0005637745067996747,-7.969344539930356e-21,True,True,True,2.232083099981537
41,1,-2.5500000000000003,-97254283.77717924,-15478500.000000002,-15.478500000000002,38138934.81458009,24,0.027,0.0001,-3.181688660914436e-19,-3.1819305269293846e-19,7.601812770684101e-05,2.4186601494880156e-23,True,12.129941941058027,12.130002698923107,6.075786508041858e-05,6.075786508041858e-05,-1.831780479545713e-20,True,True,-3.1816886609144984e-19,-3.1819305269293422e-19,7.601812767384975e-05,2.4186601484383838e-23,True,12.12994194105802,12.130002698923118,6.075786509818215e-05,6.075786509818215e-05,-1.831780479545713e-20,True,True,-6.363289258368628e-19,-6.363509158195227e-19,3.455757198375237e-05,2.198998265995121e-23,True,12.283946193113383,12.28450560474266,0.0005594116292773066,0.0005594116292773066,-8.047020711532627e-21,True,True,True,2.1816383000114
42,1,-2.6,-99161230.51790825,-15782000.000000002,-15.782000000000004,38138934.81458009,24,0.027,0.0001,-3.121117823573618e-19,-3.1213573782492175e-19,7.675284598041633e-05,2.3955467559947813e-23,True,12.36389143517876,12.363867754038324,2.368114043527214e-05,2.368114043527214e-05,-1.8392399076631432e-20,True,True,-3.121117823573619e-19,-3.1213573782492175e-19,7.675284598010777e-05,2.3955467559851516e-23,True,12.363891435178806,12.363867754038377,2.3681140428166714e-05,2.3681140428166714e-05,-1.8392399076631408e-20,True,True,-6.242149864113842e-19,-6.242371980436607e-19,3.55833050471216e-05,2.2211632276461148e-23,True,12.511739162371343,12.512294701271065,0.0005555388997215971,0.0005555388997215971,-8.122712179256308e-21,True,True,True,2.1562202000059187
43,1,-2.65,-101068177.25863723,-16085500.0,-16.0855,38138934.81458009,24,0.027,0.0001,-3.06117411529464e-19,-3.061411185956906e-19,7.744435740574453e-05,2.370706622660919e-23,True,12.598004959858338,12.597976721114284,2.8238744054220888e-05,2.8238744054220888e-05,-1.8464448664466415e-20,True,True,-3.0611741152946695e-19,-3.061411185956896e-19,7.744435739284625e-05,2.3707066222661032e-23,True,12.59800495985841,12.597976721114307,2.8238744102182523e-05,2.8238744102182523e-05,-1.8464448664466488e-20,True,True,-6.122264616552449e-19,-6.12248826968349e-19,3.653111145133388e-05,2.2365313104183538e-23,True,12.739951237738703,12.740503350786199,0.0005521130474956948,0.0005521130474956948,-8.196461775775963e-21,True,True,True,2.1968219999980647
44,1,-2.7,-102975123.99936625,-16389000.000000002,-16.389000000000003,38138934.81458009,24,0.027,0.0001,-3.0019070441171234e-19,-3.0021414736477023e-19,7.809353425459731e-05,2.344295305788775e-23,True,12.832265287403304,12.832267007739837,1.7203365327844722e-06,1.7203365327844722e-06,-1.8534068727531592e-20,True,True,-3.0019070441170584e-19,-3.0021414736477023e-19,7.809353427625194e-05,2.3442953064387764e-23,True,12.832265287403285,12.832267007739823,1.7203365381135427e-06,1.7203365381135427e-06,-1.8534068727531616e-20,True,True,-6.00373253787325e-19,-6.003957097532324e-19,3.740334161418534e-05,2.2455965907427308e-23,True,12.968555871618504,12.969104965513855,0.0005490938953514046,0.0005490938953514046,-8.268311462479175e-21,True,True,True,2.1607431000156794
45,1,-2.75,-104882070.74009524,-16692500.0,-16.6925,38138934.81458009,24,0.027,0.0001,-2.9433599664566414e-19,-2.943591612693644e-19,7.870129363805413e-05,2.3164623700259728e-23,True,13.066656464116928,13.066722215164368,6.575104744044324e-05,6.575104744044324e-05,-1.8601367321178e-20,True,True,-2.9433599664571504e-19,-2.9435916126937394e-19,7.870129349752306e-05,2.3164623658900382e-23,True,13.066656464116866,13.06672221516434,6.575104747419402e-05,6.575104747419402e-05,-1.8601367321178e-20,True,True,-5.886640346791199e-19,-5.8868652302917985e-19,3.8202350976352295e-05,2.2488350059967355e-23,True,13.197528320195751,13.198074764433674,0.0005464442379228274,0.0005464442379228274,-8.33830242000952e-21,True,True,True,2.1655014000134543
46,1,-2.8000000000000003,-106789017.48082426,-16996000.000000004,-16.996000000000002,38138934.81458009,24,0.027,0.0001,-2.885570606828276e-19,-2.885799341955317e-19,7.926859474514861e-05,2.2873512704118316e-23,True,13.301217965362751,13.301327142597088,0.00010917723433756521,0.00010917723433756521,-1.866645912942901e-20,True,True,-2.8855706068288646e-19,-2.8857993419553574e-19,7.926859455508041e-05,2.287351264927746e-23,True,13.301217965362717,13.301327142597119,0.00010917723440151406,0.00010917723440151406,-1.866645912942896e-20,True,True,-5.771063498004209e-19,-5.771288168347841e-19,3.893049239701357e-05,2.246703436317354e-23,True,13.426928847008822,13.427389656392894,0.00046080938407122574,0.00046080938407122574,-8.40647914449402e-21,True,True,True,2.16845260001719
47,1,-2.85,-108695964.22155327,-17299500.000000004,-17.299500000000002,38138934.81458009,24,0.027,0.0001,-2.8285715368614454e-19,-2.8287972467698304e-19,7.979642920236074e-05,2.2570990838497703e-23,True,13.535930114618342,13.536067667199358,0.00013755258101610934,0.00013755258101610934,-1.8729413966055707e-20,True,True,-2.828571536861444e-19,-2.828797246769899e-19,7.979642922704283e-05,2.25709908454792e-23,True,13.535930114618244,13.53606766719934,0.0001375525810960454,0.0001375525810960454,-1.872941396605578e-20,True,True,-5.65706714020207e-19,-5.657291104098414e-19,3.95901075226733e-05,2.239638963435819e-23,True,13.656737612657835,13.657028128405699,0.0002905157478636511,0.0002905157478636511,-8.472872624154657e-21,True,True,True,2.182184999983292
48,1,-2.9000000000000004,-110602910.96228227,-17603000.000000004,-17.603,38138934.81458009,24,0.027,0.0001,-2.7723906168075515e-19,-2.7726132004526083e-19,8.028581676314249e-05,2.2258364505686668e-23,True,13.77076437371914,13.770930636805119,0.00016626308597800232,0.00016626308597800232,-1.8790331344157887e-20,True,True,-2.7723906168078095e-19,-2.7726132004522573e-19,8.028581654344184e-05,2.2258364444779134e-23,True,13.770764373719146,13.7709306368051,0.00016626308595313333,0.00016626308595313333,-1.8790331344157863e-20,True,True,-5.544706999069201e-19,-5.544929804926385e-19,4.0183522271144644e-05,2.2280585718406882e-23,True,13.886858409408394,13.886970139362774,0.00011172995438002431,0.00011172995438002431,-8.537525988777924e-21,True,True,True,2.2041986000258476
49,1,-2.95,-112509857.70301127,-17906500.000000004,-17.9065,38138934.81458009,24,0.027,0.0001,-2.7170514025031706e-19,-2.717270771257415e-19,8.073780055927981e-05,2.1936875424461248e-23,True,14.005708470906304,14.005903773948363,0.0001953030420587254,0.0001953030420587254,-1.8849295320925293e-20,True,True,-2.717051402503275e-19,-2.7172707712574855e-19,8.073780054669496e-05,2.1936875421042722e-23,True,14.005708470906336,14.005903773948354,0.0001953030420178692,0.0001953030420178692,-1.884929532092534e-20,True,True,-5.434030191230712e-19,-5.43425142711564e-19,4.071303933582712e-05,2.2123588492764813e-23,True,14.117271820702653,14.117301505570493,2.968486784027391e-05,2.968486784027391e-05,-8.600477914729207e-21,True,True,True,2.1772775999852456
50,1,-3.0,-114416804.44374028,-18210000.000000004,-18.210000000000004,38138934.81458009,24,0.027,0.0001,-2.662573520533771e-19,-2.662789597530762e-19,8.115343870301267e-05,2.1607699699090203e-23,True,14.2407509211379,14.240975589940922,0.00022466880302118852,0.00022466880302118852,-1.890638534651623e-20,True,True,-2.6625735205330987e-19,-2.662789597530762e-19,8.115343895547672e-05,2.1607699766305158e-23,True,14.240750921137906,14.240975589940922,0.00022466880301585945,0.00022466880301585945,-1.890638534651623e-20,True,True,-5.3250759745459275e-19,-5.325295266145908e-19,4.118093357322426e-05,2.1929159998014828e-23,True,14.347959749706893,14.348072684369928,0.00011293466303463617,0.00011293466303463617,-8.661766567348941e-21,True,True,True,2.1662877000053413
51,1,-3.0500000000000003,-116323751.18446928,-18513500.000000004,-18.513500000000004,38138934.81458009,24,0.027,0.0001,-2.6089730140394857e-19,-2.609185733532066e-19,8.153380331469671e-05,2.1271949258004688e-23,True,14.47588094929454,14.476135307876257,0.0002543585817171845,0.0002543585817171845,-1.8961676619975605e-20,True,True,-2.60897301403941e-19,-2.6091857335320764e-19,8.153380334773329e-05,2.1271949266623225e-23,True,14.475880949294536,14.47613530787626,0.00025435858172428993,0.00025435858172428993,-1.896167661997546e-20,True,True,-5.217876439754618e-19,-5.218093448355903e-19,4.1589448081065075e-05,2.1700860128458738e-23,True,14.578905328076344,14.579112784145611,0.00020745606926730886,0.00020745606926730886,-8.721429622696118e-21,True,True,True,2.163257300009718
52,1,-3.1,-118230697.92519829,-18817000.000000004,-18.817000000000004,38138934.81458009,24,0.027,0.0001,-2.556262661509889e-19,-2.556471968227131e-19,8.187997281867819e-05,2.0930671724183167e-23,True,14.711088421291182,14.711372793568808,0.0002843722776262325,0.0002843722776262325,-1.9015240411124645e-20,True,True,-2.5562626615101116e-19,-2.556471968227131e-19,8.187997273165147e-05,2.0930671701938676e-23,True,14.711088421291219,14.711372793568833,0.000284372277613798,0.000284372277613798,-1.9015240411124838e-20,True,True,-5.11245714804459e-19,-5.112671568529678e-19,4.194078872024305e-05,2.144204850874345e-23,True,14.810106634844995,14.81040526942697,0.0002986345819753211,0.0002986345819753211,-8.779507164068507e-21,True,True,True,2.168582600017544
53,1,-3.1500000000000004,-120137644.66592729,-19120500.000000004,-19.120500000000003,38138934.81458009,24,0.027,0.0001,-2.5044522706159566e-19,-2.50465811913433e-19,8.219302910608731e-05,2.0584851837354376e-23,True,14.946363782232932,14.9466784935505,0.00031471131756788395,0.00031471131756788395,-1.90671443521395e-20,True,True,-2.50445227061603e-19,-2.504658119134332e-19,8.219302907763181e-05,2.0584851830228435e-23,True,14.946363782232929,14.946678493550495,0.0003147113175661076,0.0003147113175661076,-1.9067144352139595e-20,True,True,-5.008837718736627e-19,-5.009049277623808e-19,4.22371214762285e-05,2.1155888718099416e-23,True,15.041634002821501,15.041934712470745,0.0003007096492435579,0.0003007096492435579,-8.836029948829168e-21,True,True,True,2.1653466999996454
54,1,-3.2,-122044591.4066563,-19424000.000000004,-19.424000000000003,38138934.81458009,24,0.027,0.0001,-2.453548949042025e-19,-2.4537513031718267e-19,8.247405452437854e-05,2.0235412980152365e-23,True,15.181716451980721,15.18204337933904,0.00032692735831929554,0.00032692735831929554,-1.911746164046286e-20,True,True,-2.4535489490421262e-19,-2.453751303171939e-19,8.247405452888864e-05,2.0235412981259775e-23,True,15.18171645198075,15.182043379339017,0.0003269273582677812,0.0003269273582677812,-1.9117461640462883e-20,True,True,-4.907032370953645e-19,-4.90724082447996e-19,4.2480568815632006e-05,2.0845352631483022e-23,True,15.273383852176298,15.273686716100432,0.00030286392413358953,0.00030286392413358953,-8.891036785262546e-21,True,True,True,2.18414609998581
55,1,-3.25,-123951538.1473853,-19727500.000000004,-19.727500000000003,38138934.81458009,24,0.027,0.0001,-2.403557354081445e-19,-2.4037561862641646e-19,8.272412654595078e-05,1.9883218271948407e-23,True,15.417169688146368,15.417458897288244,0.0002892091418758014,0.0002892091418758014,-1.9166237406482613e-20,True,True,-2.403557354081475e-19,-2.4037561862641646e-19,8.272412653352986e-05,1.9883218268963216e-23,True,15.417169688146293,15.417458897288238,0.0002892091419450793,0.0002892091419450793,-1.9166237406482758e-20,True,True,-4.807050422807344e-19,-4.807255555070652e-19,4.2673208155893505e-05,2.0513226330833367e-23,True,15.505342756757372,15.505647841466665,0.0003050847092929132,0.0003050847092929132,-8.944563457579665e-21,True,True,True,2.1864033000019845
56,1,-3.3000000000000003,-125858484.8881143,-20031000.0,-20.031000000000002,38138934.81458009,24,0.027,0.0001,-2.3544799226143503e-19,-2.3546752133418206e-19,8.294431631995005e-05,1.9529072747029618e-23,True,15.65269666347544,15.652916923411743,0.0002202599363023694,0.0002202599363023694,-1.9213534675706146e-20,True,True,-2.3544799226145515e-19,-2.3546752133418355e-19,8.294431624080288e-05,1.9529072728396245e-23,True,15.652696663475423,15.652916923411732,0.00022025993630947482,0.00022025993630947482,-1.9213534675706146e-20,True,True,-4.708896751378659e-19,-4.7090983725309315e-19,4.281706797111771e-05,2.016211522727554e-23,True,15.737498179804767,15.737805540504493,0.0003073606997254785,0.0003073606997254785,-8.99664529396388e-21,True,True,True,2.2427896999870427
57,1,-3.35,-127765431.62884331,-20334500.0,-20.334500000000002,38138934.81458009,24,0.027,0.0001,-2.306317082987079e-19,-2.3065088202383267e-19,8.31356853149439e-05,1.9173725124769313e-23,True,15.888289489747327,15.888409722633295,0.00012023288596729742,0.00012023288596729742,-1.9259407971110973e-20,True,True,-2.3063170829867097e-19,-2.3065088202383267e-19,8.313568547508136e-05,1.917372516169902e-23,True,15.888289489747292,15.88840972263326,0.00012023288596729742,0.00012023288596729742,-1.925940797111102e-20,True,True,-4.612572216475188e-19,-4.612770160987268e-19,4.291412747393358e-05,1.9794451208054056e-23,True,15.969838410985721,15.970148092854055,0.00030968186833391087,0.00030968186833391087,-9.04731715997312e-21,True,True,True,2.160698100022273
58,1,-3.4000000000000004,-129672378.36957233,-20638000.000000004,-20.638000000000005,38138934.81458009,24,0.027,0.0001,-2.2590674501567286e-19,-2.2592556288544674e-19,8.329928250959229e-05,1.8817869773882964e-23,True,16.123940655894856,16.12393497332607,5.682568787079845e-06,5.682568787079845e-06,-1.930390929785986e-20,True,True,-2.2590674501568586e-19,-2.259255628854558e-19,8.329928249211057e-05,1.8817869769934807e-23,True,16.123940655894867,16.123934973326072,5.682568794185272e-06,5.682568794185272e-06,-1.9303909297859836e-20,True,True,-4.51807405092914e-19,-4.518268175919665e-19,4.296631448191382e-05,1.9412499052479572e-23,True,16.20235250763995,16.202664547005146,0.0003120393651947495,0.0003120393651947495,-9.096613450061608e-21,True,True,True,2.1714218000124674
59,1,-3.45,-131579325.11030132,-20941500.0,-20.9415,38138934.81458009,24,0.027,0.0001,-2.2127280053827157e-19,-2.2129126268704537e-19,8.343614185244574e-05,1.846214877379916e-23,True,16.359642993457214,16.35957742441901,6.556903820253979e-05,6.556903820253979e-05,-1.9347088308468883e-20,True,True,-2.212728005383497e-19,-2.2129126268703536e-19,8.343614145399658e-05,1.8462148685639717e-23,True,16.359642993457218,16.359577424419005,6.556903821319793e-05,6.556903821319793e-05,-1.9347088308469052e-20,True,True,-4.425396219991186e-19,-4.425586403624277e-19,4.297550403108021e-05,1.901836330913583e-23,True,16.4350406578697,16.435344665435455,0.0003040075657558816,0.0003040075657558816,-9.144570071239508e-21,True,True,True,2.1838715999911074
60,1,-3.5,-133486271.85103032,-21245000.0,-21.245,38138934.81458009,24,0.027,0.0001,-2.167294261626727e-19,-2.167475333170002e-19,8.354728127180044e-05,1.8107154327488722e-23,True,16.595389645306586,16.595295624842418,9.402046416795429e-05,9.402046416795429e-05,-1.9388992454269644e-20,True,True,-2.167294261626666e-19,-2.1674753331701565e-19,8.354728137132974e-05,1.8107154349059137e-23,True,16.59538964530658,16.5952956248424,9.402046417861243e-05,9.402046417861243e-05,-1.938899245426974e-20,True,True,-4.3345297521422534e-19,-4.3347158921012104e-19,4.294351858236969e-05,1.8613995895695515e-23,True,16.667950217298284,16.668178873504623,0.00022865620633893968,0.00022865620633893968,-9.191216363995428e-21,True,True,True,2.1684089999762364
61,1,-3.5500000000000003,-135393218.59175932,-21548500.0,-21.5485,38138934.81458009,24,0.027,0.0001,-2.1227604157527693e-19,-2.1229379500633827e-19,8.363370133337598e-05,1.7753431061338014e-23,True,16.831174037294474,16.83108282914787,9.120814660334986e-05,9.120814660334986e-05,-1.942966712454569e-20,True,True,-2.1227604157528582e-19,-2.1229379500633827e-19,8.363370129152437e-05,1.7753431052454662e-23,True,16.83117403729449,16.831082829147856,9.120814663177157e-05,9.120814663177157e-05,-1.942966712454564e-20,True,True,-4.2454630435006287e-19,-4.245645055528119e-19,4.28721262263161e-05,1.8201202749011908e-23,True,16.90101319136457,16.901158211888493,0.00014502052392373344,0.00014502052392373344,-9.236586983108146e-21,True,True,True,2.175449300004402
62,1,-3.6,-137300165.33248833,-21852000.0,-21.852000000000004,38138934.81458009,24,0.027,0.0001,-2.0791194885166106e-19,-2.079293503296444e-19,8.369638243232308e-05,1.740147798333822e-23,True,17.06698985252096,17.066932573209286,5.727931167243128e-05,5.727931167243128e-05,-1.9469155774567013e-20,True,True,-2.079119488516549e-19,-2.079293503296444e-19,8.36963824619678e-05,1.7401477989501194e-23,True,17.066989852520965,17.066932573209307,5.727931165822042e-05,5.727931165822042e-05,-1.946915577456706e-20,True,True,-4.158182137810688e-19,-4.15835995432634e-19,4.2763041578916387e-05,1.778165156519059e-23,True,17.134220655459632,17.134274292324385,5.3636864752348856e-05,5.3636864752348856e-05,-9.28071430112795e-21,True,True,True,2.1601928000163753
63,1,-3.6500000000000004,-139207112.07321733,-22155500.0,-22.155500000000004,38138934.81458009,24,0.027,0.0001,-2.0363634532693513e-19,-2.0365339707776215e-19,8.373628391158742e-05,1.70517508270143e-23,True,17.302856944813588,17.30283864966024,1.829515334605958e-05,1.829515334605958e-05,-1.9507507464443512e-20,True,True,-2.0363634532692461e-19,-2.0365339707776215e-19,8.37362839632544e-05,1.7051750837534693e-23,True,17.30285694481348,17.30283864966025,1.829515323237274e-05,1.829515323237274e-05,-1.9507507464443753e-20,True,True,-4.072670983852633e-19,-4.072844552639961e-19,4.2617925193588004e-05,1.7356878732792797e-23,True,17.36756424630395,17.367574148014793,9.901710843251976e-06,9.901710843251976e-06,-9.323630170934784e-21,True,True,True,2.1646215000073425
64,1,-3.7,-141114058.81394634,-22459000.0,-22.459000000000003,38138934.81458009,24,0.027,0.0001,-1.9944833542164172e-19,-1.994650400859688e-19,8.375434315741681e-05,1.6704664327079753e-23,True,17.53878147811014,17.53879508554428,1.3607434141249541e-05,1.3607434141249541e-05,-1.9544749014161755e-20,True,True,-1.9944833542167325e-19,-1.9946504008596755e-19,8.375434299300532e-05,1.6704664294290795e-23,True,17.538781478110202,17.538795085544262,1.3607434059537127e-05,1.3607434059537127e-05,-1.9544749014161875e-20,True,True,-3.9889116719810774e-19,-3.9890809549417295e-19,4.2438382840412864e-05,1.6928296065212433e-23,True,17.60103612255526,17.601075150636266,3.9028081005199056e-05,3.9028081005199056e-05,-9.365365914254043e-21,True,True,True,2.1627880000160076
