point_index,deterministic_evaluation_count,detuning_n,detuning_rad_per_s,detuning_hz,detuning_mhz,linewidth_rad_per_s,model_state_count,cooling_power_w_per_beam,repump_power_w_per_beam,restoring_slope_x_n_per_m,restoring_slope_x_coarse_n_per_m,restoring_slope_x_relative_change,restoring_slope_x_numerical_uncertainty_n_per_m,restoring_slope_x_converged,turnaround_velocity_x_m_per_s,turnaround_velocity_x_coarse_m_per_s,turnaround_velocity_x_absolute_change_m_per_s,turnaround_velocity_x_numerical_uncertainty_m_per_s,turnaround_force_x_n,turnaround_x_interior,turnaround_x_converged,restoring_slope_y_n_per_m,restoring_slope_y_coarse_n_per_m,restoring_slope_y_relative_change,restoring_slope_y_numerical_uncertainty_n_per_m,restoring_slope_y_converged,turnaround_velocity_y_m_per_s,turnaround_velocity_y_coarse_m_per_s,turnaround_velocity_y_absolute_change_m_per_s,turnaround_velocity_y_numerical_uncertainty_m_per_s,turnaround_force_y_n,turnaround_y_interior,turnaround_y_converged,restoring_slope_z_n_per_m,restoring_slope_z_coarse_n_per_m,restoring_slope_z_relative_change,restoring_slope_z_numerical_uncertainty_n_per_m,restoring_slope_z_converged,turnaround_velocity_z_m_per_s,turnaround_velocity_z_coarse_m_per_s,turnaround_velocity_z_absolute_change_m_per_s,turnaround_velocity_z_numerical_uncertainty_m_per_s,turnaround_force_z_n,turnaround_z_interior,turnaround_z_converged,all_converged,point_wall_time_s
65,1,-3.75,-143021005.55467534,-22762500.0,-22.762500000000003,38138934.81458009,24,0.027,0.0001,-1.9534694150295019e-19,-1.9536330209740765e-19,8.375147484567301e-05,1.6360594457463492e-23,True,17.77475054229891,17.774796121949546,4.557965063511915e-05,4.557965063511915e-05,-1.958092229402424e-20,True,True,-1.9534694150295902e-19,-1.9536330209740765e-19,8.375147480044097e-05,1.6360594448628288e-23,True,17.774750542298957,17.77479612194954,4.5579650581828446e-05,4.5579650581828446e-05,-1.9580922294024215e-20,True,True,-3.906884651343151e-19,-3.9070496233307274e-19,4.222596833511337e-05,1.6497198757655632e-23,True,17.834628928159912,17.83470629429193,7.73661320181418e-05,7.73661320181418e-05,-9.405952310839405e-21,True,True,True,2.2485259999812115
66,1,-3.8000000000000003,-144927952.29540434,-23066000.0,-23.066000000000003,38138934.81458009,24,0.027,0.0001,-1.9133111385288922e-19,-1.9134713373360538e-19,8.372857081926724e-05,1.6019880716160918e-23,True,18.01075856114757,18.010836195431523,7.763428395435312e-05,7.763428395435312e-05,-1.9616063188821346e-20,True,True,-1.9133111385290431e-19,-1.9134713373360538e-19,8.372857074036873e-05,1.6019880701066442e-23,True,18.010758561147593,18.010836195431523,7.763428392948413e-05,7.763428392948413e-05,-1.9616063188821322e-20,True,True,-3.8265689292681285e-19,-3.8267295769734757e-19,4.19821799415246e-05,1.6064770534718167e-23,True,18.068335758266567,18.06846014511435,0.00012438684778359743,0.00012438684778359743,-9.445419588480097e-21,True,True,True,2.1963782000239007
67,1,-3.85,-146834899.03613335,-23369500.0,-23.369500000000002,38138934.81458009,24,0.027,0.0001,-1.8739973981080074e-19,-1.8741542263892682e-19,8.368649893492895e-05,1.5682828126082538e-23,True,18.24680013655864,18.24690992104064,0.00010978448199949753,0.00010978448199949753,-1.9650206165077094e-20,True,True,-1.8739973981076453e-19,-1.8741542263892682e-19,8.368649912815501e-05,1.568282816229002e-23,True,18.246800136558615,18.246909921040608,0.0001097844819923921,0.0001097844819923921,-1.965020616507695e-20,True,True,-3.747942254109542e-19,-3.748098575031157e-19,4.1708465877143484e-05,1.5632092161503206e-23,True,18.302183286007036,18.30232971881064,0.00014643280360360222,0.00014643280360360222,-9.483798790698807e-21,True,True,True,2.1663883000146598
68,1,-3.9000000000000004,-148741845.77686235,-23673000.0,-23.673000000000002,38138934.81458009,24,0.027,0.0001,-1.835516521531611e-19,-1.8356700186240147e-19,8.36261023004691e-05,1.5349709240380368e-23,True,18.48287003305827,18.483012076794775,0.000142043736506281,0.000142043736506281,-1.9683384350647095e-20,True,True,-1.8355165215314626e-19,-1.8356700186240147e-19,8.36261023812687e-05,1.534970925521003e-23,True,18.48287003305828,18.483012076794786,0.000142043736506281,0.000142043736506281,-1.968338435064724e-20,True,True,-3.6709812828547115e-19,-3.671133284315441e-19,4.1406220576288784e-05,1.5200146072930975e-23,True,18.53615724420243,18.53630845000576,0.00015120580333061184,0.00015120580333061184,-9.521116128276065e-21,True,True,True,2.167135000025155
69,1,-3.95,-150648792.51759136,-23976500.0,-23.9765,38138934.81458009,24,0.027,0.0001,-1.7978563676641277e-19,-1.7980065753275636e-19,8.354820003284835e-05,1.502076634359327e-23,True,18.71896316360269,18.719137589454597,0.0001744258519060793,0.0001744258519060793,-1.971562960883992e-20,True,True,-1.7978563676638174e-19,-1.7980065753275576e-19,8.35482002021182e-05,1.5020766374022962e-23,True,18.7189631636027,18.71913758945462,0.00017442585191673743,0.00017442585191673743,-1.9715629608840113e-20,True,True,-3.595661734590264e-19,-3.595809432829601e-19,4.1076789264135064e-05,1.4769823933687863e-23,True,18.770234268690714,18.770390163704224,0.0001558950135098769,0.0001558950135098769,-9.557401392043384e-21,True,True,True,2.1852097999944817
70,1,-4.0,-152555739.25832036,-24280000.0,-24.28,38138934.81458009,24,0.027,0.0001,-1.7610043966866272e-19,-1.7611513588150551e-19,8.34535840480897e-05,1.4696212842794294e-23,True,18.955074576543943,18.955281521468812,0.00020694492486938998,0.00020694492486938998,-1.9746972607541736e-20,True,True,-1.761004396686623e-19,-1.761151358815248e-19,8.345358415991604e-05,1.4696212862486927e-23,True,18.955074576543943,18.955281521468816,0.0002069449248729427,0.0002069449248729427,-1.9746972607541736e-20,True,True,-3.5219585309318758e-19,-3.522101950245225e-19,4.0721465653228154e-05,1.4341931334943627e-23,True,19.004408546337793,19.004569048718174,0.00016050238038189946,0.00016050238038189946,-9.592682494533004e-21,True,True,True,2.1643182999978308
71,1,-4.050000000000001,-154462685.9990494,-24583500.000000007,-24.583500000000008,38138934.81458009,24,0.027,0.0001,-1.7249477342568705e-19,-1.7250914966208847e-19,8.334302608658e-05,1.4376236401415743e-23,True,19.191199443654856,19.191439058981242,0.00023961532638594463,0.00023961532638594463,-1.977744288377776e-20,True,True,-1.724947734257278e-19,-1.725091496620971e-19,8.334302590038144e-05,1.4376236369300862e-23,True,19.191199443654963,19.191439058981246,0.00023961532628291593,0.00023961532628291593,-1.9777442883777616e-20,True,True,-3.449845924375487e-19,-3.4499850963184533e-19,4.034149524850825e-05,1.3917194296627926e-23,True,19.23867460286313,19.238839632932212,0.00016503006908052953,0.00016503006908052953,-9.626986766007745e-21,True,True,True,2.1904560000111815
72,1,-4.1,-156369632.73977837,-24887000.0,-24.887,38138934.81458009,24,0.027,0.0001,-1.689673230124173e-19,-1.6898138401151249e-19,8.321726854928001e-05,1.406099909517727e-23,True,19.427355403924913,19.42760550078948,0.00025009686456556324,0.00025009686456556324,-1.980707496719121e-20,True,True,-1.6896732301247944e-19,-1.6898138401151249e-19,8.321726818151373e-05,1.4060999033041957e-23,True,19.42735540392494,19.427605500789493,0.0002500968645549051,0.0002500968645549051,-1.9807074967191115e-20,True,True,-3.379297615502075e-19,-3.379432578143631e-19,3.993807498242433e-05,1.3496264155584963e-23,True,19.4730272798479,19.473196760276632,0.0001694804287311058,0.0001694804287311058,-9.660340950632377e-21,True,True,True,2.2118508999992628
73,1,-4.15,-158276579.48050737,-25190500.0,-25.190500000000004,38138934.81458009,24,0.027,0.0001,-1.655167511562533e-19,-1.6553050179662175e-19,8.307703161403591e-05,1.375064036846057e-23,True,19.663549862429768,19.663776248165142,0.00022638573537392404,0.00022638573537392404,-1.983588607068852e-20,True,True,-1.655167511562787e-19,-1.6553050179661937e-19,8.307703144603041e-05,1.3750640340654956e-23,True,19.663549862429765,19.66377624816515,0.00022638573538458218,0.00022638573538458218,-1.983588607068852e-20,True,True,-3.3102868598739866e-19,-3.310417657105882e-19,3.9512355705715395e-05,1.3079723189529662e-23,True,19.707461713333732,19.707635569290705,0.0001738559569730569,0.0001738559569730569,-9.69277120385512e-21,True,True,True,2.1637244999874383
74,1,-4.2,-160183526.22123638,-25494000.0,-25.494000000000003,38138934.81458009,24,0.027,0.0001,-1.621417032064267e-19,-1.6215514848450003e-19,8.292300998101011e-05,1.34452780733245e-23,True,19.899774158662062,19.899946795458128,0.00017263679606571714,0.00017263679606571714,-1.9863904898034046e-20,True,True,-1.6214170320642458e-19,-1.621551484844942e-19,8.292300995814591e-05,1.3445278069617085e-23,True,19.899774158662076,19.899946795458128,0.00017263679605150628,0.00017263679605150628,-1.9863904898034046e-20,True,True,-3.242786565411499e-19,-3.2429132463027243e-19,3.906544222688457e-05,1.2668089122520035e-23,True,19.941973313901983,19.942151473173446,0.0001781592714635849,0.0001781592714635849,-9.724303090973976e-21,True,True,True,2.1382727999880444
75,1,-4.25,-162090472.96196538,-25797500.0,-25.797500000000003,38138934.81458009,24,0.027,0.0001,-1.588408115622272e-19,-1.5885395657258502e-19,8.275587507091975e-05,1.3145010357807182e-23,True,20.136023820080812,20.13611272139506,8.890131424976744e-05,8.890131424976744e-05,-1.9891156129343734e-20,True,True,-1.5884081156224052e-19,-1.5885395657257549e-19,8.275587492708112e-05,1.3145010334960838e-23,True,20.136023820080858,20.136112721395083,8.890131422489844e-05,8.890131422489844e-05,-1.9891156129343686e-20,True,True,-3.176769380974684e-19,-3.176891999174187e-19,3.8598395035412936e-05,1.2261819950326507e-23,True,20.176583685877826,20.176740141205368,0.00015645532754149372,0.00015645532754149372,-9.754962538349722e-21,True,True,True,2.1953369999828283
76,1,-4.300000000000001,-163997419.70269442,-26101000.000000007,-26.101000000000006,38138934.81458009,24,0.027,0.0001,-1.556126996961432e-19,-1.556255496131769e-19,8.257627467930784e-05,1.2849917033697365e-23,True,20.372294465433974,20.372277342509143,1.71229248309146e-05,1.71229248309146e-05,-1.9917663585303665e-20,True,True,-1.556126996961612e-19,-1.5562554961316927e-19,8.257627451453704e-05,1.2849917008058423e-23,True,20.37229446543396,20.372277342509133,1.7122924827361885e-05,1.7122924827361885e-05,-1.9917663585303617e-20,True,True,-3.1122077768246086e-19,-3.112326390006147e-19,3.811223094474473e-05,1.1861318153837005e-23,True,20.411279338928587,20.411397481465105,0.0001181425365182065,0.0001181425365182065,-9.784771957224209e-21,True,True,True,2.1520259999961127
77,1,-4.35,-165904366.4434234,-26404500.0,-26.404500000000002,38138934.81458009,24,0.027,0.0001,-1.524559858021322e-19,-1.5246854586282237e-19,8.238483142590842e-05,1.2560060690179347e-23,True,20.608581796933652,20.608495885742677,8.591119097545175e-05,8.591119097545175e-05,-1.994345027067392e-20,True,True,-1.524559858021549e-19,-1.5246854586282425e-19,8.238483128930514e-05,1.2560060669355229e-23,True,20.60858179693363,20.60849588574268,8.591119095058275e-05,8.591119095058275e-05,-1.994345027067387e-20,True,True,-3.0490741175923244e-19,-3.049188786942208e-19,3.760792472109025e-05,1.1466934988343682e-23,True,20.646046520707806,20.64611962473127,7.310402346405453e-05,7.310402346405453e-05,-9.813756002306956e-21,True,True,True,2.158872500003781
78,1,-4.4,-167811313.18415242,-26708000.000000007,-26.708000000000006,38138934.81458009,24,0.027,0.0001,-1.4936928609771076e-19,-1.4938156158619824e-19,8.21821460634519e-05,1.22754884874756e-23,True,20.844881592995634,20.844756999226778,0.00012459376885587403,0.00012459376885587403,-1.9968538415298033e-20,True,True,-1.4936928609775699e-19,-1.4938156158619824e-19,8.218214575397651e-05,1.2275488441253281e-23,True,20.844881592995606,20.844756999226767,0.00012459376883811046,0.00012459376883811046,-1.996853841529808e-20,True,True,-2.987340728326026e-19,-2.9874515180732196e-19,3.708641138349529e-05,1.1078974719336946e-23,True,20.88088124169684,20.880902909506148,2.166780930679124e-05,2.166780930679124e-05,-9.841937861532935e-21,True,True,True,2.179694099992048
79,1,-4.45,-169718259.9248814,-27011500.0,-27.0115,38138934.81458009,24,0.027,0.0001,-1.463512178076139e-19,-1.4636321404086858e-19,8.196879694191988e-05,1.1996233254674994e-23,True,21.081189701483314,21.081056462304478,0.0001332391788366749,0.0001332391788366749,-1.999294951280985e-20,True,True,-1.4635121780760952e-19,-1.4636321404085255e-19,8.196879686230649e-05,1.1996233243023117e-23,True,21.081189701483314,21.081056462304446,0.00013323917886864933,0.00013323917886864933,-1.9992949512809802e-20,True,True,-2.9269799541710545e-19,-2.9270869311458767e-19,3.6548584717766586e-05,1.0697697482222534e-23,True,21.115779726007524,21.115780997702455,1.2716949306934566e-06,1.2716949306934566e-06,-9.869340144561164e-21,True,True,True,2.163064899999881
80,1,-4.5,-171625206.6656104,-27315000.0,-27.315,38138934.81458009,24,0.027,0.0001,-1.4340040185304882e-19,-1.4341212416762396e-19,8.174533978748074e-05,1.1722314575138759e-23,True,21.317502033422446,21.317390132102314,0.00011190132013183529,0.00011190132013183529,-2.0016704357199238e-20,True,True,-1.434004018530598e-19,-1.4341212416762564e-19,8.174533972267263e-05,1.1722314565846147e-23,True,21.317502033422397,21.317390132102318,0.00011190132007854459,0.00011190132007854459,-2.0016704357199142e-20,True,True,-2.8679642141535243e-19,-2.8680674473930894e-19,3.599530254094281e-05,1.0323323956505339e-23,True,21.350738397570243,21.350747791301067,9.393730824314162e-06,9.393730824314162e-06,-9.895984887150154e-21,True,True,True,2.170084000012139
81,1,-4.55,-173532153.4063394,-27618500.0,-27.6185,38138934.81458009,24,0.027,0.0001,-1.4051546527058362e-19,-1.4052691901053013e-19,8.151230844559547e-05,1.1453739946512169e-23,True,21.553829524843994,21.55375393730951,7.558753448577704e-05,7.558753448577704e-05,-2.0039827860117295e-20,True,True,-1.4051546527059753e-19,-1.4052691901053013e-19,8.151230834656025e-05,1.1453739932597325e-23,True,21.553829524843948,21.553753937309523,7.558753442538091e-05,7.558753442538091e-05,-2.0039827860117103e-20,True,True,-2.81026604956626e-19,-2.81036560993922e-19,3.5427383459089844e-05,9.956037296004549e-24,True,21.585753867234402,21.58577858885809,2.4721623688606087e-05,2.4721623688606087e-05,-9.921893556370555e-21,True,True,True,2.199070100003155
82,1,-4.6000000000000005,-175439100.14706844,-27922000.000000004,-27.922000000000008,38138934.81458009,24,0.027,0.0001,-1.3769504338082773e-19,-1.3770623388669025e-19,8.127021559933308e-05,1.119050586251939e-23,True,21.790186316011635,21.79014387237741,4.2443634225008964e-05,4.2443634225008964e-05,-2.0062332122992872e-20,True,True,-1.3769504338082872e-19,-1.3770623388667708e-19,8.127021549652861e-05,1.1190505848363805e-23,True,21.790186316011678,21.790143872377413,4.2443634264088814e-05,4.2443634264088814e-05,-2.0062332122992872e-20,True,True,-2.7538581673439266e-19,-2.7539541272144554e-19,3.484561102920929e-05,9.595987052887761e-24,True,21.820822920730127,21.82086985632357,4.6935593442043455e-05,4.6935593442043455e-05,-9.947087056587078e-21,True,True,True,2.1604130000050645
83,1,-4.65,-177346046.88779745,-28225500.000000004,-28.225500000000007,38138934.81458009,24,0.027,0.0001,-1.349377817279816e-19,-1.3494871432685077e-19,8.101955382078493e-05,1.0932598869167535e-23,True,22.02656529960133,22.02655599209949,9.307501841249177e-06,9.307501841249177e-06,-2.0084236922116943e-20,True,True,-1.3493778172798788e-19,-1.3494871432684988e-19,8.101955376761525e-05,1.0932598861993446e-23,True,22.02656529960133,22.02655599209951,9.307501819932895e-06,9.307501819932895e-06,-2.0084236922117136e-20,True,True,-2.698713478854364e-19,-2.698805911773593e-19,3.425073463825219e-05,9.243291922891523e-24,True,22.05595358738161,22.056018241783715,6.465440210590145e-05,6.465440210590145e-05,-9.971586388342276e-21,True,True,True,2.2061977999983355
84,1,-4.7,-179252993.62852642,-28529000.0,-28.529,38138934.81458009,24,0.027,0.0001,-1.3224233780764464e-19,-1.3225301780413316e-19,8.076079616842327e-05,1.0679996488518963e-23,True,22.262962568942733,22.262986406535365,2.3837592632247606e-05,2.3837592632247606e-05,-2.010555969784639e-20,True,True,-1.3224233780763802e-19,-1.3225301780413463e-19,8.07607962295946e-05,1.0679996496607868e-23,True,22.26296256894273,22.26298640653535,2.3837592621589465e-05,2.3837592621589465e-05,-2.010555969784639e-20,True,True,-2.6448051344634926e-19,-2.6448941148849025e-19,3.364346970231737e-05,8.898042140985592e-24,True,22.291150511157678,22.291220564164412,7.005300673412762e-05,7.005300673412762e-05,-9.9954100471879e-21,True,True,True,1.8859517999808304
85,1,-4.75,-181159940.36925542,-28832500.0,-28.832500000000003,38138934.81458009,24,0.027,0.0001,-1.2960738260094462e-19,-1.2961781526865192e-19,8.04943938990067e-05,1.0432667707299705e-23,True,22.499374267807163,22.49943127625249,5.700844532796623e-05,5.700844532796623e-05,-2.0126317349621266e-20,True,True,-1.296073826009518e-19,-1.2961781526865192e-19,8.049439384364978e-05,1.0432667700125616e-23,True,22.499374267807152,22.499431276252505,5.7008445352835224e-05,5.7008445352835224e-05,-2.0126317349621507e-20,True,True,-2.5921065542099567e-19,-2.5921921572334716e-19,3.302450023741062e-05,8.560302351490034e-24,True,22.52639845571373,22.52647380265867,7.534694494282235e-05,7.534694494282235e-05,-1.0018577833653354e-20,True,True,True,2.215535199997248
86,1,-4.8,-183066887.10998443,-29136000.0,-29.136000000000003,38138934.81458009,24,0.027,0.0001,-1.2703160192913121e-19,-1.2704179250361429e-19,8.022078229603156e-05,1.0190574483072978e-23,True,22.735796585938054,22.73588680785344,9.022191538576863e-05,9.022191538576863e-05,-2.014652626207275e-20,True,True,-1.2703160192913352e-19,-1.2704179250361429e-19,8.022078227783687e-05,1.0190574480761862e-23,True,22.735796585938072,22.735886807853454,9.022191538221591e-05,9.022191538221591e-05,-2.0146526262072848e-20,True,True,-2.5405914549150093e-19,-2.540673756049646e-19,3.239447825323769e-05,8.230113463660576e-24,True,22.761694545491483,22.761775086823175,8.054133169110855e-05,8.054133169110855e-05,-1.0041108451740984e-20,True,True,True,2.1067661000124644
87,1,-4.8500000000000005,-184973833.85071346,-29439500.000000004,-29.439500000000006,38138934.81458009,24,0.027,0.0001,-1.2451369764551897e-19,-1.2452365131743895e-19,7.994037690790968e-05,9.953671919980293e-24,True,22.97222575484117,22.972349249768676,0.00012349492750729496,0.00012349492750729496,-2.0166202329849542e-20,True,True,-1.245136976455327e-19,-1.2452365131744583e-19,7.994037685299084e-05,9.953671913143241e-24,True,22.972225754841077,22.97234924976865,0.00012349492757479652,0.00012349492757479652,-2.0166202329849542e-20,True,True,-2.490233874008075e-19,-2.4903129489618093e-19,3.175402702512256e-05,7.907495373412807e-24,True,22.997036046173225,22.997121687306464,8.564113323927813e-05,8.564113323927813e-05,-1.0063020084004722e-20,True,True,True,2.1778226000024006
88,1,-4.9,-186880780.59144247,-29743000.000000004,-29.743000000000006,38138934.81458009,24,0.027,0.0001,-1.2205238867621747e-19,-1.2206211058525882e-19,7.96535745575841e-05,9.721909041352322e-24,True,23.20865804381471,23.208814888284824,0.00015684447011210523,0.00015684447011210523,-2.0185360981241023e-20,True,True,-1.220523886762186e-19,-1.2206211058525882e-19,7.965357454831289e-05,9.721909040220838e-24,True,23.208658043814683,23.20881488828481,0.00015684447012631608,0.00015684447012631608,-2.0185360981240734e-20,True,True,-2.44100819035063e-19,-2.4410841148350326e-19,3.1103740127881776e-05,7.592448440269697e-24,True,23.23242035600202,23.23251100716248,9.06511604590321e-05,9.06511604590321e-05,-1.0084330400602423e-20,True,True,True,2.1488261000195052
89,1,-4.95,-188787727.33217144,-30046500.0,-30.0465,38138934.81458009,24,0.027,0.0001,-1.1964641192328235e-19,-1.1965590715289481e-19,7.936075524399802e-05,9.495229612466177e-24,True,23.445089756204105,23.445280043796256,0.00019028759215089508,0.00019028759215089508,-2.0204017200663266e-20,True,True,-1.196464119233012e-19,-1.1965590715289992e-19,7.936075512909428e-05,9.495229598719852e-24,True,23.445089756204144,23.445280043796256,0.00019028759211181523,0.00019028759211181523,-2.0204017200663844e-20,True,True,-2.3928891423012537e-19,-2.39296199185828e-19,3.0444183868912526e-05,7.284955702614376e-24,True,23.46784499764847,23.467940573715303,9.557606683330278e-05,9.557606683330278e-05,-1.0105056568707352e-20,True,True,True,2.162995699996827
90,1,-5.0,-190694674.07290044,-30350000.0,-30.35,38138934.81458009,24,0.027,0.0001,-1.1729452304134592e-19,-1.1730379661426466e-19,7.906228422509182e-05,9.273572918741473e-24,True,23.681524722467646,23.681741067251977,0.00021634478433085746,0.00021634478433085746,-2.0222189060040038e-20,True,True,-1.1729452304134917e-19,-1.1730379661426466e-19,7.906228419738154e-05,9.273572915491466e-24,True,23.681524722467646,23.681741067251966,0.00021634478432019932,0.00021634478432019932,-2.0222189060040087e-20,True,True,-2.3458518432540613e-19,-2.345921693100036e-19,2.9775898326809972e-05,6.98498459744927e-24,True,23.703307610582435,23.703408030934938,0.00010042035250279469,0.00010042035250279469,-1.0125215262225727e-20,True,True,True,2.0965059000009205
91,1,-5.05,-192601620.81362945,-30653500.0,-30.6535,38138934.81458009,24,0.027,0.0001,-1.1499549709995038e-19,-1.150045539737653e-19,7.875850831838938e-05,9.056873814923764e-24,True,23.917982725689757,23.918194336790734,0.00021161110097622782,0.00021161110097622782,-2.0239886177168936e-20,True,True,-1.1499549709994393e-19,-1.1500455397375438e-19,7.875850827945499e-05,9.056873810445977e-24,True,23.91798272568978,23.918194336790762,0.00021161110098333324,0.00021161110098333324,-2.023988617716884e-20,True,True,-2.2998717948717408e-19,-2.2999387197557993e-19,2.9099397717636277e-05,6.692488405854678e-24,True,23.938805943945063,23.938911132299452,0.00010518835438944052,0.00010518835438944052,-1.0144822671770604e-20,True,True,True,2.157390700012911
92,1,-5.1000000000000005,-194508567.55435848,-30957000.000000004,-30.957000000000004,38138934.81458009,24,0.027,0.0001,-1.127481291383588e-19,-1.1275697420209272e-19,7.844976055484266e-05,8.845063733910727e-24,True,24.154458935777473,24.15463625452363,0.00017731874615734,0.00017731874615734,-2.0257121895441216e-20,True,True,-1.1274812913837007e-19,-1.1275697420209611e-19,7.844976048501336e-05,8.845063726038488e-24,True,24.15445893577734,24.154636254523563,0.00017731874622484156,0.00017731874622484156,-2.0257121895441264e-20,True,True,-2.2549248982048166e-19,-2.2549889722820297e-19,2.8415171283171353e-05,6.407407721317759e-24,True,24.174355441888096,24.17444773408919,9.229220109219227e-05,9.229220109219227e-05,-1.0163894984844978e-20,True,True,True,2.1610631000075955
93,1,-5.15,-196415514.2950875,-31260500.000000004,-31.260500000000008,38138934.81458009,24,0.027,0.0001,-1.1055123462605384e-19,-1.1055987269670828e-19,7.813635626651725e-05,8.638070654444681e-24,True,24.39094975424605,24.391063243499335,0.00011348925328391601,0.00011348925328391601,-2.0273908756993388e-20,True,True,-1.1055123462603357e-19,-1.1055987269670284e-19,7.813635640067446e-05,8.638070669274342e-24,True,24.390949754246076,24.391063243499342,0.00011348925326615245,0.00011348925326615245,-2.0273908756993243e-20,True,True,-2.210987462883018e-19,-2.211048759603404e-19,2.7723685192823075e-05,6.129672038624738e-24,True,24.409943672213462,24.410015789130643,7.211691718111979e-05,7.211691718111979e-05,-1.0182446498594767e-20,True,True,True,2.1760462999809533
94,1,-5.2,-198322461.0358165,-31564000.000000004,-31.564000000000007,38138934.81458009,24,0.027,0.0001,-1.084036498336829e-19,-1.0841208565384716e-19,7.781859907119913e-05,8.435820164262032e-24,True,24.627451612570262,24.627471744769686,2.0132199423983366e-05,2.0132199423983366e-05,-2.0290258959855817e-20,True,True,-1.0840364983368994e-19,-1.0841208565384781e-19,7.781859901223222e-05,8.435820157870352e-24,True,24.627451612570276,24.627471744769696,2.0132199420430652e-05,2.0132199420430652e-05,-2.029025895985572e-20,True,True,-2.1680362145487583e-19,-2.1680948065587633e-19,2.702538343765987e-05,5.8592010004912815e-24,True,24.64556699267826,24.645613340898514,4.6348220255509887e-05,4.6348220255509887e-05,-1.0200492413829493e-20,True,True,True,2.13749110000208
95,1,-5.25,-200229407.77654546,-31867500.0,-31.8675,38138934.81458009,24,0.027,0.0001,-1.0630423212499622e-19,-1.0631247036059731e-19,7.74967791630024e-05,8.238235601083378e-24,True,24.86396096928495,24.863892856627125,6.811265782502574e-05,6.811265782502574e-05,-2.0306184374623047e-20,True,True,-1.0630423212502718e-19,-1.0631247036059822e-19,7.749677888035225e-05,8.23823557103887e-24,True,24.863960969284943,24.86389285662708,6.811265786410559e-05,6.811265786410559e-05,-2.0306184374622902e-20,True,True,-2.1260483006945653e-19,-2.126104259748134e-19,2.632068779923797e-05,5.595905356868206e-24,True,24.88122333755708,24.881238518012655,1.5180455573471363e-05,1.5180455573471363e-05,-1.0218047072110356e-20,True,True,True,2.2341581000073347
96,1,-5.300000000000001,-202136354.5172745,-32171000.000000004,-32.17100000000001,38138934.81458009,24,0.027,0.0001,-1.0425186017589663e-19,-1.0425990541398604e-19,7.717117062311084e-05,8.045238089410812e-24,True,25.100474307223994,25.100349865277302,0.00012444194669214426,0.00012444194669214426,-2.0321696560387206e-20,True,True,-1.0425186017589082e-19,-1.0425990541398604e-19,7.717117067888297e-05,8.045238095224713e-24,True,25.10047430722396,25.100349865277277,0.00012444194668148612,0.00012444194668148612,-2.032169656038711e-20,True,True,-2.0850012950392153e-19,-2.0850546919206736e-19,2.5609999180959703e-05,5.3396881458254225e-24,True,25.116910732926158,25.11690716805403,3.564872127270746e-06,3.564872127270746e-06,-1.0235124385302042e-20,True,True,True,2.186116899974877
97,1,-5.3500000000000005,-204043301.2580035,-32474500.000000004,-32.474500000000006,38138934.81458009,24,0.027,0.0001,-1.0224543412720086e-19,-1.022532908743201e-19,7.684203393825278e-05,7.856747119233758e-24,True,25.3369881308895,25.336836918930622,0.00015121195887957128,0.00015121195887957128,-2.0336806779977605e-20,True,True,-1.0224543412719936e-19,-1.0225329087431817e-19,7.684203393413346e-05,7.856747118812461e-24,True,25.336988130889466,25.33683691893061,0.0001512119588547023,0.0001512119588547023,-2.0336806779978086e-20,True,True,-2.0448732005847864e-19,-2.0449241050423304e-19,2.4893698802187577e-05,5.0904457544022975e-24,True,25.35262729127598,25.352622135899868,5.155376111787291e-06,5.155376111787291e-06,-1.0251737846065001e-20,True,True,True,2.2146629000199027
98,1,-5.4,-205950247.9987325,-32778000.000000004,-32.778000000000006,38138934.81458009,24,0.027,0.0001,-1.0028387567696956e-19,-1.002915483583237e-19,7.650962133585735e-05,7.672681354137136e-24,True,25.57349896390308,25.573350514000595,0.00014844990248619183,0.00014844990248619183,-2.035152601455736e-20,True,True,-1.0028387567697206e-19,-1.0029154835832726e-19,7.650962134641807e-05,7.672681355196398e-24,True,25.573498963903063,25.5733505140006,0.00014844990246132284,0.00014844990246132284,-2.0351526014557552e-20,True,True,-2.0056424514775096e-19,-2.0056909321654296e-19,2.4172148871407018e-05,4.848068791992809e-24,True,25.588371206424334,25.588370312952815,8.934715189923281e-07,8.934715189923281e-07,-1.0267900538351465e-20,True,True,True,2.17386130001978
99,1,-5.45,-207857194.7394615,-33081500.000000004,-33.081500000000005,38138934.81458009,24,0.027,0.0001,-9.836612812003746e-20,-9.83736210781249e-20,7.617416920486154e-05,7.492958087442823e-24,True,25.810005309409892,25.809887175296264,0.00011813411362737725,0.00011813411362737725,-2.0365867194128998e-20,True,True,-9.836612812003996e-20,-9.837362107813569e-20,7.617416928905016e-05,7.492958095724322e-24,True,25.810005309409878,25.809887175296268,0.00011813411360961368,0.00011813411360961368,-2.0365867194128902e-20,True,True,-1.9672879137798996e-19,-1.9673340382096284e-19,2.3445693640320464e-05,4.6124429728788704e-24,True,25.824140748760296,25.82414978065488,9.031894585120881e-06,9.031894585120881e-06,-1.0283625147873491e-20,True,True,True,2.2410576999827754
