replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.75,5.529793240370746,49487243.48095145
2,1,1.3384844104219924,0.8609172676841867,25,22.3875,6.092167262405473,37282336.8576096
3,2,1.5673420794615047,0.24216107092987377,25,25.84375,5.003050827057926,55533113.57141517
4,3,0.40060196789834845,1.0446245108769725,25,22.6125,7.8097026241800656,47096401.36267196
5,4,1.146840186104423,0.13255032373604866,25,25.9375,6.372976343433132,62388711.609429404
6,5,0.9404099994359895,0.6007277038522987,25,28.69375,9.121003691114993,106830881.34832285
7,6,0.9259539759492723,0.5056439283308706,25,25.58125,7.685493682974547,66625438.57210541
8,7,0.24976483536291105,0.9156687054618924,25,29.44375,4.860329488252313,88095366.37276246
9,8,0.8986655624347945,1.290641528889039,25,23.025,7.282250244243992,47205394.63018862
10,9,1.3592910432132472,1.0202241064044864,25,25.56875,6.873354443216451,63102412.20373028
