replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,23.79375,5.628709714212929,43682920.24199905
2,1,1.3384844104219924,0.8609172676841867,25,21.3875,5.51400914716325,29993259.076275397
3,2,1.5673420794615047,0.24216107092987377,25,24.625,5.492878320114449,48564293.85622186
4,3,0.40060196789834845,1.0446245108769725,25,21.43125,7.811286364066954,40615034.52937825
5,4,1.146840186104423,0.13255032373604866,25,24.7875,6.572704120308855,54541871.183051474
6,5,0.9404099994359895,0.6007277038522987,25,27.446875,8.929369662978736,91580978.35645333
7,6,0.9259539759492723,0.5056439283308706,25,24.40625,7.415293134167051,55825841.352932535
8,7,0.24976483536291105,0.9156687054618924,25,27.83125,5.948680536909705,76563603.59963463
9,8,0.8986655624347945,1.290641528889039,25,21.86875,6.99403926829542,38970638.789895624
10,9,1.3592910432132472,1.0202241064044864,25,24.55,6.605655474272911,53811027.539836265
