disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.01138690671937435,10384.403451800632
1,25,0.04284591107827307,39073.75706694191
2,25,0.008064673067428163,7354.659250571788
3,25,0.019609923127878133,17883.465495699744
4,25,1.126156382675817,1027009.5747450381
5,25,0.011488361817981622,10476.92644352652
6,25,0.07812228846656726,71244.40218997067
7,25,0.013118329877586706,11963.392115163973
8,25,0.006409334797217724,5845.056961670676
9,25,0.020596731355560435,18783.395127016895
10,25,0.025858974513108736,23582.35039697464
11,25,0.020506280285612827,18700.907369267472
12,25,0.04861399717562732,44334.020864285085
13,25,0.017684371404880002,16127.439346394367
14,25,0.0074492883119906955,6793.452969003035
15,25,0.0375229286205211,34219.40998477042
16,25,0.0765322946515932,69794.39143046693
17,25,1.6834875441544668,1535273.3007671076
18,25,0.010992524906944103,10024.743014136744
19,25,0.006228802985824754,5680.419170952742
20,25,0.14159696524717835,129130.76842681676
21,25,0.3277159436068665,298863.831931718
22,25,0.007776530096866065,7091.884387137977
23,25,0.046087482217396926,42029.9402829773
24,25,0.04068387538641492,37102.066997394955
