replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.94375,2.1217231168027086,64576833.01236025
2,1,1.3384844104219924,0.8609172676841867,25,33.36875,3.161595617557428,132541663.39895973
3,2,1.5673420794615047,0.24216107092987377,25,27.2125,2.3682229239892796,58652559.79473076
4,3,0.40060196789834845,1.0446245108769725,25,28.73125,3.111402709858797,74289072.76717384
5,4,1.146840186104423,0.13255032373604866,25,29.575,2.6124295993305413,81299060.61209755
6,5,0.9404099994359895,0.6007277038522987,25,36.7625,3.545667355900426,194451905.9865783
7,6,0.9259539759492723,0.5056439283308706,25,35.01875,3.9565305653543654,163501405.91928038
8,7,0.24976483536291105,0.9156687054618924,25,29.025,1.8902806160175443,74441141.88124108
9,8,0.8986655624347945,1.290641528889039,25,32.78125,3.324369457756864,124577533.161561
10,9,1.3592910432132472,1.0202241064044864,25,32.025,2.3160164705085036,110744546.77515164
