replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.28125,3.6241917202322504,62287808.379006654
2,1,1.3384844104219924,0.8609172676841867,25,28.1375,5.803188946874383,79102662.88772471
3,2,1.5673420794615047,0.24216107092987377,25,27.84375,2.7414343398271157,64882828.47339229
4,3,0.40060196789834845,1.0446245108769725,25,27.8,5.933030115730634,76903590.06163943
5,4,1.146840186104423,0.13255032373604866,25,28.91875,3.72411858629551,78246663.10471664
6,5,0.9404099994359895,0.6007277038522987,25,33.9875,6.7274304995519705,162128041.5769594
7,6,0.9259539759492723,0.5056439283308706,25,31.44375,6.607804925805543,123478187.01215975
8,7,0.24976483536291105,0.9156687054618924,25,30.875,2.240340230625325,95608903.02985539
9,8,0.8986655624347945,1.290641528889039,25,28.34375,6.091913451880972,83281252.96023953
10,9,1.3592910432132472,1.0202241064044864,25,29.7875,4.546687066562861,90895768.50373822
