replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.93125,5.5235498426811835,50576003.644505635
2,1,1.3384844104219924,0.8609172676841867,25,22.625,6.239574638279974,39142297.277128845
3,2,1.5673420794615047,0.24216107092987377,25,26.08125,4.919170884153141,57088255.89990729
4,3,0.40060196789834845,1.0446245108769725,25,22.8625,7.826773419580915,48596287.18139071
5,4,1.146840186104423,0.13255032373604866,25,26.15625,6.321530772058563,63993996.09327888
6,5,0.9404099994359895,0.6007277038522987,25,28.946875,9.152667458975188,110060274.2561663
7,6,0.9259539759492723,0.5056439283308706,25,25.81875,7.730333540063133,68670402.16275193
8,7,0.24976483536291105,0.9156687054618924,25,29.71875,4.656363603200284,89887817.82878207
9,8,0.8986655624347945,1.290641528889039,25,23.25,7.325998047763413,48637603.18855548
10,9,1.3592910432132472,1.0202241064044864,25,25.75625,6.917141204855996,64617833.720558405
