replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.59375,3.0250957715555606,63379363.256847315
2,1,1.3384844104219924,0.8609172676841867,25,29.74375,5.32891917346207,94039626.37281287
3,2,1.5673420794615047,0.24216107092987377,25,27.70625,2.5925731516921564,63348044.69787579
4,3,0.40060196789834845,1.0446245108769725,25,28.34375,4.8661695531281755,77151435.98433594
5,4,1.146840186104423,0.13255032373604866,25,29.175,3.307041493162733,79380395.68745504
6,5,0.9404099994359895,0.6007277038522987,25,34.9375,5.944905264195588,173341626.8481817
7,6,0.9259539759492723,0.5056439283308706,25,32.61875,5.883332964471188,135276808.71195474
8,7,0.24976483536291105,0.9156687054618924,25,30.4,2.1995945412355735,90159005.13733874
9,8,0.8986655624347945,1.290641528889039,25,29.825,5.535184276422812,96349191.50617287
10,9,1.3592910432132472,1.0202241064044864,25,30.675,3.700223019038852,97952709.1531231
