replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,25.15625,5.501575591080704,52078291.5848966
2,1,1.3384844104219924,0.8609172676841867,25,22.8375,6.371009525168807,41075761.29197824
3,2,1.5673420794615047,0.24216107092987377,25,26.41875,4.75278324434308,59280334.38239983
4,3,0.40060196789834845,1.0446245108769725,25,23.45,8.177778301146855,54310319.523480065
5,4,1.146840186104423,0.13255032373604866,25,26.46875,6.2467439435143595,65989281.54218683
6,5,0.9404099994359895,0.6007277038522987,25,29.28125,9.200414322079016,114305655.04473592
7,6,0.9259539759492723,0.5056439283308706,25,26.1125,7.829060572835352,71801007.36159424
8,7,0.24976483536291105,0.9156687054618924,25,30.1,4.416166073242528,93265674.01489197
9,8,0.8986655624347945,1.290641528889039,25,23.525,7.4262706281624515,51013614.55358309
10,9,1.3592910432132472,1.0202241064044864,25,26.0125,6.966735274906389,67304492.69313227
