replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,22.56875,5.663762563897637,36937570.041681156
2,1,1.3384844104219924,0.8609172676841867,25,20.33125,5.173448275308421,24422438.44885305
3,2,1.5673420794615047,0.24216107092987377,25,23.3875,5.932995824465495,42169299.257744804
4,3,0.40060196789834845,1.0446245108769725,25,19.96875,7.607064587646473,32662209.557071906
5,4,1.146840186104423,0.13255032373604866,25,23.54375,6.705522347134238,46493459.28563145
6,5,0.9404099994359895,0.6007277038522987,25,26.0,8.681371489430688,75304589.47616218
7,6,0.9259539759492723,0.5056439283308706,25,23.0,7.183960858731878,45267424.4697671
8,7,0.24976483536291105,0.9156687054618924,25,25.68125,6.931567705748462,62450961.31097831
9,8,0.8986655624347945,1.290641528889039,25,20.425,6.718223089803955,30895031.640738454
10,9,1.3592910432132472,1.0202241064044864,25,23.36875,6.398795205202695,45105760.9797212
