replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,17.78125,4.959348088563825,15759964.877422111
2,1,1.3384844104219924,0.8609172676841867,25,16.528125,4.468067036971917,11327454.780094948
3,2,1.5673420794615047,0.24216107092987377,25,18.8875,6.382437960757367,22303506.028443236
4,3,0.40060196789834845,1.0446245108769725,25,14.678125,6.161248103274544,12049609.974210793
5,4,1.146840186104423,0.13255032373604866,25,19.5875,6.943591310442914,26737392.727976844
6,5,0.9404099994359895,0.6007277038522987,25,21.103125,7.655795586004599,36213060.963348344
7,6,0.9259539759492723,0.5056439283308706,25,18.303125,6.322718240639926,20456931.193465456
8,7,0.24976483536291105,0.9156687054618924,25,19.253125,7.708291983278732,28745736.924339216
9,8,0.8986655624347945,1.290641528889039,25,15.884375,5.98212227780531,13794518.079942238
10,9,1.3592910432132472,1.0202241064044864,25,19.11875,5.729973901463979,21727239.7100598
