disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.00031068061410873687,283.3282928426037
1,25,0.0013628462965301895,1242.8613085836716
2,25,0.00010911997639304726,99.51305367140338
3,25,0.0006553654300497094,597.6670575881329
4,25,0.026980733060248115,24605.34932162387
5,25,0.00013209259592431792,120.46316377914097
6,25,0.0003365220448841844,306.8946440525808
7,25,0.000337186588929669,307.5006816403009
8,25,0.00015771566823096324,143.83038079990925
9,25,0.000549346561705929,500.982090413339
10,25,0.0005961576111148545,543.6718950323027
11,25,0.0004965544409600074,452.83778797788835
12,25,0.001726815530496187,1574.7866911913027
13,25,0.00012270439829581404,111.90150306985056
14,25,0.0002532487115631376,230.95269499711895
15,25,0.0008485176553737666,773.8141609946601
16,25,0.001636690456603595,1492.5962288042147
17,25,0.043123678910135035,39327.07021888674
18,25,0.0002946667201205119,268.72426208110204
19,25,0.00010293514808060088,93.87273764358478
20,25,0.0046923051561337525,4279.1946101877365
21,25,0.007177582314259666,6545.667967312245
22,25,0.00012005409461143399,109.48453212184334
23,25,0.0014088902306709215,1284.8515347626535
24,25,0.0009862404675586574,899.4118567947932
