disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,15,9.326242724878188,8505160.315379912
1,15,15.81542012607944,14423030.538179405
2,15,28.12375532750062,25647739.908467468
3,15,20.110230915458573,18339726.1856616
4,15,27.37492958806121,24964840.7871283
5,15,8.340657019468498,7606345.575474491
6,15,18.338940573810255,16724380.245692
7,15,30.53817919849059,27849597.901855476
8,15,33.18199267499895,30260650.039892044
9,15,20.80398423899044,18972401.466589723
10,15,16.78480725079768,15307072.820437452
11,15,16.835133331201487,15352968.192722507
12,15,24.140068929458316,22014777.260908805
13,15,15.612189902430101,14237692.703420155
14,15,33.79111659040318,30816146.685784083
