time_s,x_m,vx_m_per_s,Fx_n,effective_field_proxy_x_t,quantization_axis_x,y_m,vy_m_per_s,Fy_n,effective_field_proxy_y_t,quantization_axis_y,z_m,vz_m_per_s,Fz_n,effective_field_proxy_z_t,quantization_axis_z,radius_m,speed_m_per_s,total_780_scattering_rate_per_s,reference_vector_shift_hz,applied_reference_transition_shift_hz,total_trapping_intensity_w_per_m2
0.00206,-0.00013403913611365097,0.32153464478438526,-5.39089377284534e-23,-2.6673617866018545e-05,-0.9999658883699409,0.0,0.0,0.0,0.0,0.0,-1.1192886990949028e-06,0.00037607870857537536,1.1657338193339143e-24,2.2032271289224624e-07,0.008259666852543686,0.00013404380932100434,0.3215348647220327,24853776.162830498,373337.4134714183,373337.41370016936,30648.74696598475
0.002065,-0.00013244080158126173,0.31966690647784807,-5.467260543312647e-23,-2.635444746729523e-05,-0.9999651455579124,0.0,0.0,0.0,0.0,0.0,-1.117451530732387e-06,0.0003674336725031503,1.1700903130693182e-24,2.200439001974214e-07,0.008349111889486623,0.00013244551567120224,0.3196671176468123,24854023.844636943,368870.41754844325,368870.41777445725,30652.270859674634
0.00207,-0.00013085193803121683,0.3177727100089804,-5.540489503072949e-23,-2.603719310438792e-05,-0.999964379325801,0.0,0.0,0.0,0.0,0.0,-1.1156568328710852e-06,0.0003589395722603936,1.1743442981385587e-24,2.1977173264178567e-07,0.008440383851800959,0.00013085669404617456,0.31777291272867814,24854267.573235594,364430.2413680794,364430.2415913728,30655.732614890494
0.0020749999999999996,-0.0001292726723186715,0.31585314250906377,-5.610641813795814e-23,-2.5721879437401635e-05,-0.9999635888802374,0.0,0.0,0.0,0.0,0.0,-1.1139038685895139e-06,0.00035059285631426835,1.178498000661008e-24,2.1950608997273538e-07,0.00853351708005587,0.00012927747131746923,0.3158533370857459,24854507.362859663,360017.2301217025,360017.230342292,30659.13267310853
0.0020799999999999994,-0.0001277031259690755,0.31390926991920287,-5.677777798617876e-23,-2.5408530109879392e-05,-0.999962773382935,0.0,0.0,0.0,0.0,0.0,-1.1121919183382216e-06,0.0003423900502584514,1.1825538778788e-24,2.1924689484986338e-07,0.008628548447374424,0.00012770796902753087,0.3139094566465838,24854743.23003778,355631.71477927733,355631.71499717975,30662.471496756792
0.002084999999999999,-0.0001261434152826713,0.31194213728084486,-5.741956991877974e-23,-2.5097167702915635e-05,-0.9999619319819574,0.0,0.0,0.0,0.0,0.0,-1.1105202795141183e-06,0.0003343277648206522,1.1865139099369293e-24,2.189940138141175e-07,0.00872551356146088,0.00012614830349421145,0.3119423164407096,24854975.193408214,351274.0114353841,351274.0116506165,30665.74956810807
0.002089999999999999,-0.00012459365143762595,0.3099527690090677,-5.80323815368286e-23,-2.478781374329018e-05,-0.9999610637914952,0.0,0.0,0.0,0.0,0.0,-1.108888266117453e-06,0.0003264026793330234,1.190380035666226e-24,2.187473165526137e-07,0.008824449046890915,0.00012459858591391544,0.3099529408718323,24855203.273679886,346944.42143003683,346944.42164261633,30668.96738820013
0.0020949999999999988,-0.00012305394059182183,0.307942169160822,-5.861679195729842e-23,-2.4480488845988895e-05,-0.999960167879979,0.0,0.0,0.0,0.0,0.0,-1.1072952084159492e-06,0.0003186115403007833,1.1941543631493009e-24,2.185067055250858e-07,0.008925393741700817,0.0001230589224634045,0.3079423339860662,24855427.493575934,342643.233347088,342643.2335570321,30672.1254757833
0.0020999999999999986,-0.00012152438398317746,0.30591132172887225,-5.917337275682018e-23,-2.4175212602290605e-05,-0.9999592432631467,0.0,0.0,0.0,0.0,0.0,-1.1057404525796186e-06,0.00031095116726614203,1.197839227640307e-24,2.1827212582936287e-07,0.009028389258057138,0.0001215294144001329,0.3059114797658532,24855647.877759144,338370.72144946596,338370.7216567923,30675.224366295384
0.0021049999999999984,-0.00012000507802866225,0.303861190903041,-5.97026876006626e-23,-2.387200366189259e-05,-0.9999582889651851,0.0,0.0,0.0,0.0,0.0,-1.104223360276224e-06,0.00030341846067892585,1.201436006576056e-24,2.18043396733256e-07,0.009133473042549701,0.00012001015816127689,0.30386134239119095,24855864.45257666,334127.1468073865,334127.1470121126,30678.264610863465
0.002109999999999998,-0.00011849611442194071,0.3017927213443072,-6.020529254158544e-23,-2.357087972150768e-05,-0.9999573039102461,0.0,0.0,0.0,0.0,0.0,-1.1027433084326647e-06,0.0002960103687118731,1.2049471604075255e-24,2.178204988358459e-07,0.00924069026382293,0.00011850124546139571,0.30179286651367526,24856077.246273845,329912.75717501785,329912.75737716176,30681.24677533256
0.002114999999999998,-0.00011699758022969797,0.2997068384485504,-6.068173585200961e-23,-2.327185757439153e-05,-0.9999562870286725,0.0,0.0,0.0,0.0,0.0,-1.10129968880875e-06,0.00028872392478292884,1.2083741867393879e-24,2.1760328673839247e-07,0.00935008191574702,0.00011700276338877292,0.299706977520261,24856286.28861773,325727.7876472951,325727.7878468748,30684.171439320715
0.0021199999999999978,-0.00011550955798661742,0.29760444861610985,-6.113255804564279e-23,-2.2974953139200697e-05,-0.9999552371838788,0.0,0.0,0.0,0.0,0.0,-1.0998919077377685e-06,0.00028155621419630666,1.211718968261251e-24,2.173916772008526e-07,0.009461692688559823,0.00011551479450041211,0.29760458180276816,24856491.61101831,321572.4610878072,321572.4612848408,30687.039195300495
0.0021249999999999976,-0.00011403212578901445,0.2954864395205941,-6.155829212716597e-23,-2.268018145006489e-05,-0.9999541531924511,0.0,0.0,0.0,0.0,0.0,-1.0985193858003475e-06,0.0002745043874842073,1.2149833417044188e-24,2.1718558960064466e-07,0.009575568555872134,0.00011403741691568866,0.29548656702668646,24856693.246393498,317446.98798240453,317446.9881769104,30689.850647706517
0.0021299999999999973,-0.00011256535738716925,0.2933536803690401,-6.195946380128225e-23,-2.2387556653024494e-05,-0.9999530338176262,0.0,0.0,0.0,0.0,0.0,-1.0971815575062747e-06,0.00026756565881453937,1.2181691670115714e-24,2.1698495584075374e-07,0.009691757267152807,0.00011257070440870159,0.29335380239131503,24856891.229110174,313351.56639076467,313351.5665827612,30692.606412068766
0.002134999999999997,-0.0001111093222763951,0.29120702215482935,-6.233659111619779e-23,-2.2097092086326146e-05,-0.9999518778020067,0.0,0.0,0.0,0.0,0.0,-1.0958778709722991e-06,0.00026073730679510476,1.2212777787817804e-24,2.1678964092281295e-07,0.00981030479856371,0.00011111472649936153,0.29120713888266275,24857085.59482002,309286.3830594182,309286.3832489239,30695.30711417133
0.002139999999999997,-0.00010966408578678032,0.28904729792295647,-6.269018488721216e-23,-2.1808800247548286e-05,-0.999950683792213,0.0,0.0,0.0,0.0,0.0,-1.094607787690937e-06,0.00025401665627245384,1.2243111683521745e-24,2.1659961142844593e-07,0.009931262935078273,0.00010966954854315389,0.2890474095386845,24857276.380594745,305251.61298457586,305251.6131716094,30697.95338923628
0.0021449999999999967,-0.00010822970917167722,0.2868753230206214,-6.302074853952008e-23,-2.1522692841487813e-05,-0.999949450414302,0.0,0.0,0.0,0.0,0.0,-1.0933707821855103e-06,0.00024740110108534475,1.2272707269032027e-24,2.164147570121484e-07,0.010054681304501812,0.00010823523181964904,0.28687542969987984,24857463.624647554,301247.4200581213,301247.4202427014,30700.545881132497
0.0021499999999999965,-0.00010680624969491087,0.2846918953532685,-6.332877845182985e-23,-2.1238780757833326e-05,-0.9999481762139223,0.0,0.0,0.0,0.0,0.0,-1.0921663417691522e-06,0.0002408880832716122,1.2301581548224498e-24,2.1623501923195232e-07,0.010180613264950488,0.00010681183361973401,0.2846919972652991,24857647.3664297,297273.9567729016,297273.95695504703,30703.08524160894
0.0021549999999999963,-0.00010539376071676727,0.2824977956287202,-6.361476335603353e-23,-2.095707418803899e-05,-0.9999468596804022,0.0,0.0,0.0,0.0,0.0,-1.0909939662502471e-06,0.00023447510378101093,1.2329750413179796e-24,2.1606033199751428e-07,0.010309113216086572,0.00010539940733162398,0.2824978929366739,24857827.646498658,293331.365850344,293331.3660300738,30705.572129552103
0.002159999999999996,-0.00010399229177865673,0.28029378762210994,-6.387918545400007e-23,-2.0677582482944936e-05,-0.9999454992637884,0.0,0.0,0.0,0.0,0.0,-1.0898531676571307e-06,0.0002281597186232709,1.2357225933677607e-24,2.1589058183356298e-07,0.010440234771930942,0.00010399800252555011,0.28029388048333426,24858004.506405182,289419.7782420112,289419.7784193443,30708.007210267417
0.002164999999999996,-0.00010260188868664611,0.27808061840212256,-6.412251976497606e-23,-2.040031427930219e-05,-0.9999440933088897,0.0,0.0,0.0,0.0,0.0,-1.0887434700290043e-06,0.000221939525625288,1.238402534165091e-24,2.1572573676247474e-07,0.010574036914186388,0.000102607665037318,0.27808070696842657,24858177.988814306,285539.3149190638,285539.3150940192,30710.391154783996
0.0021699999999999957,-0.00010122259359374688,0.2758590185798444,-6.434523412001744e-23,-2.0125277525257923e-05,-0.9999426401102677,0.0,0.0,0.0,0.0,0.0,-1.0876644091174243e-06,0.0002158121823160086,1.2410162683316166e-24,2.1556572724903491e-07,0.010710578383436595,0.00010122843705062184,0.2758591029977676,24858348.137292795,281690.08721192536,281690.0873845223,30712.724639182517
0.0021749999999999955,-9.985444508095784e-05,0.27362970255780694,-6.454778935247631e-23,-1.9852479478639724e-05,-0.9999411379007691,0.0,0.0,0.0,0.0,0.0,-1.0866155321429786e-06,0.00020977539488914177,1.2435650294067343e-24,2.1541046594462204e-07,0.01084991860407953,9.986035717811508e-05,0.27362978296886875,24858514.996281996,277872.1967889931,277872.1969592508,30715.008343945905
0.0021799999999999953,-9.849747823709569e-05,0.27139336877243014,-6.473063997426354e-23,-1.9581926631171718e-05,-0.9999395848211776,0.0,0.0,0.0,0.0,0.0,-1.0855963975815995e-06,0.00020382691227581416,1.2460502210096862e-24,2.152598972755442e-07,0.010992120252749477,9.850346054127023e-05,0.27139344531336496,24858678.611124873,274085.73460356443,274085.7347715021,30717.242953332454
0.002184999999999995,-9.71517247375305e-05,0.26915069991303636,-6.489423316186089e-23,-1.931362488552726e-05,-0.9999379789497322,0.0,0.0,0.0,0.0,0.0,-1.0846065749214135e-06,0.00019796453203718554,1.2484730086717106e-24,2.151139378285399e-07,0.011137246245130038,9.715777884914446e-05,0.2691507727160249,24858839.027929973,270330.7833628348,270330.78352847166,30719.429154770754
0.002189999999999995,-9.581721292165053e-05,0.26690236317599486,-6.503900991263113e-23,-1.9047579409233136e-05,-0.999936318229098,0.0,0.0,0.0,0.0,0.0,-1.0836456444608355e-06,0.00019218609211561085,1.2508351308719707e-24,2.1497259545854686e-07,0.011285366030224992,9.58233404758761e-05,0.26690243236888017,24858996.293719865,266607.4155018776,266607.4156652331,30721.567638276374
0.0021949999999999947,-9.44939678692565e-05,0.26464901047880457,-6.516540399818559e-23,-1.8783794811931815e-05,-0.9999346006073304,0.0,0.0,0.0,0.0,0.0,-1.08271319700741e-06,0.00018648949068509252,1.2531372013245487e-24,2.148357210100215e-07,0.01143654267070065,9.450017053711097e-05,0.26464907618531475,24859150.4559903,262915.6956257693,262915.6957868628,30723.65909588962
0.0021999999999999945,-9.318201147570431e-05,0.2623912787104387,-6.527384308058276e-23,-1.85222750089862e-05,-0.9999328238593971,0.0,0.0,0.0,0.0,0.0,-1.0818088337714976e-06,0.00018087264718247634,1.2553807610087414e-24,2.1470330614210186e-07,0.011590848483702076,9.318829096518037e-05,0.26239134105037387,24859301.563153952,259255.67864746513,259255.67880631605,30725.7042211343
0.0022049999999999943,-9.188136252598923e-05,0.26012978994301755,-6.536474820918427e-23,-1.8263023317430978e-05,-0.9999309856801892,0.0,0.0,0.0,0.0,0.0,-1.0809321660993295e-06,0.00017533353443364123,1.2575671026538122e-24,2.1457531451212372e-07,0.011748356338019846,9.18877205832203e-05,0.2601298490324529,24859449.664235424,255627.4111045087,255627.41126113653,30727.703708496687
0.002209999999999994,-9.059203676768467e-05,0.2578651516609129,-6.543853363817423e-23,-1.8006042507607026e-05,-0.9999290837088948,0.0,0.0,0.0,0.0,0.0,-1.0800828152490667e-06,0.00016987017005258597,1.259697015376489e-24,2.1445164197400487e-07,0.011909137378096355,9.059847517814705e-05,0.2578652076123886,24859594.808757488,252030.93187483697,252030.93202926117,30729.658252924637
0.002214999999999994,-8.93140469827038e-05,0.25559795699617494,-6.549560780303e-23,-1.7751334683638015e-05,-0.999927115421414,0.0,0.0,0.0,0.0,0.0,-1.0792604122541007e-06,0.00016448059899318293,1.2617718668349913e-24,2.1433227545312529e-07,0.012073269855764375,8.932056757245826e-05,0.2555980099188684,24859737.046994165,248466.27053023124,248466.2706824713,30731.56854934631
0.0022199999999999937,-8.804740305805315e-05,0.2533287849301283,-6.553637248183879e-23,-1.749890143010004e-05,-0.9999250782081659,0.0,0.0,0.0,0.0,0.0,-1.0784645976861337e-06,0.00015916291359342576,1.2637927167752536e-24,2.1421716379738679e-07,0.012240832095618525,8.805400769502618e-05,0.2533288349300337,24859876.42971237,244933.44936800163,244933.44951807705,30733.435292208058
0.0022249999999999935,-8.679211205543303e-05,0.25105820052402494,-6.556122309364823e-23,-1.724874379225296e-05,-0.9999229693507373,0.0,0.0,0.0,0.0,0.0,-1.0776950214715965e-06,0.00015391524290744768,1.265760527818588e-24,2.1410624752280347e-07,0.012411904157084246,8.679880265074022e-05,0.2510582477041205,24860013.008194987,241432.4831391716,241432.48328710193,30735.259175031093
0.0022299999999999933,-8.554817827973622e-05,0.24878675513936088,-6.557054925100845e-23,-1.7000862215448195e-05,-0.9999207860238761,0.0,0.0,0.0,0.0,0.0,-1.0769513427248939e-06,0.00014873574934052498,1.267676100648612e-24,2.1399944885278906e-07,0.012586567339573952,8.55549567890495e-05,0.24878679959976863,24860146.834195964,237963.37819876245,237963.3783445672,30737.04088998668
0.002234999999999993,-8.431560334654098e-05,0.24651498663904867,-6.556473402687658e-23,-1.6755256680810593e-05,-0.9999185252322073,0.0,0.0,0.0,0.0,0.0,-1.0762332296097012e-06,0.000143622623038556,1.2695406119930976e-24,2.1389675114824728e-07,0.01276490883037721,8.432247177150197e-05,0.24651502847718673,24860277.960076038,234526.13441874445,234526.13456244313,30738.781127489183
0.002239999999999993,-8.309438624847103e-05,0.24424341961398954,-6.55441546775618e-23,-1.6511926617895225e-05,-0.9999161838510696,0.0,0.0,0.0,0.0,0.0,-1.0755403591351184e-06,0.00013857409491655138,1.2713551324472663e-24,2.1379812935587865e-07,0.012947017908154806,8.310134663815155e-05,0.2442434589247277,24860406.438653428,231120.74395396927,231120.7440955814,30740.4805758068
0.0022449999999999927,-8.188452342054804e-05,0.24197256558459787,-6.550918275753692e-23,-1.6270870907946432e-05,-0.9999137586526421,0.0,0.0,0.0,0.0,0.0,-1.0748724169702106e-06,0.00013358843298154745,1.2731203667022463e-24,2.1370351019379972e-07,0.013132983558414513,8.189157787295983e-05,0.24197260246040656,24860532.323096722,227747.19128051723,227747.19142006233,30742.139920689468
0.0022499999999999925,-8.068600880455629e-05,0.2397029231983481,-6.546018301577794e-23,-1.6032088076015765e-05,-0.9999112462321667,0.0,0.0,0.0,0.0,0.0,-1.0742290973219333e-06,0.0001286639296554303,1.2748372659489203e-24,2.1361286157932627e-07,0.013322899775765519,8.06931594682131e-05,0.23970295772943637,24860655.667092565,224405.45590055003,224405.45603804756,30743.759845013417
0.0022549999999999923,-7.94988339122285e-05,0.23743497846555894,-6.539751530753913e-23,-1.5795576024710925e-05,-0.9999086430099055,0.0,0.0,0.0,0.0,0.0,-1.0736101027703572e-06,0.00012379891031520863,1.276506875369784e-24,2.1352617271234448e-07,0.013516864802517166,7.950608298776177e-05,0.23743501074001414,24860776.524810452,221095.50861310062,221095.50874857008,30745.341028442417
0.002259999999999992,-7.832298788758379e-05,0.2351692049289423,-6.53215331128394e-23,-1.5561332275553208e-05,-0.9999059453106018,0.0,0.0,0.0,0.0,0.0,-1.07301514408761e-06,0.0001189917365494631,1.2781296827483053e-24,2.1344335465138223e-07,0.013714974754330228,7.83303376294143e-05,0.23516923503286782,24860894.950649537,217817.31487320652,217817.31500666737,30746.884147104684
