replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.38125,5.585159838058949,47305451.705976814
2,1,1.3384844104219924,0.8609172676841867,25,21.94375,5.749150752502494,33416726.96516997
3,2,1.5673420794615047,0.24216107092987377,25,25.325,5.223270247970455,52310496.39469554
4,3,0.40060196789834845,1.0446245108769725,25,22.10625,7.789826473316014,44013589.166008905
5,4,1.146840186104423,0.13255032373604866,25,25.45,6.458488741409763,59066976.76343348
6,5,0.9404099994359895,0.6007277038522987,25,28.16875,9.043231131452684,99958004.67759125
7,6,0.9259539759492723,0.5056439283308706,25,25.08125,7.560401310033085,62015666.559877306
8,7,0.24976483536291105,0.9156687054618924,25,28.75625,5.323112867388624,82834101.03097306
9,8,0.8986655624347945,1.290641528889039,25,22.5375,7.176350047203662,43572432.1187706
10,9,1.3592910432132472,1.0202241064044864,25,25.1625,6.763339202010966,59356085.94311443
