disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.0482682218352873,44018.68758490861
1,25,0.44744248434042444,408049.6480190935
2,25,0.03441646950237518,31386.44352738607
3,25,0.07139500695065948,65109.39053872342
4,25,1.1581578498052516,1056193.6327083972
5,25,0.049345688861784545,45001.294414393036
6,25,0.5967056469182154,544171.6817635357
7,25,0.06767579223334795,61717.615485124
8,25,0.03520550927605022,32106.016239386758
9,25,0.10144536422640349,92514.11435991092
10,25,0.0724444155327138,66066.40918921368
11,25,0.12619027034305125,115080.47894204901
12,25,0.30915687442051426,281938.7031965322
13,25,0.09020796052071942,82266.05167647528
14,25,0.02544480364173214,23204.643129114043
15,25,0.2450583112292542,223483.37750863066
16,25,0.28952926729688877,264039.1106040707
17,25,3.0225508650679744,2756445.48690739
18,25,0.042545347434491496,38799.655046358865
19,25,0.02279455847087638,20787.725543100423
20,25,0.5690476911645388,518948.7324344128
21,25,0.49331480591790516,449883.3704048928
22,25,0.037730125795574956,34408.365520532534
23,25,0.18712154630733646,170647.36537043855
24,25,0.29212569255680654,266406.9465841053
