disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,83.3138619862718,75978909.57700044
1,25,86.63507214104446,79007720.3897469
2,25,78.24480206039055,71356129.68699378
3,25,93.4486342334838,85221416.47556789
4,25,74.04614474065748,67527122.15769
5,25,88.0589158263564,80306208.87700398
6,25,63.01508960780783,57467241.11873643
7,25,43.44570404957145,39620744.26504718
8,25,93.10261789679589,84905863.41716199
9,25,77.20926989468778,70411765.77315947
10,25,43.09048802613125,39296801.46031065
11,25,72.49156981869717,66109412.011859074
12,25,87.11719538163877,79447397.50023928
13,25,109.90644576714911,100230282.2818093
14,25,63.40855288323328,57826063.88739342
15,25,41.30543964626178,37668908.739804894
16,25,77.54381568674108,70716858.1536804
17,25,54.41786564559211,49626916.75415418
18,25,122.88963217278268,112070428.9562909
19,25,61.05377321558895,55678599.0216885
20,25,91.3109152329938,83271902.25588103
21,25,94.67191981280358,86337003.99248435
22,25,53.63943401551241,48917018.244786695
23,25,90.88123971535953,82880055.37081927
24,25,73.74705782195618,67254366.85131115
