disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,82.18530085206882,74949706.96505268
1,25,88.54278031661849,80747473.93754339
2,25,76.98790165624553,70209886.79442967
3,25,89.84044734807524,81930894.3635507
4,25,73.40302449273761,66940622.216396995
5,25,85.81932133431873,78263788.28404531
6,25,60.528837721117064,55199878.84814992
7,25,41.03065327090666,37418314.55693604
8,25,84.94148085731268,77463232.88263488
9,25,65.932963563346,60128225.45122901
10,25,41.26794730752689,37634717.22657222
11,25,69.7724469424742,63629680.71365877
12,25,86.31705620947916,78717702.58079661
13,25,100.96518101681326,92076206.48009302
14,25,42.3513009229801,38622692.38972093
15,25,37.05892188259247,33796254.40004903
16,25,77.00039844737356,70221283.36806679
17,25,54.64262413279123,49831887.50414029
18,25,132.29447091832313,120647265.69867396
19,25,61.84088219900794,56396410.93020728
20,25,88.42970179122705,80644350.84552741
21,25,99.6688517342274,90894006.02754602
22,25,48.3258580524617,44071249.50952297
23,25,86.0617599204055,78484882.577013
24,25,68.35318612691593,62335371.62030225
