replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.925,2.1760862948192106,64524279.100147314
2,1,1.3384844104219924,0.8609172676841867,25,33.125,3.3614940022381914,129532785.57003869
3,2,1.5673420794615047,0.24216107092987377,25,27.25,2.396965312292469,58936033.36454652
4,3,0.40060196789834845,1.0446245108769725,25,28.74375,3.220380351662673,75270648.42368154
5,4,1.146840186104423,0.13255032373604866,25,29.55625,2.624147306944042,81201914.70793621
6,5,0.9404099994359895,0.6007277038522987,25,36.61875,3.681456360055024,191984006.8791904
7,6,0.9259539759492723,0.5056439283308706,25,34.884375,4.097723898194379,161697755.3282177
8,7,0.24976483536291105,0.9156687054618924,25,29.1375,1.9338212723883421,75644512.19628417
9,8,0.8986655624347945,1.290641528889039,25,32.51875,3.504995504930546,121217355.98302513
10,9,1.3592910432132472,1.0202241064044864,25,31.95625,2.405065996582353,109653620.26853782
