disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,80.49047296182262,73404091.72226375
1,25,88.42708845981085,80641967.5918091
2,25,75.59383583085301,68938554.52430472
3,25,89.98163257396601,82059649.64215404
4,25,72.99457073786672,66568128.73010494
5,25,84.9752869122286,77494062.652476
6,25,58.88695593642671,53702548.335783705
7,25,39.518478043850976,36039271.23687033
8,25,83.68874573794973,76320788.56318064
9,25,63.822158675172844,58203255.82541063
10,25,39.962039447063916,36443781.49414441
11,25,68.24163863357333,62233644.76827353
12,25,85.27130149409308,77764016.11055313
13,25,99.18439913411875,90452204.63435094
14,25,41.45971088465547,37809597.93837041
15,25,36.01177826044922,32841301.30239927
16,25,76.28793352734974,69571543.85960187
17,25,54.48563248419675,49688717.40028807
18,25,133.21880145688937,121490218.17662482
19,25,61.492397450482,56078606.778941564
20,25,86.81827936371707,79174798.04853542
21,25,100.50498179230928,91656523.19531438
22,25,46.89778379027473,42768902.905378945
23,25,85.91553842312665,78351534.42035457
24,25,65.7469027589399,59958545.44004283
