replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,8.8234375,3.749971516818911,1542698.639569549
2,1,1.3384844104219924,0.8609172676841867,25,7.47109375,3.870877113272642,1325532.207444012
3,2,1.5673420794615047,0.24216107092987377,25,10.317578125,9.21514974002259,12090406.629725045
4,3,0.40060196789834845,1.0446245108769725,25,7.320703125,4.628688956309802,1829373.583677431
5,4,1.146840186104423,0.13255032373604866,25,11.15078125,8.557451602294838,11568162.228007732
6,5,0.9404099994359895,0.6007277038522987,25,11.05625,9.007218962516717,12983657.63057023
7,6,0.9259539759492723,0.5056439283308706,25,8.98984375,6.863153875128267,6389144.160492837
8,7,0.24976483536291105,0.9156687054618924,25,10.439453125,6.711207451385013,5456700.145692059
9,8,0.8986655624347945,1.290641528889039,25,7.4154296875,5.670452980031558,2965446.9631109904
10,9,1.3592910432132472,1.0202241064044864,25,9.4921875,7.119919778321915,8479166.414071638
