disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,15,0.014693360231150929,13399.756796400401
1,15,0.011286803238789517,10293.113081646488
2,15,0.011545153361400596,10528.718059462888
3,15,0.03468850551380173,31634.52948836663
4,15,0.03609069042326746,32913.26603840299
5,15,0.012326668928475518,11241.428996012533
6,15,0.006859057199406937,6255.18580357115
7,15,0.11069390956995474,100948.41777141593
8,15,0.31163865057279094,284201.98377636244
9,15,0.008924427857169504,8138.721228624301
10,15,0.006229238988314246,5680.81678778306
11,15,0.005740992165488902,5235.555215239259
12,15,0.024600556148516924,22434.723185201492
13,15,0.022443269859661896,20467.364381217263
14,15,0.008738733610454262,7969.375503389869
