replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,22.24375,5.661570931876299,35222256.9744628
2,1,1.3384844104219924,0.8609172676841867,25,20.08125,5.099937129412316,23095579.98048037
3,2,1.5673420794615047,0.24216107092987377,25,23.09375,5.999199707912436,40634394.23520626
4,3,0.40060196789834845,1.0446245108769725,25,19.5875,7.551483453186533,30627247.13357095
5,4,1.146840186104423,0.13255032373604866,25,23.24375,6.764061116404725,44758840.078844965
6,5,0.9404099994359895,0.6007277038522987,25,25.634375,8.62654490617357,71519197.94255352
7,6,0.9259539759492723,0.5056439283308706,25,22.64375,7.122800967301533,42793848.22659478
8,7,0.24976483536291105,0.9156687054618924,25,25.1375,7.123714933454665,59487437.2432356
9,8,0.8986655624347945,1.290641528889039,25,20.09375,6.655467481389518,29393060.45044233
10,9,1.3592910432132472,1.0202241064044864,25,23.08125,6.350513379427813,42887707.326758504
