time_s,x_m,y_m,z_m,vx_m_per_s,vy_m_per_s,vz_m_per_s,fx_n,fy_n,fz_n,kernel_ground_weighted_absorption_rate_per_s,beff_x_t,beff_y_t,beff_z_t,quantization_x,quantization_y,quantization_z,reference_scalar_shift_hz,reference_vector_shift_hz,reference_tensor_shift_hz,reference_total_shift_hz,trap_component_00_atom_frame_frequency_hz,trap_component_00_atom_frame_wavelength_nm,trap_component_01_atom_frame_frequency_hz,trap_component_01_atom_frame_wavelength_nm,trap_component_02_atom_frame_frequency_hz,trap_component_02_atom_frame_wavelength_nm,trap_component_03_atom_frame_frequency_hz,trap_component_03_atom_frame_wavelength_nm,trap_component_04_atom_frame_frequency_hz,trap_component_04_atom_frame_wavelength_nm,trap_component_05_atom_frame_frequency_hz,trap_component_05_atom_frame_wavelength_nm
0.0,0.0008,-0.0007,0.0009,-0.15,0.1,-0.05,1.115951414673749e-22,-1.1415861921014622e-22,-3.8715108785832154e-22,56439020.25869821,4.125144940464179e-05,-2.9139484983010447e-05,-5.7917533889495806e-05,0.5368101460640282,-0.37919567471489246,-0.7536879376507456,-9481790.4336366,1075531.8388262677,140665.94958749754,-8265592.645222835,196036460216180.9,1529.2688802348362,196036460020008.75,1529.2688817651635,196036460052704.1,1529.2688815101094,196036460183485.53,1529.268880489891,196036460150790.2,1529.2688807449454,196036460085399.47,1529.2688812550546
4.9999999999999996e-06,0.0007992693317220971,-0.0006995197757955457,0.0008996826883186526,-0.14613365558060248,0.09604484089087056,-0.06346233626948955,1.0151606472371902e-22,-1.0241553733410242e-22,-3.5474131637744563e-22,56477439.38335207,4.1286811102223733e-05,-2.9198792936323363e-05,-5.8028078184525776e-05,0.5363992010416148,-0.37935139053594336,-0.7539021286747793,-9488448.665958282,1077278.5001397228,140963.07561090766,-8270207.090207651,196036460213652.66,1529.268880254559,196036460022536.97,1529.2688817454414,196036460055290.4,1529.2688814899336,196036460180899.22,1529.2688805100665,196036460159593.28,1529.2688806762728,196036460076596.34,1529.2688813237273
9.999999999999999e-06,0.0007985562491591796,-0.0006990572931224888,0.0008993036793284766,-0.14261651258349003,0.09249653461136223,-0.07580179803520272,9.234661085246095e-23,-9.18798075576978e-23,-3.249325385721043e-22,56516891.56329339,4.1327781232678543e-05,-2.926236755922355e-05,-5.813114156242662e-05,0.5360692670620235,-0.37956685459728506,-0.7540283441640031,-9495250.485331118,1079011.2050262073,141133.95264211055,-8275105.3276628,196036460211352.78,1529.2688802725002,196036460024836.84,1529.2688817275,196036460057610.66,1529.2688814718333,196036460178578.97,1529.2688805281666,196036460167662.16,1529.2688806133283,196036460068527.47,1529.268881386672
1.4999999999999999e-05,0.0007978591638788869,-0.0006986107268673215,0.000898868136829625,-0.13941705605854743,0.0893132510334667,-0.08710849977031512,8.400615222744826e-23,-8.242796032428411e-23,-2.975109063953536e-22,56557285.98394599,4.137390400109915e-05,-2.9329853030121427e-05,-5.822736892541834e-05,0.5358133364563341,-0.3798366818230589,-0.7540743753882502,-9502185.92430804,1080731.370324382,141189.12495766356,-8280265.429025993,196036460209260.66,1529.2688802888208,196036460026929.0,1529.2688817111793,196036460059692.25,1529.2688814555952,196036460176497.4,1529.268880544405,196036460175055.7,1529.2688805556515,196036460061133.94,1529.2688814443486
1.9999999999999998e-05,0.0007971766310564157,-0.0006981784396784384,0.0008983808110949657,-0.13650656449422957,0.08645743777662086,-0.09746514693187472,7.64210186181159e-23,-7.39490916147711e-23,-2.7228129532403447e-22,56598540.539815016,4.142475751689221e-05,-2.940092188153241e-05,-5.8317349612808e-05,0.5356249543575272,-0.3801559353592678,-0.7540473281436763,-9509245.538276413,1082440.2855292473,141138.44345449095,-8285666.809292675,196036460207357.44,1529.2688803036676,196036460028832.2,1529.2688816963328,196036460061559.66,1529.2688814410276,196036460174629.94,1529.2688805589728,196036460181828.0,1529.2688805028213,196036460054361.66,1529.2688814971787
2.4999999999999998e-05,0.0007965073367125635,-0.0006977589627541387,0.0008978460726716696,-0.1338588687704403,0.08389538485993654,-0.10694768465921953,6.95239333294252e-23,-6.63435980213438e-23,-2.490654706245647e-22,56640580.78699002,4.1479951265810935e-05,-2.9475272658890086e-05,-5.840162204551194e-05,0.5354981779674031,-0.3805200903632132,-0.753953687054824,-9516420.388475122,1084139.1168504169,140991.08880735838,-8291290.182817347,196036460205626.1,1529.2688803171736,196036460030563.53,1529.2688816828265,196036460063235.0,1529.2688814279584,196036460172954.6,1529.268880572042,196036460188028.7,1529.26888045445,196036460048160.94,1529.2688815455501
2.9999999999999997e-05,0.0007958500860593286,-0.0006973509785882422,0.000897267943256967,-0.1314501306470035,0.08159683317928326,-0.1156258829405254,6.325348799670917e-23,-5.952203670613569e-23,-2.27700462121344e-22,56683339.05052263,4.153912382528006e-05,-2.9552627773940742e-05,-5.8480678120446774e-05,0.5354275382633723,-0.38092499988131795,-0.7537993736629415,-9523702.024403239,1085828.9141566495,140755.59900091917,-8297117.511245669,196036460204051.0,1529.268880329461,196036460032138.62,1529.2688816705393,196036460064738.06,1529.268881416233,196036460171451.6,1529.268880583767,196036460193703.4,1529.268880410182,196036460042486.2,1529.2688815898184
3.5e-05,0.0007952037928620862,-0.00069695330547583,0.0008966501239296105,-0.12925863944848207,0.07953462248243834,-0.123563865471301,5.755365526863196e-23,-5.340409801444383e-23,-2.0803711797338837e-22,56726753.66178939,4.160194070247233e-05,-2.9632731541515942e-05,-5.855496711941369e-05,0.5354080044438034,-0.381366863972265,-0.7535897981272466,-9531082.46607442,1087510.6168837391,140439.89898930895,-8303131.950201372,196036460202617.97,1529.26888034064,196036460033571.66,1529.2688816593602,196036460066086.56,1529.2688814057133,196036460170103.06,1529.2688805942869,196036460198894.12,1529.2688803696892,196036460037295.53,1529.2688816303105
3.9999999999999996e-05,0.0007945674697339228,-0.0006965648836011338,0.0008959960209875766,-0.1272646256326668,0.07768437493925594,-0.13082058840677988,5.23733369600608e-23,-4.7917680293422696e-23,-1.8993881732703344e-22,56770768.297083035,4.166809238201199e-05,-2.971534837631232e-05,-5.8624899411077265e-05,0.5354349506384218,-0.3818422006269449,-0.7533299061202885,-9538554.184947915,1089185.0619779371,140051.331916082,-8309317.791053897,196036460201314.06,1529.2688803508117,196036460034875.56,1529.2688816491884,196036460067296.44,1529.2688813962752,196036460168893.2,1529.268880603725,196036460203639.34,1529.2688803326723,196036460032550.28,1529.2688816673278
4.4999999999999996e-05,0.0007939402192838536,-0.0006961847625473047,0.0008953087696150134,-0.1254500900138383,0.07602421076582629,-0.13745027451265746,4.766594736262849e-23,-4.29980559197204e-23,-1.7328031907367839e-22,56815331.42628752,4.173729245754579e-05,-2.9800261263155352e-05,-5.869084973797342e-05,0.5355041246057364,-0.38234782088417735,-0.7530242203245292,-9546110.087853795,1090852.9910173188,139596.69137824955,-8315660.405458226,196036460200127.53,1529.2688803600677,196036460036062.1,1529.2688816399325,196036460068382.03,1529.2688813878067,196036460167807.56,1529.2688806121937,196036460207974.56,1529.2688802988534,196036460028215.06,1529.2688817011467
4.9999999999999996e-05,0.00079332122604674,-0.0006958120900835917,0.0008945912555778649,-0.12379864742272269,0.0745344927425846,-0.14350280742969093,4.3389026823246005e-23,-3.858712246107582e-23,-1.5794673360654297e-22,56860395.80875839,4.1809276017832416e-05,-2.9887270169545566e-05,-5.8753160373187466e-05,0.5356116194464358,-0.38288080304274485,-0.7526768787303814,-9553743.496225363,1092515.0587529915,139082.25376689207,-8322146.183705479,196036460199047.66,1529.2688803684919,196036460037142.0,1529.268881631508,196036460069356.16,1529.2688813802074,196036460166833.44,1529.268880619793,196036460211932.3,1529.2688802679793,196036460024257.28,1529.268881732021
5.4999999999999995e-05,0.0007927097491279676,-0.0006954461021002077,0.0008938461351262969,-0.12229538375447249,0.07319759667680377,-0.14902409031360764,3.950388809708635e-23,-3.4632727477747534e-23,-1.4383259778024208e-22,56905918.06688416,4.188379794987199e-05,-2.9976190716146305e-05,-5.8812143764522766e-05,0.5357538464471734,-0.38343847177446616,-0.7522916684241029,-9561448.127759753,1094171.8379729162,138513.8100352536,-8328762.479751582,196036460198064.66,1529.26888037616,196036460038124.97,1529.2688816238401,196036460070230.38,1529.2688813733878,196036460165959.25,1529.2688806266124,196036460215542.75,1529.2688802398145,196036460020646.88,1529.2688817601859
5.9999999999999995e-05,0.0007921051155016218,-0.000695086113573917,0.0008930758532641673,-0.12092672526916265,0.07199770525813255,-0.15405637242590392,3.597528879321015e-23,-3.10880618683448e-23,-1.3084104665198753e-22,56951858.31969982,4.196063162688792e-05,-3.006685297476933e-05,-5.886808529350203e-05,0.5359275104760314,-0.3840183771755125,-0.7518720566070063,-9569218.079212777,1095823.8299274729,137896.69700032688,-8335497.552284977,196036460197169.7,1529.2688803831418,196036460039019.97,1529.2688816168584,196036460071015.0,1529.2688813672669,196036460165174.66,1529.268880632733,196036460218833.38,1529.2688802141445,196036460017356.25,1529.2688817858557
6.5e-05,0.0007915067139054178,-0.0006947315104592551,0.0008922826605290242,-0.11968031924079173,0.07092062293237826,-0.15863854702864766,3.277113216264983e-23,-2.7911114358217955e-23,-1.18883064302566e-22,56998179.84069303,4.2039567430440513e-05,-3.0159100271147187e-05,-5.8921245424302036e-05,0.5361295869952717,-0.38461827656226427,-0.7514212182807676,-9577047.805957682,1097471.4677398826,137235.82731152684,-8342340.5109062735,196036460196354.66,1529.2688803894998,196036460039835.0,1529.2688816105003,196036460071719.3,1529.2688813617726,196036460164470.3,1529.2688806382275,196036460221829.7,1529.2688801907702,196036460014359.9,1529.2688818092302
7e-05,0.0007909139892805537,-0.0006943817424108793,0.0008914686284124087,-0.11854492497283033,0.06995360967517825,-0.16280642332309578,2.986219197791426e-23,-2.506418162449731e-23,-1.0787681114178504e-22,57044848.78749902,4.212041156450623e-05,-3.0252788153317544e-05,-5.897186204478541e-05,0.5363573003373456,-0.3852361166210568,-0.750942062229545,-9584932.10750543,1099115.1254180707,136535.71917716227,-8349281.262910197,196036460195612.2,1529.2688803952915,196036460040577.4,1529.268881604709,196036460072351.62,1529.26888135684,196036460163838.0,1529.2688806431602,196036460224555.12,1529.2688801695094,196036460011634.5,1529.2688818304907
7.5e-05,0.0007903264377088255,-0.0006940363162521895,0.0008906356635369985,-0.11751031434564149,0.06908523173796338,-0.16659297508202098,2.7221859183524135e-23,-2.251342671690316e-23,-9.774701237202162e-23,57091833.927516386,4.220298492191603e-05,-3.034778347774497e-05,-5.902015227787368e-05,0.5366081049147989,-0.38587001868440435,-0.7504372528201446,-9592866.106845738,1100755.1227174262,135800.52309103066,-8356310.461037282,196036460194935.66,1529.2688804005693,196036460041253.97,1529.268881599431,196036460072919.47,1529.2688813524103,196036460163270.12,1529.26888064759,196036460227031.16,1529.268880150194,196036460009158.47,1529.2688818498061
7.999999999999999e-05,0.0007897436018031181,-0.0006936947901137247,0.0008897855206965253,-0.1165671811414902,0.06830522769294982,-0.17002856809464142,2.4825912387177108e-23,-2.022848426198246e-23,-8.842440660200534e-23,57139106.42148655,4.228712190566327e-05,-3.0443963435741782e-05,-5.906631432102037e-05,0.5368796660939185,-0.3865182634188106,-0.7499092319598349,-9600845.235745272,1102391.729950856,135034.049139355,-8363419.456655062,196036460194318.94,1529.26888040538,196036460041870.7,1529.26888159462,196036460073429.53,1529.2688813484313,196036460162760.1,1529.2688806515687,196036460229277.75,1529.2688801326685,196036460006911.9,1529.2688818673314
8.499999999999999e-05,0.0007891650665115123,-0.0006933567681729432,0.0008889198148539847,-0.11570705832115509,0.06760438815629265,-0.173141168508129,2.2652304813602258e-23,-1.8182103856072745e-23,-7.984524515375647e-23,57186639.60281344,4.237266954730322e-05,-3.054121482135151e-05,-5.911052913115424e-05,0.5371698439936893,-0.3871792779694542,-0.7493602374124527,-9608865.215034515,1104025.174946014,134239.7915206669,-8370600.2485678345,196036460193756.5,1529.2688804097677,196036460042433.12,1529.2688815902325,196036460073887.8,1529.2688813448563,196036460162301.84,1529.2688806551437,196036460231313.06,1529.268880116791,196036460004876.53,1529.2688818832094
8.999999999999999e-05,0.0007885904552981034,-0.0006930218959336117,0.0008880400321848745,-0.1149222426817738,0.06697444786630802,-0.17595653382202003,2.0680972606195796e-23,-1.6349831389711212e-23,-7.195083623043398e-23,57234408.81968614,4.24594864862425e-05,-3.063943325021357e-05,-5.915296188525123e-05,0.5374766773815521,-0.3878516238182605,-0.7487923204550281,-9616922.043198636,1105655.646521243,133420.95238684418,-8377845.444290549,196036460193243.3,1529.268880413771,196036460042946.3,1529.268881586229,196036460074299.72,1529.268881341643,196036460161889.88,1529.2688806583574,196036460233154.06,1529.2688801024296,196036460003035.56,1529.2688818975705
9.499999999999999e-05,0.0007880194266673219,-0.0006926898559895988,0.0008871475402444256,-0.11420572615630252,0.06640798880258451,-0.17849838808978677,1.8893656778583504e-23,-1.470972207641703e-23,-6.468713027946999e-23,57282391.25141402,4.254744217726459e-05,-3.0738522452259965e-05,-5.91937633050119e-05,0.5377983702161058,-0.3885339853992461,-0.7482073610856009,-9625011.977557521,1107283.2987865626,132580.46340628905,-8385148.215364669,196036460192774.75,1529.268880417426,196036460043414.88,1529.2688815825738,196036460074670.12,1529.2688813387535,196036460161519.5,1529.2688806612468,196036460234816.22,1529.2688800894632,196036460001373.44,1529.2688819105367
9.999999999999999e-05,0.0007874516710009135,-0.000692360364223361,0.0008862435973306515,-0.11355113328167236,0.06589835324754853,-0.1807885827548291,1.7273743055848608e-23,-1.3242082517554297e-23,-5.800434366809074e-23,57330565.759341516,4.263641602719091e-05,-3.0838393684692944e-05,-5.9233070995399176e-05,0.5381332772515224,-0.38922516020420383,-0.7476070830179098,-9633131.519290475,1108908.25580771,131721.00708773587,-8392502.256395029,196036460192346.75,1529.2688804207653,196036460043842.9,1529.2688815792349,196036460075003.4,1529.2688813361538,196036460161186.22,1529.2688806638464,196036460236313.78,1529.2688800777808,196036459999875.84,1529.2688819222194
0.00010499999999999999,0.0007868869076798343,-0.0006920331663944386,0.0008853293611084102,-0.11295266421583393,0.06543956578449472,-0.18284724444826364,1.5806114022795903e-23,-1.1929240200135948e-23,-5.185661305027404e-23,57378912.76617482,4.272629671321862e-05,-3.0938965107680745e-05,-5.9271010529713795e-05,0.5384798927572517,-0.38992404900025,-0.7469930663047613,-9641277.401579462,1110530.6148458957,130845.03595763583,-8399901.750775931,196036460191955.38,1529.268880423818,196036460044234.25,1529.2688815761821,196036460075303.4,1529.2688813338134,196036460160886.22,1529.2688806661868,196036460237659.97,1529.2688800672793,196036459998529.66,1529.268881932721
0.00010999999999999999,0.0007863248824654477,-0.0006917080350780304,0.0008844058965543509,-0.11240504287729866,0.06502626328163502,-0.1846929108118513,1.4477014869449004e-23,-1.0755335617936449e-23,-4.620168113707091e-23,57427414.11932324,4.281698147761691e-05,-3.1040161256882075e-05,-5.930769651189583e-05,0.5388368389715772,-0.39062964729472704,-0.7463667594564455,-9649446.573473556,1112150.4497522344,129954.79051798837,-8407341.333203332,196036460191597.3,1529.2688804266115,196036460044592.34,1529.2688815733886,196036460075573.66,1529.2688813317052,196036460160615.97,1529.2688806682952,196036460238866.84,1529.2688800578646,196036459997322.78,1529.2688819421357
0.00011499999999999999,0.0007857653651167673,-0.0006913847669176386,0.0008834741832771806,-0.11190346973608449,0.06465363207835532,-0.18634265543406925,1.3273931516320014e-23,-9.706136093215746e-24,-4.1000608143416856e-23,57476052.991973355,4.290837546203054e-05,-3.114191255926688e-05,-5.9343233494303364e-05,0.5392028556195387,-0.3913410377484388,-0.745729490274932,-9657636.189014278,1113767.8134090905,129052.31607626991,-8414816.059528917,196036460191269.3,1529.2688804291702,196036460044920.34,1529.26888157083,196036460075817.34,1529.2688813298041,196036460160372.28,1529.268880670196,196036460239945.62,1529.268880049449,196036459996244.0,1529.268881950551
0.00011999999999999999,0.0007852081472226316,-0.0006910631801595294,0.000882535122263236,-0.11144357882715462,0.06431735162183662,-0.18781220278891986,1.2185478308378088e-23,-8.768868690106817e-24,-3.6217508958536273e-23,57524813.76545949,4.300039115128612e-05,-3.124415484716262e-05,-5.9377716891934106e-05,0.5395767905194425,-0.39205738235291043,-0.7450824760221658,-9665843.59193263,1115382.7409584185,128139.4785302878,-8422321.372443926,196036460190968.56,1529.2688804315162,196036460045221.06,1529.2688815684837,196036460076037.22,1529.2688813280888,196036460160152.38,1529.2688806719116,196036460240906.56,1529.2688800419528,196036459995283.06,1529.2688819580474
0.000125,0.0007846530402293575,-0.0006907431124400665,0.0008815895420928925,-0.11102139865483,0.06401354389258762,-0.18911603406870017,1.1201297370043371e-23,-7.932070215138946e-24,-3.181931107489537e-23,57573681.95151571,4.309294777108004e-05,-3.134682896147594e-05,-5.9411233761913795e-05,0.5399575903083406,-0.3927779162326271,-0.7444268326627981,-9674066.306571689,1116995.251758547,127217.97879650009,-8429853.07601664,196036460190692.5,1529.2688804336697,196036460045497.12,1529.2688815663305,196036460076235.9,1529.268881326539,196036460159953.75,1529.268880673461,196036460241759.16,1529.268880035302,196036459994430.47,1529.2688819646983
0.00013000000000000002,0.0007840998736464366,-0.0006904244187999322,0.0008806382046697428,-0.1106333165841662,0.06373872802688493,-0.19026748462993645,1.0311964496546983e-23,-7.185452309819912e-24,-2.7775532349879523e-23,57622644.09787339,4.318597087950876e-05,-3.144988038311542e-05,-5.9443863503335127e-05,0.5403442932993394,-0.3935019415767402,-0.7437635825140764,-9682302.02477804,1118605.3521183634,126289.36599403841,-8437407.306665638,196036460190438.75,1529.2688804356492,196036460045750.88,1529.268881564351,196036460076415.6,1529.2688813251373,196036460159774.03,1529.268880674863,196036460242512.12,1529.268880029428,196036459993677.53,1529.268881970572
0.00013500000000000003,0.0007835484934139723,-0.000690106969901866,0.0008796818105010447,-0.11027604649283426,0.06348977961323879,-0.19127883373961163,9.508906091822483e-24,-6.5197814637502924e-24,-2.405807866446764e-23,57671687.713396594,4.327939181196657e-05,-3.155325880460382e-05,-5.947567858592972e-05,0.5407360211254666,-0.39422882127530273,-0.7430936629613284,-9690548.596118541,1120213.036875618,125355.05026137695,-8444980.508981548,196036460190205.12,1529.2688804374718,196036460045984.5,1529.2688815625283,196036460076578.38,1529.2688813238674,196036460159611.22,1529.2688806761332,196036460243173.4,1529.2688800242693,196036459993016.2,1529.2688819757311
0.00014000000000000004,0.0007829987604174684,-0.0006897906504311363,0.0008787210035644896,-0.10994659930078565,0.0632638941459451,-0.19216138731104057,8.78432244055378e-24,-5.926770163680211e-24,-2.0641055393964553e-23,57720801.203112185,4.3373147231996193e-05,-3.1656917845538684e-05,-5.950674505587098e-05,0.5411319721423115,-0.3949579746674765,-0.7424179328194717,-9698804.018810851,1121818.290219616,124416.31412057045,-8452569.414470665,196036460189989.7,1529.2688804391523,196036460046199.94,1529.2688815608478,196036460076726.1,1529.268881322715,196036460159463.53,1529.268880677285,196036460243750.56,1529.2688800197668,196036459992439.1,1529.268881980233
0.00014500000000000006,0.0007824505491366772,-0.0006894753576598868,0.0008777563757939499,-0.10964225615824703,0.06305855424990585,-0.19292555410792764,8.13111669164677e-24,-5.398979191589081e-24,-1.7500597039746856e-23,57769973.77362521,4.3467178794665274e-05,-3.176081476467787e-05,-5.9537123192615075e-05,0.5415314151432813,-0.39568887244484624,-0.7417371789496879,-9707066.425219517,1123421.08889401,123474.32282703533,-8460171.01349847,196036460189790.7,1529.2688804407048,196036460046398.94,1529.2688815592953,196036460076860.34,1529.2688813216678,196036460159329.25,1529.2688806783326,196036460244250.22,1529.2688800158692,196036459991939.4,1529.268881984131
0.00015000000000000007,0.0007819037464162063,-0.0006891610001584346,0.0008767884712137208,-0.10936054409416572,0.062871500290447,-0.19358091604581706,7.542832518515028e-24,-4.9297313145794824e-24,-1.461470709034594e-23,57819195.41195381,4.356143271727723e-05,-3.186491014862393e-05,-5.9566867907604446e-05,0.5419336836792062,-0.3964210325456452,-0.7410521219518439,-9715334.079853075,1125021.4018547453,122530.13429511248,-8467782.543703217,196036460189606.47,1529.2688804421418,196036460046583.16,1529.2688815578583,196036460076982.7,1529.2688813207133,196036460159206.94,1529.268880679287,196036460244678.75,1529.2688800125263,196036459991510.84,1529.2688819874743
