time_s,x_m,y_m,z_m,vx_m_per_s,vy_m_per_s,vz_m_per_s,fx_n,fy_n,fz_n,kernel_ground_weighted_absorption_rate_per_s,beff_x_t,beff_y_t,beff_z_t,quantization_x,quantization_y,quantization_z,reference_scalar_shift_hz,reference_vector_shift_hz,reference_tensor_shift_hz,reference_total_shift_hz,trap_component_00_atom_frame_frequency_hz,trap_component_00_atom_frame_wavelength_nm,trap_component_01_atom_frame_frequency_hz,trap_component_01_atom_frame_wavelength_nm,trap_component_02_atom_frame_frequency_hz,trap_component_02_atom_frame_wavelength_nm,trap_component_03_atom_frame_frequency_hz,trap_component_03_atom_frame_wavelength_nm,trap_component_04_atom_frame_frequency_hz,trap_component_04_atom_frame_wavelength_nm,trap_component_05_atom_frame_frequency_hz,trap_component_05_atom_frame_wavelength_nm
0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-6.136060067811798e-22,0.0,70794573.15175882,0.0,0.00020406079296160165,0.0,0.0,1.0,0.0,-12762153.287804602,2856040.386929212,2037981.602230903,-7868131.298644486,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460118094.8,1529.268881
4.9999999999999996e-06,0.0,0.0009998937045050155,-2.4516625e-10,0.0,-0.02125909899689311,-4.903325e-05,0.0,-6.054187064891018e-22,7.569432838291547e-26,70801679.0492866,0.0,0.00020402842930117385,3.3039394426838944e-11,0.0,0.9999999999999869,1.6193524863178673e-07,-12762711.067916373,2855587.4242610703,2037609.6275789763,-7869514.016076327,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460131996.3,1529.2688808915552,196036460104193.34,1529.2688811084445,196036460118126.9,1529.2688809997496,196036460118062.75,1529.2688810002503
9.999999999999999e-06,0.0,0.0009996825318081002,-7.223861565539454e-10,0.0,-0.042234539383044084,-9.544398131078907e-05,0.0,-5.970522765995709e-22,1.4717857172221008e-25,70809695.83671871,0.0,0.00020397393155551763,8.295023298431372e-11,0.0,0.9999999999999173,4.066707561683168e-07,-12763865.513466403,2854824.672336552,2036886.725390736,-7872154.115739116,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460145712.28,1529.2688807845577,196036460090477.34,1529.2688812154424,196036460118157.22,1529.2688809995132,196036460118032.4,1529.2688810004868
1.4999999999999999e-05,0.0,0.0009993679312330817,-1.4192764428598375e-09,0.0,-0.06292011500368352,-0.00013937805726117842,0.0,-5.88522283504364e-22,2.1464075174883974e-25,70818605.70577762,0.0,0.0002038976121400413,1.4894296910483894e-10,0.0,0.9999999999997332,7.304792221034052e-07,-12765608.377811806,2853756.503730342,2035817.813842749,-7876034.060238716,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460159238.75,1529.2688806790386,196036460076950.9,1529.2688813209613,196036460118185.97,1529.268880999289,196036460118003.66,1529.2688810007112
1.9999999999999998e-05,0.0,0.000998951380437982,-2.3241505775939717e-09,0.0,-0.08331015901992248,-0.0001809748269468268,0.0,-5.798439864824005e-22,2.7826412197545558e-25,70828389.93776329,0.0,0.00020379978994629266,2.3019697664027967e-10,0.0,0.9999999999993621,1.1295250927432095e-06,-12767931.230266437,2852387.381657387,2034407.9301217906,-7881135.918487259,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460172571.94,1529.2688805750272,196036460063617.7,1529.268881424973,196036460118213.16,1529.268880999077,196036460117976.47,1529.2688810009233
2.4999999999999998e-05,0.0,0.0009984343827716396,-3.4259870297477214e-09,0.0,-0.10339953326846771,-0.00022036729043074996,0.0,-5.710323084223863e-22,3.3822596155874693e-25,70839028.96493939,0.0,0.00020368078983818447,3.260389368336998e-10,0.0,0.9999999999987188,1.6007348414757516e-06,-12770825.475907719,2850721.8529220563,2032662.2222089195,-7887441.400776741,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460185708.5,1529.2688804725497,196036460050481.1,1529.2688815274507,196036460118238.9,1529.268880998876,196036460117950.72,1529.2688810011243
2.9999999999999997e-05,0.0,0.0009978184646886046,-4.7143985584071334e-09,0.0,-0.12318361660698864,-0.00025768230573188243,0.0,-5.621018120646964e-22,3.9469805077849563e-25,70850502.42586829,0.0,0.0002035409420044491,4.358139521078197e-10,0.0,0.9999999999977077,2.141161123727601e-06,-12774282.368216917,2848764.5388550633,2030585.9385135423,-7894931.890848312,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460198645.44,1529.2688803716294,196036460037544.16,1529.268881628371,196036460118263.3,1529.2688809986855,196036460117926.3,1529.2688810013146
3.5e-05,0.0,0.0009971051732264229,-6.179602455107685e-09,0.0,-0.14265829243635653,-0.00029304077934011035,0.0,-5.530666781210256e-22,4.4784629356871705e-25,70862789.22144948,0.0,0.00020338058137307131,5.589270745647894e-10,0.0,0.9999999999962237,2.7481830899942724e-06,-12778293.02360344,2846520.1271178527,2028184.4185879088,-7903588.477897677,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460211380.12,1529.2688802722869,196036460024809.53,1529.268881727713,196036460118286.44,1529.2688809985052,196036460117903.2,1529.268881001495
3.9999999999999996e-05,0.0,0.0009962960735490987,-7.812391804153462e-09,0.0,-0.16181993546481316,-0.00032655786980915536,0.0,-5.439406866679597e-22,4.9783049835818555e-25,70875867.56599209,0.0,0.00020320004716713384,6.948655412961972e-10,0.0,0.9999999999941531,3.419613090545207e-06,-12782848.43526413,2843993.3654862004,2025463.0834811896,-7913391.9862967385,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460223910.03,1529.268880174542,196036460012279.6,1529.2688818254585,196036460118308.38,1529.268880998334,196036460117881.28,1529.268881001666
4.4999999999999996e-05,0.0,0.0009953927465599613,-9.604107798865936e-09,0.0,-0.18066539782749816,-0.00035834319894249486,0.0,-5.34737199215167e-22,5.448047782767814e-25,70889715.0478498,0.0,0.00020299968221180876,8.431097542702739e-10,0.0,0.9999999999913752,4.153256522753106e-06,-12787939.489331704,2841189.0521508404,2022427.4285557463,-7924323.008625118,196036460118094.8,1529.268881,196036460118094.8,1529.268881,196036460236233.22,1529.2688800784092,196036459999956.4,1529.268881921591,196036460118329.12,1529.2688809981723,196036460117860.5,1529.2688810018278
