axis,coordinate_m,coordinate_mm,quantization_axis_x,quantization_axis_y,quantization_axis_z,total_intensity_w_per_m2,total_intensity_per_watt_path_m_inv2,scalar_shift_hz,vector_shift_hz,tensor_shift_hz,total_shift_hz,scalar_shift_hz_per_watt_path,vector_shift_hz_per_watt_path,tensor_shift_hz_per_watt_path,total_shift_hz_per_watt_path,bare_stretched_transition_frequency_hz,shifted_stretched_transition_frequency_hz,fixed_carrier_effective_detuning_hz,center_compensated_effective_detuning_hz
x,0.0014000000000000002,1.4000000000000001,1.0,0.0,0.0,19884.54712274843,519253.52994574956,-10549634.124213321,4077144.807756279,3391506.9430855475,-3080982.373371494,-275487026.42400163,106468194.64675905,88563845.13872083,-80454986.63852178,384228115000000.0,384228111919017.6,-11919017.626628507,-28258709.05432247
x,0.0014100000000000002,1.4100000000000001,1.0,0.0,0.0,19787.989822623465,516732.0886163385,-10498406.194200525,4108622.133085077,3424480.2931537987,-2965303.7679616488,-274149289.9733421,107290175.26262785,89424892.07689771,-77434222.63381654,384228115000000.0,384228112034696.25,-12034696.23203835,-28374387.659732316
x,0.0014200000000000003,1.4200000000000002,1.0,0.0,0.0,19692.012084808455,514225.78164092655,-10447485.74769663,4140151.802666013,3457359.378903338,-2849974.566127281,-272819582.9686846,108113522.7659358,90283477.4513318,-74422582.75141704,384228115000000.0,384228112150025.44,-12150025.433872718,-28489716.86156668
x,0.0014300000000000003,1.4300000000000004,1.0,0.0,0.0,19596.625760543622,511734.91849592683,-10396879.07231018,4171734.2633076836,3490141.2162115984,-2735003.5927908947,-271498069.6009916,108938248.82438341,91139523.33637726,-71420297.44023085,384228115000000.0,384228112264996.44,-12264996.407209106,-28604687.83490307
x,0.0014400000000000003,1.4400000000000004,1.0,0.0,0.0,19501.842434681763,509259.8017014657,-10346592.314319361,4203369.963544951,3522822.8930699746,-2620399.4577044337,-270184910.3706067,109764365.1507499,91992953.68953043,-68427591.53032632,384228115000000.0,384228112379600.56,-12379600.542295566,-28719291.96998953
x,0.0014500000000000003,1.4500000000000004,1.0,0.0,0.0,19407.673425085868,506800.7268056526,-10296631.478352433,4235059.353655817,3555401.5697510927,-2506170.5549455257,-268880262.07890946,110591883.50333388,92843694.35579781,-65444684.2197778,384228115000000.0,384228112493829.44,-12493829.445054475,-28833520.87274844
x,0.0014600000000000004,1.4600000000000004,1.0,0.0,0.0,19314.12978214658,504357.9823719792,-10247002.427131725,4266802.885678216,3587874.4789443384,-2392325.0625091703,-267584277.82163012,111420815.68639174,93691673.0712351,-62471789.064003244,384228115000000.0,384228112607674.94,-12607674.93749083,-28947366.36518479
x,0.0014700000000000004,1.4700000000000004,1.0,0.0,0.0,19221.222288418492,501931.849969822,-10197710.88128064,4298601.013427027,3620238.9258599905,-2278870.9419936244,-266297106.98381013,112251173.55058199,94536819.4656666,-59509113.96756157,384228115000000.0,384228112721129.06,-12721129.058006376,-29060820.48570034
x,0.0014800000000000004,1.4800000000000004,1.0,0.0,0.0,19128.96145837388,499522.6041680112,-10148762.41919304,4330454.192511176,3652492.288302232,-2165815.938379634,-265018895.23639125,113082968.9934119,95379065.0645917,-56556861.17838767,384228115000000.0,384228112834184.06,-12834184.061620366,-29173875.48931433
x,0.0014900000000000004,1.4900000000000004,1.0,0.0,0.0,19037.35753827263,497130.5125314345,-10100162.476964219,4362362.880350822,3684632.0167114474,-2053167.579901952,-263749784.53441277,113916213.95968615,96218343.29028942,-53615227.28443728,384228115000000.0,384228112946832.44,-12946832.420098048,-29286523.84779201
x,0.0015,1.5,1.0,0.0,0.0,18946.420506147064,494755.83562064025,-10051916.348382846,4394327.536194695,3716655.634176112,-1940933.1780120376,-262489913.11680153,114750920.44195971,97054589.46212885,-50684403.21271294,384228115000000.0,384228113059066.8,-13059066.821987962,-29398758.249681927
x,0.00151,1.51,1.0,0.0,0.0,18856.16007190012,492398.8269944019,-10004029.184983056,4426348.621137515,3748560.7364146924,-1829119.8274308504,-261239415.50773188,115587100.48099263,97887740.79609664,-47764574.23064266,384228115000000.0,384228113170880.2,-13170880.17256915,-29510571.60026311
x,0.00152,1.52,1.0,0.0,0.0,18766.585677515624,490059.7332152083,-9956505.996156024,4458426.598137576,3780344.991727905,-1717734.4062905419,-259998422.51953936,116424766.16620931,98717736.40355009,-44855919.94977992,384228115000000.0,384228113282265.56,-13282265.593709458,-29621957.02140342
x,0.0015300000000000001,1.53,1.0,0.0,0.0,18677.706497378946,487738.7938576377,-9909351.649320066,4490561.932034353,3812006.140921747,-1606783.5763639666,-258767061.2571626,117263929.63615814,99544517.28920746,-41958614.33179702,384228115000000.0,384228113393216.44,-13393216.423636034,-29732907.851329997
x,0.0015400000000000001,1.54,1.0,0.0,0.0,18589.53143870666,485436.2415195772,-9862570.870148612,4522755.0895663705,3843541.99720173,-1496273.7833805128,-257545455.12409657,118104603.07897826,100368026.34838586,-39072825.6967325,384228115000000.0,384228113503726.2,-13503726.216619488,-29843417.64431345
x,0.0015500000000000002,1.5500000000000003,1.0,0.0,0.0,18502.06914208356,483152.3018362464,-9816168.242855102,4555006.539389067,3874950.446038697,-1386211.2574273376,-256333723.82983202,118946798.73286594,101188208.36349736,-36198716.733468734,384228115000000.0,384228113613788.75,-13613788.742572661,-29953480.170266625
x,0.0015600000000000002,1.5600000000000003,1.0,0.0,0.0,18415.327982105355,480887.19349698006,-9770148.210533973,4587316.7520928215,3906229.4450066965,-1276602.0134344555,-255131983.39876,119790528.88654536,102005009.99981536,-33336444.5123993,384228115000000.0,384228113723398.0,-13723397.986565545,-30063089.41425951
x,0.0015700000000000002,1.5700000000000003,1.0,0.0,0.0,18329.316068125478,478641.1282647301,-9724515.075556863,4619686.200221152,3937377.023593329,-1167451.851742383,-253940346.18051794,120635805.8797439,102818379.80052198,-30486160.500252075,384228115000000.0,384228113832548.1,-13832548.148257617,-30172239.57595158
x,0.0015800000000000002,1.5800000000000003,1.0,0.0,0.0,18244.041245104123,476414.3109982367,-9679273.00002309,4652115.358288932,3968391.2829830367,-1058766.3587511217,-252758920.86175328,121482642.1036677,103628268.18104915,-27648010.57703642,384228115000000.0,384228113941233.6,-13941233.641248878,-30280925.06894284
x,0.0015900000000000003,1.5900000000000003,1.0,0.0,0.0,18159.511094558038,474206.9396768307,-9634426.006263515,4684604.702800858,3999270.395813808,-950550.9076488507,-251587812.47928107,122331050.00148407,104434627.4227252,-24822135.05507185,384228115000000.0,384228114049449.06,-14049449.09235115,-30389140.520045113
x,0.0016000000000000003,1.6000000000000003,1.0,0.0,0.0,18075.732935608918,472019.20542781084,-9589977.977396801,4717154.712269947,4030012.6059077317,-842810.6592191237,-250427122.43460977,123181042.06880432,105237411.66573879,-22008668.70006667,384228115000000.0,384228114157189.3,-14157189.340780877,-30496880.76847484
x,0.0016100000000000003,1.6100000000000003,1.0,0.0,0.0,17992.713826128915,469851.29255635664,-9545932.657937145,4749765.867236203,4060616.2279759482,-735550.5627249965,-249276948.50981113,124032630.85417143,106036576.90143417,-19207740.754205607,384228115000000.0,384228114264449.44,-14264449.437275004,-30604140.864968967
x,0.0016200000000000003,1.6200000000000003,1.0,0.0,0.0,17910.460563981254,467703.3785779254,-9502293.654452473,4782438.650285413,4091079.6472984366,-628775.3568686219,-248137384.88470814,124885828.9595507,106832080.9639493,-16419474.961208094,384228115000000.0,384228114371224.6,-14371224.643131379,-30710916.070825342
x,0.0016300000000000004,1.6300000000000003,1.0,0.0,0.0,17828.97968835407,465575.63425308315,-9459064.436272092,4815173.546068084,4121401.319379149,-522489.57082485553,-247008522.15535396,125740649.0408244,107623883.52121021,-13643989.593319256,384228115000000.0,384228114477510.44,-14477510.429175144,-30817201.85686911
x,0.0016400000000000004,1.6400000000000003,1.0,0.0,0.0,17748.277481185523,463468.22362471937,-9416248.336242806,4847971.041318461,4151579.7695770254,-416697.52534732,-245890447.35377687,126597103.80828823,108411946.06529562,-10881397.480193032,384228115000000.0,384228114583302.5,-14583302.47465268,-30922993.902346645
x,0.0016500000000000004,1.6500000000000004,1.0,0.0,0.0,17668.359968678455,461381.30405759957,-9373848.55153248,4880831.624873769,4181613.592713388,-311403.3339453239,-244783243.9689641,127455206.02715397,109196231.90218458,-8131806.039625547,384228115000000.0,384228114688596.7,-14688596.666054675,-31028288.09374864
x,0.0016600000000000005,1.6600000000000004,1.0,0.0,0.0,17589.232922902283,459315.0262801967,-9331868.144479934,4913755.7876935,4211501.452656218,-206610.90413022166,-243686991.96905527,128314968.51805303,109976706.14090052,-5395317.310101845,384228115000000.0,384228114793389.1,-14793389.095869778,-31133080.523563743
x,0.00167,1.6700000000000002,1.0,0.0,0.0,17510.901863480463,457269.534428756,-9290310.043490207,4946744.022878889,4241242.081881862,-102323.9387294589,-242601767.82472107,129176404.15754505,110753335.68206601,-2672027.98511009,384228115000000.0,384228114897676.06,-14897676.06127054,-31237367.488964505
x,0.00168,1.6800000000000002,1.0,0.0,0.0,17433.3720593613,455244.9660935374,-9249177.043974048,4979796.825692526,4270834.281014744,1454.0627332237864,-241527644.53369635,130039525.87863001,111526089.20588288,37970.55081658085,384228115000000.0,384228115001454.06,-15001454.062733224,-31341145.49042719
x,0.00169,1.6900000000000002,1.0,0.0,0.0,17356.648530670183,453241.4523671836,-9208471.809330612,5012914.693578097,4300276.918345539,104719.80259302157,-240464691.64644185,130904346.67126383,112294937.15955025,2734592.1843721964,384228115000000.0,384228115104719.8,-15104719.80259302,-31444411.230286986
x,0.0017000000000000001,1.7000000000000002,1.0,0.0,0.0,17280.73605064109,451259.11789515795,-9168196.871972227,5046098.126180237,4329568.9293283895,207470.18353639994,-239412975.29290414,131770879.58287668,113059851.7441351,5417756.034107649,384228115000000.0,384228115207470.2,-15207470.1835364,-31547161.611230362
x,0.0017100000000000001,1.7100000000000002,1.0,0.0,0.0,17205.63914762545,449298.0809282031,-9128354.634390151,5079347.625364624,4358709.316057795,309702.3070322667,-238372558.2103465,132639137.71889777,113820806.90091196,8087386.409463229,384228115000000.0,384228115309702.3,-15309702.307032267,-31649393.73472623
x,0.0017200000000000002,1.7200000000000002,1.0,0.0,0.0,17131.36210717604,447358.45337675855,-9088947.370260194,5112663.695238091,4387697.146725563,411413.47170345986,-237343499.77222016,133509134.24328057,114577778.29718222,10743412.768242607,384228115000000.0,384228115411413.5,-15411413.47170346,-31751104.89939742
x,0.0017300000000000002,1.7300000000000002,1.0,0.0,0.0,17057.90897420408,445440.34086728987,-9049977.22558716,5146046.842168975,4416531.555058551,512601.17164036597,-236325856.01804987,134380882.3790341,115330743.31159143,13385769.672575636,384228115000000.0,384228115512601.2,-15512601.171640366,-31852292.59933433
x,0.0017400000000000002,1.7400000000000002,1.0,0.0,0.0,16985.28355520721,443543.8428004683,-9011446.219886849,5179497.574807562,4445211.739737633,613263.0946583445,-235319679.6842999,135254395.4087569,116079681.01895677,16014396.74341375,384228115000000.0,384228115613263.1,-15613263.094658345,-31952954.522352308
x,0.0017500000000000003,1.7500000000000002,1.0,0.0,0.0,16913.489420566304,441669.05241114926,-8973356.247404674,5213016.404106765,4473736.963798549,713397.120500644,-234325020.23619613,136129686.67517698,116824572.174621,18629238.61360195,384228115000000.0,384228115713397.1,-15713397.120500645,-32053088.548194606
x,0.0017600000000000003,1.7600000000000002,1.0,0.0,0.0,16842.529906908996,439816.05683009134,-8935709.078369562,5246603.843342823,4502106.554015136,813001.3189883981,-233341923.90047005,137006769.5816923,117565399.19834661,21230244.879568882,384228115000000.0,384228115813001.3,-15813001.318988398,-32152692.74668236
x,0.0017700000000000003,1.7700000000000002,1.0,0.0,0.0,16772.408119537715,437984.937147361,-8898506.360282177,5280260.408136255,4530319.900265526,912073.9481196059,-232370433.69899842,137885657.5929181,118302146.157765,23817370.051684707,384228115000000.0,384228115912073.94,-15912073.948119607,-32251765.37581357
x,0.0017800000000000003,1.7800000000000002,1.0,0.0,0.0,16703.126934920158,436175.7684773673,-8861749.619236205,5313986.616472931,4558376.45488194,1010613.4521186637,-231410589.48330653,138766364.23523682,119034798.75139748,26390573.503327705,384228115000000.0,384228116010613.44,-16010613.452118663,-32350304.879812628
x,0.0017900000000000004,1.7900000000000003,1.0,0.0,0.0,16634.689003240026,434388.6200254702,-8825440.261271635,5347782.988725321,4586275.731984554,1108618.4594382418,-230462427.96990716,139648903.09735343,119763344.29126011,28949819.41870644,384228115000000.0,384228116108618.44,-16108618.459438242,-32448309.887132205
x,0.0018000000000000004,1.8000000000000005,1.0,0.0,0.0,16567.096751005756,432623.5551561036,-8789579.5737588,5381650.047673872,4614017.30680009,1206087.7807151598,-229525982.77644238,140533287.83085322,120487771.68506993,31495076.739480693,384228115000000.0,384228116206087.75,-16206087.78071516,-32545779.208409123
x,0.0018100000000000004,1.8100000000000005,1.0,0.0,0.0,16500.352383715253,430880.63146236056,-8754168.726812158,5415588.318528541,4641600.814965664,1303020.406682048,-228601284.45860255,141419532.1507644,121208071.41806592,34026319.11022777,384228115000000.0,384228116303020.44,-16303020.406682048,-32642711.83437601
x,0.0018200000000000004,1.8200000000000005,1.0,0.0,0.0,16434.457888574376,429159.9008369821,-8719208.774732549,5449598.328950556,4669025.951818483,1399415.506036486,-227688360.54778823,142307649.83612618,121924235.53446059,36543524.822798446,384228115000000.0,384228116399415.5,-16399415.506036486,-32739106.93373045
x,0.0018300000000000005,1.8300000000000005,1.0,0.0,0.0,16369.415037267025,427461.4095446941,-8684700.657476854,5483680.609074242,4696292.471671961,1495272.423269349,-226787235.5894882,143197654.7305589,122636257.61853698,39046676.75960765,384228115000000.0,384228116495272.44,-16495272.423269348,-32834963.850963313
x,0.0018400000000000005,1.8400000000000005,1.0,0.0,0.0,16305.225388774625,425785.1982958332,-8650645.202153865,5517835.691529092,4723400.187078808,1590590.676454037,-225897931.18234175,144089560.74284014,123344132.77540526,41535762.33590369,384228115000000.0,384228116590590.7,-16590590.676454037,-32930282.104148
x,0.00185,1.85,1.0,0.0,0.0,16241.890292243006,424131.3023212111,-8617043.12454527,5552064.111461978,4750348.968081719,1685369.9549984296,-225020466.01785666,144983381.84748495,124047857.61143574,44010773.441064075,384228115000000.0,384228116685369.94,-16685369.95499843,-33025061.382692393
x,0.00186,1.86,1.0,0.0,0.0,16179.410889894281,422499.75144815346,-8583895.030650567,5586366.406559496,4777138.741452148,1779610.1173610755,-224154855.92075235,145879132.08532917,124747430.21438065,46471706.37895744,384228115000000.0,384228116779610.1,-16779610.117361076,-33119301.54505504
x,0.0018700000000000001,1.87,1.0,0.0,0.0,16117.788119981913,420890.570177667,-8551201.41825482,5620743.117070523,4803769.489917824,1873311.1887335242,-223301113.88989922,146776825.56411868,125442850.13320193,48918561.80742131,384228115000000.0,384228116873311.2,-16873311.188733526,-33213002.61642749
x,0.0018800000000000002,1.8800000000000001,1.0,0.0,0.0,16057.022719786455,419303.7777626685,-8518962.67851807,5655194.785828961,4830241.2513795225,1966473.3586904118,-222459250.13982373,147676476.4591031,126134118.35761844,51351344.676897764,384228115000000.0,384228116966473.4,-16966473.35869041,-33306164.786384374
x,0.0018900000000000002,1.8900000000000001,1.0,0.0,0.0,15997.115228650186,417739.38828722935,-8487179.097585307,5689721.958276606,4856554.11811767,2059096.9788089679,-221629272.14275017,148578099.01363316,126821237.2973877,53770064.16827066,384228115000000.0,384228117059097.0,-17059096.97880897,-33398788.406502932
x,0.0019000000000000002,1.9000000000000001,1.0,0.0,0.0,15938.065991048305,416197.4107467751,-8455850.858215908,5724325.182486216,4882708.235989355,2151182.5602596635,-220811184.6711509,149481707.53976288,127504210.76133716,56174733.629949175,384228115000000.0,384228117151182.56,-17151182.560259663,-33490873.987953626
x,0.0019100000000000002,1.9100000000000001,1.0,0.0,0.0,15879.87515969463,414677.84912918584,-8424978.041431323,5759005.009184764,4908703.803616267,2242730.7713697106,-220004989.84077308,150387316.41885707,128183043.93615839,58565370.51424248,384228115000000.0,384228117242730.75,-17242730.77136971,-33582422.19906367
x,0.0019200000000000007,1.9200000000000006,1.0,0.0,0.0,15822.54269867981,413180.70249674557,-8394560.628180046,5793761.991776857,4934541.071564193,2333742.4351610024,-219210687.1541167,151294940.10220262,128857743.36498101,60941996.31306691,384228115000000.0,384228117333742.44,-17333742.435161002,-33673433.862854965
x,0.0019300000000000003,1.9300000000000004,1.0,0.0,0.0,15766.068386639834,411705.965068883,-8364598.501018658,5828596.686368346,4960220.341514518,2424218.526864202,-218428273.54433247,152204593.1116252,129528316.92573771,63304636.49303035,384228115000000.0,384228117424218.5,-17424218.5268642,-33763909.954558164
x,0.0019399999999999999,1.94,1.0,0.0,0.0,15710.451819952883,410253.62630565185,-8335091.445807881,5863509.651790137,4985741.965428401,2514160.1714106575,-217657743.4195115,153116290.04011092,130194773.80933808,65653320.42993751,384228115000000.0,384228117514160.2,-17514160.171410657,-33853851.59910462
x,0.0019500000000000003,1.9500000000000004,1.0,0.0,0.0,15655.69241596237,408823.6709918962,-8306039.153422553,5898501.449622116,5011106.344704042,2603568.6409036,-216899088.70733857,154030045.55243114,130857124.49766189,67988081.34275433,384228115000000.0,384228117603568.6,-17603568.6409036,-33943260.06859756
x,0.00196,1.96,1.0,0.0,0.0,15601.789416224348,407416.0793220506,-8277441.221474523,5933572.644217363,5036313.929327671,2692445.3520705113,-216152298.90008292,154945874.38577494,131515380.74138853,70308956.22708052,384228115000000.0,384228117692445.4,-17692445.35207051,-34032136.77976447
x,0.0019700000000000004,1.9700000000000004,1.0,0.0,0.0,15548.74188977695,406030.8269855169,-8249297.156047241,5968723.802726481,5061365.217018784,2780791.8636980252,-215417361.0998943,155863791.35038415,132169555.5376762,72615985.7881661,384228115000000.0,384228117780791.9,-17780791.863698024,-34120483.29139199
x,0.00198,1.98,1.0,0.0,0.0,15496.548736430275,404667.88525257417,-8221606.3734411625,6003955.495122133,5086260.752370065,2868609.874051038,-214694260.06438127,156783811.3301943,132819663.10770243,74909214.37351553,384228115000000.0,384228117868609.9,-17868609.87405104,-34208301.301745
x,0.0019900000000000004,1.9900000000000004,1.0,0.0,0.0,15445.208690074349,403327.22106076084,-8194368.201928792,6039268.294223816,5111001.125982672,2955901.2182776956,-213982978.2524417,157705949.2834815,133465718.87408325,77188689.90512303,384228115000000.0,384228117955901.2,-17955901.218277697,-34295592.645971656
x,0.002,2.0,1.0,0.0,0.0,15394.720322003583,402008.79710168793,-8167581.883518462,6074662.775722751,5135586.973597238,3042667.8658015267,-213283495.87032086,158630220.24351236,134107739.43818082,79454463.81137232,384228115000000.0,384228118042667.9,-18042667.865801528,-34382359.29349549
y,-0.002,-2.0,0.0,1.0,0.0,15394.720322003583,402008.79710168793,-8167581.883518462,-6074662.775722751,5135586.973597238,-9106657.685643975,-213283495.87032086,-158630220.24351236,134107739.43818082,-237805976.67565238,384228115000000.0,384228105893342.3,-5893342.314356025,-22233033.74204999
y,-0.00199,-1.99,0.0,1.0,0.0,15445.208690074356,403327.221060761,-8194368.201928796,-6039268.294223816,5111001.12598267,-9122635.370169941,-213982978.25244182,-157705949.2834815,133465718.8740832,-238223208.6618401,384228115000000.0,384228105877364.6,-5877364.629830059,-22217056.05752402
y,-0.00198,-1.98,0.0,1.0,0.0,15496.548736430277,404667.88525257417,-8221606.3734411625,-6003955.495122133,5086260.752370065,-9139301.116193227,-214694260.06438127,-156783811.3301943,132819663.10770243,-238658408.28687307,384228115000000.0,384228105860698.9,-5860698.8838067725,-22200390.311500736
y,-0.00197,-1.97,0.0,1.0,0.0,15548.741889776957,406030.82698551705,-8249297.156047245,-5968723.802726479,5061365.217018784,-9156655.741754938,-215417361.09989437,-155863791.35038412,132169555.5376762,-239111596.91260222,384228115000000.0,384228105843344.25,-5843344.258245062,-22183035.685939025
y,-0.00196,-1.96,0.0,1.0,0.0,15601.789416224346,407416.07932205056,-8277441.221474524,-5933572.644217363,5036313.929327671,-9174699.936364213,-216152298.90008295,-154945874.38577494,131515380.74138853,-239582792.5444693,384228115000000.0,384228105825300.06,-5825300.063635787,-22164991.491329752
y,-0.0019500000000000001,-1.9500000000000002,0.0,1.0,0.0,15655.69241596237,408823.6709918962,-8306039.153422553,-5898501.449622116,5011106.3447040375,-9193434.25834063,-216899088.70733857,-154030045.55243114,130857124.49766177,-240072009.76210794,384228115000000.0,384228105806565.75,-5806565.741659369,-22146257.169353332
y,-0.00194,-1.9400000000000002,0.0,1.0,0.0,15710.451819952883,410253.62630565185,-8335091.44580788,-5863509.651790141,4985741.965428401,-9212859.13216962,-217657743.41951147,-153116290.040111,130194773.80933808,-240579259.65028435,384228115000000.0,384228105787140.9,-5787140.867830381,-22126832.295524344
y,-0.00193,-1.9300000000000002,0.0,1.0,0.0,15766.06838663984,411705.9650688831,-8364598.501018662,-5828596.686368346,4960220.341514516,-9232974.845872493,-218428273.5443326,-152204593.1116252,129528316.92573766,-241104549.73022017,384228115000000.0,384228105767025.1,-5767025.154127507,-22106716.58182147
y,-0.00192,-1.9200000000000002,0.0,1.0,0.0,15822.542698679812,413180.7024967456,-8394560.628180047,-5793761.991776857,4934541.071564188,-9253781.548392715,-219210687.15411675,-151294940.10220262,128857743.36498088,-241647883.89133847,384228115000000.0,384228105746218.44,-5746218.451607285,-22085909.87930125
y,-0.00191,-1.91,0.0,1.0,0.0,15879.875159694631,414677.84912918584,-8424978.041431323,-5759005.009184764,4908703.803616267,-9275279.24699982,-220004989.84077308,-150387316.41885707,128183043.93615839,-242209262.32347178,384228115000000.0,384228105724720.75,-5724720.753000179,-22064412.18069414
y,-0.0019,-1.9,0.0,1.0,0.0,15938.065991048306,416197.41074677516,-8455850.858215908,-5724325.182486216,4882708.235989353,-9297467.804712765,-220811184.6711509,-149481707.53976288,127504210.7613371,-242788681.44957653,384228115000000.0,384228105702532.2,-5702532.195287235,-22042223.622981198
y,-0.00189,-1.89,0.0,1.0,0.0,15997.11522865019,417739.3882872294,-8487179.097585307,-5689721.958276601,4856554.118117669,-9320346.937744241,-221629272.14275017,-148578099.013633,126821237.29738767,-243386133.85899556,384228115000000.0,384228105679653.06,-5679653.062255759,-22019344.48994972
y,-0.00188,-1.88,0.0,1.0,0.0,16057.022719786455,419303.7777626685,-8518962.67851807,-5655194.785828961,4830241.251379522,-9343916.212967511,-222459250.13982373,-147676476.4591031,126134118.3576184,-244001608.24130848,384228115000000.0,384228105656083.8,-5656083.787032489,-21995775.21472645
y,-0.0018700000000000001,-1.87,0.0,1.0,0.0,16117.788119981915,420890.570177667,-8551201.41825482,-5620743.117070523,4803769.489917824,-9368175.04540752,-223301113.88989922,-146776825.56411868,125442850.13320193,-244635089.32081604,384228115000000.0,384228105631824.94,-5631824.954592479,-21971516.382286444
y,-0.00186,-1.86,0.0,1.0,0.0,16179.410889894281,422499.75144815346,-8583895.030650567,-5586366.406559496,4777138.741452147,-9393122.695757916,-224154855.92075235,-145879132.08532917,124747430.21438062,-245286557.7917009,384228115000000.0,384228105606877.3,-5606877.304242084,-21946568.731936045
y,-0.00185,-1.85,0.0,1.0,0.0,16241.890292243006,424131.3023212111,-8617043.12454527,-5552064.111461978,4750348.968081719,-9418758.267925527,-225020466.01785666,-144983381.84748495,124047857.61143574,-245955990.2539058,384228115000000.0,384228105581241.75,-5581241.732074473,-21920933.159768436
y,-0.00184,-1.84,0.0,1.0,0.0,16305.225388774632,425785.1982958334,-8650645.202153869,-5517835.691529092,4723400.187078808,-9445080.706604151,-225897931.18234184,-144089560.74284014,123344132.77540526,-246643359.1497767,384228115000000.0,384228105554919.3,-5554919.293395849,-21894610.72108981
y,-0.00183,-1.83,0.0,1.0,0.0,16369.415037267026,427461.4095446942,-8684700.657476857,-5483680.609074242,4696292.471671959,-9472088.794879138,-226787235.5894883,-143197654.7305589,122636257.61853693,-247348632.70151022,384228115000000.0,384228105527911.2,-5527911.2051208615,-21867602.632814825
y,-0.00182,-1.82,0.0,1.0,0.0,16434.457888574383,429159.9008369823,-8719208.774732554,-5449598.328950556,4669025.951818483,-9499781.151864627,-227688360.54778838,-142307649.83612618,121924235.53446059,-248071774.84945396,384228115000000.0,384228105500218.9,-5500218.848135373,-21839910.275829338
y,-0.00181,-1.81,0.0,1.0,0.0,16500.352383715253,430880.63146236056,-8754168.72681216,-5415588.318528541,4641600.8149656635,-9528156.230375038,-228601284.4586026,-141419532.1507644,121208071.4180659,-248812745.19130114,384228115000000.0,384228105471843.75,-5471843.769624962,-21811535.197318926
y,-0.0018,-1.8,0.0,1.0,0.0,16567.09675100576,432623.55515610374,-8789579.5737588,-5381650.047673865,4614017.306800088,-9557212.314632578,-229525982.77644238,-140533287.83085304,120487771.68506987,-249571498.92222556,384228115000000.0,384228105442787.7,-5442787.685367422,-21782479.113061383
y,-0.00179,-1.79,0.0,1.0,0.0,16634.68900324003,434388.6200254703,-8825440.261271635,-5347782.988725321,4586275.731984551,-9586947.518012404,-230462427.96990716,-139648903.09735343,119763344.29126003,-250347986.77600053,384228115000000.0,384228105413052.5,-5413052.481987596,-21752743.90968156
y,-0.0017800000000000001,-1.78,0.0,1.0,0.0,16703.12693492016,436175.7684773674,-8861749.619236207,-5313986.616472931,4558376.454881938,-9617359.7808272,-231410589.4833066,-138766364.23523682,119034798.75139743,-251142154.967146,384228115000000.0,384228105382640.25,-5382640.2191728,-21722331.64686676
y,-0.00177,-1.77,0.0,1.0,0.0,16772.408119537715,437984.937147361,-8898506.360282177,-5280260.408136255,4530319.900265526,-9648446.868152905,-232370433.69899842,-137885657.5929181,118302146.157765,-251953945.1341515,384228115000000.0,384228105351553.1,-5351553.131847095,-21691244.559541058
y,-0.00176,-1.76,0.0,1.0,0.0,16842.529906908996,439816.05683009134,-8935709.078369562,-5246603.843342823,4502106.554015135,-9680206.367697248,-233341923.90047005,-137006769.5816923,117565399.1983466,-252783294.28381577,384228115000000.0,384228105319793.6,-5319793.632302752,-21659485.059996717
y,-0.00175,-1.75,0.0,1.0,0.0,16913.489420566308,441669.0524111493,-8973356.247404672,-5213016.404106765,4473736.96379855,-9712635.687712887,-234325020.2361961,-136129686.67517698,116824572.17462103,-253630134.73675203,384228115000000.0,384228105287364.3,-5287364.312287113,-21627055.739981078
y,-0.00174,-1.74,0.0,1.0,0.0,16985.28355520721,443543.8428004683,-9011446.219886849,-5179497.574807562,4445211.73973763,-9745732.05495678,-235319679.6842999,-135254395.4087569,116079681.01895669,-254494394.07410008,384228115000000.0,384228105254267.94,-5254267.945043219,-21593959.372737184
y,-0.00173,-1.73,0.0,1.0,0.0,17057.90897420408,445440.34086728987,-9049977.225587161,-5146046.842168975,4416531.55505855,-9779492.512697583,-236325856.01804993,-134380882.3790341,115330743.3115914,-255375995.08549252,384228115000000.0,384228105220507.5,-5220507.487302417,-21560198.914996378
y,-0.00172,-1.72,0.0,1.0,0.0,17131.36210717604,447358.45337675855,-9088947.370260196,-5112663.695238087,4387697.146725562,-9813913.918772722,-237343499.77222022,-133509134.24328047,114577778.29718219,-256274855.71831852,384228115000000.0,384228105186086.06,-5186086.081227278,-21525777.508921243
y,-0.0017100000000000001,-1.7100000000000002,0.0,1.0,0.0,17205.63914762545,449298.0809282031,-9128354.634390151,-5079347.625364624,4358709.316057794,-9848992.943696983,-238372558.2103465,-132639137.71889777,113820806.90091194,-257190889.02833238,384228115000000.0,384228105151007.06,-5151007.056303017,-21490698.48399698
y,-0.0017000000000000001,-1.7000000000000002,0.0,1.0,0.0,17280.73605064109,451259.11789515795,-9168196.871972227,-5046098.126180237,4329568.9293283895,-9884726.068824077,-239412975.29290414,-131770879.58287668,113059851.7441351,-258124003.1316458,384228115000000.0,384228105115273.94,-5115273.931175923,-21454965.358869888
