axis,coordinate_m,coordinate_mm,quantization_axis_x,quantization_axis_y,quantization_axis_z,total_intensity_w_per_m2,total_intensity_per_watt_path_m_inv2,scalar_shift_hz,vector_shift_hz,tensor_shift_hz,total_shift_hz,scalar_shift_hz_per_watt_path,vector_shift_hz_per_watt_path,tensor_shift_hz_per_watt_path,total_shift_hz_per_watt_path,bare_stretched_transition_frequency_hz,shifted_stretched_transition_frequency_hz,fixed_carrier_effective_detuning_hz,center_compensated_effective_detuning_hz
y,-0.00098,-0.98,0.0,1.0,0.0,24268.82334179272,633741.9761217008,-12875687.100169329,-2796681.7934497907,1971186.0061963266,-13701182.887422796,-336228224.6595001,-73030926.19708067,51474408.020394124,-357784742.83618677,384228115000000.0,384228101298817.1,-1298817.1125772037,-17638508.540271167
y,-0.0009699999999999999,-0.97,0.0,1.0,0.0,24375.60196126876,636530.3310559823,-12932337.89341129,-2767054.5044451393,1937927.1480986536,-13761465.249757776,-337707570.6151071,-72257256.35670556,50605905.49113992,-359358921.4806728,384228115000000.0,384228101238534.75,-1238534.750242224,-17578226.17793619
y,-0.0009599999999999999,-0.96,0.0,1.0,0.0,24482.206640911914,639314.143826358,-12988896.403857708,-2737461.3722321535,1904768.2167774145,-13821589.559312442,-339184506.75131804,-71484478.46697608,49740012.39176506,-360928972.82652897,384228115000000.0,384228101178410.44,-1178410.4406875577,-17518101.868381523
y,-0.0009499999999999999,-0.9499999999999998,0.0,1.0,0.0,24588.616216848695,642092.8617717113,-13045351.403135082,-2707902.0118883,1871714.7253659351,-13881538.689657448,-340658739.85690004,-70712582.47624843,48876872.68903544,-362494449.64411306,384228115000000.0,384228101118461.3,-1118461.3103425521,-17458152.738036513
y,-0.0009399999999999999,-0.9399999999999998,0.0,1.0,0.0,24694.80942252235,644865.9295495143,-13101691.608391896,-2678376.0395452897,1838772.215417185,-13941295.43252,-342129975.29801303,-69941558.3604088,48016631.09185105,-364054902.56657076,384228115000000.0,384228101058704.56,-1058704.5674799997,-17398395.99517396
y,-0.00093,-0.93,0.0,1.0,0.0,24800.764894996493,647632.7893004376,-13157905.685642948,-2648883.072376122,1805946.255227241,-14000842.502791828,-343597917.10554147,-69171396.12253493,47159433.00746585,-365609880.2206105,384228115000000.0,384228100999157.5,-999157.4972081725,-17338848.924902134
y,-0.00092,-0.92,0.0,1.0,0.0,24906.461181350813,650392.8808153631,-13213982.253162583,-2619422.7285823952,1773242.438134353,-14060162.543610623,-345062268.06370336,-68402085.79256481,46305424.49707061,-367158929.3591975,384228115000000.0,384228100939837.44,-939837.4563893769,-17279528.884083338
y,-0.00091,-0.91,0.0,1.0,0.0,25011.87674516638,653145.6417047392,-13269909.884925425,-2589994.627381531,1740666.380794336,-14119238.131512618,-346522729.79989946,-67633617.42696305,45454752.23075747,-368701594.99610496,384228115000000.0,384228100880761.9,-880761.8684873823,-17220453.296181343
y,-0.0009,-0.9,0.0,1.0,0.0,25116.989973098058,655890.5075702068,-13325677.11409332,-2560598.3889941955,1708223.7214329015,-14178051.781654615,-347979002.87576926,-66865981.108392425,44607563.441882305,-370237420.54227936,384228115000000.0,384228100821948.2,-821948.218345385,-17161639.646039348
y,-0.00089,-0.8899999999999999,0.0,1.0,0.0,25221.77918153113,658626.9121784286,-13381272.436547017,-2531233.634631617,1675920.1180756772,-14236585.953102956,-349430786.8794154,-66099166.945382655,43764005.88084454,-371765947.94395345,384228115000000.0,384228100763414.06,-763414.0468970444,-17103105.47459101
y,-0.0008799999999999999,-0.8799999999999999,0.0,1.0,0.0,25326.222623319733,661354.2876370515,-13436684.314461133,-2501899.986483124,1643761.2467566144,-14294823.054187642,-350877780.5187581,-65333165.072004996,42924227.76830253,-373286717.8224606,384228115000000.0,384228100705176.94,-705176.9458123576,-17044868.373506323
y,-0.0008699999999999999,-0.8699999999999999,0.0,1.0,0.0,25430.298494604,664072.064572726,-13491901.179921033,-2472597.0677036303,1611752.7997055475,-14352745.447919117,-352319681.71598434,-64567965.64754546,42088377.74784449,-374799269.61568534,384228115000000.0,384228100647254.56,-647254.5520808827,-16986945.979774848
y,-0.0008599999999999999,-0.8599999999999999,0.0,1.0,0.0,25533.98494170326,666779.6723111104,-13546911.4385799,-2443324.502401233,1579900.4835156593,-14410335.457465475,-353756187.70304644,-63803558.856180914,41256604.83813482,-376303141.7210925,384228115000000.0,384228100589664.56,-589664.5425345246,-16929355.970228486
y,-0.0008499999999999998,-0.8499999999999999,0.0,1.0,0.0,25637.26006808224,669476.5390587834,-13601703.473354664,-2414081.9156248257,1548210.0172915845,-14467575.371687908,-355186995.1181752,-63039934.90665565,40429058.384554684,-377797871.64027625,384228115000000.0,384228100532424.6,-532424.6283120923,-16872116.056006055
y,-0.00084,-0.8400000000000001,0.0,1.0,0.0,25740.101941387322,672162.0920869842,-13656265.648159046,-2384868.933351811,1516687.1307790498,-14524447.450731806,-356611800.1033629,-62277084.0319605,39605888.01036059,-379282996.1249628,384228115000000.0,384228100475552.56,-475552.54926819354,-16815243.976962157
y,-0.00083,-0.83,0.0,1.0,0.0,25842.488600549816,674835.7579171029,-13710586.311672125,-2355685.1824758113,1485337.562476723,-14580933.931671215,-358030298.4027732,-61514996.48901194,38787243.567378245,-380758051.3244069,384228115000000.0,384228100419066.06,-419066.0683287848,-16758757.496022748
y,-0.00082,-0.82,0.0,1.0,0.0,25944.398062953085,677496.9625078392,-13764653.801140863,-2326530.290794518,1454167.0577312391,-14637017.03420414,-359442185.46203786,-60753662.55833476,37973275.08625721,-382222572.93411535,384228115000000.0,384228100362982.94,-362982.9657958597,-16702674.393489823
y,-0.00081,-0.8099999999999999,0.0,1.0,0.0,26045.808331660337,680145.1314439448,-13818456.446214717,-2297403.8869974716,1423181.3668161132,-14692678.966396078,-360847156.52839196,-59993072.543743014,37164132.726304725,-383676096.3458304,384228115000000.0,384228100307321.06,-307321.03360392153,-16647012.461297885
y,-0.0007999999999999999,-0.7999999999999999,0.0,1.0,0.0,26146.697402699894,682779.6901264659,-13871982.572810857,-2268305.600654031,1392386.2429955457,-14747901.930469342,-362244906.7516079,-59233216.77202579,36359966.72492506,-385118156.7987086,384228115000000.0,384228100252098.06,-252098.06953065842,-16591789.497224621
y,-0.0007899999999999999,-0.7899999999999999,0.0,1.0,0.0,26247.04327240462,685400.0639644018,-13925220.507007994,-2239235.0622012764,1361787.4405738388,-14802668.128635434,-363635131.28567624,-58474085.59263133,35560927.3466831,-386548289.53162456,384228115000000.0,384228100197331.9,-197331.87136456557,-16537023.299058529
y,-0.0007799999999999999,-0.7799999999999999,0.0,1.0,0.0,26346.82394480209,688005.678567687,-13978158.578967256,-2210191.902932036,1331390.7129314342,-14856959.768967861,-365017525.39119357,-57715669.37735446,34767164.83201857,-387966029.9365295,384228115000000.0,384228100143040.25,-143040.2310321387,-16482731.658726102
y,-0.0007699999999999999,-0.7699999999999998,0.0,1.0,0.0,26446.01743905225,690595.959941414,-14030785.126878133,-2181175.754982941,1301201.810548414,-14910759.071312662,-366391784.5384044,-56957958.520024486,33978829.34563289,-389370913.71279603,384228115000000.0,384228100089240.94,-89240.92868733779,-16428932.3563813
y,-0.00076,-0.76,0.0,1.0,0.0,26544.601796928924,693170.3346812004,-14083088.500927806,-2152186.2513225083,1271226.4790164055,-14964048.273233911,-367757604.510854,-56200943.4361942,33196070.9245732,-390762477.02247506,384228115000000.0,384228100035951.75,-35951.72676608898,-16375643.154460052
y,-0.00075,-0.75,0.0,1.0,0.0,26642.555090341804,695728.2301696152,-14135057.067291852,-2123223.0257393117,1241470.4570397902,-15016809.635991378,-369114681.50959945,-55444614.56283078,32419039.426037107,-392140256.6463932,384228115000000.0,384228099983190.4,16809.635991377756,-16322881.791702585
y,-0.00074,-0.74,0.0,1.0,0.0,26739.85542889532,698269.0747735654,-14186679.212144597,-2094285.71283016,1211939.474427214,-15069025.450547546,-370462712.25793326,-54688962.35800728,31647884.47492413,-393503790.14101654,384228115000000.0,384228099930974.56,69025.45054754615,-16270665.977146417
y,-0.00073,-0.73,0.0,1.0,0.0,26836.480967480817,700792.2980425545,-14237943.345687062,-2065373.947988359,1182639.2500742713,-15120678.043601148,-371801394.1065675,-53933977.30059595,30882755.4111567,-394852615.9960067,384228115000000.0,384228099879321.94,120678.04360114783,-16219013.384092815
y,-0.0007199999999999999,-0.72,0.0,1.0,0.0,26932.409913898315,703297.3309077122,-14288837.906190686,-2036487.3673919823,1153575.489938422,-15171749.783644246,-373130425.1392286,-53179649.88996203,30123801.236798298,-396186273.7923923,384228115000000.0,384228099828250.2,171749.78364424594,-16167941.644049717
y,-0.0007099999999999999,-0.71,0.0,1.0,0.0,27027.620536504324,705783.6058815055,-14339351.364054797,-2007625.6079922295,1124753.8850070296,-15222223.087040003,-374449504.2786121,-52425970.64565973,29371170.56299199,-397504304.36127996,384228115000000.0,384228099777776.94,222223.0870400034,-16117468.34065396
y,-0.0006999999999999999,-0.6999999999999998,0.0,1.0,0.0,27122.09117188186,708250.5572580287,-14389472.225875929,-1978788.3075017787,1096180.109259567,-15272080.42411814,-375758331.3926464,-51672930.107128054,28625011.55674667,-398806249.9430278,384228115000000.0,384228099727919.56,272080.4241181407,-16067611.003575822
y,-0.0006899999999999999,-0.6899999999999998,0.0,1.0,0.0,27215.800232528985,710697.6213137774,-14439189.038526885,-1949975.104383226,1067859.8176249582,-15321304.325285155,-377056607.40101105,-50920518.833388954,27885471.88759623,-400091654.34680384,384228115000000.0,384228099678695.7,321304.3252851553,-16018387.102408808
y,-0.0006799999999999998,-0.6799999999999998,0.0,1.0,0.0,27308.726214562026,713124.2365088065,-14488490.393243704,-1921185.6378375643,1039798.6439350729,-15369877.387146194,-378344034.3818613,-50168727.40274642,27152698.67415833,-401360063.1104494,384228115000000.0,384228099630122.6,369877.38714619353,-15969814.04054777
y,-0.00067,-0.67,0.0,1.0,0.0,27400.847705429725,715529.843688172,-14537364.929718276,-1892419.5477926787,1012002.1988753641,-15417782.278635593,-379620315.6787007,-49417546.4124861,26426838.43061853,-402611023.6605683,384228115000000.0,384228099582217.75,417782.27863559313,-15921909.14905837
y,-0.00066,-0.66,0.0,1.0,0.0,27492.14339163439,717913.886283558,-14585801.340194855,-1863676.4748918759,984476.0679337056,-15465001.747153023,-380885156.00735426,-48666966.478575744,25708037.01316741,-403844085.4727625,384228115000000.0,384228099534998.25,465001.74715302326,-15874689.68054094
y,-0.00065,-0.65,0.0,1.0,0.0,27582.592066456302,720275.8105149862,-14633788.373568095,-1834956.0604825218,957225.8093484227,-15511518.624702198,-382138261.5629831,-47916978.23536849,24996439.566416666,-405058800.231935,384228115000000.0,384228099488481.4,511518.62470219843,-15828172.802991765
y,-0.0006399999999999999,-0.6399999999999999,0.0,1.0,0.0,27672.17263767727,722615.0655925046,-14681314.83948082,-1806257.9466046526,930256.9520565654,-15557315.83402891,-383379340.1270906,-47167572.33530548,24292190.469821475,-406254721.9925747,384228115000000.0,384228099442684.2,557315.8340289108,-15782375.593665052
y,-0.0006299999999999999,-0.6299999999999999,0.0,1.0,0.0,27760.86413529965,724931.1039177581,-14728369.612419259,-1777581.7759796332,903574.9936434799,-15602376.39475541,-384608101.1744633,-46418739.44861966,23595433.28413681,-407431407.3389461,384228115000000.0,384228099397623.6,602376.39475541,-15737315.032938553
y,-0.0006199999999999999,-0.6199999999999999,0.0,1.0,0.0,27848.64571925671,727223.381285332,-14774941.635803763,-1748927.1919988866,877185.3982946731,-15646683.429507975,-385824255.97999334,-45670470.2630415,22906310.697933607,-408588415.5451012,384228115000000.0,384228099353316.56,646683.4295079745,-15693007.998185989
y,-0.0006099999999999999,-0.6099999999999999,0.0,1.0,0.0,27935.496687110463,729491.3570837687,-14821019.926072828,-1720293.8387126413,851093.5947510727,-15690220.170034397,-387027517.7253265,-44922755.483505115,22224964.474203624,-409725308.734628,384228115000000.0,384228099309779.8,690220.1700343974,-15649471.257659566
y,-0.0005999999999999998,-0.5999999999999999,0.0,1.0,0.0,28021.39648173305,731734.4944961548,-14866593.576758422,-1691681.360818724,825304.9742687339,-15732969.963308414,-388217601.60528255,-44175585.83185565,21551535.397080403,-410841652.04005784,384228115000000.0,384228099267030.06,732969.9633084144,-15606721.464385549
y,-0.00059,-0.5900000000000001,0.0,1.0,0.0,28106.324698967495,733952.2607001703,-14911651.762550347,-1663089.4036513763,799824.8885839701,-15774916.277617754,-389394224.93398994,-43428952.0465572,20886163.21870187,-411937013.76184535,384228115000000.0,384228099225083.75,774916.2776177544,-15564775.150076209
y,-0.00058,-0.58,0.0,1.0,0.0,28190.261095264163,736144.1270675018,-14956183.743347729,-1634517.613170097,774658.6478850992,-15816042.708632728,-390557107.2506842,-42682844.88240149,20228986.606245685,-413010965.52684003,384228115000000.0,384228099183957.3,816042.7086327281,-15523648.719061235
y,-0.00057,-0.57,0.0,1.0,0.0,28273.18559528856,738309.5693625086,-15000178.868295273,-1605965.6359485819,749811.5187917269,-15856332.98545213,-391705970.4251078,-41937255.11021898,19580143.089161452,-414063082.4461654,384228115000000.0,384228099143667.0,856332.9854521304,-15483358.442241833
y,-0.00056,-0.5599999999999999,0.0,1.0,0.0,28355.078299496752,740448.0679400427,-15043626.579802388,-1577433.119163635,725288.7223427336,-15895770.976623291,-392840538.7624638,-41192173.51658939,18939769.00663013,-415092943.2724231,384228115000000.0,384228099104229.0,895770.9766232911,-15443920.451070672
y,-0.0005499999999999999,-0.5499999999999999,0.0,1.0,0.0,28435.91949167432,742559.1079423168,-15086516.417542921,-1548919.7105841173,701095.4319939547,-15934340.696133079,-393960539.10786235,-40447590.90355306,18307999.45527665,-416100130.5561387,384228115000000.0,384228099065659.3,934340.696133079,-15405350.731560884
y,-0.0005399999999999999,-0.5399999999999999,0.0,1.0,0.0,28515.68964643479,744642.1794947135,-15128838.022433385,-1520425.058559985,677236.771626676,-15972026.309366694,-395065700.95020586,-39703498.08832472,17684968.23716491,-417084230.8013657,384228115000000.0,384228099027973.7,972026.3093666937,-15367665.11832727
y,-0.0005299999999999999,-0.5299999999999999,0.0,1.0,0.0,28594.369436673613,746696.7779004354,-15170581.140587678,-1491948.812011269,653717.813567935,-16008812.139031012,-396155756.5254602,-38959885.90300569,17070807.808101073,-418044834.6203648,384228115000000.0,384228098991187.9,1008812.1390310116,-15330879.288662951
y,-0.0005199999999999998,-0.5199999999999998,0.0,1.0,0.0,28671.93974097373,748722.4038338881,-15211735.627246004,-1463490.6204172068,630543.5766237495,-16044682.671039464,-397230440.9192523,-38216745.194300085,16465649.226274429,-418981536.887278,384228115000000.0,384228098955317.3,1044682.671039464,-15295008.7566545
y,-0.0005099999999999998,-0.5099999999999998,0.0,1.0,0.0,28748.38165095862,750718.5635326947,-15252291.450676056,-1435050.1338052833,607719.024126274,-16079622.560355065,-398289492.1687434,-37474066.82322864,15869622.101261986,-419893936.89071,384228115000000.0,384228098920377.44,1079622.5603550654,-15260068.867338898
y,-0.0005,-0.5,0.0,1.0,0.0,28823.67647858908,752684.7689882389,-15292238.69604421,-1406627.0027403955,585249.0619959927,-16113616.636788614,-399332651.3637191,-36731841.66484577,15282854.543425687,-420781638.4851392,384228115000000.0,384228098886383.4,1113616.636788614,-15226074.790905349
y,-0.00049,-0.49,0.0,1.0,0.0,28897.805763399563,754620.538134631,-15331567.569254782,-1378220.8783139833,563138.5368199231,-16146649.910748841,-400359662.7468456,-35990060.6079557,14705473.113727748,-421644250.2410735,384228115000000.0,384228098853350.06,1146649.9107488412,-15193041.516945122
y,-0.00047999999999999996,-0.48,0.0,1.0,0.0,28970.7512796703,756525.3950359966,-15370268.400755126,-1349831.41213326,541392.2339469484,-16178707.578941436,-401370273.81303376,-35248714.55483128,14137602.773993267,-422481385.5938717,384228115000000.0,384228098821292.44,1178707.5789414365,-15160983.848752527
y,-0.00046999999999999993,-0.4699999999999999,0.0,1.0,0.0,29042.495043531257,758398.8700719845,-15408331.649304608,-1321458.2563103768,520014.87560126034,-16209775.030013725,-402364235.4078598,-34507794.42093102,13579366.83764575,-423292662.9911451,384228115000000.0,384228098790225.0,1209775.0300137252,-15129916.397680238
y,-0.0004599999999999999,-0.4599999999999999,0.0,1.0,0.0,29113.01931999399,760240.5001213936,-15445747.905705314,-1293101.0634517216,499011.1190149572,-16239837.850142078,-403341301.82498705,-33767291.134619616,13030886.92094289,-424077706.0386638,384228115000000.0,384228098760162.1,1239837.8501420785,-15099853.577551885
y,-0.0004499999999999999,-0.4499999999999999,0.0,1.0,0.0,29182.306629907653,762049.8287438169,-15482507.896492522,-1264759.4866471577,478385.55458084523,-16268881.828558838,-404301230.90253663,-33027195.63688699,12492282.89473986,-424836143.64468384,384228115000000.0,384228098731118.2,1268881.828558838,-15070809.599135125
y,-0.00043999999999999985,-0.43999999999999984,0.0,1.0,0.0,29250.3397568352,763826.4063592036,-15518602.487582844,-1236433.1794593295,458142.7040264021,-16296892.963015774,-405243784.11835295,-32287498.881068975,11963672.836805284,-425567610.1626167,384228115000000.0,384228098703107.06,1296892.9630157743,-15042798.464678189
y,-0.0004299999999999998,-0.4299999999999998,0.0,1.0,0.0,29317.10175384612,765569.79042524,-15554022.68787804,-1208121.7959130413,438287.01860998804,-16323857.465181092,-406168726.6841118,-31548191.83256999,11445172.984718118,-426271745.5319636,384228115000000.0,384228098676142.56,1323857.4651810918,-15015833.962512871
y,-0.00042,-0.42000000000000004,0.0,1.0,0.0,29382.575950221788,767279.5456124492,-15588759.652822541,-1179824.9904845352,418822.87734022207,-16349761.765966853,-407075827.6382189,-30809265.468583032,10936897.689369487,-426948195.4174324,384228115000000.0,384228098650238.25,1349761.7659668531,-14989929.66172711
y,-0.00041,-0.41,0.0,1.0,0.0,29446.74595806987,768955.2439769165,-15622804.687912667,-1151542.4180909302,399754.5852195567,-16374592.520784039,-407964859.93744844,-30070710.777813904,10438959.36909641,-427596611.3461659,384228115000000.0,384228098625407.5,1374592.520784039,-14965098.906909924
y,-0.00039999999999999996,-0.39999999999999997,0.0,1.0,0.0,29509.59567884402,770596.4651305402,-15656149.252155606,-1123273.734079597,381086.3715130403,-16398336.614722162,-408835600.54726803,-29332518.760203756,9951468.46447326,-428216650.8429985,384228115000000.0,384228098601663.4,1398336.6147221625,-14941354.8129718
y,-0.00038999999999999994,-0.38999999999999996,0.0,1.0,0.0,29571.10930976515,772202.7964087132,-15688784.961476205,-1095018.594217625,362822.388043172,-16420981.167650662,-409687830.5308022,-28594680.426654022,9474533.393784605,-428807977.56367177,384228115000000.0,384228098579018.8,1420981.1676506624,-14918710.2600433
y,-0.0003799999999999999,-0.3799999999999999,0.0,1.0,0.0,29631.271350140873,773773.8330353455,-15720703.592069704,-1066776.6546812297,344966.70751188777,-16442513.539239047,-410521335.1363835,-27857186.798749827,9008260.509206511,-429370261.42592686,384228115000000.0,384228098557486.44,1442513.539239047,-14897177.888454916
y,-0.0003699999999999999,-0.3699999999999999,0.0,1.0,0.0,29690.066607579356,775309.1782851287,-15751897.083698455,-1038547.5720452624,327523.3218505257,-16462921.333893193,-411335903.8836411,-27120028.90848603,8552754.053718507,-429903178.7384087,384228115000000.0,384228098537078.7,1462921.333893193,-14876770.09380077
y,-0.00035999999999999986,-0.3599999999999999,0.0,1.0,0.0,29747.480204094263,776808.4436429573,-15782357.542930868,-1010331.003272696,310496.14059878956,-16482192.405604774,-412131330.6480809,-26383197.79799268,8108116.118772769,-430406412.32730085,384228115000000.0,384228098517807.6,1482192.4056047741,-14857499.022089189
y,-0.00034999999999999983,-0.3499999999999998,0.0,1.0,0.0,29803.497582097196,778271.2489604116,-15812077.246320672,-982126.6057041594,293888.989313551,-16500314.862711282,-412907413.7441069,-25646684.519261707,7674446.602742509,-430879651.6606261,384228115000000.0,384228098499685.1,1500314.8627112824,-14839376.56498268
y,-0.0003399999999999998,-0.3399999999999998,0.0,1.0,0.0,29858.104510274377,779697.2226092183,-15841048.643524757,-953934.0370474685,277705.6080084324,-16517277.072563795,-413663956.0064384,-24910480.13387356,7251843.170174143,-431322592.97013783,384228115000000.0,384228098482722.94,1517277.0725637954,-14822414.355130168
y,-0.00033,-0.33,0.0,1.0,0.0,29911.287089344125,781086.0016315976,-15869264.360357758,-925752.955367192,261949.64962504208,-16533067.666099908,-414400764.8698761,-24174575.71272472,6840401.211866022,-431734939.37073475,384228115000000.0,384228098466932.3,1533067.6660999078,-14806623.761594055
y,-0.00031999999999999997,-0.31999999999999995,0.0,1.0,0.0,29963.031757691955,782437.2318874149,-15896717.20178173,-897583.0190742424,246624.678536706,-16547675.542319266,-415117652.4473724,-23438962.33575588,6440213.805795736,-432116400.97733253,384228115000000.0,384228098452324.44,1547675.5423192661,-14792015.885374697
y,-0.00030999999999999995,-0.30999999999999994,0.0,1.0,0.0,30013.325296879975,783750.5681980503,-15923400.15482914,-869423.8869154776,231734.16908561258,-16561089.872659003,-415814435.6063609,-22703631.09168043,6051371.678919975,-432466695.0191213,384228115000000.0,384228098438910.1,1561089.8726590034,-14778601.55503496
y,-0.0002999999999999999,-0.29999999999999993,0.0,1.0,0.0,30062.154837027578,785025.6744869063,-15949306.391457558,-841275.217963317,217281.50415411478,-16573300.105266763,-416490936.043302,-21968573.077713277,5673963.169866333,-432785545.95114905,384228115000000.0,384228098426699.9,1573300.105266763,-14766391.3224272
y,-0.0002899999999999999,-0.28999999999999987,0.0,1.0,0.0,30109.50786206025,786262.2239164729,-15974429.271334363,-813136.6716053796,203269.97377108785,-16584295.969168656,-417146980.3564013,-21233779.39930027,5308074.192540545,-433072685.5631611,384228115000000.0,384228098415704.0,1584295.9691686556,-14755395.458525307
y,-0.00027999999999999987,-0.27999999999999986,0.0,1.0,0.0,30155.372214823485,787459.8990218687,-15998762.344549917,-785007.9075341568,189702.77375407386,-16594067.478329998,-417782400.1164596,-20499241.169848517,4953788.200668238,-433327853.08563983,384228115000000.0,384228098405932.5,1594067.4783299975,-14745623.949363966
y,-0.00026999999999999984,-0.26999999999999985,0.0,1.0,0.0,30199.736102058967,788618.3918407867,-16022299.354257654,-756888.5857366652,176583.00438804997,-16602604.935606271,-418397031.93581486,-19764949.510456182,4611186.153293051,-433550795.29297805,384228115000000.0,384228098397395.06,1602604.935606271,-14737086.492087692
y,-0.0002599999999999998,-0.2599999999999998,0.0,1.0,0.0,30242.58809924002,789737.4040397636,-16045034.239239514,-728778.36648419,163913.66914153466,-16609898.936582169,-418990717.5353343,-19030895.549644668,4280346.481249773,-433741266.6037292,384228115000000.0,384228098390101.06,1609898.9365821686,-14729792.491111794
y,-0.00025,-0.25,0.0,1.0,0.0,30283.91715526369,790816.647036707,-16066961.136395244,-700676.9103219263,151697.67342079035,-16615940.373296382,-419563303.8094187,-18297070.42308809,3961345.054632324,-433899029.1778745,384228115000000.0,384228098384059.6,1615940.373296382,-14723751.054397581
y,-0.00023999999999999998,-0.24,0.0,1.0,0.0,30323.71259699661,791855.8421196027,-16088074.383154254,-672583.8780587328,139937.82336283685,-16620720.43785015,-420114642.88898414,-17563465.27334572,3654255.151275195,-434023853.01105464,384228115000000.0,384228098379279.56,1620720.4378501493,-14718970.989843814
y,-0.00022999999999999995,-0.22999999999999995,0.0,1.0,0.0,30361.96413367214,792854.7205613398,-16108368.519808447,-644498.9307568793,128636.82466798203,-16624230.625897344,-420644592.2023801,-16830071.249594267,3359147.4262668425,-434115516.02570754,384228115000000.0,384228098375769.4,1624230.6258973442,-14715460.801796619
y,-0.00021999999999999993,-0.21999999999999992,0.0,1.0,0.0,30398.661861136137,793813.0237305816,-16127838.291764798,-616421.7297217987,117797.28147251531,-16626462.740014086,-421153014.5342123,-16096879.507360265,3076089.882511853,-434173804.1590608,384228115000000.0,384228098373537.25,1626462.7400140855,-14713228.687679878
y,-0.0002099999999999999,-0.2099999999999999,0.0,1.0,0.0,30433.796265938996,794730.5031986232,-16146478.65171638,-588351.9364918272,107421.69526226551,-16627408.89294594,-421639778.08203506,-15363881.20825214,2805147.842360224,-434198511.44792694,384228115000000.0,384228098372591.1,1627408.8929459397,-14712282.534748023
y,-0.00019999999999999987,-0.19999999999999987,0.0,1.0,0.0,30467.35822927149,795606.9208421696,-16164284.761730468,-560289.212828019,97512.46382759893,-16627061.510730889,-422104756.51087946,-14631067.519694246,2546383.920318795,-434189440.1102549,384228115000000.0,384228098372938.5,1627061.5107308887,-14712629.916963074
y,-0.00018999999999999985,-0.18999999999999984,0.0,1.0,0.0,30499.339030742165,796442.0489419765,-16181251.995252661,-532233.2207039035,88071.88026050113,-16625413.335696068,-422547829.00558734,-13898429.614659395,2299857.9968616148,-434146400.6233852,384228115000000.0,384228098374586.7,1625413.3356960677,-14714278.091997895
y,-0.00017999999999999982,-0.17999999999999983,0.0,1.0,0.0,30529.73035199412,797235.6702772968,-16197375.939025706,-504183.6222953375,79102.13199431574,-16622457.429326724,-422968880.3209186,-13165958.671403866,2065627.1933542448,-434069211.79896814,384228115000000.0,384228098377542.56,1622457.4293267243,-14717233.998367239
y,-0.0001699999999999998,-0.1699999999999998,0.0,1.0,0.0,30558.524280159036,797987.5782160766,-16212652.39492201,-476140.0799702528,70605.29988669479,-16618187.175005572,-423367800.8294044,-12433645.873199662,1843745.8481064513,-433957700.85449773,384228115000000.0,384228098381812.8,1618187.175005572,-14721504.252688391
y,-0.00015999999999999999,-0.15999999999999998,0.0,1.0,0.0,30585.713311146385,798697.5768008487,-16227077.381688757,-448102.2562785459,62583.357346303485,-16612596.280620998,-423744486.5669179,-11701482.408070512,1634265.4935674833,-433811703.4814209,384228115000000.0,384228098387403.75,1612596.2806209978,-14727095.147072965
y,-0.00014999999999999996,-0.14999999999999997,0.0,1.0,0.0,30611.290352765995,799365.4808302725,-16240647.136604527,-420069.81394186016,55038.1695037647,-16605678.781042622,-424098839.2759344,-10969459.46852504,1437234.834676596,-433631063.9097828,384228115000000.0,384228098394321.25,1605678.7810426224,-14734012.64665134
y,-0.00013999999999999993,-0.13999999999999993,0.0,1.0,0.0,30635.24872768216,799991.1159362765,-16253358.117046578,-392042.415843503,47971.49242738158,-16597429.0404627,-424430766.44645846,-10237568.251293477,1252699.728382887,-433415634.96936905,384228115000000.0,384228098402570.94,1597429.0404627007,-14742262.387231262
y,-0.0001299999999999999,-0.1299999999999999,0.0,1.0,0.0,30657.582176197357,800574.3186567504,-16265207.001967756,-364019.72501821665,41384.97238401855,-16587841.754601954,-424740181.354591,-9505799.957060527,1080703.1643443713,-433165278.14730716,384228115000000.0,384228098412158.25,1587841.7546019536,-14751849.67309201
y,-0.00011999999999999988,-0.11999999999999988,0.0,1.0,0.0,30678.28485886423,801114.936503753,-16276190.693282276,-336001.4046421005,35280.14514565016,-16576911.952778725,-425027003.09871686,-8774145.79020222,921285.2468195995,-432879863.64209944,384228115000000.0,384228098423088.06,1576911.952778725,-14762779.474915238
y,-0.00010999999999999985,-0.10999999999999985,0.0,1.0,0.0,30697.35135892415,801612.8280271911,-16286306.317159431,-307987.11802246224,29658.435341940367,-16564634.999839958,-425291156.6332878,-8042596.958520883,774483.1777612894,-432559270.4140475,384228115000000.0,384228098435365.0,1564634.9998399578,-14775056.427854005
y,-9.999999999999983e-05,-0.09999999999999983,0.0,1.0,0.0,30714.77668457081,802067.8628739306,-16295551.22522462,-279976.52858768613,24521.155859216196,-16551006.59795309,-425532572.8001856,-7311144.672980559,640331.2411214726,-432203386.2320447,384228115000000.0,384228098448993.4,1551006.5979530904,-14788684.829740873
y,-8.99999999999998e-05,-0.0899999999999998,0.0,1.0,0.0,30730.556271037938,802479.9218423124,-16303922.995666858,-251969.29987714687,19869.507286266155,-16536022.78825774,-425751188.357643,-6579780.147443637,518860.7883793955,-431812107.7167073,384228115000000.0,384228098463977.2,1536022.7882577404,-14803668.639436223
