signed_speed_along_scan_m_per_s,horizontal_x_incident_trapping_projected_speed_m_per_s,horizontal_x_incident_trapping_doppler_shift_hz,horizontal_x_incident_trapping_atom_frame_wavelength_nm,horizontal_x_retro_trapping_projected_speed_m_per_s,horizontal_x_retro_trapping_doppler_shift_hz,horizontal_x_retro_trapping_atom_frame_wavelength_nm,horizontal_y_incident_trapping_projected_speed_m_per_s,horizontal_y_incident_trapping_doppler_shift_hz,horizontal_y_incident_trapping_atom_frame_wavelength_nm,horizontal_y_retro_trapping_projected_speed_m_per_s,horizontal_y_retro_trapping_doppler_shift_hz,horizontal_y_retro_trapping_atom_frame_wavelength_nm,vertical_z_incident_trapping_projected_speed_m_per_s,vertical_z_incident_trapping_doppler_shift_hz,vertical_z_incident_trapping_atom_frame_wavelength_nm,vertical_z_retro_trapping_projected_speed_m_per_s,vertical_z_retro_trapping_doppler_shift_hz,vertical_z_retro_trapping_atom_frame_wavelength_nm
-19.125,-8.346834301526709,5458055.418003833,1529.2688384220323,8.346834301526709,-5458055.418003833,1529.26892357797,16.693668603053418,-10916110.836007666,1529.2689661559425,-16.693668603053418,10916110.836007666,1529.2687958440667,-4.173417150763354,2729027.7090019165,1529.2688597110157,4.173417150763354,-2729027.7090019165,1529.2689022889847
-19.0,-8.292279828967711,5422381.853180279,1529.2688387003195,8.292279828967711,-5422381.853180279,1529.2689232996827,16.584559657935422,-10844763.706360558,1529.2689655993677,-16.584559657935422,10844763.706360558,1529.2687964006413,-4.1461399144838555,2711190.9265901395,1529.2688598501595,4.1461399144838555,-2711190.9265901395,1529.268902149841
-18.875,-8.237725356408713,5386708.288356724,1529.268838978607,8.237725356408713,-5386708.288356724,1529.2689230213953,16.475450712817427,-10773416.576713448,1529.2689650427928,-16.475450712817427,10773416.576713448,1529.2687969572164,-4.118862678204357,2693354.144178362,1529.268859989303,4.118862678204357,-2693354.144178362,1529.2689020106973
-18.75,-8.183170883849714,5351034.723533169,1529.2688392568946,8.183170883849714,-5351034.723533169,1529.2689227431079,16.366341767699428,-10702069.447066339,1529.268964486218,-16.366341767699428,10702069.447066339,1529.268797513791,-4.091585441924857,2675517.3617665847,1529.2688601284467,4.091585441924857,-2675517.3617665847,1529.2689018715535
-18.625,-8.128616411290716,5315361.158709615,1529.2688395351818,8.128616411290716,-5315361.158709615,1529.2689224648204,16.257232822581432,-10630722.31741923,1529.2689639296432,-16.257232822581432,10630722.31741923,1529.2687980703656,-4.064308205645358,2657680.5793548073,1529.2688602675908,4.064308205645358,-2657680.5793548073,1529.2689017324099
-18.5,-8.074061938731719,5279687.593886061,1529.2688398134692,8.074061938731719,-5279687.593886061,1529.268922186533,16.148123877463437,-10559375.187772121,1529.2689633730683,-16.148123877463437,10559375.187772121,1529.2687986269405,-4.037030969365859,2639843.7969430303,1529.2688604067343,4.037030969365859,-2639843.7969430303,1529.2689015932663
-18.375,-8.01950746617272,5244014.029062507,1529.2688400917564,8.01950746617272,-5244014.029062507,1529.2689219082456,16.03901493234544,-10488028.058125013,1529.2689628164935,-16.03901493234544,10488028.058125013,1529.268799183515,-4.00975373308636,2622007.0145312534,1529.268860545878,4.00975373308636,-2622007.0145312534,1529.2689014541227
-18.25,-7.964952993613722,5208340.464238952,1529.2688403700438,7.964952993613722,-5208340.464238952,1529.2689216299584,15.929905987227444,-10416680.928477904,1529.268962259919,-15.929905987227444,10416680.928477904,1529.2687997400897,-3.982476496806861,2604170.232119476,1529.2688606850218,3.982476496806861,-2604170.232119476,1529.2689013149788
-18.125,-7.9103985210547245,5172666.899415397,1529.2688406483312,7.9103985210547245,-5172666.899415397,1529.268921351671,15.820797042109449,-10345333.798830794,1529.2689617033438,-15.820797042109449,10345333.798830794,1529.2688002966643,-3.9551992605273623,2586333.4497076985,1529.2688608241654,3.9551992605273623,-2586333.4497076985,1529.268901175835
-18.0,-7.855844048495726,5136993.334591843,1529.2688409266184,7.855844048495726,-5136993.334591843,1529.2689210733834,15.711688096991452,-10273986.669183686,1529.2689611467692,-15.711688096991452,10273986.669183686,1529.2688008532393,-3.927922024247863,2568496.6672959216,1529.268860963309,3.927922024247863,-2568496.6672959216,1529.2689010366914
-17.875,-7.801289575936728,5101319.769768288,1529.2688412049058,7.801289575936728,-5101319.769768288,1529.2689207950962,15.602579151873456,-10202639.539536577,1529.2689605901944,-15.602579151873456,10202639.539536577,1529.268801409814,-3.900644787968364,2550659.884884144,1529.2688611024525,3.900644787968364,-2550659.884884144,1529.2689008975478
-17.75,-7.74673510337773,5065646.2049447335,1529.2688414831935,7.74673510337773,-5065646.2049447335,1529.2689205168087,15.49347020675546,-10131292.409889467,1529.2689600336196,-15.49347020675546,10131292.409889467,1529.2688019663885,-3.873367551688865,2532823.1024723668,1529.2688612415964,3.873367551688865,-2532823.1024723668,1529.268900758404
-17.625,-7.692180630818732,5029972.64012118,1529.2688417614806,7.692180630818732,-5029972.64012118,1529.2689202385213,15.384361261637464,-10059945.28024236,1529.2689594770447,-15.384361261637464,10059945.28024236,1529.2688025229631,-3.846090315409366,2514986.32006059,1529.26886138074,3.846090315409366,-2514986.32006059,1529.2689006192604
-17.5,-7.637626158259733,4994299.075297625,1529.268842039768,7.637626158259733,-4994299.075297625,1529.268919960234,15.275252316519467,-9988598.15059525,1529.26895892047,-15.275252316519467,9988598.15059525,1529.268803079538,-3.8188130791298667,2497149.5376488124,1529.2688615198836,3.8188130791298667,-2497149.5376488124,1529.2689004801166
-17.375,-7.583071685700736,4958625.510474071,1529.2688423180555,7.583071685700736,-4958625.510474071,1529.2689196819465,15.166143371401471,-9917251.020948142,1529.268958363895,-15.166143371401471,9917251.020948142,1529.2688036361126,-3.791535842850368,2479312.7552370355,1529.2688616590274,3.791535842850368,-2479312.7552370355,1529.268900340973
-17.25,-7.528517213141737,4922951.945650516,1529.2688425963427,7.528517213141737,-4922951.945650516,1529.2689194036593,15.057034426283474,-9845903.891301032,1529.2689578073202,-15.057034426283474,9845903.891301032,1529.2688041926872,-3.7642586065708685,2461475.972825258,1529.268861798171,3.7642586065708685,-2461475.972825258,1529.2689002018294
-17.125,-7.473962740582739,4887278.380826961,1529.26884287463,7.473962740582739,-4887278.380826961,1529.2689191253717,14.947925481165479,-9774556.761653922,1529.2689572507454,-14.947925481165479,9774556.761653922,1529.2688047492622,-3.7369813702913697,2443639.1904134806,1529.2688619373146,3.7369813702913697,-2443639.1904134806,1529.2689000626856
-17.0,-7.419408268023742,4851604.816003407,1529.2688431529173,7.419408268023742,-4851604.816003407,1529.2689188470843,14.838816536047483,-9703209.632006815,1529.2689566941706,-14.838816536047483,9703209.632006815,1529.2688053058368,-3.709704134011871,2425802.4080017037,1529.2688620764586,3.709704134011871,-2425802.4080017037,1529.268899923542
-16.875,-7.364853795464743,4815931.2511798525,1529.2688434312047,7.364853795464743,-4815931.2511798525,1529.268918568797,14.729707590929486,-9631862.502359705,1529.268956137596,-14.729707590929486,9631862.502359705,1529.2688058624115,-3.6824268977323715,2407965.6255899263,1529.2688622156022,3.6824268977323715,-2407965.6255899263,1529.2688997843982
-16.75,-7.310299322905745,4780257.686356299,1529.2688437094923,7.310299322905745,-4780257.686356299,1529.2689182905096,14.62059864581149,-9560515.372712597,1529.268955581021,-14.62059864581149,9560515.372712597,1529.268806418986,-3.6551496614528727,2390128.8431781493,1529.2688623547458,3.6551496614528727,-2390128.8431781493,1529.2688996452546
-16.625,-7.255744850346747,4744584.121532744,1529.2688439877795,7.255744850346747,-4744584.121532744,1529.2689180122222,14.511489700693494,-9489168.243065488,1529.2689550244463,-14.511489700693494,9489168.243065488,1529.268806975561,-3.6278724251733734,2372292.060766372,1529.2688624938896,3.6278724251733734,-2372292.060766372,1529.268899506111
-16.5,-7.201190377787749,4708910.556709189,1529.268844266067,7.201190377787749,-4708910.556709189,1529.2689177339348,14.402380755575498,-9417821.113418378,1529.2689544678715,-14.402380755575498,9417821.113418378,1529.2688075321357,-3.6005951888938745,2354455.2783545945,1529.2688626330332,3.6005951888938745,-2354455.2783545945,1529.2688993669672
-16.375,-7.1466359052287505,4673236.991885634,1529.2688445443544,7.1466359052287505,-4673236.991885634,1529.2689174556474,14.293271810457501,-9346473.983771268,1529.2689539112966,-14.293271810457501,9346473.983771268,1529.2688080887103,-3.5733179526143752,2336618.495942817,1529.2688627721768,3.5733179526143752,-2336618.495942817,1529.2688992278233
-16.25,-7.092081432669753,4637563.42706208,1529.2688448226415,7.092081432669753,-4637563.42706208,1529.2689171773602,14.184162865339506,-9275126.85412416,1529.2689533547218,-14.184162865339506,9275126.85412416,1529.268808645285,-3.5460407163348764,2318781.71353104,1529.2688629113206,3.5460407163348764,-2318781.71353104,1529.2688990886797
-16.125,-7.037526960110754,4601889.862238525,1529.268845100929,7.037526960110754,-4601889.862238525,1529.2689168990726,14.075053920221508,-9203779.72447705,1529.268952798147,-14.075053920221508,9203779.72447705,1529.2688092018598,-3.518763480055377,2300944.9311192627,1529.2688630504642,3.518763480055377,-2300944.9311192627,1529.2688989495362
-16.0,-6.9829724875517565,4566216.2974149715,1529.2688453792166,6.9829724875517565,-4566216.2974149715,1529.2689166207851,13.965944975103513,-9132432.594829943,1529.2689522415722,-13.965944975103513,9132432.594829943,1529.2688097584344,-3.4914862437758782,2283108.1487074858,1529.2688631896078,3.4914862437758782,-2283108.1487074858,1529.2688988103923
-15.875,-6.928418014992759,4530542.732591418,1529.2688456575036,6.928418014992759,-4530542.732591418,1529.268916342498,13.856836029985518,-9061085.465182835,1529.2689516849973,-13.856836029985518,9061085.465182835,1529.268810315009,-3.4642090074963794,2265271.366295709,1529.2688633287519,3.4642090074963794,-2265271.366295709,1529.2688986712487
-15.75,-6.87386354243376,4494869.167767863,1529.2688459357912,6.87386354243376,-4494869.167767863,1529.2689160642103,13.74772708486752,-8989738.335535726,1529.2689511284225,-13.74772708486752,8989738.335535726,1529.268810871584,-3.43693177121688,2247434.5838839314,1529.2688634678955,3.43693177121688,-2247434.5838839314,1529.268898532105
-15.625,-6.8193090698747625,4459195.602944308,1529.2688462140784,6.8193090698747625,-4459195.602944308,1529.2689157859231,13.638618139749525,-8918391.205888616,1529.2689505718477,-13.638618139749525,8918391.205888616,1529.2688114281586,-3.4096545349373812,2229597.801472154,1529.2688636070388,3.4096545349373812,-2229597.801472154,1529.2688983929613
-15.5,-6.764754597315764,4423522.038120753,1529.2688464923658,6.764754597315764,-4423522.038120753,1529.2689155076357,13.529509194631528,-8847044.076241506,1529.268950015273,-13.529509194631528,8847044.076241506,1529.2688119847332,-3.382377298657882,2211761.0190603766,1529.268863746183,3.382377298657882,-2211761.0190603766,1529.2688982538177
-15.375,-6.710200124756766,4387848.473297199,1529.2688467706532,6.710200124756766,-4387848.473297199,1529.2689152293483,13.420400249513532,-8775696.946594398,1529.268949458698,-13.420400249513532,8775696.946594398,1529.2688125413079,-3.355100062378383,2193924.2366485996,1529.2688638853265,3.355100062378383,-2193924.2366485996,1529.268898114674
-15.25,-6.655645652197768,4352174.908473644,1529.2688470489404,6.655645652197768,-4352174.908473644,1529.2689149510609,13.311291304395535,-8704349.816947289,1529.2689489021234,-13.311291304395535,8704349.816947289,1529.2688130978827,-3.327822826098884,2176087.454236822,1529.26886402447,3.327822826098884,-2176087.454236822,1529.2688979755303
-15.125,-6.60109117963877,4316501.3436500905,1529.2688473272278,6.60109117963877,-4316501.3436500905,1529.2689146727735,13.20218235927754,-8633002.687300181,1529.2689483455486,-13.20218235927754,8633002.687300181,1529.2688136544573,-3.300545589819385,2158250.6718250453,1529.2688641636137,3.300545589819385,-2158250.6718250453,1529.2688978363865
