axis,speed_m_per_s,pair_scalar_shift_hz,pair_vector_shift_hz,pair_tensor_shift_hz,pair_scalar_plus_tensor_shift_hz,pair_total_shift_hz
z,12.75,-5447952.586299254,-79768.8466791492,5446972.348928228,-980.237371025607,-80749.0840501748
z,12.875,-5447979.823248204,-80551.49034869391,5446981.674647674,-998.1486005298793,-81549.6389492238
z,13.0,-5448007.46619392,-81333.8658097256,5446991.139683131,-1016.3265107888728,-82350.19232051447
z,13.125,-5448035.716821937,-82115.83908558916,5447000.813240951,-1034.9035809859633,-83150.74266657513
z,13.25,-5448063.967449954,-82897.8123614518,5447010.486798771,-1053.4806511830539,-83951.29301263485
z,13.375,-5448092.218320938,-83679.78578006942,5447020.160440738,-1072.0578801995143,-84751.84366026893
z,13.5,-5448120.469424814,-84461.75906260032,5447029.834163403,-1090.6352614108473,-85552.39432401117
z,13.625,-5448149.670134544,-85244.3618071666,5447039.832312696,-1109.8378218486905,-86354.19962901529
z,13.75,-5448179.003291884,-86027.05288711656,5447049.875709742,-1129.1275821421295,-87156.18046925869
z,13.875,-5448208.336915009,-86809.74369489122,5447059.919268187,-1148.4176468215883,-87958.16134171281
z,14.0,-5448238.235490637,-87592.06088772137,5447070.156717213,-1168.0787734240294,-88760.1396611454
z,14.125,-5448268.579877758,-88374.08295211103,5447080.547167103,-1188.0327106555924,-89562.11566276662
z,14.25,-5448298.9245082345,-89156.10515951179,5447090.937701272,-1207.986806962639,-90364.09196647443
z,14.375,-5448329.269138709,-89938.12736691441,5447101.328235442,-1227.9409032668918,-91166.0682701813
z,14.5,-5448359.652250882,-90720.17509058956,5447111.7319133505,-1247.9203375317156,-91968.09542812128
z,14.625,-5448391.082147897,-91502.91641573701,5447122.493160568,-1268.5889873290434,-92771.50540306605
z,14.75,-5448422.511823587,-92285.65815585107,5447133.254331049,-1289.2574925385416,-93574.91564838961
z,14.875,-5448453.941720601,-93068.39948099852,5447144.015578266,-1309.926142334938,-94378.32562333345
z,15.0,-5448486.095455917,-93850.66246902291,5447155.02528605,-1331.0701698670164,-95181.73263888992
z,15.125,-5448518.534143528,-94632.73700598814,5447166.132803567,-1352.4013399612159,-95985.13834594935
z,15.25,-5448550.972587398,-95414.81139968801,5447177.2402366735,-1373.7323507247493,-96788.54375041276
z,15.375,-5448583.411042837,-96196.88607226405,5447188.34767374,-1395.0633690971881,-97591.94944136124
z,15.5,-5448616.060937973,-96979.10056674853,5447199.527325146,-1416.533612826839,-98395.63417957537
z,15.625,-5448649.587495764,-97761.89600352477,5447211.006382743,-1438.5811130208895,-99200.47711654566
z,15.75,-5448683.114541811,-98544.69172735047,5447222.485609428,-1460.6289323829114,-100005.32065973338
z,15.875,-5448716.641111556,-99327.48744326178,5447233.964671117,-1482.676440439187,-100810.16388370097
z,16.0,-5448751.048919685,-100109.70046902541,5447245.746268183,-1505.302651502192,-101615.0031205276
z,16.125,-5448785.581091084,-100891.83034624718,5447257.570557735,-1528.0105333486572,-102419.84087959584
z,16.25,-5448820.114238995,-101673.96079756878,5447269.395185465,-1550.7190535301343,-103224.67985109892
z,16.375,-5448854.646666838,-102456.09109721519,5447281.219563777,-1573.427103061229,-104029.51820027642
z,16.5,-5448889.564175889,-103238.47627881914,5447293.175439883,-1596.3887360058725,-104834.86501482502
z,16.625,-5448925.18805596,-104021.32956495974,5447305.3725237325,-1619.815532227978,-105641.14509718772
z,16.75,-5448960.811691515,-104804.18270731997,5447317.569522906,-1643.242168609053,-106447.42487592902
z,16.875,-5448996.4695597105,-105587.0135028176,5447329.778276196,-1666.6912835147232,-107253.70478633232
z,17.0,-5449033.09713028,-106369.20315484237,5447342.319987522,-1690.7771427575499,-108059.98029759992
z,17.125,-5449069.724456331,-107151.39266308676,5447354.861614171,-1714.8628421593457,-108866.25550524611
z,17.25,-5449106.351795442,-107933.58245025016,5447367.403245293,-1738.9485501497984,-109672.53100039996
z,17.375,-5449142.979366011,-108715.77210227493,5447379.94495662,-1763.0344093907624,-110478.8065116657
z,17.5,-5449180.165452439,-109498.33192647621,5447392.677353474,-1787.4880989650264,-111285.82002544124
z,17.625,-5449217.886811357,-110281.24646359961,5447405.592503762,-1812.2943075951189,-112093.54077119473
z,17.75,-5449255.606959192,-111064.16055969335,5447418.507234603,-1837.0997245889157,-112901.26028428227
z,17.875,-5449293.52082986,-111846.94751038402,5447431.488495422,-1862.0323344385251,-113708.97984482255
z,18.0,-5449332.243146107,-112629.19995171297,5447444.747387791,-1887.4957583155483,-114516.69571002852
z,18.125,-5449370.965231255,-113411.45252794214,5447458.006200078,-1912.9590311767533,-115324.41155911889
z,18.25,-5449409.687547501,-114193.70496927295,5447471.2650924465,-1938.4224550547078,-116132.12742432766
z,18.375,-5449448.409863749,-114975.9574106019,5447484.523984816,-1963.8858789326623,-116939.84328953456
z,18.5,-5449487.865838606,-115758.69612782169,5447498.033317789,-1989.8325208164752,-117748.52864863817
z,18.625,-5449527.684296941,-116541.67536328733,5447511.66638819,-2016.0179087510332,-118557.69327203836
z,18.75,-5449567.502741078,-117324.65431955364,5447525.29945373,-2042.2032873481512,-119366.85760690179
z,18.875,-5449607.672249349,-118107.40151087847,5447539.053100094,-2068.619149254635,-120176.0206601331
z,19.0,-5449648.489657931,-118889.72033810057,5447553.029278306,-2095.4603796247393,-120985.1807177253
z,19.125,-5449689.306821215,-119672.03902101982,5447567.005371574,-2122.301449640654,-121794.34047066048
z,19.25,-5449730.1242152415,-120454.35756927636,5447580.981544804,-2149.1426704376936,-122603.50023971405
z,19.375,-5449770.941378525,-121236.67625219654,5447594.957638072,-2175.9837404536083,-123412.65999265015
z,19.5,-5449812.668839336,-122019.59800568316,5447609.244420733,-2203.42441860307,-124223.02242428623
z,19.625,-5449854.585519516,-122802.64491094742,5447623.595784454,-2230.989735062234,-125033.63464600965
z,19.75,-5449896.501983898,-123585.69223010167,5447637.947073329,-2258.5549105685204,-125844.2471406702
z,19.875,-5449938.9262139,-124368.4038963709,5447652.472791346,-2286.4534225538373,-126654.85731892474
z,20.0,-5449981.839026639,-125150.79226620868,5447667.1663473975,-2314.6726792417467,-127465.46494545043
z,20.125,-5450024.751869984,-125933.18119402789,5447681.859913927,-2342.8919560573995,-128276.07315008529
z,20.25,-5450067.664682724,-126715.5695638666,5447696.553469978,-2371.111212745309,-129086.6807766119
z,20.375,-5450110.577971542,-127497.95794383343,5447711.247190944,-2399.330780598335,-129897.28872443177
z,20.5,-5450154.577429479,-128281.06690017413,5447726.31155948,-2428.2658699993044,-130709.33277017344
z,20.625,-5450198.592020437,-129064.18561907858,5447741.38109207,-2457.210928367451,-131521.39654744603
z,20.75,-5450242.606611397,-129847.30433798023,5447756.45062466,-2486.15598673746,-132333.4603247177
z,20.875,-5450287.284804406,-130629.98438003007,5447771.748153939,-2515.5366504667327,-133145.5210304968
z,21.0,-5450332.293442182,-131412.4462965941,5447787.15921659,-2545.134225592017,-133957.58052218612
z,21.125,-5450377.302293943,-132194.90779994708,5447802.570353462,-2574.7319404808804,-134769.63974042796
z,21.25,-5450422.31093172,-132977.3697165111,5447817.981416114,-2604.329515606165,-135581.69923211727
z,21.375,-5450467.4793747775,-133759.93730280641,5447833.447002446,-2634.0323723312467,-136393.96967513766
z,21.5,-5450513.592902206,-134543.13138606772,5447849.2350418065,-2664.35786039941,-137207.48924646713
z,21.625,-5450559.706199599,-135326.32560352422,5447865.023001449,-2694.6831981502473,-138021.00880167447
z,21.75,-5450605.81948055,-136109.51954170316,5447880.810955463,-2725.008525086567,-138834.52806678973
z,21.875,-5450652.752401441,-136892.17202183977,5447896.880562356,-2755.871839085594,-139648.04386092536
z,22.0,-5450699.857400946,-137674.7107435139,5447913.00929982,-2786.84810112603,-140461.55884463992
z,22.125,-5450746.962630131,-138457.2493312247,5447929.1381168775,-2817.824513253756,-141275.07384447847
z,22.25,-5450794.067383159,-139239.78790781554,5447945.266768995,-2848.800614164211,-142088.58852197975
z,22.375,-5450841.507717775,-140022.54870111123,5447961.509897947,-2879.9978198278695,-142902.5465209391
z,22.5,-5450889.720135706,-140805.82133522537,5447978.016410004,-2911.703725701198,-143717.52506092656
z,22.625,-5450937.932323955,-141589.0941033028,5447994.522842467,-2943.4094814881682,-144532.50358479097
z,22.75,-5450986.144495014,-142372.3665920766,5448011.029269043,-2975.115225970745,-145347.48181804735
z,22.875,-5451035.330954385,-143154.9954348812,5448027.870541959,-3007.4604124259204,-146162.4558473071
z,23.0,-5451084.53233722,-143937.61439619958,5448044.7169431485,-3039.815394071862,-146977.42979027145
z,23.125,-5451133.733702509,-144720.23307844717,5448061.56333833,-3072.170364178717,-147792.4034426259
z,23.25,-5451182.935085343,-145502.85203976464,5448078.40973952,-3104.525345822796,-148607.37738558743
z,23.375,-5451232.648808875,-146285.81042509992,5448095.430886161,-3137.217922714539,-149423.02834781446
z,23.5,-5451282.960532872,-147069.16527757235,5448112.655995772,-3170.304537099786,-150239.46981467213
z,23.625,-5451333.271780275,-147852.52011817135,5448129.880940294,-3203.390839980915,-151055.91095815226
z,23.75,-5451383.724745051,-148635.78162472043,5448147.154599454,-3236.57014559675,-151872.35177031718
z,23.875,-5451435.022662591,-149418.48406673595,5448164.71869746,-3270.303965130821,-152688.78803186677
z,24.0,-5451486.3213036405,-150201.18666646536,5448182.283046054,-3304.0382575867698,-153505.22492405213
z,24.125,-5451537.619697423,-150983.88912059087,5448199.847309029,-3337.7723883939907,-154321.66150898486
z,24.25,-5451588.918338472,-151766.59172032122,5448217.411657619,-3371.5066808527336,-155138.09840117395
z,24.375,-5451640.906710549,-152549.75194192305,5448235.211213632,-3405.6954969177023,-155955.44743884075
z,24.5,-5451693.318021569,-153333.192599562,5448253.154998208,-3440.163023361005,-156773.355622923
z,24.625,-5451745.729313901,-154116.63297783583,5448271.098776386,-3474.630537514575,-157591.2635153504
z,24.75,-5451798.437733734,-154899.87730620243,5448289.144704439,-3509.2930292952806,-158409.1703354977
z,24.875,-5451851.833328007,-155682.66718164366,5448307.426874502,-3544.4064535051584,-159227.07363514882
z,25.0,-5451905.229627191,-156465.45693642367,5448325.709288779,-3579.5203384123743,-160044.97727483604
