projected_speed_m_per_s,atom_frame_wavelength_nm,scalar_mhz_per_1e5_w_per_m2,vector_mhz_per_1e5_w_per_m2,tensor_aligned_mhz_per_1e5_w_per_m2,scalar_plus_tensor_mhz_per_1e5_w_per_m2,scalar_plus_tensor_over_abs_vector
-18.5,1529.2687866298056,-55.007174784699785,137.4804929818159,53.73013322046339,-1.2770415642363986,-0.009288892820636807
-18.375,1529.268787267442,-54.99378025953475,137.4726139849872,53.72549482593267,-1.268285433602081,-0.009225731560909908
-18.25,1529.2687879050784,-54.980400027360446,137.4647444616884,53.72086131043585,-1.2595387169245953,-0.009162630912070915
-18.125,1529.268788542715,-54.967019795186154,137.45687493838963,53.71622779493904,-1.2507920002471167,-0.00909952303810007
-18.0,1529.2687891803512,-54.9536395677831,137.449005417897,53.71159428109448,-1.2420452866886222,-0.009036407960263768
-17.875,1529.2687898179877,-54.94025933560879,137.44113589459823,53.70696076559765,-1.2332985700111436,-0.008973285632308392
-17.75,1529.2687904556242,-54.9268791034345,137.43326637129945,53.70232725010084,-1.224551853333658,-0.008910156075497193
-17.625,1529.2687910932602,-54.91349888080267,137.42539685361302,53.69769373790854,-1.2158051428941334,-0.008847019333618675
-17.5,1529.2687917308967,-54.900118648628386,137.41752733031424,53.69306022241171,-1.2070584262166761,-0.008783875315375432
-17.375,1529.268792368533,-54.886748839747156,137.4096647146507,53.688430265625996,-1.19831857412116,-0.008720773583209206
-17.25,1529.2687930061695,-54.873389911768136,137.4018093106126,53.68380402374029,-1.1895858880278496,-0.008657716328455717
-17.125,1529.268793643806,-54.86003098378911,137.39395390657452,53.67917778185458,-1.1808532019345321,-0.00859465186319255
-17.0,1529.2687942814425,-54.84667205581008,137.38609850253644,53.674551539968874,-1.1721205158412076,-0.008531580186182866
-16.875,1529.2687949190788,-54.83331313259469,137.37824310129955,53.66992529973283,-1.1633878328618579,-0.008468501318684084
-16.75,1529.2687955567153,-54.81995420461567,137.37038769726146,53.66529905784712,-1.1546551467685475,-0.0084054152144725
-16.625,1529.2687961943518,-54.806595276636635,137.36253229322338,53.66067281596141,-1.145922460675223,-0.008342321894802137
-16.5,1529.2687968319883,-54.793236348657615,137.3546768891853,53.6560465740757,-1.1371897745819126,-0.00827922135843523
-16.375,1529.2687974696246,-54.779891186813984,137.3468306074626,53.651425032998254,-1.1284661538157295,-0.008216179061611454
-16.25,1529.268798107261,-54.76655351301744,137.33898928834446,53.64680604887548,-1.119747464141959,-0.008153165171406926
-16.125,1529.2687987448976,-54.75321583922089,137.3311479692263,53.642187064752726,-1.111028774468167,-0.008090144085281591
-16.0,1529.2687993825336,-54.739878174936464,137.3233066557004,53.637568083924116,-1.102310091012349,-0.008027115846955838
-15.875,1529.2688000201701,-54.72654050113991,137.31546533658226,53.63294909980135,-1.093591401338557,-0.007964080365295991
-15.75,1529.2688006578067,-54.713202827343366,137.30762401746412,53.62833011567858,-1.0848727116647865,-0.007901037684016744
-15.625,1529.268801295443,-54.69986515830288,137.29978270114208,53.623711133202896,-1.0761540250999815,-0.00783798782436842
-15.5,1529.2688019330794,-54.68652748450633,137.29194138202394,53.61909214908014,-1.0674353354261896,-0.007774930740151602
-15.375,1529.268802570716,-54.673206894425284,137.28411138349878,53.61447899957355,-1.0587278948517351,-0.007711947756971035
-15.25,1529.2688032083524,-54.65989041905467,137.27628411160308,53.60986725536758,-1.0500231636870865,-0.007648977173897256
-15.125,1529.2688038459887,-54.646573948432554,137.2684568424985,53.60525551280612,-1.0413184356264367,-0.007585999431910588
-15.0,1529.2688044836252,-54.63325747306194,137.2606295706028,53.60064376860015,-1.032613704461788,-0.0075230144848683084
-14.875,1529.2688051212617,-54.61994099769132,137.25280229870708,53.596032024394184,-1.0239089732971394,-0.0074600223539973915
-14.75,1529.2688057588982,-54.60662452232072,137.2449750268114,53.59142028018822,-1.015204242132505,-0.0073970230380688284
-14.625,1529.2688063965347,-54.593308046950106,137.2371477549157,53.58680853598225,-1.0064995109678563,-0.007334016535853023
-14.5,1529.2688070341708,-54.57999158107649,137.22932048860224,53.58219679506528,-0.9977947860112124,-0.007271002891062814
-14.375,1529.2688076718073,-54.566695498959405,137.2215067293121,53.57759201695328,-0.9891034820061222,-0.007208079153053333
-14.25,1529.2688083094436,-54.55340017602455,137.21369347270218,53.57298749819142,-0.9804126778331366,-0.007145151865095619
-14.125,1529.26880894708,-54.54010484834873,137.2058802133061,53.56838297778763,-0.9717218705611046,-0.0070822173878439055
-14.0,1529.2688095847166,-54.52680952067293,137.19806695391006,53.56377845738384,-0.9630310632890868,-0.007019275742511772
-13.875,1529.268810222353,-54.51351419299711,137.19025369451404,53.55917393698005,-0.9543402560170549,-0.006956326927874301
-13.75,1529.2688108599896,-54.500218865321294,137.182440435118,53.554569416576264,-0.94564944874503,-0.006893370942706663
-13.625,1529.2688114976258,-54.486923542386435,137.17462717850808,53.5499648978144,-0.9369586445720373,-0.006830407808236682
-13.5,1529.2688121352624,-54.473630804095336,137.1668156347369,53.545361262060055,-0.9282695420352809,-0.006767449821880976
-13.375,1529.2688127728989,-54.46035657038083,137.15901635137334,53.54076394829528,-0.9195926220855526,-0.006704572885895772
-13.25,1529.2688134105354,-54.44708233666631,137.15121706800977,53.53616663453051,-0.910915702135803,-0.006641688798751988
-13.125,1529.2688140481719,-54.433808102951794,137.1434177846462,53.53156932076573,-0.9022387821860605,-0.0065787975592297805
-13.0,1529.268814685808,-54.420533878704155,137.1356185068449,53.52697201027965,-0.8935618684245057,-0.006515899210969067
-12.875,1529.2688153234444,-54.407259644989644,137.12781922348134,53.52237469651489,-0.8848849484747561,-0.0064529936630337015
-12.75,1529.268815961081,-54.393985411275125,137.12001994011777,53.51777738275011,-0.8762080285250136,-0.0063900809590581
-12.625,1529.2688165987172,-54.38071118229405,137.11222065953532,53.513180070624685,-0.8675311116693649,-0.006327161120258855
-12.5,1529.2688172363537,-54.36744286571649,137.10442529632525,53.508584778756045,-0.8588580869604456,-0.006264262332190858
-12.375,1529.2688178739902,-54.35418967564288,137.0966399545525,53.50399465564048,-0.8501950200023956,-0.006201428571000974
-12.25,1529.2688185116267,-54.34093648556927,137.08885461277973,53.49940453252491,-0.8415319530443597,-0.006138587673092355
-12.125,1529.2688191492632,-54.32768329549567,137.08106927100698,53.49481440940935,-0.8328688860863167,-0.006075739637248881
-12.0,1529.2688197868997,-54.31443010542207,137.07328392923424,53.49022428629379,-0.8242058191282808,-0.006012884462254418
-11.875,1529.268820424536,-54.30117692007439,137.0654985902376,53.485634164815,-0.8155427552593864,-0.005950022169309592
-11.75,1529.2688210621725,-54.287923730000784,137.05771324846486,53.48104404169944,-0.8068796883013434,-0.0058871527123657225
-11.625,1529.268821699809,-54.274670539927186,137.04992790669212,53.47645391858387,-0.7982166213433146,-0.005824276112620545
-11.5,1529.268822337445,-54.26142658657188,137.0421486832635,53.47186695223312,-0.7895596343387581,-0.005761436477208303
-11.375,1529.2688229750815,-54.24819438600111,137.0343772464171,53.46728400244607,-0.7809103835550388,-0.005698645837976809
-11.25,1529.268823612718,-54.23496218543034,137.02660580957075,53.46270105265902,-0.7722611327713196,-0.005635848076427944
-11.125,1529.2688242503546,-54.22172998485958,137.0188343727244,53.45811810287196,-0.7636118819876216,-0.005573043191349975
-11.0,1529.268824887991,-54.20849778428881,137.01106293587804,53.453535153084914,-0.7549626312038953,-0.005510231181530371
-10.875,1529.2688255256276,-54.195265583718054,137.00329149903166,53.44895220329785,-0.7463133804202045,-0.005447412045757159
-10.75,1529.2688261632638,-54.18203338786574,136.9955200649565,53.44436925514503,-0.7376641327207096,-0.005384585805221556
-10.625,1529.2688268009003,-54.16880118729497,136.98774862811015,53.43978630535797,-0.7290148819369975,-0.0053217524139045685
-10.5,1529.2688274385368,-54.155581509879305,136.97998548680124,53.435207636172834,-0.7203738737064711,-0.00525897174792651
-10.375,1529.2688280761733,-54.14237024950723,136.97222792107607,53.430631844059214,-0.7117384054480169,-0.00519622419997522
-10.25,1529.2688287138099,-54.12915898913517,136.96447035535093,53.426056051945594,-0.703102937189577,-0.005133469544075144
-10.125,1529.2688293514464,-54.115947728763096,136.95671278962575,53.421480259831974,-0.6944674689311228,-0.005070707779018244
-10.0,1529.2688299890829,-54.10273646839102,136.9489552239006,53.41690446771835,-0.6858320006726686,-0.005007938903596512
-9.875,1529.268830626719,-54.08952521744092,136.94119766370795,53.41232867886808,-0.6771965385728436,-0.004945162961374578
-9.75,1529.2688312643554,-54.07631395706885,136.9334400979828,53.40775288675446,-0.6685610703143894,-0.004882379861602835
-9.625,1529.268831901992,-54.063102696696774,136.92568253225767,53.40317709464084,-0.6599256020559352,-0.004819589647840291
-9.5,1529.2688325396284,-54.049907236271494,136.917935432077,53.39860670406956,-0.6513005322019367,-0.004756867901539732
-9.375,1529.2688331772647,-54.036716866934135,136.91019170376916,53.39403805401431,-0.6426788129198258,-0.004694163414148026
-9.25,1529.2688338149012,-54.02352649289325,136.9024479727,53.389469402329944,-0.634057090563303,-0.004631451810779465
-9.125,1529.2688344525377,-54.010336118852344,136.89470424163085,53.38490075064556,-0.6254353682067801,-0.004568733112588733
-9.0,1529.2688350901742,-53.99714574481145,136.8869605105617,53.38033209896118,-0.6168136458502644,-0.0045060073183718135
-8.875,1529.2688357278107,-53.983955370770545,136.8792167794925,53.37576344727681,-0.6081919234937345,-0.004443274426924212
-8.75,1529.2688363654472,-53.970764996729656,136.87147304842335,53.37119479559243,-0.5995702011372259,-0.004380534437041572
-8.625,1529.2688370030837,-53.95757462268875,136.8637293173542,53.36662614390806,-0.590948478780696,-0.004317787347518699
-8.5,1529.2688376407202,-53.944403311714616,136.85599821229593,53.36206401041108,-0.5823393013035343,-0.004255124429403442
-8.375,1529.2688382783563,-53.93123378322591,136.84826828712053,53.35750248643668,-0.5737312967892336,-0.0041924629662502665
-8.25,1529.2688389159928,-53.918064245345015,136.8405383564323,53.352940959209114,-0.5651232861359006,-0.004129794379088955
-8.125,1529.2688395536293,-53.904894707464116,136.83280842574408,53.348379431981535,-0.5565152754825817,-0.00406711871140604
-8.0,1529.2688401912658,-53.89172516958322,136.82507849505586,53.34381790475396,-0.5479072648292558,-0.004004435962001325
-7.875,1529.2688408289023,-53.87855563170231,136.81734856436765,53.3392563775264,-0.5392992541759156,-0.003941746129674445
-7.75,1529.2688414665388,-53.86538609382141,136.80961863367943,53.33469485029882,-0.5306912435225897,-0.003879049213225023
-7.625,1529.2688421041753,-53.85221808003776,136.80188971238368,53.33013384428728,-0.5220842357504765,-0.003816352514194955
-7.5,1529.2688427418116,-53.839069330161564,136.79417354900372,53.32557942623389,-0.5134899039276775,-0.00375374104470707
-7.375,1529.268843379448,-53.82592057559669,136.78645738287227,53.32102500655644,-0.5048955690402508,-0.0036911224890269828
-7.25,1529.2688440170846,-53.81277182103181,136.7787412167408,53.316470586878985,-0.4963012341528241,-0.0036284968682843838
-7.125,1529.268844654721,-53.79962306646693,136.77102505060935,53.31191616720155,-0.48770689926537614,-0.0035658641812833535
-7.0,1529.2688452923576,-53.786474311902055,136.76330888447788,53.3073617475241,-0.4791125643779566,-0.0035032244268282256
-6.875,1529.2688459299939,-53.77332556202586,136.75559272109794,53.3028073294707,-0.47051823255515757,-0.003440577626062736
-6.75,1529.2688465676301,-53.76017681214967,136.74787655771794,53.29825291141732,-0.46192390073235146,-0.0033779237554550593
-6.625,1529.2688472052666,-53.74703286285231,136.74016357381913,53.29370013533312,-0.4533327275191894,-0.0033152858360774
-6.5,1529.2688478429031,-53.73390484191478,136.7324611382917,53.28915280738363,-0.44475203453114887,-0.0032527172467211353
-6.375,1529.2688484805396,-53.72077682097726,136.7247587027643,53.28460547943414,-0.43617134154311543,-0.0031901416077196334
-6.25,1529.2688491181761,-53.70764880003973,136.71705626723687,53.28005815148465,-0.4275906485550749,-0.003127558917881291
-6.125,1529.2688497558127,-53.694520779102206,136.70935383170945,53.275510823535164,-0.41900995556704146,-0.003064969176014443
-6.0,1529.2688503934492,-53.681392758164684,136.70165139618206,53.27096349558567,-0.41042926257901513,-0.003002372380927053
-5.875,1529.2688510310857,-53.668264737227155,136.69394896065464,53.26641616763618,-0.4018485695909746,-0.0029397685314266606
-5.75,1529.2688516687222,-53.65513671628963,136.68624652512722,53.26186883968669,-0.39326787660294116,-0.002877157626320847
-5.625,1529.2688523063587,-53.64201676511462,136.67854943337736,53.25732427236844,-0.3846924927461757,-0.0028145783983000955
-5.5,1529.2688529439952,-53.62890942567313,136.6708606930875,53.25278401947029,-0.3761254062028385,-0.002752052663570166
-5.375,1529.2688535816317,-53.615802086231646,136.66317195279763,53.24824376657214,-0.36755831965950847,-0.0026895198933803485
-5.25,1529.2688542192677,-53.602694756138,136.65548321799116,53.243703516911985,-0.3589912392260146,-0.0026269801311474355
-5.125,1529.2688548569042,-53.58958741669651,136.6477944777013,53.23916326401383,-0.35042415268267746,-0.0025644332864798707
-5.0,1529.2688554945407,-53.57648007725502,136.64010573741143,53.23462301111569,-0.3418570661393332,-0.002501879402788945
-4.875,1529.2688561321772,-53.56337273781354,136.63241699712157,53.230082758217534,-0.33328997959600315,-0.0024393184788864897
-4.75,1529.2688567698137,-53.55026539837204,136.6247282568317,53.22554250531938,-0.3247228930526589,-0.002376750513583705
-4.625,1529.2688574074502,-53.53716937776825,136.61704701131217,53.22100612518232,-0.31616325258593037,-0.0023142298820128314
-4.5,1529.2688580450867,-53.52408266972065,136.6093719321034,53.21647293135346,-0.30760973836719074,-0.0022517469630127336
-4.375,1529.2688586827232,-53.51099596167305,136.6016968528946,53.2119397375246,-0.2990562241484511,-0.002189257022703771
-4.25,1529.2688593203598,-53.49790925362546,136.5940217736858,53.20740654369574,-0.2905027099297186,-0.0021267600599024356
-4.125,1529.2688599579963,-53.484822545577856,136.586346694477,53.202873349866884,-0.2819491957109719,-0.0020642560734247446
-4.0,1529.2688605956328,-53.47173583753027,136.5786716152682,53.19834015603802,-0.27339568149224647,-0.002001745062086864
-3.875,1529.2688612332693,-53.45864912948267,136.5709965360594,53.19380696220915,-0.26484216727352106,-0.0019392270247042805
-3.75,1529.2688618709053,-53.445562430768206,136.5633214623243,53.189273771613266,-0.25628865915494004,-0.0018767020046861272
-3.625,1529.2688625085418,-53.432490274348716,136.55565601782934,53.18474555746363,-0.24774471688508726,-0.0018142398792529001
-3.5,1529.2688631461783,-53.41942414701382,136.54799456522477,53.18021940651317,-0.23920474050065366,-0.0017517997335829997
-3.375,1529.2688637838148,-53.40635801967891,136.54033311262017,53.1756932555627,-0.23066476411621295,-0.0016893525807202899
-3.25,1529.2688644214513,-53.39329189234401,136.5326716600156,53.171167104612245,-0.22212478773176514,-0.001626898419485156
-3.125,1529.2688650590878,-53.3802257650091,136.52501020741104,53.16664095366178,-0.21358481134731733,-0.0015644372486977717
-3.0,1529.2688656967243,-53.3671596376742,136.51734875480648,53.16211480271133,-0.20504483496286952,-0.0015019690671779936
-2.875,1529.2688663343608,-53.3540935103393,136.50968730220188,53.15758865176087,-0.1965048585784288,-0.0014394938737454658
-2.75,1529.2688669719973,-53.34102738300439,136.50202584959732,53.153062500810414,-0.1879648821939739,-0.001377011667219358
-2.625,1529.2688676096338,-53.32797902335383,136.49437616034768,53.14854243108593,-0.17943659226789777,-0.0013146079517379048
-2.5,1529.2688682472703,-53.314933425253145,136.48672829942248,53.14402330653858,-0.1709101187145663,-0.0012522105324381892
-2.375,1529.2688688849069,-53.30188782715246,136.47908043849728,53.139504181991235,-0.16238364516122772,-0.001189806120025875
-2.25,1529.2688695225431,-53.28884223370369,136.47143258029922,53.13498505905535,-0.15385717464833704,-0.0011273947355818085
-2.125,1529.2688701601796,-53.27579663560301,136.46378471937402,53.130465934508,-0.14533070109500557,-0.0010649763334196365
-2.0,1529.2688707978161,-53.26275103750232,136.45613685844882,53.12594680996065,-0.136804227541667,-0.0010025509346170284
-1.875,1529.2688714354526,-53.24970543940164,136.4484889975236,53.1214276854133,-0.12827775398833552,-0.0009401185379976148
-1.75,1529.2688720730891,-53.23666033102967,136.44084146080655,53.11690872850949,-0.11975160252017503,-0.0008776815009204879
-1.625,1529.2688727107256,-53.223635213001124,136.43320715801326,53.11239661468423,-0.11123859831689487,-0.0008153337492686903
-1.5,1529.2688733483621,-53.21061009497258,136.42557285521997,53.10788450085895,-0.10272559411362892,-0.0007529790197226823
-1.375,1529.2688739859987,-53.19758497694403,136.41793855242665,53.10337238703368,-0.09421258991034875,-0.0006906173111107525
-1.25,1529.2688746236352,-53.18455985891548,136.41030424963336,53.0988602732084,-0.0856995857070757,-0.0006282486222612911
-1.125,1529.2688752612717,-53.17153474088693,136.40266994684004,53.09434815938313,-0.07718658150380264,-0.0005658729520022183
-1.0,1529.2688758989082,-53.158509622858396,136.39503564404671,53.08983604555785,-0.0686735773005438,-0.0005034902991613479
-0.875,1529.2688765365447,-53.145484504829845,136.3874013412534,53.08532393173258,-0.06016057309726364,-0.00044110066256586663
-0.75,1529.268877174181,-53.132463116573845,136.37976950711928,53.08081309490578,-0.05165002166806687,-0.00037872201907021585
-0.625,1529.2688778118174,-53.11945842784005,136.37214872798262,53.07630797555387,-0.043150452286184304,-0.00031641689808859137
-0.5,1529.268878449454,-53.10645373910625,136.36452794884593,53.07180285620195,-0.03465088290430174,-0.0002541048132201963
-0.375,1529.2688790870905,-53.093449050372456,136.35690716970927,53.06729773685004,-0.026151313522419173,-0.0001917857632974276
-0.25,1529.268879724727,-53.08044436163866,136.34928639057262,53.06279261749812,-0.017651744140543713,-0.0001294597471524734
-0.125,1529.2688803623635,-53.06743967290487,136.34166561143596,53.05828749814621,-0.009152174758661147,-6.712676361710436e-05
0.0,1529.268881,-53.054434984171074,136.33404483229927,53.0537823787943,-0.0006526053767714757,-4.786811522934183e-06
0.125,1529.2688816376365,-53.04143029543729,136.32642405316264,53.049277259442384,0.00784696400509688,5.756011029847619e-05
0.25,1529.268882275273,-53.028432551657446,136.31880787107724,53.044774518253384,0.016341966595938118,0.00011988049815835716
0.375,1529.2688829129095,-53.01544824293424,136.31120058201617,53.04027637763532,0.024828134701081694,0.00018214302709587698
0.5,1529.2688835505458,-53.00246393884109,136.30359329566775,53.03577823862124,0.03331429978015166,0.0002444124837405186
0.625,1529.2688841881825,-52.98947962548783,136.29598600389397,53.0312800963992,0.04180047091136885,0.00030668893587353785
0.75,1529.268884825819,-52.97649531676463,136.2883787148329,53.02678195578113,0.05028663901650532,0.00036897231804132094
0.875,1529.2688854634555,-52.96351100804142,136.28077142577183,53.02228381516307,0.058772807121648896,0.0004312626536140554
1.0,1529.268886101092,-52.95052669931822,136.27316413671073,53.01778567454502,0.06725897522679958,0.0004935599437562383
1.125,1529.2688867387285,-52.93754239059501,136.26555684764966,53.013287533926956,0.07574514333194315,0.0005558641896325221
1.25,1529.2688873763648,-52.92456823493095,136.25795627840492,53.00879287060348,0.08422463567252692,0.000618126368345328
1.375,1529.2688880140013,-52.911604255477,136.25036244500365,53.00430169246695,0.09269743698995114,0.000680346351572956
1.5,1529.2688886516378,-52.898640276023066,136.24276861160237,52.999810514330434,0.10117023830736827,0.0007425732707750675
1.625,1529.2688892892743,-52.885676296569116,136.23517477820107,52.99531933619391,0.1096430396247925,0.0008048071271116131
1.75,1529.2688899269108,-52.87271231711517,136.22758094479983,52.990828158057376,0.11811584094220251,0.0008670479217425413
1.875,1529.2688905645475,-52.859748333038425,136.21998710869067,52.98633697831935,0.1265886452809255,0.0009292956780264539
2.0,1529.2688912021838,-52.84678435820729,136.21239327799725,52.98184580178432,0.13506144357702965,0.0009915503305296266
2.125,1529.2688918398203,-52.83382037875334,136.20479944459598,52.97735462364779,0.14353424489445388,0.0010538119470073395
2.25,1529.2688924774568,-52.82086973586027,136.1972144378887,52.97286801382908,0.15199827796880783,0.001116016055072294
2.375,1529.2688931150933,-52.80792603605122,136.18963402640495,52.96838378230073,0.16045774624950582,0.0011781935343066982
2.5,1529.2688937527298,-52.794982336242164,136.1820536149212,52.96389955077239,0.16891721453022512,0.001240377935611607
2.625,1529.2688943903663,-52.782038636433114,136.17447320343746,52.95941531924405,0.17737668281093733,0.0013025692601428018
2.75,1529.2688950280028,-52.76909493662406,136.1668927919537,52.95493108771571,0.18583615109164953,0.0013647675090565836
2.875,1529.2688956656393,-52.75615123681499,136.15931238046994,52.95044685618737,0.19429561937237594,0.0014269726835095622
3.0,1529.2688963032758,-52.743207537005944,136.15173196898618,52.94596262465902,0.20275508765307393,0.0014891847846581873
3.125,1529.2688969409123,-52.73026383719689,136.14415155750243,52.94147839313068,0.21121455593379324,0.0015514038136598453
3.25,1529.2688975785488,-52.71733664608909,136.13658207147134,52.93699981741854,0.2196631713294508,0.0016135499216083464
3.375,1529.2688982161853,-52.70441317595516,136.12901504797946,52.93252251649742,0.22810934054226095,0.0016756849409500427
3.5,1529.2688988538218,-52.69148970582123,136.12144802448756,52.92804521557632,0.23655550975508532,0.0017378268684926873
3.625,1529.2688994914583,-52.678566235687306,136.1138810009957,52.92356791465521,0.2450016789679026,0.0017999757053882724
3.75,1529.2689001290948,-52.665642765553386,136.10631397750382,52.919090613734106,0.25344784818071986,0.0018621314527892563
