replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,12.10625,3.4397542324543333,3578510.932475701
2,1,1.3384844104219924,0.8609172676841867,25,11.603125,3.756038974244233,3441455.503121242
3,2,1.5673420794615047,0.24216107092987377,25,13.321875,6.211802219678782,8901069.294672081
4,3,0.40060196789834845,1.0446245108769725,25,10.4625,5.057848139226717,4283626.78166451
5,4,1.146840186104423,0.13255032373604866,25,14.359375,6.232805122937893,10196672.735587021
6,5,0.9404099994359895,0.6007277038522987,25,14.190625,6.192849053104012,10212898.50782272
7,6,0.9259539759492723,0.5056439283308706,25,12.315625,5.082073785211439,5780728.582849507
8,7,0.24976483536291105,0.9156687054618924,25,13.5984375,6.8611358491123,10692443.050795404
9,8,0.8986655624347945,1.290641528889039,25,11.103125,5.289920228333827,4899101.9276794735
10,9,1.3592910432132472,1.0202241064044864,25,13.65,5.402619129369684,8009577.7984065395
