point_index,detuning_n,ensemble_index,requested_atom_count,successful_atom_count,complete_atom_count,trapped_atom_count,aligned_trapped_atom_count,complete_outside_core_count,escaped_atom_count,other_incomplete_atom_count,failed_atom_count,duration_complete_fraction,trapped_fraction,initial_temperature_x_k,initial_temperature_y_k,initial_temperature_z_k,initial_temperature_mean_k,plateau_temperature_x_k,plateau_temperature_y_k,plateau_temperature_z_k,plateau_temperature_mean_k,final_temperature_x_k,final_temperature_y_k,final_temperature_z_k,final_temperature_mean_k,plateau_window_1_mean_k,plateau_window_2_mean_k,plateau_window_3_mean_k,plateau_window_4_mean_k,stationarity_metric,relative_drift,stationarity_pass,statistics_pass,survivor_conditioning_warning,valid,quality_status,plateau_max_radius_median_m,plateau_max_radius_p90_m,plateau_max_radius_max_m,termination_counts_json,boundedness_counts_json
0,-0.1,0,15,15,15,2,2,13,0,0,0,1.0,0.13333333333333333,0.008441527282119532,0.005765133991047193,0.0004227986650459295,0.0048764866460708845,0.0028628010744038996,0.002668320804434093,0.0019179896199936787,0.0024830371662772238,0.00024253689664119568,0.0031419007371101,0.0004871292590302214,0.001290522297593839,0.0019344786335762944,0.0035408745647936748,0.0020048904873996207,0.0024493106304278134,0.6469480010344844,-0.0841643295431341,False,False,True,False,insufficient_survivors,0.0028116319024762693,0.003551914687212948,0.003732958404339725,"{""duration"": 15}","{""complete_final_plateau_core"": 2, ""complete_outside_final_plateau_core"": 13}"
0,-0.1,1,15,15,15,1,1,14,0,0,0,1.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,False,False,True,False,insufficient_survivors,0.0030626469603515275,0.00343043491162457,0.003989530280113654,"{""duration"": 15}","{""complete_final_plateau_core"": 1, ""complete_outside_final_plateau_core"": 14}"
0,-0.1,2,15,15,15,0,0,15,0,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,False,False,True,False,insufficient_survivors,0.003086833595642163,0.0036312732512333024,0.003786502937466217,"{""duration"": 15}","{""complete_outside_final_plateau_core"": 15}"
0,-0.1,3,15,15,15,2,2,13,0,0,0,1.0,0.13333333333333333,0.010353905232769758,9.546474996759172e-08,0.007155882997187817,0.005836627898235848,0.002247216840968263,0.002175574038241642,0.003624743243712021,0.002682511374307309,0.004312964861757478,9.232012448566509e-05,0.0022331710212106855,0.002212818669151276,0.0028159945707636196,0.0029186984650009153,0.002164921776162598,0.0028427572945516687,0.2809966421980079,0.10468032330578952,False,False,True,False,insufficient_survivors,0.0029165127372575966,0.0034340125282407586,0.004255729652682658,"{""duration"": 15}","{""complete_final_plateau_core"": 2, ""complete_outside_final_plateau_core"": 13}"
0,-0.1,4,15,15,15,1,1,14,0,0,0,1.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,False,False,True,False,insufficient_survivors,0.002892356813984656,0.0037553272056479784,0.004053593096901926,"{""duration"": 15}","{""complete_final_plateau_core"": 1, ""complete_outside_final_plateau_core"": 14}"
0,-0.1,5,15,15,15,2,2,13,0,0,0,1.0,0.13333333333333333,4.3934392939961307e-07,0.012808716160066897,5.858219362361967e-07,0.004269913775310844,0.0018649823665309053,0.0023663925036238034,0.0023479593037204335,0.002193111391291714,3.936010115384207e-05,0.0002505805216896348,1.4756661330500005e-06,9.713876299217564e-05,0.0011538863468052013,0.0034055012951681738,0.0019947896756497183,0.002220364652231434,1.0266760536211526,0.36649084338277,False,False,True,False,insufficient_survivors,0.0029496094590980826,0.0033713092588580056,0.0035598275539445758,"{""duration"": 15}","{""complete_final_plateau_core"": 2, ""complete_outside_final_plateau_core"": 13}"
0,-0.1,6,15,15,15,3,3,12,0,0,0,1.0,0.2,0.00018793727406955633,0.0042659854820428205,0.0006043814262397729,0.0016861013941173832,0.002688427148740802,0.0027465677393323576,0.002475772806603116,0.0026369225648920917,0.0019494407474694537,0.0017083293465734633,0.0052483797435831,0.002968716612542005,0.0028643293994812706,0.0015549653528351723,0.002861068195464183,0.003319861040695713,0.6693012951378662,0.30312821356138375,False,True,True,False,nonstationary,0.0025830547923584067,0.003428831246855915,0.003519291187568269,"{""duration"": 15}","{""complete_final_plateau_core"": 3, ""complete_outside_final_plateau_core"": 12}"
0,-0.1,7,15,15,15,0,0,15,0,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,False,False,True,False,insufficient_survivors,0.0026580486870018015,0.003300728722828333,0.0035477503741511668,"{""duration"": 15}","{""complete_outside_final_plateau_core"": 15}"
0,-0.1,8,15,15,15,2,2,13,0,0,0,1.0,0.13333333333333333,0.0032963799066607004,0.007820098611189012,6.276626815756225e-05,0.0037264149286690917,0.00302785828517234,0.0030389235995864476,0.002971553667213192,0.0030127785173239933,0.004745824298014503,0.0015267686016067436,0.0014584872529764502,0.0025770267175325655,0.0022350730538592796,0.003032054365400249,0.0035297551293744472,0.0032743526042734988,0.42973025334272785,0.4532588194136386,False,False,True,False,insufficient_survivors,0.0025283483306951012,0.0031750251502539032,0.003866673206690748,"{""duration"": 15}","{""complete_final_plateau_core"": 2, ""complete_outside_final_plateau_core"": 13}"
0,-0.1,9,15,15,15,3,3,12,0,0,0,1.0,0.2,0.0005438883459769785,0.0019786519867134,0.0005357845416492701,0.0010194416247798828,0.0021624174505744395,0.0028296065065882493,0.0036139121232815386,0.002868645360148076,0.009230282888622406,0.00048564729218140176,0.00045714461403109755,0.003391024931611635,0.003109978454829257,0.002076599055851375,0.002761772806716899,0.0035810299367819987,0.5244394799826239,0.3183727854802608,False,True,True,False,nonstationary,0.002669348632969118,0.003360491382461046,0.004025330726464157,"{""duration"": 15}","{""complete_final_plateau_core"": 3, ""complete_outside_final_plateau_core"": 12}"
