replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,25.125,5.507673978754553,51825687.616773516
2,1,1.3384844104219924,0.8609172676841867,25,22.7875,6.375957342332992,40797392.654654466
3,2,1.5673420794615047,0.24216107092987377,25,26.35625,4.7785684882478145,58996299.21128278
4,3,0.40060196789834845,1.0446245108769725,25,23.3875,8.194280946756402,53971123.91234515
5,4,1.146840186104423,0.13255032373604866,25,26.4125,6.275092857048678,65602966.88487849
6,5,0.9404099994359895,0.6007277038522987,25,29.2,9.187089214526932,113139327.9437217
7,6,0.9259539759492723,0.5056439283308706,25,26.06875,7.803859805543877,71376201.37346318
8,7,0.24976483536291105,0.9156687054618924,25,30.03125,4.440772340975722,92483374.15924524
9,8,0.8986655624347945,1.290641528889039,25,23.4875,7.410589006758055,50620355.2981501
10,9,1.3592910432132472,1.0202241064044864,25,25.9625,6.967985057045425,66669901.252601415
