disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.8097296535242883,738441.0548280099
1,25,0.907347704432502,827464.8125342645
2,25,0.7640524855562405,696785.3047278691
3,25,1.4082330294869714,1284252.1935709384
4,25,6.038979195814937,5507307.46741539
5,25,0.9872412438289808,900324.5247222773
6,25,2.1743626439530246,1982931.7567794004
7,25,0.7762010876113058,707864.3438580064
8,25,0.5076087974573332,462918.9189291896
9,25,0.6601754047779892,602053.562141335
10,25,0.7669464784918415,699424.5105254197
11,25,0.8077490683508628,736634.8403732529
12,25,1.8014361589173484,1642837.719486265
13,25,1.7606761774282655,1605666.246767481
14,25,0.8400591192293362,766100.3143723854
15,25,0.8157350327247781,743917.7204436887
16,25,3.2532470407530347,2966831.1712851375
17,25,4.015275806561885,3661770.9245521766
18,25,0.705055094270913,642982.0437713017
19,25,0.6273521001706265,572120.0212716046
20,25,4.354290824363213,3970939.0601862757
21,25,1.1180432411133965,1019610.714165773
22,25,0.773523558642067,705422.5445392195
23,25,2.3939400739144103,2183177.5898069856
24,25,1.0531488393126742,960429.6154995863
