disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,100,65.99143256411425,60181546.84116963
1,100,58.727059051740476,53556728.77282524
2,100,88.34577834010918,80567816.01504597
3,100,78.63738325898328,71714148.03686239
4,100,76.8606671540145,70093854.01777506
5,100,52.41357366221178,47799082.63699066
6,100,64.12715717566763,58481402.25792185
7,100,48.595029082440675,44316722.7220226
8,100,66.78317577522051,60903584.9799701
9,100,59.737982385063916,54478650.415882885
10,100,78.43907366554154,71533297.62002726
11,100,85.19888058220378,77697971.13574657
12,100,64.921458830691,59205773.59523696
13,100,58.31464554417776,53180624.15046835
14,100,57.80196653598651,52713081.40215825
15,100,67.21247511379939,61295088.80478049
16,100,52.94108861940219,48280155.17735002
17,100,96.7437095549412,88226393.36572418
18,100,66.15355833375584,60329399.05805197
19,100,66.04916823761155,60234199.46597223
20,100,68.23568181678901,62228212.38963891
21,100,46.005295396152206,41954989.18947496
22,100,67.4578517101327,61518862.445572615
23,100,62.29168314034218,56807523.35666645
24,100,72.50476863115205,66121448.80086542
25,100,95.99631566111728,87544800.03031251
26,100,88.70735457072975,80897559.0743227
27,100,55.62639783000544,50729049.76505176
28,100,65.09135852930926,59360715.32438888
29,100,100.0291849013809,91222615.46266332
30,100,68.03496804861274,62045169.46161287
31,100,69.15792413741488,63069260.496356875
32,100,97.89778847395137,89278867.17670469
33,100,80.6373588190005,73538045.74857569
34,100,79.6196715915138,72609955.70459692
35,100,62.84241473085981,57309768.53795491
36,100,75.12936924368722,68514979.575473
37,100,59.62130671298631,54372246.86997499
38,100,48.61195387854171,44332157.4590749
39,100,60.65287674849553,55312997.47955798
40,100,57.51677651691332,52452999.51236427
41,100,84.86630696292684,77394677.29791076
42,100,56.61295517219479,51628750.59883476
43,100,73.61339576485565,67132472.40171777
44,100,65.08876838583953,59358353.21715022
45,100,67.85010524831588,61876581.982254155
46,100,67.23029850685302,61311343.02630968
47,100,62.4179598562486,56922682.67050447
48,100,79.61802506832402,72608454.14130877
49,100,64.41696742590506,58745697.613728374
50,100,70.55722790055735,64345369.55619228
51,100,82.99927871197858,75692022.21417598
52,100,65.42534093426217,59665293.91840973
53,100,56.732420104602895,51737697.838593654
54,100,68.84520531508886,62784073.43914844
55,100,57.0341846506073,52012895.03396784
56,100,87.01713330789546,79356144.89146835
57,100,60.040935172694105,54754931.24009012
58,100,57.79998313842352,52711272.62291671
59,100,71.9777879771955,65640863.52368321
60,100,73.15938943529693,66718436.789413385
61,100,68.99258780951965,62918480.37876954
62,100,68.17032461168185,62168609.23286938
63,100,71.54321871432676,65244553.73871743
64,100,84.47097723045903,77034152.39508942
65,100,72.08700945864648,65740469.14590724
66,100,80.3381098936855,73265142.69864543
67,100,54.86708143500409,50036583.585466325
68,100,77.37921258145614,70566746.70578474
69,100,62.41686643680038,56921685.515704475
70,100,64.1095456447399,58465341.246176995
71,100,54.80053848310534,49975899.075052746
72,100,65.21971453645114,59477770.86866198
73,100,68.11463115572344,62117819.02877355
74,100,65.20212725074087,59461731.967585646
75,100,56.19310284169913,51245862.06751594
76,100,62.69891837713822,57178905.60321497
77,100,88.65139088901978,80846522.43515047
78,100,64.81964600850819,59112924.37391913
79,100,63.935676344973736,58306779.39956225
80,100,68.92061871485446,62852847.443198666
81,100,58.32089165130271,53186320.350322016
82,100,75.92310508154122,69238834.91016233
83,100,69.04163795535521,62963212.14976574
84,100,60.22316789226194,54921120.1910272
85,100,61.36808812338297,55965241.64500033
86,100,72.73421239305743,66330692.333972655
87,100,70.18724424090377,64007959.2579346
88,100,52.190174044880216,47595351.12196896
89,100,68.43615379977498,62411034.8192428
90,100,57.068470113571905,52044162.004773036
91,100,65.2556144646147,59510510.16715002
92,100,68.6056893924098,62565644.49830204
93,100,52.936333793425284,48275818.96625212
94,100,58.835509122993685,53655630.89980532
95,100,69.83931418600201,63690660.965066396
96,100,61.66569326476457,56236645.629734695
97,100,63.06470571342989,57512489.02241952
98,100,73.13595626610656,66697066.67643854
99,100,76.52782210108441,69790312.64330494
