disc_index,point_index,theta_rad,phi_rad,theta_prime_rad,s_m,radial_distance_m,x0_m,y0_m,z0_m,vx_hat,vy_hat,vz_hat,disc_center_x_m,disc_center_y_m,disc_center_z_m,basis_u_x,basis_u_y,basis_u_z,basis_v_x,basis_v_y,basis_v_z
0,0,1.831268604766438,4.187121036645544,3.3485201834116407,0.0122826064343636,0.015,-0.01799392260359819,-0.007074708299144133,-0.0014246657991295098,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,1,1.831268604766438,4.187121036645544,4.472847061662505,0.01264824306686544,0.015,-0.011451058358867566,-0.013773088716491128,0.008009578162923667,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,2,1.831268604766438,4.187121036645544,0.48337735898331613,0.011644913770952807,0.015,0.002351745481349492,-0.016504414193423623,-0.009092723577443415,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,3,1.831268604766438,4.187121036645544,0.6520431150801158,0.013579622463319682,0.015,0.003134799168752809,-0.016116445406579968,-0.011825369671795068,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,4,1.831268604766438,4.187121036645544,4.7125880698066025,0.0033511909808438753,0.015,-0.007700152490732975,-0.013287122630356052,-0.0006249038449458698,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,5,1.831268604766438,4.187121036645544,2.3142482992255324,0.008416904828048792,0.015,-0.011396647582397864,-0.008302850638167977,-0.00985004477387436,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,6,1.831268604766438,4.187121036645544,2.0613240877976575,0.01148177752389177,0.015,-0.01063981538444412,-0.007571102175227945,-0.013649320699044004,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,7,1.831268604766438,4.187121036645544,4.628068552064998,0.011228093605883425,0.015,-0.009530960325782493,-0.01455883292938096,0.0069477525161172025,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,8,1.831268604766438,4.187121036645544,2.0250903963453495,0.008742680830530229,0.015,-0.009572766474977495,-0.008865828822850289,-0.011453981377843456,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
0,9,1.831268604766438,4.187121036645544,3.5643588065483285,0.010873765672003927,0.015,-0.016423671878197356,-0.008561615478225149,0.0004477971973737894,0.4845303364077101,0.8360054329170052,0.2575369279033239,-0.007267955046115651,-0.012540081493755078,-0.003863053918549858,0.8651896136755,-0.5014448448115097,0.0,0.12914056484571523,0.22281827515985186,-0.9662684568825157
