velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,235,250,0.94,0.00042524598158991437
0.5,233,250,0.932,0.00042162686685297897
0.75,233,250,0.932,0.00042162686685297897
1.0,229,250,0.916,0.00041438863737910806
1.25,227,250,0.908,0.00041076952264217266
1.5,224,250,0.896,0.00040534085053676945
1.75,217,250,0.868,0.0003926739489574954
2.0,213,250,0.852,0.00038543571948362453
2.25,208,250,0.832,0.0003763879326412859
2.5,207,250,0.828,0.00037457837527281817
2.75,199,250,0.796,0.00036010191632507646
3.0,194,250,0.776,0.00035105412948273785
3.25,184,250,0.736,0.00033295855579806063
3.5,176,250,0.704,0.00031848209685031887
3.75,167,250,0.668,0.0003021960805341094
4.0,164,250,0.656,0.00029676740842870625
4.25,150,250,0.6,0.0002714336052701581
4.5,139,250,0.556,0.0002515284742170132
4.75,134,250,0.536,0.0002424806873746746
5.0,127,250,0.508,0.00022981378579540055
5.25,112,250,0.448,0.00020267042526838473
5.5,104,250,0.416,0.00018819396632064296
5.75,99,250,0.396,0.00017914617947830438
6.0,86,250,0.344,0.00015562193368822398
6.25,80,250,0.32,0.00014476458947741767
6.5,76,250,0.304,0.0001375263600035468
6.75,72,250,0.288,0.00013028813052967588
7.0,66,250,0.264,0.00011943078631886958
7.25,59,250,0.236,0.00010676388473959552
7.5,56,250,0.224,0.00010133521263419236
7.75,50,250,0.2,9.047786842338604e-05
8.0,48,250,0.192,8.68587536864506e-05
8.25,45,250,0.18,8.143008158104743e-05
8.5,43,250,0.172,7.781096684411199e-05
8.75,41,250,0.164,7.419185210717656e-05
9.0,39,250,0.156,7.057273737024111e-05
9.25,38,250,0.152,6.87631800017734e-05
9.5,37,250,0.148,6.695362263330567e-05
9.75,36,250,0.144,6.514406526483794e-05
10.0,35,250,0.14,6.333450789637024e-05
10.25,33,250,0.132,5.971539315943479e-05
10.5,32,250,0.128,5.7905835790967064e-05
10.75,31,250,0.124,5.609627842249934e-05
11.0,31,250,0.124,5.609627842249934e-05
11.25,31,250,0.124,5.609627842249934e-05
11.5,31,250,0.124,5.609627842249934e-05
11.75,29,250,0.116,5.247716368556391e-05
12.0,29,250,0.116,5.247716368556391e-05
12.25,26,250,0.104,4.704849158016074e-05
12.5,25,250,0.1,4.523893421169302e-05
12.75,25,250,0.1,4.523893421169302e-05
13.0,24,250,0.096,4.34293768432253e-05
13.25,24,250,0.096,4.34293768432253e-05
13.5,24,250,0.096,4.34293768432253e-05
13.75,22,250,0.088,3.981026210628986e-05
14.0,22,250,0.088,3.981026210628986e-05
14.25,20,250,0.08,3.619114736935442e-05
14.5,19,250,0.076,3.43815900008867e-05
14.75,19,250,0.076,3.43815900008867e-05
15.0,19,250,0.076,3.43815900008867e-05
15.25,19,250,0.076,3.43815900008867e-05
15.5,18,250,0.072,3.257203263241897e-05
15.75,18,250,0.072,3.257203263241897e-05
16.0,18,250,0.072,3.257203263241897e-05
16.25,18,250,0.072,3.257203263241897e-05
16.5,16,250,0.064,2.8952917895483532e-05
16.75,15,250,0.06,2.714336052701581e-05
17.0,15,250,0.06,2.714336052701581e-05
17.25,15,250,0.06,2.714336052701581e-05
17.5,15,250,0.06,2.714336052701581e-05
17.75,14,250,0.056,2.533380315854809e-05
18.0,14,250,0.056,2.533380315854809e-05
18.25,13,250,0.052,2.352424579008037e-05
18.5,13,250,0.052,2.352424579008037e-05
18.75,13,250,0.052,2.352424579008037e-05
19.0,13,250,0.052,2.352424579008037e-05
19.25,13,250,0.052,2.352424579008037e-05
19.5,13,250,0.052,2.352424579008037e-05
19.75,13,250,0.052,2.352424579008037e-05
20.0,13,250,0.052,2.352424579008037e-05
20.25,13,250,0.052,2.352424579008037e-05
20.5,13,250,0.052,2.352424579008037e-05
20.75,13,250,0.052,2.352424579008037e-05
21.0,13,250,0.052,2.352424579008037e-05
21.25,13,250,0.052,2.352424579008037e-05
21.5,12,250,0.048,2.171468842161265e-05
21.75,12,250,0.048,2.171468842161265e-05
22.0,12,250,0.048,2.171468842161265e-05
22.25,11,250,0.044,1.990513105314493e-05
22.5,11,250,0.044,1.990513105314493e-05
22.75,11,250,0.044,1.990513105314493e-05
23.0,10,250,0.04,1.809557368467721e-05
23.25,10,250,0.04,1.809557368467721e-05
23.5,10,250,0.04,1.809557368467721e-05
23.75,9,250,0.036,1.6286016316209485e-05
24.0,9,250,0.036,1.6286016316209485e-05
24.25,9,250,0.036,1.6286016316209485e-05
24.5,9,250,0.036,1.6286016316209485e-05
24.75,9,250,0.036,1.6286016316209485e-05
25.0,8,250,0.032,1.4476458947741766e-05
25.25,8,250,0.032,1.4476458947741766e-05
25.5,8,250,0.032,1.4476458947741766e-05
25.75,8,250,0.032,1.4476458947741766e-05
26.0,7,250,0.028,1.2666901579274045e-05
26.25,7,250,0.028,1.2666901579274045e-05
26.5,7,250,0.028,1.2666901579274045e-05
26.75,7,250,0.028,1.2666901579274045e-05
27.0,7,250,0.028,1.2666901579274045e-05
27.25,6,250,0.024,1.0857344210806325e-05
27.5,6,250,0.024,1.0857344210806325e-05
27.75,6,250,0.024,1.0857344210806325e-05
28.0,6,250,0.024,1.0857344210806325e-05
28.25,6,250,0.024,1.0857344210806325e-05
28.5,6,250,0.024,1.0857344210806325e-05
28.75,6,250,0.024,1.0857344210806325e-05
29.0,6,250,0.024,1.0857344210806325e-05
29.25,3,250,0.012,5.428672105403162e-06
29.5,3,250,0.012,5.428672105403162e-06
29.75,3,250,0.012,5.428672105403162e-06
30.0,2,250,0.008,3.6191147369354415e-06
30.25,1,250,0.004,1.8095573684677207e-06
30.5,1,250,0.004,1.8095573684677207e-06
30.75,1,250,0.004,1.8095573684677207e-06
31.0,1,250,0.004,1.8095573684677207e-06
31.25,1,250,0.004,1.8095573684677207e-06
31.5,1,250,0.004,1.8095573684677207e-06
31.75,1,250,0.004,1.8095573684677207e-06
32.0,0,250,0.0,0.0
32.25,0,250,0.0,0.0
