replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,6.0859375,3.156044931328006,463018.77517158864
2,1,1.3384844104219924,0.8609172676841867,25,4.795703125,2.5643846357912827,193923.5909804627
3,2,1.5673420794615047,0.24216107092987377,25,7.170703125,8.073535946299376,6652057.788375043
4,3,0.40060196789834845,1.0446245108769725,25,4.58515625,2.162972259404736,97448.4286440497
5,4,1.146840186104423,0.13255032373604866,25,8.525390625,8.224148407266224,7564144.49829386
6,5,0.9404099994359895,0.6007277038522987,25,7.54130859375,7.362125414616999,6009769.641579637
7,6,0.9259539759492723,0.5056439283308706,25,6.148046875,5.9518300380982705,3469544.9867982133
8,7,0.24976483536291105,0.9156687054618924,25,7.371484375,5.600770356063972,1911707.2228254124
9,8,0.8986655624347945,1.290641528889039,25,4.5564453125,4.695801627461927,1368770.2877443328
10,9,1.3592910432132472,1.0202241064044864,25,6.71953125,7.058812081570785,6276540.746204217
