point_index,detuning_n,ensemble_index,requested_atom_count,successful_atom_count,complete_atom_count,trapped_atom_count,aligned_trapped_atom_count,complete_outside_core_count,escaped_atom_count,other_incomplete_atom_count,failed_atom_count,duration_complete_fraction,trapped_fraction,initial_temperature_x_k,initial_temperature_y_k,initial_temperature_z_k,initial_temperature_mean_k,plateau_temperature_x_k,plateau_temperature_y_k,plateau_temperature_z_k,plateau_temperature_mean_k,final_temperature_x_k,final_temperature_y_k,final_temperature_z_k,final_temperature_mean_k,plateau_window_1_mean_k,plateau_window_2_mean_k,plateau_window_3_mean_k,plateau_window_4_mean_k,stationarity_metric,relative_drift,stationarity_pass,statistics_pass,survivor_conditioning_warning,valid,quality_status,plateau_max_radius_median_m,plateau_max_radius_p90_m,plateau_max_radius_max_m,termination_counts_json,boundedness_counts_json
2,-8.0,0,25,25,25,22,22,3,0,0,0,1.0,0.88,0.00194662265874249,0.0015857261340363217,0.0022069933916613093,0.0019131140614800403,0.0016459202834038364,0.00129031742558819,0.0013270775130479356,0.0014211050740133204,0.0030890396703741837,0.001886794783603204,0.0020034305554595283,0.0023264216698123054,0.0011139864364569695,0.0012478122304202706,0.0015568543890641811,0.00179448908728674,0.4788545641512444,0.6529436374119947,False,True,True,False,nonstationary,0.0015678877295009087,0.002162246503185421,0.003530350073678357,"{""duration"": 25}","{""complete_final_plateau_core"": 22, ""complete_outside_final_plateau_core"": 3}"
2,-8.0,1,25,25,25,17,17,8,0,0,0,1.0,0.68,0.001271447895770759,0.002904553794405688,0.0011022032927896339,0.001759401660988694,0.0012067407293135358,0.0015505743633492147,0.0015934861790154338,0.001450267090559395,0.0006408423602004985,0.0012023723830882189,0.0016308606193726255,0.0011580251208871144,0.0015430015442893655,0.0012560643947358606,0.0015124668152490413,0.001492807984413638,0.19785124507157362,0.014395159283514211,False,True,True,False,nonstationary,0.0017801707322441,0.0023056813780719,0.0031783201948662205,"{""duration"": 25}","{""complete_final_plateau_core"": 17, ""complete_outside_final_plateau_core"": 8}"
2,-8.0,2,25,25,25,17,17,8,0,0,0,1.0,0.68,0.001846141773553868,0.003353805757415169,0.0026860904808222222,0.002628679337263753,0.0010353821422616244,0.0018467315558621628,0.0012476335017587246,0.0013765823999608373,0.0009167767145761014,0.0026526931397385933,0.0011046829618387949,0.0015580509387178299,0.0016471176868471274,0.001397589194815252,0.0011126769067142796,0.0013466427624255113,0.38823740601946694,-0.3376370981732815,False,True,True,False,nonstationary,0.0017086660037397426,0.002316335435567532,0.0030971629503477507,"{""duration"": 25}","{""complete_final_plateau_core"": 17, ""complete_outside_final_plateau_core"": 8}"
2,-8.0,3,25,25,25,13,13,12,0,0,0,1.0,0.52,0.0014429693366830414,0.0023850134857705723,0.0011941362984967856,0.0016740397069834663,0.0013975577875970063,0.0015384577002130473,0.001248780547614472,0.001394932011808175,0.0019718929288076396,0.001428723730725072,0.001092441710773119,0.0014976861234352768,0.0015011974552818735,0.0011266391907204056,0.0012309609148410785,0.0017480970259377744,0.44551120051493154,0.1879684270255394,False,True,True,False,nonstationary,0.0019037282033616944,0.0026288239985110154,0.003010216770708272,"{""duration"": 25}","{""complete_final_plateau_core"": 13, ""complete_outside_final_plateau_core"": 12}"
2,-8.0,4,25,25,25,19,19,6,0,0,0,1.0,0.76,0.0028613595355174884,0.0020859846155341613,0.0036258108382325105,0.002857718329761387,0.001145747849588649,0.0015044372569789869,0.0018343835606148713,0.0014948562223941692,0.0012134707106186374,0.0009421143639909295,0.0018323664466896724,0.0013293171737664134,0.001662361547078862,0.0015820320920083356,0.0014581929221543514,0.0012586701704968746,0.2700536483270835,-0.34706218192957905,False,True,True,False,nonstationary,0.0015165836139857598,0.002529022979423149,0.00273209714696292,"{""duration"": 25}","{""complete_final_plateau_core"": 19, ""complete_outside_final_plateau_core"": 6}"
2,-8.0,5,25,25,25,21,21,4,0,0,0,1.0,0.84,0.0021722291103765095,0.001489200898075365,0.002507860634332908,0.0020564302142615943,0.001416781467294872,0.0011821719817333687,0.0011863957694359252,0.0012617830728213887,0.0015971079745116894,0.0019143383340535205,0.0009683773500398149,0.0014932745528683415,0.0013202534114695557,0.0011360235571209415,0.0010915205633039579,0.0015191307332719096,0.33889356988424424,0.13776573106621454,False,True,True,False,nonstationary,0.0014721639410188682,0.0023233440146262175,0.0025145087859247887,"{""duration"": 25}","{""complete_final_plateau_core"": 21, ""complete_outside_final_plateau_core"": 4}"
2,-8.0,6,25,25,25,20,20,5,0,0,0,1.0,0.8,0.0011973109962848726,0.0017533450429181032,0.0032030526803216238,0.002051236239841533,0.0011872547994611583,0.0015124615951696405,0.001381778039543698,0.001360498144724832,0.0014460432874967137,0.0010073836870842319,0.0017563467452050014,0.0014032579065953157,0.001398409551117998,0.00143241637817529,0.001218325484258031,0.001395536417066608,0.15736213588189799,-0.06903895188846983,False,True,True,False,nonstationary,0.0014860063208088864,0.0020840357074371923,0.0025097619955385406,"{""duration"": 25}","{""complete_final_plateau_core"": 20, ""complete_outside_final_plateau_core"": 5}"
2,-8.0,7,25,25,25,15,15,10,0,0,0,1.0,0.6,0.002132869040370429,0.002856018782849619,0.002884485223093222,0.0026244576821044235,0.0011111660939063552,0.0012601022631429986,0.0013917407553237131,0.0012543363707910222,0.0008270391179073336,0.0008956022800508635,0.0010278082927473715,0.0009168165635685229,0.0010588329430433463,0.001368912921856574,0.0014001108202227812,0.0011840848336455846,0.27207843535957965,0.1091800299624145,False,True,True,False,nonstationary,0.001635142197562956,0.0025150678928056234,0.002753332364344253,"{""duration"": 25}","{""complete_final_plateau_core"": 15, ""complete_outside_final_plateau_core"": 10}"
2,-8.0,8,25,25,25,15,15,10,0,0,0,1.0,0.6,0.0034508351856080933,0.0017693844656814291,0.003581315197130305,0.0029338449494732757,0.0018580932611159686,0.0017282426544392127,0.00123743630735305,0.0016079240743027438,0.002839589871576581,0.0022714697035402624,0.0010961252815397176,0.00206906161888552,0.001709367081398347,0.0015867629239621514,0.0014170833038266285,0.001727696230833943,0.19317636446360684,-0.01038571091964845,False,True,True,False,nonstationary,0.0017990374262796878,0.0023266407516222636,0.0024737474083190523,"{""duration"": 25}","{""complete_final_plateau_core"": 15, ""complete_outside_final_plateau_core"": 10}"
2,-8.0,9,25,25,25,24,24,1,0,0,0,1.0,0.96,0.0014532029917296268,0.0014163801990859954,0.0024113013406680166,0.0017602948438278797,0.0015644895444997383,0.0016149712521857543,0.001666170366899468,0.0016152103878616538,0.001071333352943117,0.0014104370725763495,0.00113681560878456,0.0012061953447680088,0.001548330809979458,0.0017614330783496395,0.0017538075998504187,0.001379108369550887,0.23670273028946082,-0.12157995354356782,False,True,True,False,nonstationary,0.0016078938891467567,0.0019181591966691916,0.0025318659281685,"{""duration"": 25}","{""complete_final_plateau_core"": 24, ""complete_outside_final_plateau_core"": 1}"
