time_s,trapping_x_incident_beq_x_t,trapping_x_incident_beq_y_t,trapping_x_incident_beq_z_t,trapping_x_retro_beq_x_t,trapping_x_retro_beq_y_t,trapping_x_retro_beq_z_t,trapping_y_incident_beq_x_t,trapping_y_incident_beq_y_t,trapping_y_incident_beq_z_t,trapping_y_retro_beq_x_t,trapping_y_retro_beq_y_t,trapping_y_retro_beq_z_t,trapping_z_incident_beq_x_t,trapping_z_incident_beq_y_t,trapping_z_incident_beq_z_t,trapping_z_retro_beq_x_t,trapping_z_retro_beq_y_t,trapping_z_retro_beq_z_t
0.0002100000000000004,-1.9690735017963892e-18,-0.0,-0.0,1.2199552908813823e-58,0.0,0.0,-0.0,-1.6949927921518147e-14,-0.0,0.0,6.98532085913532e-90,0.0,0.0,0.0,3.7790803991152453e-06,-0.0,-0.0,-0.0
0.0002125000000000004,-2.104765074475903e-18,-0.0,-0.0,3.0967533380580033e-58,0.0,0.0,-0.0,-1.7390144679125997e-14,-0.0,0.0,5.579557611351358e-89,0.0,0.0,0.0,3.861694088293859e-06,-0.0,-0.0,-0.0
0.0002150000000000004,-2.2473158244744606e-18,-0.0,-0.0,7.77251592287847e-58,0.0,0.0,-0.0,-1.7826684686734198e-14,-0.0,0.0,4.310566347965583e-88,0.0,0.0,0.0,3.946202233423373e-06,-0.0,-0.0,-0.0
0.0002175000000000004,-2.396879152440241e-18,-0.0,-0.0,1.929189258393829e-57,0.0,0.0,-0.0,-1.8258777891690718e-14,-0.0,0.0,3.2230304641359772e-87,0.0,0.0,0.0,4.032642906545323e-06,-0.0,-0.0,-0.0
0.00022000000000000041,-2.55359729098383e-18,-0.0,-0.0,4.7359928617343416e-57,0.0,0.0,-0.0,-1.8685649479548893e-14,-0.0,0.0,2.3337705416883825e-86,0.0,0.0,0.0,4.121054708325208e-06,-0.0,-0.0,-0.0
0.00022250000000000042,-2.717600108094243e-18,-0.0,-0.0,1.1500955474348304e-56,0.0,0.0,-0.0,-1.910652218154502e-14,-0.0,0.0,1.6374864217079274e-85,0.0,0.0,0.0,4.211476764098114e-06,-0.0,-0.0,-0.0
0.00022500000000000043,-2.8890039048775575e-18,-0.0,-0.0,2.7631605054323746e-56,0.0,0.0,-0.0,-1.952061863375551e-14,-0.0,0.0,1.1139850722632893e-84,0.0,0.0,0.0,4.303948719212671e-06,-0.0,-0.0,-0.0
0.00022750000000000043,-3.067910215358641e-18,-0.0,-0.0,6.568847937644824e-56,0.0,0.0,-0.0,-1.9927163783299035e-14,-0.0,0.0,7.352139923640964e-84,0.0,0.0,0.0,4.398510735233741e-06,-0.0,-0.0,-0.0
0.00023000000000000044,-3.2544046128388086e-18,-0.0,-0.0,1.5454103054755266e-55,0.0,0.0,-0.0,-2.032538733455541e-14,-0.0,0.0,4.7100550557661575e-83,0.0,0.0,0.0,4.495203483423691e-06,-0.0,-0.0,-0.0
0.00023250000000000045,-3.448555534874539e-18,-0.0,-0.0,3.59856639099169e-55,0.0,0.0,-0.0,-2.071452621170333e-14,-0.0,0.0,2.93059472345654e-82,0.0,0.0,0.0,4.594068139213204e-06,-0.0,-0.0,-0.0
