time_s,x_m,vx_m_per_s,Fx_n,effective_field_proxy_x_t,quantization_axis_x,y_m,vy_m_per_s,Fy_n,effective_field_proxy_y_t,quantization_axis_y,z_m,vz_m_per_s,Fz_n,effective_field_proxy_z_t,quantization_axis_z,radius_m,speed_m_per_s,total_780_scattering_rate_per_s,reference_vector_shift_hz,applied_reference_transition_shift_hz,total_trapping_intensity_w_per_m2,cooling_x_incident_absorption_rate_per_s,cooling_x_retro_absorption_rate_per_s,cooling_y_incident_absorption_rate_per_s,cooling_y_retro_absorption_rate_per_s,cooling_z_incident_absorption_rate_per_s,cooling_z_retro_absorption_rate_per_s,repump_x_incident_absorption_rate_per_s,repump_x_retro_absorption_rate_per_s,repump_y_incident_absorption_rate_per_s,repump_y_retro_absorption_rate_per_s,repump_z_incident_absorption_rate_per_s,repump_z_retro_absorption_rate_per_s,effective_field_proxy_magnitude_t
4.5e-05,0.014244982453744831,-16.70672562269552,-3.4635113168955615e-22,0.0026685875768380084,1.0,0.0,0.0,0.0,0.0,0.0,-1.0480845418376461e-08,-0.00044129809004289075,2.438405319709643e-29,-1.3721141309937922e-44,-5.1417241948626665e-42,0.014244982453748688,16.70672562852383,2229310.877970899,37349624.02572393,37349624.04860876,29358.28078024238,907675.8750726212,1315458.1687075938,142.3330581239627,142.3330581239627,142.3474115529695,142.3187079686823,2837.811986570917,2769.084895336635,0.151268252830645,0.151268252830645,0.15126852633929916,0.1512679750170371,0.0026685875768380084
4.75e-05,0.014203200640012171,-16.71272549306421,-4.62052126813311e-22,0.0027233136052160134,1.0,0.0,0.0,0.0,0.0,0.0,-1.1645381149966073e-08,-0.00046581429263584524,3.145202215618532e-29,-2.50013199712788e-44,-9.180477754524234e-42,0.014203200640016945,16.71272549955576,2233081.072772278,38115571.00160003,38115571.02495418,29930.4195384374,841556.1384728628,1385473.6038846525,158.68569725401585,158.68569725401585,158.7042109019279,158.6671869852121,2710.1242612488395,2705.793061205134,0.16757497996273912,0.16757497996273912,0.1675751811261762,0.16757477298251452,0.0027233136052160134
5e-05,0.014161398815857927,-16.720729661697742,-5.715493579896808e-22,0.002779728463646471,1.0,0.0,0.0,0.0,0.0,0.0,-1.2871207081940491e-08,-0.0004903303727897671,3.9391645869874504e-29,-4.525826388567731e-44,-1.6281541336705652e-41,0.014161398815863776,16.720729668887138,2238607.810175379,38905154.88864588,38905154.91248381,30520.08866583463,779953.7568345922,1452709.304683294,178.7081509334679,178.7081509334679,178.73133758253022,178.68496721935767,2587.446256582923,2641.724048923562,0.1864363312788152,0.1864363312788152,0.18643644503614581,0.18643620972683972,0.002779728463646471
5.25e-05,0.014119572239207274,-16.730630660261014,-6.734004410314593e-22,0.0028379092751099943,1.0,0.0,0.0,0.0,0.0,0.0,-1.4158322870452757e-08,-0.0005148463154049063,4.7704755042925797e-29,-8.143991856223837e-44,-2.8697153667494127e-41,0.014119572239214373,16.730630668182613,2243679.6087163384,39719455.102187656,39719455.12652454,31128.08701573777,722610.9272713367,1515209.6284742635,202.85754868224427,202.85754868224427,202.88562765992867,202.82947116511,2469.8897573754607,2576.900358939384,0.20816456087890384,0.20816456087890384,0.2081645719702385,0.20816453943505725,0.0028379092751099943
5.5e-05,0.01407771649912259,-16.74229603387391,-7.660533091198853e-22,0.0028979372609935308,1.0,0.0,0.0,0.0,0.0,0.0,-1.550672815548111e-08,-0.000539362114011342,5.538136405110844e-29,-1.4574428849754382e-43,-5.029242366950924e-41,0.01407771649913113,16.74229604256183,2245939.794093546,40559608.41895761,40559608.44380926,31755.255437108764,669262.1921551011,1570882.1262855937,231.4060233035984,231.4060233035984,231.4386191308997,231.37342574262485,2357.5522405322963,2511.366874528876,0.2331115807222589,0.2331115807222589,0.23311147395858117,0.23311167385944612,0.0028979372609935308
5.75e-05,0.014035827583019914,-16.75556644106965,-8.479293447577515e-22,0.002959897895698589,1.0,0.0,0.0,0.0,0.0,0.0,-1.6916422604569164e-08,-0.0005638777796352211,6.07058217338655e-29,-2.5950392989134496e-43,-8.767327084777611e-41,0.01403582758303011,16.755566450557787,2242988.397117592,41426811.140995026,41426811.16637803,32402.478304192344,619636.8265955152,1617597.7831727476,264.2581949957537,264.2581949957537,264.29392198696985,264.22246055454775,2250.51323788382,2445.1946391454767,0.26167494599422114,0.26167494599422114,0.26167470655005076,0.2616751676597394,0.002959897895698589
6e-05,0.013993901945035277,-16.77025519385512,-9.175244968730415e-22,0.0030238810573818913,1.0,0.0,0.0,0.0,0.0,0.0,-1.838740598712682e-08,-0.0005883933530230631,6.119596402457941e-29,-4.598906199467489e-43,-1.5208621345210156e-40,0.013993901945047358,16.770255204177168,2232506.9800766846,42322321.20541646,42322321.231348164,33070.68501170091,573462.2090663059,1653313.4136871614,300.7180725424882,300.7180725424882,300.7540837573225,300.6820450565474,2148.8271493679613,2378.4806827436105,0.29430430754781045,0.29430430754781045,0.2943039212661981,0.29430467082785744,0.0030238810573818913
6.25e-05,0.013951936571161698,-16.786149549431446,-9.73521280143927e-22,0.0030899811784567714,1.0,0.0,0.0,0.0,0.0,0.0,-1.9919678281927143e-08,-0.0006129089179201282,5.389903257370417e-29,-8.11452781342683e-43,-2.626076776778125e-40,0.013951936571175917,16.78614956062095,2212398.0970499343,43247460.2908374,43247460.31733595,33760.8514883526,530468.0891321581,1676207.7653113683,339.2640390038867,339.2640390038867,339.295749690263,339.23230039274665,2052.5146569019093,2311.345788864738,0.33150814500248243,0.33150814500248243,0.3315075986979023,0.331508661783524,0.0030899811784567714
6.500000000000001e-05,0.013909929036306477,-16.803013942088494,-1.01490137889424e-21,0.0031582974016109828,1.0,0.0,0.0,0.0,0.0,0.0,-2.151323980498355e-08,-0.0006374246092225627,3.625984466228377e-29,-1.4259102847166214e-42,-4.514806882940453e-40,0.013909929036323113,16.803013954178887,2180927.292474824,44203616.00100173,44203616.02808613,34474.00180447915,490391.5075359564,1684818.987192697,377.454196529419,377.454196529419,377.4755189268708,377.4328335872049,1961.554346165473,2243.93121228791,0.3738605454474062,0.3738605454474062,0.373859827188709,0.3738612260914277,0.0031582974016109828
6.750000000000001e-05,0.01386787754839211,-16.820595165746308,-1.0410461064860353e-21,0.003228933752472081,1.0,0.0,0.0,0.0,0.0,0.0,-2.316809132020896e-08,-0.0006619406060901628,7.496124667705572e-30,-2.496018350213526e-42,-7.730162776806948e-40,0.013867877548411463,16.82059517877098,2136852.4821951077,45192244.28141109,45192244.30910124,35211.20996995676,452981.97765839077,1678168.066197102,412.1199245773065,412.1199245773065,412.1243123190378,412.1154863652242,1875.8758325993763,2176.3948281706043,0.42200776314453575,0.42200776314453575,0.42200686249828057,0.42200861619704816,0.003228933752472081
7.000000000000002e-05,0.013825780975150203,-16.838629296763223,-1.0518111130575615e-21,0.003301999336498906,1.0,0.0,0.0,0.0,0.0,0.0,-2.4884234073294338e-08,-0.0006864571012341522,-3.014723985459085e-29,-4.353336230368769e-42,-1.318394035470822e-39,0.013825780975172597,16.838629310755554,2079524.1478610216,46214872.17502341,46214872.20334014,35973.60203344113,418006.4755751368,1655851.7604269325,439.9357056636803,439.9357056636803,439.9179358649744,439.953422118194,1795.3554492404605,2108.906943287786,0.4766742934724711,0.4766742934724711,0.47667320168736127,0.4766753254217403,0.003301999336498906
7.250000000000003e-05,0.013783638850372922,-16.856849910912537,-1.04756347344353e-21,0.003377608574555354,1.0,0.0,0.0,0.0,0.0,0.0,-2.6661669694487774e-08,-0.0007109742484773746,-7.127788160402263e-29,-7.566503040199679e-42,-2.2401953551399222e-39,0.013783638850398709,16.856849925905976,2008941.0706121433,47273101.1193498,47273101.14831494,36762.35859955757,385253.8260595707,1618090.6472571269,458.24538297163383,458.24538297163383,458.2034079964386,458.2873115578243,1719.815198316831,2041.6459387275963,0.5386682446378738,0.5386682446378738,0.5386669547534626,0.5386694597413947,0.003377608574555354
7.500000000000003e-05,0.01374145135801583,-16.8749969428364,-1.0291740114679171e-21,0.0034558814973330385,1.0,0.0,0.0,0.0,0.0,0.0,-2.8500399965063357e-08,-0.0007354921082302327,-1.0889603424767417e-28,-1.3107964923139507e-41,-3.792943980647236e-39,0.013741451358045387,16.87499695886451,1925751.1597191622,48368611.06720208,48368611.096838444,37578.71787527932,354538.1600083702,1565723.5519242603,465.7982787018931,465.7982787018931,465.7341705154781,465.8623565869758,1649.0252024065667,1974.7939560807324,0.6088859078873435,0.6088859078873435,0.608884414753501,0.6088873080783157,0.0034558814973330385
7.750000000000004e-05,0.013699219294484498,-16.892825412532776,-9.97964853729537e-22,0.0035369440912157712,1.0,0.0,0.0,0.0,0.0,0.0,-3.04004265141773e-08,-0.0007600106196455766,-1.3686766062124158e-28,-2.2636061317155394e-41,-6.399892317600811e-39,0.013699219294518228,16.89282542962927,1831195.3236050524,49503165.32742143,49503165.357752964,38423.97934042867,325701.1550642819,1500148.0599278754,463.02825012934966,463.02825012934966,462.9476891061959,463.1088020994575,1582.7094854679196,1908.5328737620803,0.6883155789412764,0.6883155789412764,0.6883138791381621,0.6883171638245926,0.0035369440912157712
8.000000000000005e-05,0.013656944011376218,-16.91011324331213,-9.55620354563053e-22,0.003620928627966292,1.0,0.0,0.0,0.0,0.0,0.0,-3.236175055321681e-08,-0.0007845296156158037,-1.5182134783195159e-28,-3.8971015380941583e-41,-1.0762712935004687e-38,0.013656944011414561,16.910113261510904,1727002.909550794,50678615.17918283,50678615.2102346,39299.508112996096,298612.745552302,1423216.3828946594,451.7683740496685,451.7683740496685,451.67902238339354,451.85773799332986,1520.554672825051,1843.0407594905923,0.7780407955697249,0.7780407955697249,0.7780388872217486,0.778042562513246,0.003620928627966292
