time_s,trapping_x_incident_beq_x_t,trapping_x_incident_beq_y_t,trapping_x_incident_beq_z_t,trapping_x_retro_beq_x_t,trapping_x_retro_beq_y_t,trapping_x_retro_beq_z_t,trapping_y_incident_beq_x_t,trapping_y_incident_beq_y_t,trapping_y_incident_beq_z_t,trapping_y_retro_beq_x_t,trapping_y_retro_beq_y_t,trapping_y_retro_beq_z_t,trapping_z_incident_beq_x_t,trapping_z_incident_beq_y_t,trapping_z_incident_beq_z_t,trapping_z_retro_beq_x_t,trapping_z_retro_beq_y_t,trapping_z_retro_beq_z_t
7.750000000000004e-05,-8.970567678312365e-05,-0.0,-0.0,0.0036266497679988954,0.0,0.0,-0.0,-2.387411468345335e-38,-0.0,0.0,2.387411468345335e-38,0.0,0.0,0.0,2.386279929253347e-38,-0.0,-0.0,-2.3885435353850624e-38
8.000000000000005e-05,-9.002728568543071e-05,-0.0,-0.0,0.0037109559136517234,0.0,0.0,-0.0,-3.885325116540361e-38,-0.0,0.0,3.885325116540361e-38,0.0,0.0,0.0,3.883377046551985e-38,-0.0,-0.0,-3.8872741480900794e-38
8.250000000000005e-05,-9.035091102392827e-05,-0.0,-0.0,0.00379832515657975,0.0,0.0,-0.0,-6.316548787516986e-38,-0.0,0.0,6.316548787516986e-38,0.0,0.0,0.0,6.313204860181638e-38,-0.0,-0.0,-6.319894457233736e-38
8.500000000000006e-05,-9.067654624990032e-05,-0.0,-0.0,0.0038889040138362324,0.0,0.0,-0.0,-1.0258213663416515e-37,-0.0,0.0,1.0258213663416515e-37,0.0,0.0,0.0,1.0252490159947205e-37,-0.0,-0.0,-1.0263940310092413e-37
8.750000000000007e-05,-9.100418363082001e-05,-0.0,-0.0,0.003982847018741819,0.0,0.0,-0.0,-1.6641352840261926e-37,-0.0,0.0,1.6641352840261926e-37,0.0,0.0,0.0,1.6631583845153076e-37,-0.0,-0.0,-1.6651127479689241e-37
9.000000000000007e-05,-9.133381497616769e-05,-0.0,-0.0,0.0040803174309326585,0.0,0.0,-0.0,-2.6965918074187516e-37,-0.0,0.0,2.6965918074187516e-37,0.0,0.0,0.0,2.6949289840160856e-37,-0.0,-0.0,-2.69825563997363e-37
9.250000000000008e-05,-9.16654322351803e-05,-0.0,-0.0,0.004181488026458956,0.0,0.0,-0.0,-4.364512269474364e-37,-0.0,0.0,4.364512269474364e-37,0.0,0.0,0.0,4.36168952001057e-37,-0.0,-0.0,-4.367336815604437e-37
9.500000000000009e-05,-9.199902810764055e-05,-0.0,-0.0,0.004286541967746207,0.0,0.0,-0.0,-7.055606513834766e-37,-0.0,0.0,7.055606513834766e-37,0.0,0.0,0.0,7.05082740215356e-37,-0.0,-0.0,-7.0603888110177264e-37
9.750000000000009e-05,-9.233459652224688e-05,-0.0,-0.0,0.004395673759461026,0.0,0.0,-0.0,-1.1391886781712704e-36,-0.0,0.0,1.1391886781712704e-36,0.0,0.0,0.0,1.1383816530252203e-36,-0.0,-0.0,-1.1399962659096722e-36
0.0001000000000000001,-9.267213302401584e-05,-0.0,-0.0,0.004509090287872181,0.0,0.0,-0.0,-1.8369818334503176e-36,-0.0,0.0,1.8369818334503176e-36,0.0,0.0,0.0,1.83562256040138e-36,-0.0,-0.0,-1.83834209615887e-36
0.0001025000000000001,-9.301163501840772e-05,-0.0,-0.0,0.004627011946174504,0.0,0.0,-0.0,-2.958340115218935e-36,-0.0,0.0,2.958340115218935e-36,0.0,0.0,0.0,2.956056517778151e-36,-0.0,-0.0,-2.960625447052431e-36
0.00010500000000000011,-9.335310185962498e-05,-0.0,-0.0,0.004749673842836624,0.0,0.0,-0.0,-4.757870650708262e-36,-0.0,0.0,4.757870650708262e-36,0.0,0.0,0.0,4.754043829633361e-36,-0.0,-0.0,-4.761700500178088e-36
0.00010750000000000012,-9.369653480976937e-05,-0.0,-0.0,0.004877327096197821,0.0,0.0,-0.0,-7.641645557796965e-36,-0.0,0.0,7.641645557796965e-36,0.0,0.0,0.0,7.635248583791808e-36,-0.0,-0.0,-7.648047800320893e-36
0.00011000000000000013,-9.404193690613192e-05,-0.0,-0.0,0.005010240217979501,0.0,0.0,-0.0,-1.225633264871503e-35,-0.0,0.0,1.225633264871503e-35,0.0,0.0,0.0,1.2245665694017902e-35,-0.0,-0.0,-1.2267008736631253e-35
0.00011250000000000013,-9.438931274119807e-05,-0.0,-0.0,0.005148700595343074,0.0,0.0,-0.0,-1.963018607380808e-35,-0.0,0.0,1.963018607380808e-35,0.0,0.0,0.0,1.961244225678284e-35,-0.0,-0.0,-1.964794566838058e-35
0.00011500000000000014,-9.473866823698494e-05,-0.0,-0.0,0.005293016091408338,0.0,0.0,-0.0,-3.139572017854932e-35,-0.0,0.0,3.139572017854932e-35,0.0,0.0,0.0,3.136627559255072e-35,-0.0,-0.0,-3.1425191929436676e-35
0.00011750000000000015,-9.509001046501878e-05,-0.0,-0.0,0.005443516780839233,0.0,0.0,-0.0,-5.014083462914489e-35,-0.0,0.0,5.014083462914489e-35,0.0,0.0,0.0,5.009209003051047e-35,-0.0,-0.0,-5.018962584055429e-35
0.00012000000000000015,-9.544334748402245e-05,-0.0,-0.0,0.005600556851679221,0.0,0.0,-0.0,-7.9961613193132e-35,-0.0,0.0,7.9961613193132e-35,0.0,0.0,0.0,7.988110857988203e-35,-0.0,-0.0,-8.004219752701196e-35
0.00012250000000000016,-9.579868831782572e-05,-0.0,-0.0,0.005764516705584647,0.0,0.0,-0.0,-1.2733125304873192e-34,-0.0,0.0,1.2733125304873192e-34,0.0,0.0,0.0,1.2719860569785592e-34,-0.0,-0.0,-1.2746403630640203e-34
0.00012500000000000017,-9.615604290753654e-05,-0.0,-0.0,0.005935805284385849,0.0,0.0,-0.0,-2.024637497116545e-34,-0.0,0.0,2.024637497116545e-34,0.0,0.0,0.0,2.022456927035778e-34,-0.0,-0.0,-2.0268203769408687e-34
0.00012750000000000017,-9.651542209941252e-05,-0.0,-0.0,0.006114862650095336,0.0,0.0,-0.0,-3.2145065591011996e-34,-0.0,0.0,3.2145065591011996e-34,0.0,0.0,0.0,3.210930167284117e-34,-0.0,-0.0,-3.2180868639030192e-34
0.00013000000000000018,-9.687683756072143e-05,-0.0,-0.0,0.006302162841768667,0.0,0.0,-0.0,-5.09603863956113e-34,-0.0,0.0,5.09603863956113e-34,0.0,0.0,0.0,5.0901862479367386e-34,-0.0,-0.0,-5.101897640392221e-34
0.00013250000000000018,-9.724030168670815e-05,-0.0,-0.0,0.006498217034398528,0.0,0.0,-0.0,-8.066768134504108e-34,-0.0,0.0,8.066768134504108e-34,0.0,0.0,0.0,8.057212832651883e-34,-0.0,-0.0,-8.076334565813346e-34
0.0001350000000000002,-9.760582748595812e-05,-0.0,-0.0,0.006703577042929337,0.0,0.0,-0.0,-1.2750067236376649e-33,-0.0,0.0,1.2750067236376649e-33,0.0,0.0,0.0,1.2734500863967499e-33,-0.0,-0.0,-1.2765652295580859e-33
0.0001375000000000002,-9.797342850816852e-05,-0.0,-0.0,0.006918839212507163,0.0,0.0,-0.0,-2.0121918492649115e-33,-0.0,0.0,2.0121918492649115e-33,0.0,0.0,0.0,2.0096615525495827e-33,-0.0,-0.0,-2.0147252743311532e-33
0.0001400000000000002,-9.834311876047608e-05,-0.0,-0.0,0.007144648751899963,0.0,0.0,-0.0,-3.170798273919679e-33,-0.0,0.0,3.170798273919679e-33,0.0,0.0,0.0,3.166694294033955e-33,-0.0,-0.0,-3.174907476071252e-33
0.0001425000000000002,-9.87149126790667e-05,-0.0,-0.0,0.00738170457508652,0.0,0.0,-0.0,-4.988945389356837e-33,-0.0,0.0,4.988945389356837e-33,0.0,0.0,0.0,4.9823034148054295e-33,-0.0,-0.0,-4.995596057171362e-33
0.00014500000000000022,-9.908882504845212e-05,-0.0,-0.0,0.007630764710320215,0.0,0.0,-0.0,-7.837699828672697e-33,-0.0,0.0,7.837699828672697e-33,0.0,0.0,0.0,7.826973389735416e-33,-0.0,-0.0,-7.848440698224526e-33
0.00014750000000000022,-9.946487098184785e-05,-0.0,-0.0,0.007892652362174894,0.0,0.0,-0.0,-1.2294398016425056e-32,-0.0,0.0,1.2294398016425056e-32,0.0,0.0,0.0,1.2277112269919786e-32,-0.0,-0.0,-1.2311707652875976e-32
0.00015000000000000023,-9.984306582561763e-05,-0.0,-0.0,0.008168262708884088,0.0,0.0,-0.0,-1.9255901542744134e-32,-0.0,0.0,1.9255901542744134e-32,0.0,0.0,0.0,1.9228104247342962e-32,-0.0,-0.0,-1.928373828000615e-32
0.00015250000000000024,-0.0001002234251679393,-0.0,-0.0,0.008458570545720832,0.0,0.0,-0.0,-3.011325433363376e-32,-0.0,0.0,3.011325433363376e-32,0.0,0.0,0.0,3.0068647024684104e-32,-0.0,-0.0,-3.0157926588046887e-32
0.00015500000000000024,-0.0001006059648467668,-0.0,-0.0,0.008764638913524062,0.0,0.0,-0.0,-4.7020601587454097e-32,-0.0,0.0,4.7020601587454097e-32,0.0,0.0,0.0,4.694916748658144e-32,-0.0,-0.0,-4.7092142344873753e-32
0.00015750000000000025,-0.00010099070100698214,-0.0,-0.0,0.009087628857931303,0.0,0.0,-0.0,-7.330858359885991e-32,-0.0,0.0,7.330858359885991e-32,0.0,0.0,0.0,7.319442518170867e-32,-0.0,-0.0,-7.342291671865225e-32
0.00016000000000000026,-0.00010137765010446744,-0.0,-0.0,0.0094288104748882,0.0,0.0,-0.0,-1.1411880955727001e-31,-0.0,0.0,1.1411880955727001e-31,0.0,0.0,0.0,1.1393674744125782e-31,-0.0,-0.0,-1.1430115709962554e-31
0.00016250000000000026,-0.00010176682899593788,-0.0,-0.0,0.009789575461827698,0.0,0.0,-0.0,-1.7737609754312264e-31,-0.0,0.0,1.7737609754312264e-31,0.0,0.0,0.0,1.7708633198417934e-31,-0.0,-0.0,-1.7766632824243666e-31
0.00016500000000000027,-0.00010215825474872334,-0.0,-0.0,0.010171451336619125,0.0,0.0,-0.0,-2.752759053439943e-31,-0.0,0.0,2.752759053439943e-31,0.0,0.0,0.0,2.748156535145433e-31,-0.0,-0.0,-2.7573691328325594e-31
0.00016750000000000028,-0.00010255194365185886,-0.0,-0.0,0.010576117349948854,0.0,0.0,-0.0,-4.265561719193613e-31,-0.0,0.0,4.265561719193613e-31,0.0,0.0,0.0,4.258265942663566e-31,-0.0,-0.0,-4.272869755872138e-31
0.00017000000000000028,-0.00010294791331673881,-0.0,-0.0,0.011005423254148558,0.0,0.0,-0.0,-6.599620985148328e-31,-0.0,0.0,6.599620985148328e-31,0.0,0.0,0.0,6.588079006534858e-31,-0.0,-0.0,-6.611182794707436e-31
0.0001725000000000003,-0.00010334618126556943,-0.0,-0.0,0.011461410469835277,0.0,0.0,-0.0,-1.0195213948811847e-30,-0.0,0.0,1.0195213948811847e-30,0.0,0.0,0.0,1.0176990647439422e-30,-0.0,-0.0,-1.0213469249092915e-30
0.0001750000000000003,-0.00010374676519481577,-0.0,-0.0,0.01194633636006255,0.0,0.0,-0.0,-1.5725633777714437e-30,-0.0,0.0,1.5725633777714437e-30,0.0,0.0,0.0,1.5696918237667658e-30,-0.0,-0.0,-1.5754400825871265e-30
0.0001775000000000003,-0.00010414968299720822,-0.0,-0.0,0.012462702215937068,0.0,0.0,-0.0,-2.4218895770872528e-30,-0.0,0.0,2.4218895770872528e-30,0.0,0.0,0.0,2.4173735663726214e-30,-0.0,-0.0,-2.4264138591739164e-30
0.0001800000000000003,-0.00010455495275390214,-0.0,-0.0,0.013013285573040793,0.0,0.0,-0.0,-3.7242155355299795e-30,-0.0,0.0,3.7242155355299795e-30,0.0,0.0,0.0,3.717127177224429e-30,-0.0,-0.0,-3.731317144889594e-30
0.00018250000000000032,-0.00010496259273257881,-0.0,-0.0,0.013601177642018552,0.0,0.0,-0.0,-5.718070452685999e-30,-0.0,0.0,5.718070452685999e-30,0.0,0.0,0.0,5.7069660907036344e-30,-0.0,-0.0,-5.729195993679598e-30
0.00018500000000000032,-0.00010537262139749777,-0.0,-0.0,0.01422982678842538,0.0,0.0,-0.0,-8.765937528901112e-30,-0.0,0.0,8.765937528901112e-30,0.0,0.0,0.0,8.748575393339714e-30,-0.0,-0.0,-8.783333435371725e-30
0.00018750000000000033,-0.00010578505741212101,-0.0,-0.0,0.014903089214087874,0.0,0.0,-0.0,-1.3417801880313258e-29,-0.0,0.0,1.3417801880313258e-29,0.0,0.0,0.0,1.3390707550883697e-29,-0.0,-0.0,-1.3444949935918952e-29
0.00019000000000000034,-0.00010619991962091888,-0.0,-0.0,0.01562528823513522,0.0,0.0,-0.0,-2.0506827665579212e-29,-0.0,0.0,2.0506827665579212e-29,0.0,0.0,0.0,2.0464626598128692e-29,-0.0,-0.0,-2.0549114008794783e-29
0.00019250000000000034,-0.00010661722707922563,-0.0,-0.0,0.016401283857199477,0.0,0.0,-0.0,-3.1293177760042424e-29,-0.0,0.0,3.1293177760042424e-29,0.0,0.0,0.0,3.1227571988086594e-29,-0.0,-0.0,-3.135891857886127e-29
0.00019500000000000035,-0.00010703699901271548,-0.0,-0.0,0.017236554751515244,0.0,0.0,-0.0,-4.767985361020792e-29,-0.0,0.0,4.767985361020792e-29,0.0,0.0,0.0,4.757805590811986e-29,-0.0,-0.0,-4.778186469522399e-29
0.00019750000000000036,-0.0001074592548729181,-0.0,-0.0,0.01813729521796063,0.0,0.0,-0.0,-7.253610095877482e-29,-0.0,0.0,7.253610095877482e-29,0.0,0.0,0.0,7.23784434201676e-29,-0.0,-0.0,-7.269409490521728e-29
0.00020000000000000036,-0.0001078840142788162,-0.0,-0.0,0.01911053035431307,0.0,0.0,-0.0,-1.101812104731107e-28,-0.0,0.0,1.101812104731107e-28,0.0,0.0,0.0,1.0993749909699316e-28,-0.0,-0.0,-1.1042545103322402e-28
0.00020250000000000037,-0.0001083112970770644,-0.0,-0.0,0.02016425344220018,0.0,0.0,-0.0,-1.671071007454714e-28,-0.0,0.0,1.671071007454714e-28,0.0,0.0,0.0,1.6673106905739382e-28,-0.0,-0.0,-1.674839630194858e-28
