time_s,x_m,vx_m_per_s,Fx_n,effective_field_proxy_x_t,quantization_axis_x,y_m,vy_m_per_s,Fy_n,effective_field_proxy_y_t,quantization_axis_y,z_m,vz_m_per_s,Fz_n,effective_field_proxy_z_t,quantization_axis_z,radius_m,speed_m_per_s,total_780_scattering_rate_per_s,reference_vector_shift_hz,applied_reference_transition_shift_hz,total_trapping_intensity_w_per_m2,cooling_x_incident_absorption_rate_per_s,cooling_x_retro_absorption_rate_per_s,cooling_y_incident_absorption_rate_per_s,cooling_y_retro_absorption_rate_per_s,cooling_z_incident_absorption_rate_per_s,cooling_z_retro_absorption_rate_per_s,repump_x_incident_absorption_rate_per_s,repump_x_retro_absorption_rate_per_s,repump_y_incident_absorption_rate_per_s,repump_y_retro_absorption_rate_per_s,repump_z_incident_absorption_rate_per_s,repump_z_retro_absorption_rate_per_s,effective_field_proxy_magnitude_t
2.5e-05,0.004164286558204629,-4.857075685608165,5.240970374887184e-25,-3.9507849051186935e-22,-4.3173684569990196e-16,0.0062464347527006235,-7.285227310701986,3.679645434345371e-24,-1.779463291512883e-16,-1.9445752855873493e-10,0.012500538926494094,-13.989911153400472,3.8685291472102106e-21,9.150909736957832e-07,1.0,0.014581587811736551,16.50403996797036,4580072.244089798,12807.638060493699,12807.638068341184,9.335187599007563,759.6488454500945,142.6897406399328,4651.51555456256,319.94154452496156,4563649.785502569,9916.839821209665,2.177802898589594,2.1864702326752674,3.1832480489232546,3.195150800464941,399.11263863932646,221.96777022332947,9.150909736957832e-07
2.75e-05,0.004152143891688054,-4.857066606630221,5.543114520239331e-25,-4.64477721044083e-22,-4.995636828964244e-16,0.006228221843780903,-7.285163567888439,3.867405434478683e-24,-1.9570764771325007e-16,-2.104911147145163e-10,0.012465731624474802,-13.92292080771641,3.971013531419431e-21,9.297667883923904e-07,1.0,0.014540478367855138,16.44726202290442,4701481.952122772,13013.04116060067,13013.04116857401,9.485190601539347,803.4409918088614,150.91389006710986,4888.871070677519,336.2713025010331,4684515.326132376,10144.224082698689,2.2800930460767272,2.289305246308492,3.312031602472319,3.3245648474761884,406.03031960872147,225.6683382922181,9.297667883923904e-07
3e-05,0.00414000124917744,-4.857057004245382,5.860851899715199e-25,-5.455553826358017e-22,-5.774566758061915e-16,0.006210009102349672,-7.285096572492303,4.0635500737883114e-24,-2.1510624695379302e-16,-2.2768456194300872e-10,0.012431096236684171,-13.85415511625227,4.075835570612498e-21,9.44755521051251e-07,1.0,0.014499516441597627,16.389058813678325,4825671.335112609,13222.823868985251,13222.823877087128,9.638402946153544,849.4930535462863,159.56233944434734,5136.826705838814,353.33102057826176,4808139.478139154,10378.466510023896,2.385731040861284,2.3955173903915474,3.4439885581385346,3.4571794621415677,413.0671337077876,229.42779386315507,9.44755521051251e-07
3.2500000000000004e-05,0.004127858632048837,-4.857046851441354,6.194872192477197e-25,-6.40170710781898e-22,-6.667987861592333e-16,0.006191796536901508,-7.285026179265752,4.26838561720147e-24,-2.3627469003927564e-16,-2.4610260023597603e-10,0.012396637302725146,-13.783573583610213,4.182913509506062e-21,9.600658010631466e-07,1.0,0.014458705946794898,16.3294032739865,4952545.3524861345,13437.106962834629,13437.106971067802,9.794913526891339,897.9049769863133,168.65384710980715,5395.769743795703,371.1474564514439,4934426.331198535,10619.898399531123,2.4947178804598833,2.505108801029502,3.579054530027129,3.5929309370016913,420.22694279851055,233.2481087785072,9.600658010631466e-07
3.5000000000000004e-05,0.004115716041748809,-4.8570361200111085,6.545890625625231e-25,-7.504575142262937e-22,-7.691426493379446e-16,0.006173584156307369,-7.284952237655509,4.482227134215717e-24,-2.5935383105453404e-16,-2.658113070383336e-10,0.01236235945989853,-13.711137130646186,4.292139490303179e-21,9.75706541396795e-07,1.0,0.014418050883772763,16.268270049129352,5081978.299352999,13656.01518830045,13656.015196667753,9.954814163867775,948.7804104328312,178.2078659495687,5666.098612023539,389.74814709846015,5063249.270821613,10868.874075416601,2.6070460813628533,2.618073143013203,3.717154357374306,3.731744771271801,427.5139478951577,237.13145421598588,9.75706541396795e-07
3.7500000000000003e-05,0.004103573479797537,-4.857024780508619,6.914649099920466e-25,-8.788605243607295e-22,-8.862277829866289e-16,0.0061553719698282435,-7.28487459165032,4.7053989270578684e-24,-2.844930118228829e-16,-2.8687784256367057e-10,0.012328267438531916,-13.636808546646007,4.403376388175816e-21,9.916869468918347e-07,1.0,0.014377555335557264,16.205635898428202,5213810.08543773,13879.677376567684,13879.67738507203,10.118199686966,1002.2268673062225,188.2445740194704,5948.223424165322,409.16144720845404,5194447.2548177885,11125.772533938238,2.7226994911883167,2.73439542003969,3.858202189130923,3.8735357536792376,434.93272023719624,241.0802202123576,9.916869468918347e-07
4e-05,0.00409143094779203,-4.857012802202661,7.301917419738546e-25,-1.0281757655751552e-21,-1.019998921412972e-15,0.0061371599871291906,-7.284793079621018,4.9382350105789384e-24,-3.1185021806068603e-16,-3.093701453723372e-10,0.012294366056041114,-13.560552996320657,4.516454583188059e-21,1.0080165223614708e-06,1.0,0.014337223463003772,16.141480140918798,5347842.439348113,14108.226557259466,14108.226565903848,10.285168017211872,1058.3559043885716,198.78490800587016,6242.566587965321,429.416572199687,5327821.014971134,11390.999121077233,2.841653200582003,2.854051884863582,4.00210170893691,4.018208186068869,442.4882327454587,245.09703561594503,1.0080165223614708e-06
4.25e-05,0.004079288447409459,-4.85700015302847,7.708494626259733e-25,-1.2015952500994333e-21,-1.1726254126952071e-15,0.00611894821829381,-7.284707534152266,5.18107964085881e-24,-3.4159218833652087e-16,-3.3335657808935655e-10,0.01226066020958431,-13.482338582721814,4.6311687567729004e-21,1.0247051079488725e-06,1.0,0.014297059498729564,16.07578514424109,5483835.141844216,14341.800453286189,14341.800462073685,10.455820244940405,1117.2833150268484,209.85059949105982,6549.563474852359,450.54364554671736,5463129.287627222,11664.98721655964,2.9638735676263073,2.9770100625493012,4.148746512313444,4.1656562600255835,450.18589107303836,249.18478804258783,1.0247051079488725e-06
4.5e-05,0.004067145980410616,-4.856986799537095,8.135210424842548e-25,-1.4027563001931526e-21,-1.3465217223453157e-15,0.0061007366738391475,-7.284617781865147,5.4342878838662485e-24,-3.7389446936122474e-16,-3.589055524401072e-10,0.012227154867170178,-13.402136965652312,4.747274828869353e-21,1.041762844902264e-06,1.0,0.01425706773973034,16.00853685521721,5621502.42470366,14580.54100183276,14580.541010766538,10.630260703781174,1179.1293360062814,221.4642138023144,6869.663140322719,472.5737497555776,5600085.209834231,11948.199890471675,3.0893183661180057,3.1032288971688833,4.298020645049356,4.315764594417549,458.03156329160004,253.34664327584974,1.041762844902264e-06
4.75e-05,0.0040550035486435106,-4.856972706842282,8.582926691128384e-25,-1.6357957955139341e-21,-1.5443689288573502e-15,0.006082525364731073,-7.284523643229912,5.698226212107168e-24,-4.0894141076286783e-16,-3.860851154143244e-10,0.012193855057087342,-13.319924033134818,4.8644871786489366e-21,1.0592001463822694e-06,1.0,0.014217252538566054,15.9397253687844,5760509.703327699,14824.593945777398,14824.593954860711,10.808597039418508,1244.018865840063,233.64919100893198,7203.329079825431,495.5389798938876,5738353.049247195,12241.131489198071,3.2179370662752045,3.2326590313048738,4.449799307691746,4.468408939614132,466.03160696030903,257.5860634326409,1.0592001463822694e-06
5e-05,0.004042861154047099,-4.856957838564739,9.05253903105717e-25,-1.9054096329630085e-21,-1.769136923406324e-15,0.006064314302400152,-7.284424932368373,5.9732731118161506e-24,-4.469260936812832e-16,-4.1496245252826533e-10,0.012160765855534777,-13.235680621026116,4.982476321043844e-21,1.0770277912092315e-06,1.0,0.01417761829301165,15.869345529753636,5900470.845676223,15074.110145781648,15074.110155017845,10.990940272027737,1312.0816908423424,246.42988835428355,7551.0399979860085,519.4724980459727,5877545.4704664415,12544.309098157779,3.349671252798095,3.3652432249513753,4.603949725886396,4.623457049813586,474.19289206033955,261.90682308126344,1.0770277912092315e-06
5.25e-05,0.0040307187986551645,-4.8569421567737106,9.544978352173403e-25,-2.2169176746375915e-21,-2.0241074848415783e-15,0.006046103498758038,-7.2843214568457935,6.259819671250722e-24,-4.880501869228468e-16,-4.456033923273023e-10,0.012127892372352574,-13.14939327288109,5.100867244087398e-21,1.0952568928478144e-06,1.0,0.014138169434084955,15.797397559275394,6040946.218698579,15329.245146198056,15329.245155590579,11.177404851260956,1383.4527128746126,259.83162303307085,7913.290554187015,544.4085863708591,6017221.579084563,12858.293823051346,3.4844551812744164,3.500916911874267,4.760332180092762,4.780769713929577,482.522818181936,266.3130223299007,1.0952568928478144e-06
5.5e-05,0.00401857648460035,-4.856925621925822,1.0061212394897827e-24,-2.5763344377922327e-21,-2.3128979016058575e-15,0.006027892966214406,-7.284213017452582,6.558270117595736e-24,-5.325237257070006e-16,-4.780718643028838e-10,0.012095239734781027,-13.061055028619093,5.219238631558085e-21,1.1138989040560199e-06,1.0,0.014098910412388109,15.72388769487881,6181441.776330315,15590.159240137897,15590.159249690287,11.368108702661509,1458.2721712866164,273.8807138748001,8290.592043301365,570.3826958064138,6156886.007637504,13183.681820257172,3.6222164675823207,3.639608889996605,4.918801180653552,4.9402019329797895,491.02932399408616,270.80909581860686,1.1138989040560199e-06
5.75e-05,0.004006434214118347,-4.8569081928012725,1.06022471543852e-24,-2.9904457602383315e-21,-2.639484997794012e-15,0.006009682717694464,-7.284099407976682,6.869042259315886e-24,-5.805648089894762e-16,-5.124293254035614e-10,0.012062813069214385,-12.970666226656526,5.337123213872957e-21,1.1329656212244586e-06,1.0,0.014059845682731477,15.64882882972124,6321409.474822897,15857.017530203762,15857.017539919661,11.56317326443623,1536.6858490063253,288.6045200555389,8683.472957056303,597.4314867069392,6295989.329374509,13521.105002157548,3.7628768987561387,3.781242133888068,5.079206766066634,5.1016042213749895,499.7208869469262,275.3998164397676,1.1329656212244586e-06
6e-05,0.003994291989552253,-4.856889826437567,1.1169128108248936e-24,-3.466891646033983e-21,-3.008229359925454e-15,0.005991472766657044,-7.28398041496831,7.192567783126304e-24,-6.323992120005259e-16,-5.487341604431142e-10,0.012030617480964482,-12.878235299960872,5.4540094932762106e-21,1.1524691874292108e-06,1.0,0.01402097968705049,15.572241133277926,6460249.304801723,16129.989971217463,16129.989981100618,11.762723513616452,1618.8452505019736,304.03147453385697,9092.479361782469,625.5928570042076,6433930.08940704,13871.231339255868,3.9063533465442246,3.925734710561173,5.241395893663764,5.264824001237059,508.6065110807402,280.090292571875,1.1524691874292108e-06
6.25e-05,0.0039821498133571,-4.856870478061122,1.1762941150657494e-24,-4.0142554677522355e-21,-3.4238995388364246e-15,0.005973263127113295,-7.283855817499533,7.529292347796592e-24,-6.88259912321312e-16,-5.870410628639109e-10,0.011998658032108934,-12.783779542219111,5.569345075279362e-21,1.1724220942289787e-06,1.0,0.013982316835676536,15.494152632359194,6597313.212850791,16409.251395373034,16409.251405427298,11.96688798079922,1704.907737197657,320.1911095047563,9518.1750195084,654.9059528746777,6570058.726211466,14234.764681266348,4.052558757463074,4.073000772324487,5.405213883418113,5.429707050360352,517.6957008739441,284.88595763623675,1.1724220942289787e-06
6.500000000000001e-05,0.003970007688104557,-4.8568501010172485,1.2384813121201974e-24,-4.642159667670564e-21,-3.8916959779862334e-15,0.005955053813645989,-7.2837253869222325,7.879675412166895e-24,-7.483865292781558e-16,-6.27400402931932e-10,0.011966939717568195,-12.68732581629535,5.682541801882095e-21,1.1928371830506296e-06,1.0,0.013943861487082411,15.414599728331618,6731911.142543967,16694.981531628822,16694.981541858157,12.175798752888928,1795.0366041695293,337.11407083597317,9961.141173243155,685.4111564716243,6703683.6135846265,14612.44402483832,4.201403186017645,4.222951593278453,5.570505867979905,5.596098956775607,526.998419279047,289.7925508984856,1.1928371830506296e-06
6.750000000000001e-05,0.003957865616487809,-4.856828646699226,1.3035911809417792e-24,-5.3613680665789085e-21,-4.417274412199824e-15,0.005936844841429417,-7.283588886629048,8.244189733105656e-24,-8.1302467799470285e-16,-6.698575926880257e-10,0.011935467439633782,-12.588911173765187,5.7929828195757845e-21,1.213727644307459e-06,1.0,0.013905617926289422,15.333627624074298,6863319.351258596,16987.364993366675,16987.365003775158,12.389591463552641,1889.4010808616408,354.83211824796365,10421.975915205398,717.1500451377839,6834079.379558233,15005.042167589778,4.352794831592602,4.375496609785197,5.737118196112443,5.7638465268613,536.5250285022153,294.8160886536402,1.213727644307459e-06
