disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,79.2252532547649,72250261.95821539
1,25,87.68439790318916,79964663.51179239
2,25,74.39003228889486,67840733.84618056
3,25,88.82027813322173,81000540.84637289
4,25,72.43077953131419,66053973.70137729
5,25,82.74170856173876,75457128.53996328
6,25,57.09596099896294,52069232.59261424
7,25,38.60192594869222,35203412.388169356
8,25,81.44846957108722,74277746.3100487
9,25,62.1462047211988,56674852.85754446
10,25,38.97182732745843,35540747.649548985
11,25,65.98847864093312,60178852.98138537
12,25,84.51948868200832,77078392.89844431
13,25,96.17223365143902,87705230.20076632
14,25,40.250635586932916,36706969.62985934
15,25,34.86575478449602,31796173.73326899
16,25,74.69635810137903,68120090.73413362
17,25,53.92524941313803,49177670.45480536
18,25,132.45524791570307,120793887.88920458
19,25,59.81080356695567,54545060.42092089
20,25,85.23377442112425,77729792.92108847
21,25,100.17376248130353,91354464.43244956
22,25,45.28308717572622,41296364.180775285
23,25,84.89419518914907,77420110.2446964
24,25,63.69517233496487,58087449.36259457
