replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.4625,3.314342058576634,63086000.59855483
2,1,1.3384844104219924,0.8609172676841867,25,28.93125,5.6057395949374955,86711052.84488235
3,2,1.5673420794615047,0.24216107092987377,25,27.8,2.658133523381585,64343617.63601203
4,3,0.40060196789834845,1.0446245108769725,25,28.0875,5.361917824847436,76730068.41744617
5,4,1.146840186104423,0.13255032373604866,25,29.06875,3.495160344438197,78764040.60587431
6,5,0.9404099994359895,0.6007277038522987,25,34.503125,6.328843516307403,167903930.5688343
7,6,0.9259539759492723,0.5056439283308706,25,32.04375,6.282616714909349,129947339.75495017
8,7,0.24976483536291105,0.9156687054618924,25,30.65,2.2242449561592808,92732217.4980198
9,8,0.8986655624347945,1.290641528889039,25,29.1125,5.789816288644226,90006522.94047718
10,9,1.3592910432132472,1.0202241064044864,25,30.26875,4.181334858381551,95021428.17025597
