point_index,deterministic_evaluation_count,detuning_n,detuning_hz,detuning_mhz,linewidth_hz,cooling_power_w_per_beam,cooling_beam_diameter_m,restoring_slope_x_n_per_m,restoring_slope_x_coarse_n_per_m,restoring_slope_x_relative_change,restoring_slope_x_numerical_uncertainty_n_per_m,restoring_slope_x_converged,turnaround_velocity_x_m_per_s,turnaround_velocity_x_coarse_m_per_s,turnaround_velocity_x_absolute_change_m_per_s,turnaround_velocity_x_numerical_uncertainty_m_per_s,turnaround_force_x_n,turnaround_x_interior,turnaround_x_converged,restoring_slope_y_n_per_m,restoring_slope_y_coarse_n_per_m,restoring_slope_y_relative_change,restoring_slope_y_numerical_uncertainty_n_per_m,restoring_slope_y_converged,turnaround_velocity_y_m_per_s,turnaround_velocity_y_coarse_m_per_s,turnaround_velocity_y_absolute_change_m_per_s,turnaround_velocity_y_numerical_uncertainty_m_per_s,turnaround_force_y_n,turnaround_y_interior,turnaround_y_converged,restoring_slope_z_n_per_m,restoring_slope_z_coarse_n_per_m,restoring_slope_z_relative_change,restoring_slope_z_numerical_uncertainty_n_per_m,restoring_slope_z_converged,turnaround_velocity_z_m_per_s,turnaround_velocity_z_coarse_m_per_s,turnaround_velocity_z_absolute_change_m_per_s,turnaround_velocity_z_numerical_uncertainty_m_per_s,turnaround_force_z_n,turnaround_z_interior,turnaround_z_converged,all_converged,point_wall_time_s
67,1,-3.85,-23350250.0,-23.35025,6065000.0,0.027,0.0127,-1.0257469777605759e-20,-1.0261142497245829e-20,0.0003580531768261429,3.672719640069892e-24,True,23.131260052393035,23.13131167943076,5.162703772398913e-05,5.162703772398913e-05,-2.7182906000256035e-22,True,True,-1.0257469777605759e-20,-1.0261142497245829e-20,0.0003580531768261429,3.672719640069892e-24,True,23.131260052393035,23.13131167943076,5.162703772398913e-05,5.162703772398913e-05,-2.7182906000256035e-22,True,True,-2.051484559476952e-20,-2.0521909022057123e-20,0.0003443080892309094,7.063427287602232e-24,True,23.131260052393035,23.13131167943076,5.162703772398913e-05,5.162703772398913e-05,-2.7182906000256035e-22,True,True,True,0.10949490003986284
68,1,-3.9,-23653500.0,-23.6535,6065000.0,0.027,0.0127,-1.0241455981824487e-20,-1.024509720660099e-20,0.0003555378046798705,3.6412247765034056e-24,True,23.282748962137635,23.28324557242534,0.0004966102877048684,0.0004966102877048684,-2.739884631677352e-22,True,True,-1.0241455981824487e-20,-1.024509720660099e-20,0.0003555378046798705,3.6412247765034056e-24,True,23.282748962137635,23.28324557242534,0.0004966102877048684,0.0004966102877048684,-2.739884631677352e-22,True,True,-2.0482819187520355e-20,-2.048982318153099e-20,0.00034194482441674424,7.003994010636568e-24,True,23.282748962137635,23.28324557242534,0.0004966102877048684,0.0004966102877048684,-2.739884631677352e-22,True,True,True,0.10956770001212135
69,1,-3.95,-23956750.0,-23.95675,6065000.0,0.027,0.0127,-1.0222960789495399e-20,-1.0226569761651294e-20,0.00035302611740460654,3.608972155895092e-24,True,23.43563726266497,23.436118565306924,0.0004813026419547839,0.0004813026419547839,-2.7611443738118105e-22,True,True,-1.0222960789495399e-20,-1.0226569761651294e-20,0.00035302611740460654,3.608972155895092e-24,True,23.43563726266497,23.436118565306924,0.0004813026419547839,0.0004813026419547839,-2.7611443738118105e-22,True,True,-2.044582999295805e-20,-2.0452773055495017e-20,0.0003395833057087851,6.94306253696852e-24,True,23.43563726266497,23.436118565306924,0.0004813026419547839,0.0004813026419547839,-2.7611443738118105e-22,True,True,True,0.10977499996079132
70,1,-4.0,-24260000.0,-24.26,6065000.0,0.027,0.0127,-1.0202065479648762e-20,-1.0205641494556059e-20,0.00035051871745294733,3.576014907297472e-24,True,23.590114501853147,23.590381442824928,0.0002669409717803717,0.0002669409717803717,-2.782073499407198e-22,True,True,-1.0202065479648762e-20,-1.0205641494556059e-20,0.00035051871745294733,3.576014907297472e-24,True,23.590114501853147,23.590381442824928,0.0002669409717803717,0.0002669409717803717,-2.782073499407198e-22,True,True,-2.04040405675802e-20,-2.0410921301971895e-20,0.00033722410857322643,6.880734391694182e-24,True,23.590114501853147,23.590381442824928,0.0002669409717803717,0.0002669409717803717,-2.782073499407198e-22,True,True,True,0.11524969997117296
71,1,-4.05,-24563250.0,-24.56325,6065000.0,0.027,0.0127,-1.0178850596713627e-20,-1.0182393001487249e-20,0.00034801618708946787,3.5424047736216316e-24,True,23.745961696456458,23.74644011860835,0.0004784221518931986,0.0004784221518931986,-2.8026762048490677e-22,True,True,-1.0178850596713627e-20,-1.0182393001487249e-20,0.00034801618708946787,3.5424047736216316e-24,True,23.745961696456458,23.74644011860835,0.0004784221518931986,0.0004784221518931986,-2.8026762048490677e-22,True,True,-2.035761199873746e-20,-2.0364429107313347e-20,0.0003348677917778843,6.817108575888174e-24,True,23.745961696456458,23.74644011860835,0.0004784221518931986,0.0004784221518931986,-2.8026762048490677e-22,True,True,True,0.10944040003232658
72,1,-4.1,-24866499.999999996,-24.866499999999995,6065000.0,0.027,0.0127,-1.0153395873323589e-20,-1.015690406542958e-20,0.00034551909033779987,3.508192105990338e-24,True,23.903141099878166,23.903356695374878,0.00021559549671223976,0.00021559549671223976,-2.8229562203528706e-22,True,True,-1.0153395873323589e-20,-1.015690406542958e-20,0.00034551909033779987,3.508192105990338e-24,True,23.903141099878166,23.903356695374878,0.00021559549671223976,0.00021559549671223976,-2.8229562203528706e-22,True,True,-2.0306703750283597e-20,-2.0313456031800827e-20,0.0003325148975562481,6.752281517230629e-24,True,23.903141099878166,23.903356695374878,0.00021559549671223976,0.00021559549671223976,-2.8229562203528706e-22,True,True,True,0.11097310000332072
73,1,-4.15,-25169750.000000004,-25.169750000000004,6065000.0,0.027,0.0127,-1.0125780158540157e-20,-1.0129253584367227e-20,0.00034302797144382234,3.4734258270701355e-24,True,24.061630077959595,24.06209090551691,0.00046082755731546854,0.00046082755731546854,-2.8429174665410374e-22,True,True,-1.0125780158540157e-20,-1.0129253584367227e-20,0.00034302797144382234,3.4734258270701355e-24,True,24.061630077959595,24.06209090551691,0.00046082755731546854,0.00046082755731546854,-2.8429174665410374e-22,True,True,-2.0251473518994042e-20,-2.025815986602221e-20,0.0003301659517218924,6.68634702816937e-24,True,24.061630077959595,24.06209090551691,0.00046082755731546854,0.00046082755731546854,-2.8429174665410374e-22,True,True,True,0.1093241999624297
74,1,-4.2,-25473000.0,-25.473,6065000.0,0.027,0.0127,-1.0096081351312252e-20,-1.0099519504740025e-20,0.0003405433561929762,3.438153427773193e-24,True,24.221654017502477,24.222113882643647,0.00045986514117046795,0.00045986514117046795,-2.862563789157806e-22,True,True,-1.0096081351312252e-20,-1.0099519504740025e-20,0.0003405433561929762,3.438153427773193e-24,True,24.221654017502477,24.222113882643647,0.00045986514117046795,0.00045986514117046795,-2.862563789157806e-22,True,True,-2.019207710149241e-20,-2.0198696497764926e-20,0.000327821463797195,6.619396272517064e-24,True,24.221654017502477,24.222113882643647,0.00045986514117046795,0.00045986514117046795,-2.862563789157806e-22,True,True,True,0.11021459999028593
75,1,-4.25,-25776250.0,-25.77625,6065000.0,0.027,0.0127,-1.0064376339049578e-20,-1.00677787600032e-20,0.00033806575181623483,3.402420953622321e-24,True,24.382947748541337,24.383006353547742,5.8605006405088034e-05,5.8605006405088034e-05,-2.8818995081232077e-22,True,True,-1.0064376339049578e-20,-1.00677787600032e-20,0.00033806575181623483,3.402420953622321e-24,True,24.382947748541337,24.383006353547742,5.8605006405088034e-05,5.8605006405088034e-05,-2.8818995081232077e-22,True,True,-2.0128668271399096e-20,-2.0135219789135887e-20,0.0003254819269936529,6.551517736790978e-24,True,24.382947748541337,24.383006353547742,5.8605006405088034e-05,5.8605006405088034e-05,-2.8818995081232077e-22,True,True,True,0.1157462999690324
76,1,-4.3,-26079500.0,-26.0795,6065000.0,0.027,0.0127,-1.0030740941171618e-20,-1.0034107214169789e-20,0.00033559564721228084,3.366272998171212e-24,True,24.545482685320454,24.545924852531172,0.0004421672107177699,0.0004421672107177699,-2.900928469578356e-22,True,True,-1.0030740941171618e-20,-1.0034107214169789e-20,0.00033559564721228084,3.366272998171212e-24,True,24.545482685320454,24.545924852531172,0.0004421672107177699,0.0004421672107177699,-2.900928469578356e-22,True,True,-2.0061398666428356e-20,-2.006788146364915e-20,0.00032314781878307316,6.4827972207939764e-24,True,24.545482685320454,24.545924852531172,0.0004421672107177699,0.0004421672107177699,-2.900928469578356e-22,True,True,True,0.10912410001037642
77,1,-4.35,-26382749.999999996,-26.382749999999998,6065000.0,0.027,0.0127,-9.995249857487443e-21,-9.998579610183395e-21,0.0003331335127613553,3.329752695952228e-24,True,24.709389607766262,24.709830660113308,0.0004410523470461669,0.0004410523470461669,-2.919654559008813e-22,True,True,-9.995249857487443e-21,-9.998579610183395e-21,0.0003331335127613553,3.329752695952228e-24,True,24.709389607766262,24.709830660113308,0.0004410523470461669,0.0004410523470461669,-2.919654559008813e-22,True,True,-1.9990417685128165e-20,-1.999683100294133e-20,0.0003208196003796066,6.413317813164238e-24,True,24.709389607766262,24.709830660113308,0.0004410523470461669,0.0004410523470461669,-2.919654559008813e-22,True,True,True,0.10887620004359633
78,1,-4.4,-26686000.000000004,-26.686000000000003,6065000.0,0.027,0.0127,-9.95797662121074e-21,-9.961269522944493e-21,0.0003306798016315541,3.2929017337536208e-24,True,24.874612619971195,24.874615236828944,2.6168577491603173e-06,2.6168577491603173e-06,-2.938082165176854e-22,True,True,-9.95797662121074e-21,-9.961269522944493e-21,0.0003306798016315541,3.2929017337536208e-24,True,24.874612619971195,24.874615236828944,2.6168577491603173e-06,2.6168577491603173e-06,-2.938082165176854e-22,True,True,-1.9915872392937538e-20,-1.9922215552836448e-20,0.0003184977174868743,6.34315989891046e-24,True,24.874612619971195,24.874615236828944,2.6168577491603173e-06,2.6168577491603173e-06,-2.938082165176854e-22,True,True,True,0.1099578000139445
79,1,-4.45,-26989250.0,-26.98925,6065000.0,0.027,0.0127,-9.918993556510352e-21,-9.92224931685299e-21,0.00032823494884725814,3.2557603426374585e-24,True,25.041008526550858,25.041431848170884,0.0004233216200262291,0.0004233216200262291,-2.9562151827870816e-22,True,True,-9.918993556510352e-21,-9.92224931685299e-21,0.00032823494884725814,3.2557603426374585e-24,True,25.041008526550858,25.041431848170884,0.0004233216200262291,0.0004233216200262291,-2.9562151827870816e-22,True,True,-1.983790743726505e-20,-1.9844179838421164e-20,0.00031618260020364533,6.272401156113698e-24,True,25.041008526550858,25.041431848170884,0.0004233216200262291,0.0004233216200262291,-2.9562151827870816e-22,True,True,True,0.12471609999192879
80,1,-4.5,-27292500.0,-27.2925,6065000.0,0.027,0.0127,-9.87837174038383e-21,-9.881590107696804e-21,0.00032579937236183233,3.2183673129739134e-24,True,25.208697993275997,25.209120078592733,0.00042208531673537664,0.00042208531673537664,-2.9740575213863415e-22,True,True,-9.87837174038383e-21,-9.881590107696804e-21,0.00032579937236183233,3.2183673129739134e-24,True,25.208697993275997,25.209120078592733,0.00042208531673537664,0.00042208531673537664,-2.9740575213863415e-22,True,True,-1.975666497123782e-20,-1.976286608780314e-20,0.0003138746632767731,6.201116565319289e-24,True,25.208697993275997,25.209120078592733,0.00042208531673537664,0.00042208531673537664,-2.9740575213863415e-22,True,True,True,0.10876639996422455
81,1,-4.55,-27595750.0,-27.59575,6065000.0,0.027,0.0127,-9.836180968707272e-21,-9.83936172871301e-21,0.00032337347349111243,3.1807600057380457e-24,True,25.37766077717513,25.37767879162366,1.8014448528447247e-05,1.8014448528447247e-05,-2.991613579154909e-22,True,True,-9.836180968707272e-21,-9.83936172871301e-21,0.00032337347349111243,3.1807600057380457e-24,True,25.37766077717513,25.37767879162366,1.8014448528447247e-05,1.8014448528447247e-05,-2.991613579154909e-22,True,True,-1.9672284585804944e-20,-1.9678413964231902e-20,0.0003115743064931208,6.1293784269574864e-24,True,25.37766077717513,25.37767879162366,1.8014448528447247e-05,1.8014448528447247e-05,-2.991613579154909e-22,True,True,True,0.10921109997434542
82,1,-4.6,-27898999.999999996,-27.898999999999997,6065000.0,0.027,0.0127,-9.792489726304417e-21,-9.795632700658326e-21,0.0003209576360817115,3.142974353909112e-24,True,25.54772938198016,25.548133765172853,0.00040438319269142653,0.00040438319269142653,-3.0088872577197e-22,True,True,-9.792489726304417e-21,-9.795632700658326e-21,0.0003209576360817115,3.142974353909112e-24,True,25.54772938198016,25.548133765172853,0.00040438319269142653,0.00040438319269142653,-3.0088872577197e-22,True,True,-1.9584903249865347e-20,-1.9590960506235137e-20,0.0003092819143659601,6.057256369790469e-24,True,25.54772938198016,25.548133765172853,0.00040438319269142653,0.00040438319269142653,-3.0088872577197e-22,True,True,True,0.11034170002676547
83,1,-4.65,-28202250.000000004,-28.202250000000003,6065000.0,0.027,0.0127,-9.747365160836564e-21,-9.750470205728665e-21,0.0003185522283064657,3.105044892101299e-24,True,25.719085281924816,25.71948833565126,0.00040305372644411364,0.00040305372644411364,-3.0258824751590273e-22,True,True,-9.747365160836564e-21,-9.750470205728665e-21,0.0003185522283064657,3.105044892101299e-24,True,25.719085281924816,25.71948833565126,0.00040305372644411364,0.00040305372644411364,-3.0258824751590273e-22,True,True,-1.9494655258054194e-20,-1.950064007544414e-20,0.0003069978571420443,5.984817389945524e-24,True,25.719085281924816,25.71948833565126,0.00040305372644411364,0.00040305372644411364,-3.0258824751590273e-22,True,True,True,0.10701980005251244
84,1,-4.7,-28505500.0,-28.5055,6065000.0,0.027,0.0127,-9.700873060385424e-21,-9.703940065143864e-21,0.00031615760141882985,3.067004758439999e-24,True,25.89159732999234,25.89170449401816,0.00010716402582033879,0.00010716402582033879,-3.042603599252806e-22,True,True,-9.700873060385424e-21,-9.703940065143864e-21,0.00031615760141882985,3.067004758439999e-24,True,25.89159732999234,25.89170449401816,0.00010716402582033879,0.00010716402582033879,-3.042603599252806e-22,True,True,-1.9401672185892624e-20,-1.9407584311759512e-20,0.00030472249042466887,5.91212586688823e-24,True,25.89159732999234,25.89170449401816,0.00010716402582033879,0.00010716402582033879,-3.042603599252806e-22,True,True,True,0.1093881000415422
85,1,-4.75,-28808750.0,-28.80875,6065000.0,0.027,0.0127,-9.65307783452202e-21,-9.656106720248088e-21,0.00031377409133040516,3.028885726068822e-24,True,26.06516693763897,26.065535821266106,0.0003688836271358298,0.0003688836271358298,-3.0590543665787625e-22,True,True,-9.65307783452202e-21,-9.656106720248088e-21,0.00031377409133040516,3.028885726068822e-24,True,26.06516693763897,26.065535821266106,0.0003688836271358298,0.0003688836271358298,-3.0590543665787625e-22,True,True,-1.9306082851942453e-20,-1.931192209553506e-20,0.00030245615526397707,5.839243592606312e-24,True,26.06516693763897,26.065535821266106,0.0003688836271358298,0.0003688836271358298,-3.0590543665787625e-22,True,True,True,0.1092695000115782
86,1,-4.8,-29112000.0,-29.112,6065000.0,0.027,0.0127,-9.604042498713048e-21,-9.607033216940643e-21,0.00031140201930552914,2.990718227595363e-24,True,26.2400440938028,26.240428129181222,0.00038403537842057744,0.00038403537842057744,-3.075239089725599e-22,True,True,-9.604042498713048e-21,-9.607033216940643e-21,0.00031140201930552914,2.990718227595363e-24,True,26.2400440938028,26.240428129181222,0.00038403537842057744,0.00038403537842057744,-3.075239089725599e-22,True,True,-1.9208013286612334e-20,-1.9213779516438917e-20,0.00030019917940195685,5.7662298265829066e-24,True,26.2400440938028,26.240428129181222,0.00038403537842057744,0.00038403537842057744,-3.075239089725599e-22,True,True,True,0.11559269996359944
87,1,-4.85,-29415249.999999996,-29.415249999999997,6065000.0,0.027,0.0127,-9.553828661925525e-21,-9.55678119328015e-21,0.00030904168989248946,2.9525313546247657e-24,True,26.415916967020884,26.416168049500737,0.0002510824798527267,0.0002510824798527267,-3.0911616582022837e-22,True,True,-9.553828661925525e-21,-9.55678119328015e-21,0.00030904168989248946,2.9525313546247657e-24,True,26.415916967020884,26.416168049500737,0.0002510824798527267,0.0002510824798527267,-3.0911616582022837e-22,True,True,-1.9107586707341655e-20,-1.911327984865159e-20,0.0002979518762433055,5.693141309934089e-24,True,26.415916967020884,26.416168049500737,0.0002510824798527267,0.0002510824798527267,-3.0911616582022837e-22,True,True,True,0.10910719999810681
88,1,-4.9,-29718500.000000004,-29.718500000000002,6065000.0,0.027,0.0127,-9.502496517198383e-21,-9.50541087010551e-21,0.0003066933938730832,2.9143529071267252e-24,True,26.59294837789141,26.59313570762184,0.0001873297304300081,0.0001873297304300081,-3.1068259066506396e-22,True,True,-9.502496517198383e-21,-9.50541087010551e-21,0.0003066933938730832,2.9143529071267252e-24,True,26.59294837789141,26.59313570762184,0.0001873297304300081,0.0001873297304300081,-3.1068259066506396e-22,True,True,-1.9004923499770056e-20,-1.9010543532096104e-20,0.00029571454608152373,5.6200323260485854e-24,True,26.59294837789141,26.59313570762184,0.0001873297304300081,0.0001873297304300081,-3.1068259066506396e-22,True,True,True,0.10937930003274232
89,1,-4.95,-30021750.0,-30.02175,6065000.0,0.027,0.0127,-9.450104835086973e-21,-9.4529810444964e-21,0.00030435740762872206,2.8762094094267234e-24,True,26.771062494604745,26.77142759116661,0.0003650965618646751,0.0003650965618646751,-3.122236104122362e-22,True,True,-9.450104835086973e-21,-9.4529810444964e-21,0.00030435740762872206,2.8762094094267234e-24,True,26.771062494604745,26.77142759116661,0.0003650965618646751,0.0003650965618646751,-3.122236104122362e-22,True,True,-1.8900141204627373e-20,-1.8905688159360876e-20,0.00029348747575203514,5.546954733503117e-24,True,26.771062494604745,26.77142759116661,0.0003650965618646751,0.0003650965618646751,-3.122236104122362e-22,True,True,True,0.10824349999893457
90,1,-5.0,-30325000.0,-30.325,6065000.0,0.027,0.0127,-9.396710959810264e-21,-9.399549085935042e-21,0.0003020339922039812,2.838126124778398e-24,True,26.950185221628434,26.950548890072227,0.000363668443792875,0.000363668443792875,-3.1373959019686837e-22,True,True,-9.396710959810264e-21,-9.399549085935042e-21,0.0003020339922039812,2.838126124778398e-24,True,26.950185221628434,26.950548890072227,0.000363668443792875,0.000363668443792875,-3.1373959019686837e-22,True,True,-1.8793354509977273e-20,-1.8798828467999765e-20,0.00029127093939435126,5.4739580224921485e-24,True,26.950185221628434,26.950548890072227,0.000363668443792875,0.000363668443792875,-3.1373959019686837e-22,True,True,True,0.10976750002009794
91,1,-5.05,-30628250.0,-30.62825,6065000.0,0.027,0.0127,-9.342370807882567e-21,-9.34517093499624e-21,0.00029972339690370527,2.8001271136725764e-24,True,27.130461817426188,27.130493682493128,3.186506694063951e-05,3.186506694063951e-05,-3.1523095015061903e-22,True,True,-9.342370807882567e-21,-9.34517093499624e-21,0.00029972339690370527,2.8001271136725764e-24,True,27.130461817426188,27.130493682493128,3.186506694063951e-05,3.186506694063951e-05,-3.1523095015061903e-22,True,True,-1.8684675248559674e-20,-1.8690076337914465e-20,0.00028906519824085697,5.401089354790936e-24,True,27.130461817426188,27.130493682493128,3.186506694063951e-05,3.186506694063951e-05,-3.1523095015061903e-22,True,True,True,0.12013350002234802
92,1,-5.1,-30931499.999999996,-30.931499999999996,6065000.0,0.027,0.0127,-9.287138869198754e-21,-9.28990110442318e-21,0.00029742585561920307,2.7622352244257974e-24,True,27.311631829022307,27.311978121600646,0.0003462925783388471,0.0003462925783388471,-3.166980644758023e-22,True,True,-9.287138869198754e-21,-9.28990110442318e-21,0.00029742585561920307,2.7622352244257974e-24,True,27.311631829022307,27.311978121600646,0.0003462925783388471,0.0003462925783388471,-3.166980644758023e-22,True,True,-1.85742123998775e-20,-1.8579540793497675e-20,0.00028687050117997924,5.328393620176243e-24,True,27.311631829022307,27.311978121600646,0.0003462925783388471,0.0003462925783388471,-3.166980644758023e-22,True,True,True,0.11619129998143762
93,1,-5.15,-31234750.000000004,-31.234750000000005,6065000.0,0.027,0.0127,-9.231068210296487e-21,-9.233792682443747e-21,0.00029514158981307285,2.7244721472598225e-24,True,27.49398752981574,27.49433237284192,0.0003448430261805413,0.0003448430261805413,-3.181413089345135e-22,True,True,-9.231068210296487e-21,-9.233792682443747e-21,0.00029514158981307285,2.7244721472598225e-24,True,27.49398752981574,27.49433237284192,0.0003448430261805413,0.0003448430261805413,-3.181413089345135e-22,True,True,-1.846207209676627e-20,-1.846732801025536e-20,0.0002846870850435094,5.255913489091501e-24,True,27.49398752981574,27.49433237284192,0.0003448430261805413,0.0003448430261805413,-3.181413089345135e-22,True,True,True,0.11598910001339391
94,1,-5.2,-31538000.0,-31.538,6065000.0,0.027,0.0127,-9.174210479739043e-21,-9.176897338178265e-21,0.00029287080835513926,2.6868584392213633e-24,True,27.677200314205784,27.677487501428423,0.00028718722263931795,0.00028718722263931795,-3.1956108963816667e-22,True,True,-9.174210479739043e-21,-9.176897338178265e-21,0.00029287080835513926,2.6868584392213633e-24,True,27.677200314205784,27.677487501428423,0.00028718722263931795,0.00028718722263931795,-3.1956108963816667e-22,True,True,-1.8348357636154122e-20,-1.8353541325615203e-20,0.00028251517459343856,5.1836894610809336e-24,True,27.677200314205784,27.677487501428423,0.00028718722263931795,0.00028718722263931795,-3.1956108963816667e-22,True,True,True,0.10818270000163466
95,1,-5.25,-31841250.0,-31.84125,6065000.0,0.027,0.0127,-9.11661591545228e-21,-9.11926532900326e-21,0.00029061370749303454,2.649413550979592e-24,True,27.861510824639865,27.86158108871524,7.026407537580326e-05,7.026407537580326e-05,-3.2095776156693055e-22,True,True,-9.11661591545228e-21,-9.11926532900326e-21,0.00029061370749303454,2.649413550979592e-24,True,27.861510824639865,27.86158108871524,7.026407537580326e-05,7.026407537580326e-05,-3.2095776156693055e-22,True,True,-1.823316949371785e-20,-1.823828125364235e-20,0.0002803549830576982,5.111759924499407e-24,True,27.861510824639865,27.86158108871524,7.026407537580326e-05,7.026407537580326e-05,-3.2095776156693055e-22,True,True,True,0.11311870004283264
96,1,-5.3,-32144500.0,-32.1445,6065000.0,0.027,0.0127,-9.058333353863398e-21,-9.060945509726903e-21,0.0002883704718584333,2.612155863504573e-24,True,28.046689962182576,28.047016176255365,0.0003262140727890994,0.0003262140727890994,-3.2233172556773337e-22,True,True,-9.058333353863398e-21,-9.060945509726903e-21,0.0002883704718584333,2.612155863504573e-24,True,28.046689962182576,28.047016176255365,0.0003262140727890994,0.0003262140727890994,-3.2233172556773337e-22,True,True,-1.8116605342181148e-20,-1.8121645503397843e-20,0.0002782067126538134,5.040161216694731e-24,True,28.046689962182576,28.047016176255365,0.0003262140727890994,0.0003262140727890994,-3.2233172556773337e-22,True,True,True,0.10937269998248667
97,1,-5.35,-32447749.999999996,-32.44775,6065000.0,0.027,0.0127,-8.999410240761571e-21,-9.001985343461392e-21,0.00028614127269783617,2.575102699821456e-24,True,28.232902276070597,28.233227057878167,0.0003247818075706732,0.0003247818075706732,-3.2368332859815633e-22,True,True,-8.999410240761571e-21,-9.001985343461392e-21,0.00028614127269783617,2.575102699821456e-24,True,28.232902276070597,28.233227057878167,0.0003247818075706732,0.0003247818075706732,-3.2368332859815633e-22,True,True,-1.7998760072998227e-20,-1.8003729000663622e-20,0.0002760705540404685,4.9689276653940845e-24,True,28.232902276070597,28.233227057878167,0.0003247818075706732,0.0003247818075706732,-3.2368332859815633e-22,True,True,True,0.11080460000084713
98,1,-5.4,-32751000.000000004,-32.751000000000005,6065000.0,0.027,0.0127,-8.939892643672605e-21,-8.942430914059682e-21,0.0002839262716284507,2.5382703870765762e-24,True,28.419972544845685,28.42020578224317,0.00023323739748448702,0.00023323739748448702,-3.2501296418951775e-22,True,True,-8.939892643672605e-21,-8.942430914059682e-21,0.0002839262716284507,2.5382703870765762e-24,True,28.419972544845685,28.42020578224317,0.00023323739748448702,0.00023323739748448702,-3.2501296418951775e-22,True,True,-1.7879725821143587e-20,-1.788462391280141e-20,0.00027394668726025013,4.898091657823841e-24,True,28.419972544845685,28.42020578224317,0.00023323739748448702,0.00023323739748448702,-3.2501296418951775e-22,True,True,True,0.10934620001353323
99,1,-5.45,-33054250.0,-33.05425,6065000.0,0.027,0.0127,-8.879825265714731e-21,-8.88232693997503e-21,0.0002817256179531004,2.5016742602990363e-24,True,28.608032552952704,28.60811557372876,8.302077605648606e-05,8.302077605648606e-05,-3.263209718776665e-22,True,True,-8.879825265714731e-21,-8.88232693997503e-21,0.0002817256179531004,2.5016742602990363e-24,True,28.608032552952704,28.60811557372876,8.302077605648606e-05,8.302077605648606e-05,-3.263209718776665e-22,True,True,-1.7759591992792564e-20,-1.776441967649015e-20,0.0002718352820010684,4.827683697584683e-24,True,28.608032552952704,28.60811557372876,8.302077605648606e-05,8.302077605648606e-05,-3.263209718776665e-22,True,True,True,0.10830839996924624
100,1,-5.5,-33357500.0,-33.3575,6065000.0,0.027,0.0127,-8.819251460757776e-21,-8.821716789467667e-21,0.00027953945080953655,2.4653287098914317e-24,True,28.796920236361284,28.797226630607167,0.00030639424588230213,0.00030639424588230213,-3.276077366200007e-22,True,True,-8.819251460757776e-21,-8.821716789467667e-21,0.00027953945080953655,2.4653287098914317e-24,True,28.796920236361284,28.797226630607167,0.00030639424588230213,0.00030639424588230213,-3.276077366200007e-22,True,True,-1.7638445295652838e-20,-1.7643203028111118e-20,0.00026973649766356186,4.757732458279725e-24,True,28.796920236361284,28.797226630607167,0.00030639424588230213,0.00030639424588230213,-3.276077366200007e-22,True,True,True,0.10760779998963699
101,1,-5.55,-33660750.0,-33.66075,6065000.0,0.027,0.0127,-8.758213249801092e-21,-8.760642497002467e-21,0.00027736789823316026,2.429247201375145e-24,True,28.98677306235657,28.987078061282876,0.0003049989263068653,0.0003049989263068653,-3.2887359077654866e-22,True,True,-8.758213249801092e-21,-8.760642497002467e-21,0.00027736789823316026,2.429247201375145e-24,True,28.98677306235657,28.987078061282876,0.0003049989263068653,0.0003049989263068653,-3.2887359077654866e-22,True,True,-1.7516369771704307e-20,-1.7521058036544696e-20,0.0002676504836043704,4.688264840389633e-24,True,28.98677306235657,28.987078061282876,0.0003049989263068653,0.0003049989263068653,-3.2887359077654866e-22,True,True,True,0.12520309997489676
102,1,-5.6,-33964000.0,-33.964,6065000.0,0.027,0.0127,-8.696751338447045e-21,-8.699144780762406e-21,0.00027521107850696664,2.3934423153609168e-24,True,29.17740621700829,29.177661188169328,0.00025497116103778694,0.00025497116103778694,-3.3011890974040447e-22,True,True,-8.696751338447045e-21,-8.699144780762406e-21,0.00027521107850696664,2.3934423153609168e-24,True,29.17740621700829,29.177661188169328,0.00025497116103778694,0.00025497116103778694,-3.3011890974040447e-22,True,True,-1.7393446832166748e-20,-1.7398066138195392e-20,0.0002655773794128894,4.619306028644268e-24,True,29.17740621700829,29.177661188169328,0.00025497116103778694,0.00025497116103778694,-3.3011890974040447e-22,True,True,True,0.11782759998459369
103,1,-5.65,-34267250.0,-34.26725,6065000.0,0.027,0.0127,-8.634905135385428e-21,-8.637263061160719e-21,0.0002730691001605329,2.3579257752912634e-24,True,29.36899652422357,29.369023970287436,2.7446063867841985e-05,2.7446063867841985e-05,-3.313440190403368e-22,True,True,-8.634905135385428e-21,-8.637263061160719e-21,0.0002730691001605329,2.3579257752912634e-24,True,29.36899652422357,29.369023970287436,2.7446063867841985e-05,2.7446063867841985e-05,-3.313440190403368e-22,True,True,-1.7269755294448898e-20,-1.7274306174001115e-20,0.00026351731536577376,4.550879552217031e-24,True,29.36899652422357,29.369023970287436,2.7446063867841985e-05,2.7446063867841985e-05,-3.313440190403368e-22,True,True,True,0.11234559997683391
