point_index,deterministic_evaluation_count,detuning_n,detuning_hz,detuning_mhz,linewidth_hz,cooling_power_w_per_beam,cooling_beam_diameter_m,restoring_slope_x_n_per_m,restoring_slope_x_coarse_n_per_m,restoring_slope_x_relative_change,restoring_slope_x_numerical_uncertainty_n_per_m,restoring_slope_x_converged,turnaround_velocity_x_m_per_s,turnaround_velocity_x_coarse_m_per_s,turnaround_velocity_x_absolute_change_m_per_s,turnaround_velocity_x_numerical_uncertainty_m_per_s,turnaround_force_x_n,turnaround_x_interior,turnaround_x_converged,restoring_slope_y_n_per_m,restoring_slope_y_coarse_n_per_m,restoring_slope_y_relative_change,restoring_slope_y_numerical_uncertainty_n_per_m,restoring_slope_y_converged,turnaround_velocity_y_m_per_s,turnaround_velocity_y_coarse_m_per_s,turnaround_velocity_y_absolute_change_m_per_s,turnaround_velocity_y_numerical_uncertainty_m_per_s,turnaround_force_y_n,turnaround_y_interior,turnaround_y_converged,restoring_slope_z_n_per_m,restoring_slope_z_coarse_n_per_m,restoring_slope_z_relative_change,restoring_slope_z_numerical_uncertainty_n_per_m,restoring_slope_z_converged,turnaround_velocity_z_m_per_s,turnaround_velocity_z_coarse_m_per_s,turnaround_velocity_z_absolute_change_m_per_s,turnaround_velocity_z_numerical_uncertainty_m_per_s,turnaround_force_z_n,turnaround_z_interior,turnaround_z_converged,all_converged,point_wall_time_s
30,1,-2.0,-12130000.0,-12.13,6065000.0,0.027,0.0127,-8.383200888263448e-21,-8.386943616850192e-21,0.0004464557913652495,3.74272858674352e-24,True,18.696258243254512,18.69703566752956,0.0007774242750464566,0.0007774242750464566,-1.6588572699534921e-22,True,True,-8.383200888263448e-21,-8.386943616850192e-21,0.0004464557913652495,3.74272858674352e-24,True,18.696258243254512,18.69703566752956,0.0007774242750464566,0.0007774242750464566,-1.6588572699534921e-22,True,True,-1.676628898911535e-20,-1.6773435843045412e-20,0.00042626331531693334,7.146853930062104e-24,True,18.696258243254512,18.69703566752956,0.0007774242750464566,0.0007774242750464566,-1.6588572699534921e-22,True,True,True,0.10215120000066236
31,1,-2.05,-12433249.999999998,-12.433249999999997,6065000.0,0.027,0.0127,-8.51158947828707e-21,-8.515372017844105e-21,0.0004443987303057319,3.782539557034401e-24,True,18.782886337377427,18.78364938134023,0.0007630439628023566,0.0007630439628023566,-1.694438618586261e-22,True,True,-8.51158947828707e-21,-8.515372017844105e-21,0.0004443987303057319,3.782539557034401e-24,True,18.782886337377427,18.78364938134023,0.0007630439628023566,0.0007630439628023566,-1.694438618586261e-22,True,True,-1.702306543121075e-20,-1.703028969367067e-20,0.00042438081960696734,7.22426245992025e-24,True,18.782886337377427,18.78364938134023,0.0007630439628023566,0.0007630439628023566,-1.694438618586261e-22,True,True,True,0.11372429999755695
32,1,-2.1,-12736500.0,-12.7365,6065000.0,0.027,0.0127,-8.635180773914831e-21,-8.639000205960048e-21,0.0004423106064848566,3.8194320452166426e-24,True,18.87147803315472,18.871520171441077,4.213828635712957e-05,4.213828635712957e-05,-1.7296419907135191e-22,True,True,-8.635180773914831e-21,-8.639000205960048e-21,0.0004423106064848566,3.8194320452166426e-24,True,18.87147803315472,18.871520171441077,4.213828635712957e-05,4.213828635712957e-05,-1.7296419907135191e-22,True,True,-1.7270247386022598e-20,-1.7277543524851492e-20,0.0004224686923013946,7.296138828894546e-24,True,18.87147803315472,18.871520171441077,4.213828635712957e-05,4.213828635712957e-05,-1.7296419907135191e-22,True,True,True,0.10611120000248775
33,1,-2.15,-13039750.0,-13.03975,6065000.0,0.027,0.0127,-8.753981107349542e-21,-8.757834544799224e-21,0.000440192570948923,3.853437449682495e-24,True,18.96193832420861,18.962694124015318,0.0007557998067078131,0.0007557998067078131,-1.764464608318249e-22,True,True,-8.753981107349542e-21,-8.757834544799224e-21,0.000440192570948923,3.853437449682495e-24,True,18.96193832420861,18.962694124015318,0.0007557998067078131,0.0007557998067078131,-1.764464608318249e-22,True,True,-1.7507847515676993e-20,-1.7515210054630363e-20,0.00042052793450349067,7.362538953369716e-24,True,18.96193832420861,18.962694124015318,0.0007557998067078131,0.0007557998067078131,-1.764464608318249e-22,True,True,True,0.11718820000533015
34,1,-2.2,-13343000.000000002,-13.343000000000002,6065000.0,0.027,0.0127,-8.868002163878676e-21,-8.871886754741378e-21,0.0004380457729842423,3.884590862702168e-24,True,19.054375608145364,19.05511651278286,0.0007409046374959871,0.0007409046374959871,-1.7989040009602067e-22,True,True,-8.868002163878676e-21,-8.871886754741378e-21,0.0004380457729842423,3.884590862702168e-24,True,19.054375608145364,19.05511651278286,0.0007409046374959871,0.0007409046374959871,-1.7989040009602067e-22,True,True,-1.773588918832643e-20,-1.7743312714102324e-20,0.00041855954878084985,7.423525775893064e-24,True,19.054375608145364,19.05511651278286,0.0007409046374959871,0.0007409046374959871,-1.7989040009602067e-22,True,True,True,0.11374549998436123
35,1,-2.25,-13646250.0,-13.64625,6065000.0,0.027,0.0127,-8.977260805756168e-21,-8.981173736626751e-21,0.00043587135934316135,3.912930870583025e-24,True,19.148966693971147,19.14925354144049,0.0002868474693435985,0.0002868474693435985,-1.8329573654725683e-22,True,True,-8.977260805756168e-21,-8.981173736626751e-21,0.00043587135934316135,3.912930870583025e-24,True,19.148966693971147,19.14925354144049,0.0002868474693435985,0.0002868474693435985,-1.8329573654725683e-22,True,True,-1.7954406125955692e-20,-1.796188529482027e-20,0.0004165645364212749,7.47916886457803e-24,True,19.148966693971147,19.14925354144049,0.0002868474693435985,0.0002868474693435985,-1.8329573654725683e-22,True,True,True,0.1211263999575749
36,1,-2.3,-13949499.999999998,-13.949499999999999,6065000.0,0.027,0.0127,-9.081778889758162e-21,-9.085717389098362e-21,0.00043367047227293624,3.938499340199805e-24,True,19.245427233539363,19.246159300321192,0.0007320667818291327,0.0007320667818291327,-1.8666228130327578e-22,True,True,-9.081778889758162e-21,-9.085717389098362e-21,0.00043367047227293624,3.938499340199805e-24,True,19.245427233539363,19.246159300321192,0.0007320667818291327,0.0007320667818291327,-1.8666228130327578e-22,True,True,-1.816344203948302e-20,-1.8170971583541103e-20,0.0004145438976662925,7.529544058083084e-24,True,19.245427233539363,19.246159300321192,0.0007320667818291327,0.0007320667818291327,-1.8666228130327578e-22,True,True,True,0.11155769997276366
37,1,-2.35,-14252750.0,-14.25275,6065000.0,0.027,0.0127,-9.181583079221469e-21,-9.18554442044581e-21,0.00043144424988159844,3.9613412243402836e-24,True,19.343762699949387,19.344120665220657,0.0003579652712701886,0.0003579652712701886,-1.8998985830734385e-22,True,True,-9.181583079221469e-21,-9.18554442044581e-21,0.00043144424988159844,3.9613412243402836e-24,True,19.343762699949387,19.344120665220657,0.0003579652712701886,0.0003579652712701886,-1.8998985830734385e-22,True,True,-1.8363050252866176e-20,-1.837062498593966e-20,0.00041249863008467586,7.574733073483358e-24,True,19.343762699949387,19.344120665220657,0.0003579652712701886,0.0003579652712701886,-1.8998985830734385e-22,True,True,True,0.10920980002265424
38,1,-2.4,-14556000.0,-14.556,6065000.0,0.027,0.0127,-9.276704651402612e-21,-9.280686155732498e-21,0.00042919382253745787,3.981504329886502e-24,True,19.443976871340205,19.44469908657526,0.0007222152350543354,0.0007222152350543354,-1.9327831988441282e-22,True,True,-9.276704651402612e-21,-9.280686155732498e-21,0.00042919382253745787,3.981504329886502e-24,True,19.443976871340205,19.44469908657526,0.0007222152350543354,0.0007222152350543354,-1.9327831988441282e-22,True,True,-1.8553293317812062e-20,-1.8560908140935124e-20,0.0004104297276296035,7.614823123061747e-24,True,19.443976871340205,19.44469908657526,0.0007222152350543354,0.0007222152350543354,-1.9327831988441282e-22,True,True,True,0.1144392000278458
39,1,-2.45,-14859250.000000002,-14.859250000000001,6065000.0,0.027,0.0127,-9.367179300913537e-21,-9.371178340041873e-21,0.00042692031398890325,3.9990391283363624e-24,True,19.546257925759818,19.546964450084047,0.0007065243242294628,0.0007065243242294628,-1.96527564166426e-22,True,True,-9.367179300913537e-21,-9.371178340041873e-21,0.00042692031398890325,3.9990391283363624e-24,True,19.546257925759818,19.546964450084047,0.0007065243242294628,0.0007065243242294628,-1.96527564166426e-22,True,True,-1.873424262067637e-20,-1.874189252721168e-20,0.00040833817999490505,7.649906535309969e-24,True,19.546257925759818,19.546964450084047,0.0007065243242294628,0.0007065243242294628,-1.96527564166426e-22,True,True,True,0.10803730000043288
40,1,-2.5,-15162500.0,-15.1625,6065000.0,0.027,0.0127,-9.453046940045566e-21,-9.457060938587893e-21,0.00042462483977753106,4.013998542326329e-24,True,19.6504692048762,19.650759385702777,0.00029018082657827904,0.00029018082657827904,-1.9973745711101846e-22,True,True,-9.453046940045566e-21,-9.457060938587893e-21,0.00042462483977753106,4.013998542326329e-24,True,19.6504692048762,19.650759385702777,0.00029018082657827904,0.00029018082657827904,-1.9973745711101846e-22,True,True,-1.8905977983126512e-20,-1.8913658063488852e-20,0.00040622497123366034,7.680080362339783e-24,True,19.6504692048762,19.650759385702777,0.00029018082657827904,0.00029018082657827904,-1.9973745711101846e-22,True,True,True,0.10719969996716827
41,1,-2.55,-15465749.999999998,-15.465749999999998,6065000.0,0.027,0.0127,-9.534351496723545e-21,-9.538377934451004e-21,0.0004223085050769687,4.026437727459679e-24,True,19.75653580399667,19.75723116782605,0.0006953638293794029,0.0006953638293794029,-2.029079529884331e-22,True,True,-9.534351496723545e-21,-9.538377934451004e-21,0.0004223085050769687,4.026437727459679e-24,True,19.75653580399667,19.75723116782605,0.0006953638293794029,0.0006953638293794029,-2.029079529884331e-22,True,True,-1.9068587258029247e-20,-1.9076292704042818e-20,0.00040409107970631466,7.705446013571113e-24,True,19.75653580399667,19.75723116782605,0.0006953638293794029,0.0006953638293794029,-2.029079529884331e-22,True,True,True,0.10951440001372248
42,1,-2.6,-15769000.0,-15.769,6065000.0,0.027,0.0127,-9.611140710781383e-21,-9.615177124668909e-21,0.0004199724058766173,4.036413887525559e-24,True,19.864455111731257,19.864569569201386,0.00011445747012928109,0.00011445747012928109,-2.0603901295927248e-22,True,True,-9.611140710781383e-21,-9.615177124668909e-21,0.0004199724058766173,4.036413887525559e-24,True,19.864455111731257,19.864569569201386,0.00011445747012928109,0.00011445747012928109,-2.0603901295927248e-22,True,True,-1.922216592206194e-20,-1.922989203091756e-20,0.0004019374760860109,7.726108855620103e-24,True,19.864455111731257,19.864569569201386,0.00011445747012928109,0.00011445747012928109,-2.0603901295927248e-22,True,True,True,0.10901699995156378
43,1,-2.65,-16072250.0,-16.07225,6065000.0,0.027,0.0127,-9.683465929314138e-21,-9.687509915367167e-21,0.0004176176260182815,4.0439860530290826e-24,True,19.97422297448848,19.974906332601474,0.0006833581129939148,0.0006833581129939148,-2.0913062345455204e-22,True,True,-9.683465929314138e-21,-9.687509915367167e-21,0.0004176176260182815,4.0439860530290826e-24,True,19.97422297448848,19.974906332601474,0.0006833581129939148,0.0006833581129939148,-2.0913062345455204e-22,True,True,-1.9366816666382864e-20,-1.9374558844236386e-20,0.0003997651233494352,7.742177853522444e-24,True,19.97422297448848,19.974906332601474,0.0006833581129939148,0.0006833581129939148,-2.0913062345455204e-22,True,True,True,0.10883340000873432
44,1,-2.7,-16375500.000000002,-16.375500000000002,6065000.0,0.027,0.0127,-9.751381901712231e-21,-9.755431116602052e-21,0.000415245237099226,4.049214889821597e-24,True,20.08583373357304,20.086251516773608,0.00041778320056806706,0.00041778320056806706,-2.121827954867891e-22,True,True,-9.751381901712231e-21,-9.755431116602052e-21,0.000415245237099226,4.049214889821597e-24,True,20.08583373357304,20.086251516773608,0.00041778320056806706,0.00041778320056806706,-2.121827954867891e-22,True,True,-1.950264898672128e-20,-1.9510402751928082e-20,0.00039757497620354594,7.753765206801822e-24,True,20.08583373357304,20.086251516773608,0.00041778320056806706,0.00041778320056806706,-2.121827954867891e-22,True,True,True,0.10957590001635253
45,1,-2.75,-16678750.0,-16.67875,6065000.0,0.027,0.0127,-9.814946575041735e-21,-9.818998737558402e-21,0.00041285629887901265,4.052162516666972e-24,True,20.199280268553217,20.199950840773127,0.0006705722199100705,0.0006705722199100705,-2.1519556393930807e-22,True,True,-9.814946575041735e-21,-9.818998737558402e-21,0.00041285629887901265,4.052162516666972e-24,True,20.199280268553217,20.199950840773127,0.0006705722199100705,0.0006705722199100705,-2.1519556393930807e-22,True,True,-1.9629778774169043e-20,-1.9637539760145178e-20,0.0003953679797118833,7.760985976134424e-24,True,20.199280268553217,20.199950840773127,0.0006705722199100705,0.0006705722199100705,-2.1519556393930807e-22,True,True,True,0.11058889998821542
46,1,-2.8,-16982000.0,-16.982,6065000.0,0.027,0.0127,-9.874220890384811e-21,-9.878273782676583e-21,0.0004104518560769082,4.052892291771827e-24,True,20.314554046364048,20.315186670824364,0.0006326244603158671,0.0006326244603158671,-2.1816898683538307e-22,True,True,-9.874220890384811e-21,-9.878273782676583e-21,0.0004104518560769082,4.052892291771827e-24,True,20.314554046364048,20.315186670824364,0.0006326244603158671,0.0006326244603158671,-2.1816898683538307e-22,True,True,-1.9748327907837003e-20,-1.9756091865569592e-20,0.0003931450687279637,7.763957732588943e-24,True,20.314554046364048,20.315186670824364,0.0006326244603158671,0.0006326244603158671,-2.1816898683538307e-22,True,True,True,0.1186520999763161
47,1,-2.85,-17285250.0,-17.28525,6065000.0,0.027,0.0127,-9.929268580661258e-21,-9.933320049309471e-21,0.00040803293971764984,4.05146864821331e-24,True,20.431705970111896,20.432302248513555,0.0005962784016588785,0.0005962784016588785,-2.211031634174971e-22,True,True,-9.929268580661258e-21,-9.933320049309471e-21,0.00040803293971764984,4.05146864821331e-24,True,20.431705970111896,20.432302248513555,0.0005962784016588785,0.0005962784016588785,-2.211031634174971e-22,True,True,-1.985842385052728e-20,-1.9866186650748233e-20,0.00039090716762734616,7.762800220952956e-24,True,20.431705970111896,20.432302248513555,0.0005962784016588785,0.0005962784016588785,-2.211031634174971e-22,True,True,True,0.10943750001024455
48,1,-2.9,-17588500.0,-17.5885,6065000.0,0.027,0.0127,-9.980155970505773e-21,-9.984203927409752e-21,0.0004056005653561013,4.047956903979211e-24,True,20.55066533783757,20.551305820181184,0.0006404823436128027,0.0006404823436128027,-2.2399815747244276e-22,True,True,-9.980155970505773e-21,-9.984203927409752e-21,0.0004056005653561013,4.047956903979211e-24,True,20.55066533783757,20.551305820181184,0.0006404823436128027,0.0006404823436128027,-2.2399815747244276e-22,True,True,-1.9960199248489664e-20,-1.9967956883505212e-20,0.0003886551892078525,7.757635015548186e-24,True,20.55066533783757,20.551305820181184,0.0006404823436128027,0.0006404823436128027,-2.2399815747244276e-22,True,True,True,0.10865830001421273
49,1,-2.95,-17891750.0,-17.89175,6065000.0,0.027,0.0127,-1.002695177866735e-20,-1.0030994201769454e-20,0.00040315573379978974,4.0424231021037425e-24,True,20.671398834051264,20.671876415165652,0.0004775811143886699,0.0004775811143886699,-2.268541112402608e-22,True,True,-1.002695177866735e-20,-1.0030994201769454e-20,0.00040315573379978974,4.0424231021037425e-24,True,20.671398834051264,20.671876415165652,0.0004775811143886699,0.0004775811143886699,-2.268541112402608e-22,True,True,-2.0053791536237325e-20,-2.0061540121444423e-20,0.0003863900346773137,7.74858520709836e-24,True,20.671398834051264,20.671876415165652,0.0004775811143886699,0.0004775811143886699,-2.268541112402608e-22,True,True,True,0.11097410001093522
50,1,-3.0,-18195000.0,-18.195,6065000.0,0.027,0.0127,-1.0069726923421713e-20,-1.0073761857248063e-20,0.0004006994287963216,4.034933826350021e-24,True,20.79389355716905,20.794519751299894,0.0006261941308451924,0.0006261941308451924,-2.2967116787805434e-22,True,True,-1.0069726923421713e-20,-1.0073761857248063e-20,0.0004006994287963216,4.034933826350021e-24,True,20.79389355716905,20.794519751299894,0.0006261941308451924,0.0006261941308451924,-2.2967116787805434e-22,True,True,-2.013934254735852e-20,-2.0147078322435846e-20,0.00038411259251061884,7.735775077325292e-24,True,20.79389355716905,20.794519751299894,0.0006261941308451924,0.0006261941308451924,-2.2967116787805434e-22,True,True,True,0.10787229996640235
51,1,-3.05,-18498250.0,-18.49825,6065000.0,0.027,0.0127,-1.0108554331382319e-20,-1.011257988742977e-20,0.0003982326171957333,4.025556047451647e-24,True,20.918135541462494,20.91856944038412,0.00043389892162437604,0.00043389892162437604,-2.3244948969772048e-22,True,True,-1.0108554331382319e-20,-1.011257988742977e-20,0.0003982326171957333,4.025556047451647e-24,True,20.918135541462494,20.91856944038412,0.00043389892162437604,0.00043389892162437604,-2.3244948969772048e-22,True,True,-2.0216998132157424e-20,-2.0224717461960634e-20,0.00038182373825972884,7.719329803210303e-24,True,20.918135541462494,20.91856944038412,0.00043389892162437604,0.00043389892162437604,-2.3244948969772048e-22,True,True,True,0.11877140001161024
52,1,-3.1,-18801500.0,-18.8015,6065000.0,0.027,0.0127,-1.014350875012281e-20,-1.0147523107099224e-20,0.0003957562491741741,4.014356976414018e-24,True,21.04410982531441,21.044721194599006,0.0006113692845950425,0.0006113692845950425,-2.3518925736064816e-22,True,True,-1.014350875012281e-20,-1.0147523107099224e-20,0.0003957562491741741,4.014356976414018e-24,True,21.04410982531441,21.044721194599006,0.0006113692845950425,0.0006113692845950425,-2.3518925736064816e-22,True,True,-2.0286907782909345e-20,-2.0294607158074347e-20,0.0003795243339888643,7.699375165002177e-24,True,21.04410982531441,21.044721194599006,0.0006113692845950425,0.0006113692845950425,-2.3518925736064816e-22,True,True,True,0.11037429998395965
53,1,-3.15,-19104750.0,-19.10475,6065000.0,0.027,0.0127,-1.0174666564967278e-20,-1.0178667968874747e-20,0.0003932712567943649,4.0014039074682854e-24,True,21.171800521431834,21.172259824047252,0.00045930261541826667,0.00045930261541826667,-2.3789066906833115e-22,True,True,-1.0174666564967278e-20,-1.0178667968874747e-20,0.0003932712567943649,4.0014039074682854e-24,True,21.171800521431834,21.172259824047252,0.00045930261541826667,0.00045930261541826667,-2.3789066906833115e-22,True,True,-2.034922426743282e-20,-2.0356900304700677e-20,0.0003772152278129798,7.676037267857089e-24,True,21.171800521431834,21.172259824047252,0.00045930261541826667,0.00045930261541826667,-2.3789066906833115e-22,True,True,True,0.11754939996171743
54,1,-3.2,-19408000.0,-19.408,6065000.0,0.027,0.0127,-1.0202105620242715e-20,-1.0206092384328657e-20,0.00039077855438308793,3.986764085942025e-24,True,21.301190888547143,21.301786960786792,0.0005960722396487483,0.0005960722396487483,-2.4055393975118953e-22,True,True,-1.0202105620242715e-20,-1.0206092384328657e-20,0.00039077855438308793,3.986764085942025e-24,True,21.301190888547143,21.301786960786792,0.0005960722396487483,0.0005960722396487483,-2.4055393975118953e-22,True,True,-2.0404103271613306e-20,-2.0411752713896056e-20,0.0003748972537985515,7.649442282749869e-24,True,21.301190888547143,21.301786960786792,0.0005960722396487483,0.0005960722396487483,-2.4055393975118953e-22,True,True,True,0.11015349999070168
55,1,-3.25,-19711250.0,-19.71125,6065000.0,0.027,0.0127,-1.0225905045311489e-20,-1.0229875549881989e-20,0.0003882790376896788,3.970504570499576e-24,True,21.43226340414814,21.432810780919127,0.0005473767709851529,0.0005473767709851529,-2.4317930025789167e-22,True,True,-1.0225905045311489e-20,-1.0229875549881989e-20,0.0003882790376896788,3.970504570499576e-24,True,21.43226340414814,21.432810780919127,0.0005473767709851529,0.0005473767709851529,-2.4317930025789167e-22,True,True,-2.0451703051465323e-20,-2.0459322767647096e-20,0.00037257123099227916,7.619716181772988e-24,True,21.43226340414814,21.432810780919127,0.0005473767709851529,0.0005473767709851529,-2.4317930025789167e-22,True,True,True,0.11446090001845732
56,1,-3.3,-20014500.0,-20.0145,6065000.0,0.027,0.0127,-1.0246145085601088e-20,-1.0250097777710088e-20,0.00038577358372116223,3.952692108999306e-24,True,21.565023336624467,21.565580203423107,0.0005568667986395326,0.0005568667986395326,-2.457669786326352e-22,True,True,-1.0246145085601088e-20,-1.0250097777710088e-20,0.00038577358372116223,3.952692108999306e-24,True,21.565023336624467,21.565580203423107,0.0005568667986395326,0.0005568667986395326,-2.457669786326352e-22,True,True,-2.0492184095197573e-20,-2.0499771079707644e-20,0.0003702379636462655,7.58698451007034e-24,True,21.565023336624467,21.565580203423107,0.0005568667986395326,0.0005568667986395326,-2.457669786326352e-22,True,True,True,0.11654459999408573
57,1,-3.35,-20317750.0,-20.31775,6065000.0,0.027,0.0127,-1.0262906938879384e-20,-1.0266840331897515e-20,0.0003832630502795927,3.933393018130511e-24,True,21.699491418215118,21.7000726468135,0.0005812285983815002,0.0005812285983815002,-2.4831727175608873e-22,True,True,-1.0262906938879384e-20,-1.0266840331897515e-20,0.0003832630502795927,3.933393018130511e-24,True,21.699491418215118,21.7000726468135,0.0005812285983815002,0.0005812285983815002,-2.4831727175608873e-22,True,True,-2.052570879575595e-20,-2.0533260167909526e-20,0.00036789824062677395,7.551372153576113e-24,True,21.699491418215118,21.7000726468135,0.0005812285983815002,0.0005812285983815002,-2.4831727175608873e-22,True,True,True,0.1110517000197433
58,1,-3.4,-20621000.0,-20.621,6065000.0,0.027,0.0127,-1.027627259693153e-20,-1.0280185270008679e-20,0.0003807482762102905,3.9126730771487256e-24,True,21.83559740705528,21.83595274906673,0.0003553420114528194,0.0003553420114528194,-2.508304358301261e-22,True,True,-1.027627259693153e-20,-1.0280185270008679e-20,0.0003807482762102905,3.9126730771487256e-24,True,21.83559740705528,21.83595274906673,0.0003553420114528194,0.0003553420114528194,-2.508304358301261e-22,True,True,-2.0552441134202722e-20,-2.0559954137329665e-20,0.0003655528352026227,7.513003126942812e-24,True,21.83559740705528,21.83595274906673,0.0003553420114528194,0.0003553420114528194,-2.508304358301261e-22,True,True,True,0.11404819996096194
59,1,-3.45,-20924250.0,-20.92425,6065000.0,0.027,0.0127,-1.0286324692826568e-20,-1.0290215290251464e-20,0.00037823008130482774,3.89059742489565e-24,True,21.97332047561374,21.97388531895114,0.000564843337400589,0.000564843337400589,-2.533067577974671e-22,True,True,-1.0286324692826568e-20,-1.0290215290251464e-20,0.00037823008130482774,3.89059742489565e-24,True,21.97332047561374,21.97388531895114,0.000564843337400589,0.000564843337400589,-2.533067577974671e-22,True,True,-2.057254637424506e-20,-2.058001837461642e-20,0.0003632025047085081,7.472000371357743e-24,True,21.97332047561374,21.97388531895114,0.000564843337400589,0.000564843337400589,-2.533067577974671e-22,True,True,True,0.11309569998411462
60,1,-3.5,-21227500.0,-21.2275,6065000.0,0.027,0.0127,-1.0293146353894123e-20,-1.0297013584344373e-20,0.0003757092649116747,3.8672304502498455e-24,True,22.11263937082099,22.112747442498847,0.00010807167785742422,0.00010807167785742422,-2.5574653658588264e-22,True,True,-1.0293146353894123e-20,-1.0297013584344373e-20,0.0003757092649116747,3.8672304502498455e-24,True,22.11263937082099,22.112747442498847,0.00010807167785742422,0.00010807167785742422,-2.5574653658588264e-22,True,True,-2.0586190768165827e-20,-2.059361925374171e-20,0.00036084799074971217,7.428485575882912e-24,True,22.11263937082099,22.112747442498847,0.00010807167785742422,0.00010807167785742422,-2.5574653658588264e-22,True,True,True,0.1073888000100851
61,1,-3.55,-21530750.0,-21.53075,6065000.0,0.027,0.0127,-1.0296821060487341e-20,-1.0300663696201884e-20,0.0003731866070091233,3.8426357145433536e-24,True,22.25353248747478,22.25408068014927,0.0005481926744899113,0.0005481926744899113,-2.5815008233684364e-22,True,True,-1.0296821060487341e-20,-1.0300663696201884e-20,0.0003731866070091233,3.8426357145433536e-24,True,22.25353248747478,22.25408068014927,0.0005481926744899113,0.0005481926744899113,-2.5815008233684364e-22,True,True,-2.0593541274384272e-20,-2.0600923853371752e-20,0.00035849001825941795,7.382578987480095e-24,True,22.25353248747478,22.25408068014927,0.0005481926744899113,0.0005481926744899113,-2.5815008233684364e-22,True,True,True,0.11103889998048544
62,1,-3.6,-21834000.0,-21.834,6065000.0,0.027,0.0127,-1.029743251063647e-20,-1.0301249386506684e-20,0.00037066286827043375,3.816875870213728e-24,True,22.395977940204144,22.396162424446157,0.00018448424201267244,0.00018448424201267244,-2.605177156487786e-22,True,True,-1.029743251063647e-20,-1.0301249386506684e-20,0.00037066286827043375,3.816875870213728e-24,True,22.395977940204144,22.396162424446157,0.00018448424201267244,0.00018448424201267244,-2.605177156487786e-22,True,True,-2.059476528675473e-20,-2.0602099686022795e-20,0.0003561292962528557,7.334399268064704e-24,True,22.395977940204144,22.396162424446157,0.00018448424201267244,0.00018448424201267244,-2.605177156487786e-22,True,True,True,0.11052639997797087
63,1,-3.65,-22137250.0,-22.13725,6065000.0,0.027,0.0127,-1.0295064490641984e-20,-1.0298854503215805e-20,0.00036813878895719987,3.790012573821212e-24,True,22.539953633660346,22.5404849638635,0.0005313302031524358,0.0005313302031524358,-2.6284976683661367e-22,True,True,-1.0295064490641984e-20,-1.0298854503215805e-20,0.00036813878895719987,3.790012573821212e-24,True,22.539953633660346,22.5404849638635,0.0005313302031524358,0.0005313302031524358,-2.6284976683661367e-22,True,True,-2.0590030375744386e-20,-2.0597314439071992e-20,0.00035376651683752383,7.284063327605903e-24,True,22.539953633660346,22.5404849638635,0.0005313302031524358,0.0005313302031524358,-2.6284976683661367e-22,True,True,True,0.1171817000140436
64,1,-3.7,-22440500.0,-22.4405,6065000.0,0.027,0.0127,-1.0289800751610992e-20,-1.029356285803356e-20,0.0003656150894835627,3.762106422568284e-24,True,22.68543733078771,22.685951102211742,0.0005137714240319724,0.0005137714240319724,-2.6514657520912947e-22,True,True,-1.0289800751610992e-20,-1.029356285803356e-20,0.0003656150894835627,3.762106422568284e-24,True,22.68543733078771,22.685951102211742,0.0005137714240319724,0.0005137714240319724,-2.6514657520912947e-22,True,True,-2.0579504041511756e-20,-2.058673572771268e-20,0.00035140235577771654,7.23168620092427e-24,True,22.68543733078771,22.685951102211742,0.0005137714240319724,0.0005137714240319724,-2.6514657520912947e-22,True,True,True,0.107941500027664
65,1,-3.75,-22743750.0,-22.74375,6065000.0,0.027,0.0127,-1.0281724891959532e-20,-1.028545810884989e-20,0.0003630924703379985,3.7332168903572775e-24,True,22.83257233223098,22.832921024670338,0.0003486924393563129,0.0003486924393563129,-2.6740847363176165e-22,True,True,-1.0281724891959532e-20,-1.028545810884989e-20,0.0003630924703379985,3.7332168903572775e-24,True,22.83257233223098,22.832921024670338,0.0003486924393563129,0.0003486924393563129,-2.6740847363176165e-22,True,True,-2.0563353478915028e-20,-2.0570530859830586e-20,0.0003490374720697865,7.177380915557951e-24,True,22.83257233223098,22.832921024670338,0.0003486924393563129,0.0003486924393563129,-2.6740847363176165e-22,True,True,True,0.11785019998205826
66,1,-3.8,-23047000.0,-23.047,6065000.0,0.027,0.0127,-1.0270920245860035e-20,-1.027462364813516e-20,0.0003605716125210863,3.703402275125225e-24,True,22.981193471781168,22.981707443000673,0.0005139712195045831,0.0005139712195045831,-2.696358531760906e-22,True,True,-1.0270920245860035e-20,-1.027462364813516e-20,0.0003605716125210863,3.703402275125225e-24,True,22.981193471781168,22.981707443000673,0.0005139712195045831,0.0005139712195045831,-2.696358531760906e-22,True,True,-2.0541745354409802e-20,-2.054886661279203e-20,0.00034667250807388924,7.121258382228409e-24,True,22.981193471781168,22.981707443000673,0.0005139712195045831,0.0005139712195045831,-2.696358531760906e-22,True,True,True,0.11080800002673641
