point_index,study_key,scan_variable,scan_value,s0,seff,detuning_n,cooling_power_w_per_beam,cooling_power_mw_per_beam,cooling_beam_diameter_m,cooling_beam_diameter_mm,cooling_beam_center_peak_intensity_w_per_m2,cooling_beam_center_on_resonance_saturation_parameter,cooling_beam_center_effective_saturation_parameter,cooling_detuning_hz,cooling_detuning_mhz,linewidth_hz,loading_rate_mean_atoms_per_s,loading_rate_from_mean_spectrum_atoms_per_s,loading_rate_sample_std_atoms_per_s,loading_rate_disc_cluster_sem_atoms_per_s,loading_rate_t95_lower_atoms_per_s,loading_rate_t95_upper_atoms_per_s,student_t_critical_95,confidence_level,disc_count,points_per_disc,capture_threshold_search_count,base_timeout_ray_count,zero_capture_velocity_count,velocity_resolved_override_count,unresolved_timeout_count,lower_classification_counts_json,upper_classification_counts_json,disc_radius_m,disc_radius_mm,phase_space,geometry_sha256,run_signature_sha256,point_elapsed_wall_time_s,statistics_directory,figures_directory,capture_cross_section_csv,capture_cross_section_plot,status
0,02_effective_saturation,seff,0.25,6.3667524937660085,0.25,-2.4732069249793898,0.006730411707713536,6.730411707713536,0.0127,12.7,106.26109912095471,6.366752493766009,0.25000000000000006,-15000000.0,-15.0,6065000.0,694621.0140043357,694621.0140043357,859535.005977637,171907.0011955274,339822.4015030996,1049419.6265055719,2.0638985616280245,0.95,25,25,625,139,64,64,0,"{""bounded_core_residence"":329,""escaped"":64,""two_core_entries"":232}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,c9b467c5569aec54f748e8c9ede257cc4dbe172305c3866780642f94ba21e188,483.9844823000021,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\000_seff_0p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\000_seff_0p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\000_seff_0p25\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\000_seff_0p25\capture_cross_section_vs_velocity.png,completed
1,02_effective_saturation,seff,0.5,12.733504987532017,0.5,-2.4732069249793898,0.013460823415427071,13.460823415427072,0.0127,12.7,212.52219824190942,12.733504987532019,0.5000000000000001,-15000000.0,-15.0,6065000.0,1123254.3269162825,1123254.3269162828,1228847.6008478831,245769.52016957663,616010.9677462836,1630497.6860862814,2.0638985616280245,0.95,25,25,625,92,46,46,0,"{""bounded_core_residence"":191,""escaped"":46,""two_core_entries"":388}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,e33b4f4e1929736e592c00c0dfd8aa24d296b8b2d00171708ae20b890cb31e83,415.0560049000196,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\001_seff_0p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\001_seff_0p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\001_seff_0p5\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\001_seff_0p5\capture_cross_section_vs_velocity.png,completed
2,02_effective_saturation,seff,0.75,19.100257481298026,0.75,-2.4732069249793898,0.020191235123140607,20.191235123140608,0.0127,12.7,318.7832973628641,19.10025748129803,0.7500000000000002,-15000000.0,-15.0,6065000.0,1358299.6231664,1358299.6231664,1427963.8338277808,285592.7667655562,768865.1226276007,1947734.1237051995,2.0638985616280245,0.95,25,25,625,75,39,39,0,"{""bounded_core_residence"":209,""escaped"":39,""two_core_entries"":377}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,a29d8a378cc86ec50df77b7047b85da35997045c8eb6f2ee3ade993bf1424872,453.8847926000017,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\002_seff_0p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\002_seff_0p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\002_seff_0p75\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\002_seff_0p75\capture_cross_section_vs_velocity.png,completed
3,02_effective_saturation,seff,1.0,25.467009975064034,1.0,-2.4732069249793898,0.026921646830854143,26.921646830854144,0.0127,12.7,425.04439648381884,25.467009975064038,1.0000000000000002,-15000000.0,-15.0,6065000.0,1494992.290598042,1494992.290598042,1531609.2375780533,306321.8475156106,862775.0701153342,2127209.51108075,2.0638985616280245,0.95,25,25,625,85,30,30,0,"{""bounded_core_residence"":184,""escaped"":30,""two_core_entries"":411}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,cfd72009152c9ae612d974568726d9c90f873a314a7b2170efb96bb3e9ee0af6,519.0169795999536,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\003_seff_1,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\003_seff_1,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\003_seff_1\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\003_seff_1\capture_cross_section_vs_velocity.png,completed
4,02_effective_saturation,seff,1.25,31.83376246883004,1.25,-2.4732069249793898,0.033652058538567675,33.65205853856767,0.0127,12.7,531.3054956047735,31.83376246883004,1.25,-15000000.0,-15.0,6065000.0,1587094.7061404758,1587094.7061404758,1618211.6034532387,323642.32069064776,919129.785985092,2255059.6262958595,2.0638985616280245,0.95,25,25,625,93,26,26,0,"{""bounded_core_residence"":148,""escaped"":26,""two_core_entries"":451}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,1dbe290c105d1ca0dad41e4f1cdfdfb207dca63f6638f322854b5312ce26d6cf,529.9860444999649,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\004_seff_1p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\004_seff_1p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\004_seff_1p25\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\004_seff_1p25\capture_cross_section_vs_velocity.png,completed
5,02_effective_saturation,seff,1.5,38.20051496259605,1.5,-2.4732069249793898,0.040382470246281214,40.382470246281216,0.0127,12.7,637.5665947257282,38.20051496259606,1.5000000000000004,-15000000.0,-15.0,6065000.0,1641677.4795319303,1641677.4795319303,1657217.9686469357,331443.59372938715,957611.5231730248,2325743.4358908357,2.0638985616280245,0.95,25,25,625,151,25,25,0,"{""bounded_core_residence"":129,""escaped"":25,""two_core_entries"":471}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,817f4f6b26434839bd68188a21dd650b953e056ebd6c5245d57db5958ccb57e5,816.8876661999966,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\005_seff_1p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\005_seff_1p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\005_seff_1p5\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\005_seff_1p5\capture_cross_section_vs_velocity.png,completed
6,02_effective_saturation,seff,1.75,44.56726745636206,1.75,-2.4732069249793898,0.04711288195399474,47.11288195399474,0.0127,12.7,743.8276938466828,44.56726745636206,1.75,-15000000.0,-15.0,6065000.0,1680898.3314510945,1680898.3314510945,1693688.8185460463,338737.7637092093,981777.9481625638,2380018.7147396253,2.0638985616280245,0.95,25,25,625,270,23,23,0,"{""bounded_core_residence"":150,""escaped"":23,""two_core_entries"":452}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,221f7c54489ff03c620d761d8811d6af3297a907bc7a6a2cf271769c3700221a,1109.3869599999744,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\006_seff_1p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\006_seff_1p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\006_seff_1p75\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\006_seff_1p75\capture_cross_section_vs_velocity.png,completed
7,02_effective_saturation,seff,2.0,50.93401995012807,2.0,-2.4732069249793898,0.053843293661708286,53.84329366170829,0.0127,12.7,850.0887929676377,50.934019950128075,2.0000000000000004,-15000000.0,-15.0,6065000.0,1709050.6012826378,1709050.6012826373,1737139.8875079113,347427.97750158224,991994.4982477885,2426106.704317487,2.0638985616280245,0.95,25,25,625,419,22,23,0,"{""bounded_core_residence"":124,""escaped"":22,""two_core_entries"":479}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,ff63720917947f3cc60cb2d0126b5566a462694c7782ee62f0928d5861177cea,1599.2853311999934,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\007_seff_2,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\007_seff_2,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\007_seff_2\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\007_seff_2\capture_cross_section_vs_velocity.png,completed
8,02_effective_saturation,seff,2.25,57.300772443894076,2.25,-2.4732069249793898,0.060573705369421825,60.57370536942182,0.0127,12.7,956.3498920885924,57.30077244389408,2.2500000000000004,-15000000.0,-15.0,6065000.0,1724047.752160219,1724047.7521602188,1753600.1995109948,350720.03990219894,1000197.1662719472,2447898.3380484907,2.0638985616280245,0.95,25,25,625,497,21,22,0,"{""bounded_core_residence"":133,""escaped"":21,""two_core_entries"":471}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,1cd260502d2ce4f3df546afd1d47489673b9cf0f6178313fad49d5985d1122bc,1845.2539583999896,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\008_seff_2p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\008_seff_2p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\008_seff_2p25\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\008_seff_2p25\capture_cross_section_vs_velocity.png,completed
9,02_effective_saturation,seff,2.5,63.66752493766008,2.5,-2.4732069249793898,0.06730411707713535,67.30411707713534,0.0127,12.7,1062.610991209547,63.66752493766008,2.5,-15000000.0,-15.0,6065000.0,1732445.8838813559,1732445.883881356,1768464.435127809,353692.88702556177,1002459.6430912355,2462432.124671476,2.0638985616280245,0.95,25,25,625,550,18,20,0,"{""bounded_core_residence"":125,""escaped"":18,""two_core_entries"":482}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,6944dd48a56c9702756b6f2f8d0936802ebd57520396be6e2ac9bb4b9cc66a31,2017.9071334999753,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\009_seff_2p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\009_seff_2p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\009_seff_2p5\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\02_effective_saturation\points\009_seff_2p5\capture_cross_section_vs_velocity.png,completed
