disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,78.64733607311709,71723224.60523985
1,25,78.83527125502985,71894613.97373703
2,25,71.10416269991782,64844152.21581706
3,25,72.16497733546288,65811572.73084873
4,25,73.61333347784665,67132415.59845704
5,25,70.53988177372526,64329550.58236648
6,25,53.96811615792802,49216763.21138404
7,25,36.07777873417345,32901491.09441682
8,25,80.20145282094026,73140516.91458468
9,25,57.51915672929067,52455170.17084392
10,25,37.17955299267693,33906265.14720166
11,25,61.57879097763343,56157394.21996258
12,25,83.7196625618714,76348983.46992424
13,25,95.95696177556948,87508910.86084835
14,25,39.84345923803431,36335641.08671777
15,25,30.124229463968508,27472092.30196072
16,25,75.1746951301651,68556314.97090536
17,25,53.726968229646005,48996845.94670797
18,25,136.7526326957501,124712930.91321626
19,25,60.629750899001024,55291907.62985297
20,25,82.3794990343406,75126807.93935725
21,25,101.52814200338153,92589604.38140382
22,25,43.08751045594103,39294086.03539998
23,25,81.78057929309163,74580617.09212784
24,25,62.03002505029498,56568901.64486701
