disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.6115075891382724,557670.4609905389
1,25,1.1330952800680616,1033337.5716108695
2,25,0.5473849912990472,499193.21666507906
3,25,1.0628625516987777,969288.1326472174
4,25,7.190676448255662,6557609.293751233
5,25,0.6652323971618569,606665.336915727
6,25,2.320644351928498,2116334.8231847133
7,25,0.8049246651402011,734059.0976212578
8,25,0.38257984468584816,348897.51515970606
9,25,0.6479825946047111,590934.2069757123
10,25,0.8358922353518934,762300.2829515127
11,25,0.8131066868726453,741520.7741603776
12,25,1.8099343159951125,1650587.6988149027
13,25,1.4076062817913058,1283680.6247423992
14,25,0.5119804974559428,466905.73445992154
15,25,1.0501487060225525,957693.613944327
16,25,3.190281645974992,2909409.2498633536
17,25,5.028777663582175,4586044.0780804
18,25,0.49722185560205695,453446.4434348519
19,25,0.39249216047757296,357937.1506691274
20,25,4.442336508423706,4051233.2022220828
21,25,1.540011613780936,1404428.9913036625
22,25,0.590959169847381,538931.1245340175
23,25,2.2982091607531983,2095874.8262404867
24,25,1.2070965985433284,1100823.8140075738
