replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,25.8625,4.927270521461823,54829974.22290897
2,1,1.3384844104219924,0.8609172676841867,25,24.39375,6.0673707881791765,49370476.84116481
3,2,1.5673420794615047,0.24216107092987377,25,27.0625,3.846416757840991,60989843.53440021
4,3,0.40060196789834845,1.0446245108769725,25,24.9125,7.586453756463446,60486691.732684836
5,4,1.146840186104423,0.13255032373604866,25,27.24375,5.203164101454678,67793399.206069
6,5,0.9404099994359895,0.6007277038522987,25,30.746875,8.403132166539649,126239884.20788325
7,6,0.9259539759492723,0.5056439283308706,25,27.66875,7.362138989097643,83336586.73203634
8,7,0.24976483536291105,0.9156687054618924,25,30.8,3.4796539391810697,98141239.15187946
9,8,0.8986655624347945,1.290641528889039,25,24.90625,6.904234717276782,57852500.423940286
10,9,1.3592910432132472,1.0202241064044864,25,27.54375,6.152646735264291,76100362.78706977
