disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.46544585153354134,424467.99876452837
1,25,1.4594282592264858,1330940.195284186
2,25,0.32593720512488633,297241.69358569133
3,25,0.5236489093196977,477546.8593431915
4,25,4.987605639421603,4548496.838926925
5,25,0.4815672434418129,439170.06332919566
6,25,3.6048533315733273,3287482.0442616115
7,25,0.4384801329583973,399876.34205274
8,25,0.28751364397683277,262200.9427611124
9,25,1.135188361080016,1035246.3777705313
10,25,0.6077477212865675,554241.6119044981
11,25,1.122593487244639,1023760.356627621
12,25,2.896466234933902,2641461.3476103214
13,25,1.3355923331425021,1218006.7841326362
14,25,0.2512900640928739,229166.4868501373
15,25,0.6031094829014831,550011.7240268366
16,25,1.7565942443964406,1601943.687119778
17,25,7.41527344127489,6762432.767505049
18,25,0.4093066111326895,373271.25708856754
19,25,0.2241751833073496,204438.80016897054
20,25,5.173347100419703,4717885.621698753
21,25,2.669021819380803,2434041.138402517
22,25,0.30482777605382677,277990.73865004786
23,25,1.8520286916149291,1688976.0856051508
24,25,2.4933149280213236,2273803.4817583263
